dataset,donor_id,state_label,n_cells_state,state_fraction_within_donor,disease_program_mean,disease_program_q95,disease_program_fraction_high_global_q95
DLPFC,H18.30.002,Micro-PVM_2,295,1.0,-0.386169917512229,0.5413171711011434,0.0
DLPFC,H19.30.001,Micro-PVM_2,465,0.9978540772532188,-0.42610016933191924,0.2797590965834874,0.002150537634408602
DLPFC,H19.30.002,Micro-PVM_2,538,1.0,-0.3725204792292324,0.44318140701388264,0.0018587360594795538
DLPFC,H19.33.004,Micro-PVM_1_1-SEAAD,9,0.024930747922437674,0.2159993871805368,0.8594123382114991,0.0
DLPFC,H19.33.004,Micro-PVM_2,341,0.9445983379501385,0.15952723266246133,1.4221976135442365,0.06158357771260997
DLPFC,H19.33.004,Micro-PVM_2_2-SEAAD,5,0.013850415512465374,-0.2521560245257318,0.035552517059125,0.0
DLPFC,H20.33.001,Micro-PVM_1,9,0.0189873417721519,-0.5453953801806454,-0.10897764413119047,0.0
DLPFC,H20.33.001,Micro-PVM_2,453,0.9556962025316456,-0.08864058589651677,0.8448368675049233,0.008830022075055188
DLPFC,H20.33.001,Micro-PVM_3-SEAAD,6,0.012658227848101266,-0.08742817950438508,0.6126373483932839,0.0
DLPFC,H20.33.002,Micro-PVM_1,12,0.016194331983805668,-0.3993540971526501,0.1193335505016651,0.0
DLPFC,H20.33.002,Micro-PVM_2,719,0.970310391363023,-0.10551940673124748,0.689600948311377,0.004172461752433936
DLPFC,H20.33.004,Micro-PVM_1,10,0.020080321285140562,0.3509017725109048,1.3075631281319895,0.1
DLPFC,H20.33.004,Micro-PVM_1_1-SEAAD,17,0.03413654618473896,1.2278938394644296,2.3197963034548215,0.47058823529411764
DLPFC,H20.33.004,Micro-PVM_2,321,0.6445783132530121,0.9282105189511021,2.0765739255982636,0.32087227414330216
DLPFC,H20.33.004,Micro-PVM_2_2-SEAAD,88,0.17670682730923695,-0.4359910935109854,0.37459404102631794,0.0
DLPFC,H20.33.004,Micro-PVM_3-SEAAD,60,0.12048192771084337,1.2594410364846096,3.2126540163240325,0.5666666666666667
DLPFC,H20.33.005,Micro-PVM_1_1-SEAAD,5,0.021739130434782608,0.5793513929827114,1.3761811844667093,0.2
DLPFC,H20.33.005,Micro-PVM_2,213,0.9260869565217391,-0.10332350169520345,1.2708913564565991,0.03755868544600939
DLPFC,H20.33.005,Micro-PVM_3-SEAAD,8,0.034782608695652174,0.23600160801304612,1.001310695617186,0.0
DLPFC,H20.33.008,Micro-PVM_2,271,0.9186440677966101,-0.20194443234565554,0.9750567519272775,0.01845018450184502
DLPFC,H20.33.008,Micro-PVM_3-SEAAD,15,0.05084745762711865,0.5681961507825555,1.534404812308632,0.3333333333333333
DLPFC,H20.33.011,Micro-PVM_1,9,0.01875,-0.32478303025993505,-0.04754165590188578,0.0
DLPFC,H20.33.011,Micro-PVM_2,450,0.9375,0.23104114486059568,1.40413940442061,0.07555555555555556
DLPFC,H20.33.011,Micro-PVM_2_2-SEAAD,6,0.0125,-0.9154539942058612,-0.5782440090290925,0.0
DLPFC,H20.33.011,Micro-PVM_3-SEAAD,13,0.027083333333333334,-0.49551375230261924,0.21016134903504247,0.0
DLPFC,H20.33.012,Micro-PVM_1,8,0.0107095046854083,-0.4817791883440541,0.2638396657707678,0.0
DLPFC,H20.33.012,Micro-PVM_2,685,0.9170013386880856,0.04032042944524473,1.3139672186959142,0.051094890510948905
DLPFC,H20.33.012,Micro-PVM_2_1-SEAAD,32,0.0428380187416332,-0.23241002522831,0.5739869801805701,0.0
DLPFC,H20.33.012,Micro-PVM_2_2-SEAAD,9,0.012048192771084338,-0.808946938901708,-0.32105413655217135,0.0
DLPFC,H20.33.012,Micro-PVM_3-SEAAD,9,0.012048192771084338,0.935069270447709,1.6291920008030991,0.3333333333333333
DLPFC,H20.33.013,Micro-PVM_1,11,0.026829268292682926,-0.07449880019233843,0.14868738154472683,0.0
DLPFC,H20.33.013,Micro-PVM_2,379,0.9243902439024391,-0.048357366334148756,1.1424764801525422,0.0316622691292876
DLPFC,H20.33.013,Micro-PVM_3-SEAAD,10,0.024390243902439025,0.817822570272629,2.087275762476123,0.3
DLPFC,H20.33.014,Micro-PVM_1,5,0.01730103806228374,-0.4419917011986313,-0.11962777934434063,0.0
DLPFC,H20.33.014,Micro-PVM_2,282,0.9757785467128027,-0.5685991713822096,0.21638390354277046,0.0035460992907801418
DLPFC,H20.33.015,Micro-PVM_2,650,0.9587020648967551,-0.07476562490989995,0.9207640107353596,0.009230769230769232
DLPFC,H20.33.015,Micro-PVM_3-SEAAD,21,0.030973451327433628,-0.10022632789121252,0.8111534460402346,0.047619047619047616
DLPFC,H20.33.016,Micro-PVM_1,6,0.011472275334608031,-0.09196353643366184,0.16726487943840856,0.0
DLPFC,H20.33.016,Micro-PVM_2,495,0.9464627151051626,-0.09940877207981631,0.930777332085549,0.026262626262626262
DLPFC,H20.33.016,Micro-PVM_2_2-SEAAD,11,0.021032504780114723,-0.567702981744423,0.23277360154189655,0.0
DLPFC,H20.33.016,Micro-PVM_3-SEAAD,5,0.009560229445506692,-0.13016794700167528,0.5880950678234556,0.0
DLPFC,H20.33.017,Micro-PVM_1,21,0.022198731501057084,-0.5230113931741955,-0.11177863715017042,0.0
DLPFC,H20.33.017,Micro-PVM_2,829,0.8763213530655392,-0.02513544923917364,1.2205058838320337,0.039806996381182146
DLPFC,H20.33.017,Micro-PVM_2_2-SEAAD,10,0.010570824524312896,-0.932860532800903,-0.6002062419627381,0.0
DLPFC,H20.33.017,Micro-PVM_3-SEAAD,83,0.08773784355179703,0.07776190359773744,1.3873596864001678,0.07228915662650602
DLPFC,H20.33.018,Micro-PVM_1,18,0.025714285714285714,0.15685637919997264,0.9893508064561771,0.0
DLPFC,H20.33.018,Micro-PVM_2,563,0.8042857142857143,-0.09546826346860628,1.0578502349523438,0.02486678507992895
DLPFC,H20.33.018,Micro-PVM_2_1-SEAAD,7,0.01,-0.2927294006506143,1.4113819067732882,0.14285714285714285
DLPFC,H20.33.018,Micro-PVM_3-SEAAD,109,0.15571428571428572,0.3057399176558386,2.0571696288920953,0.1651376146788991
DLPFC,H20.33.019,Micro-PVM_1,7,0.015659955257270694,-0.03010213987370915,0.5486459904346418,0.0
DLPFC,H20.33.019,Micro-PVM_1_1-SEAAD,15,0.03355704697986577,0.5531689173823637,1.6890792846516391,0.13333333333333333
DLPFC,H20.33.019,Micro-PVM_2,380,0.8501118568232662,-0.301295842023176,0.7543390677373246,0.005263157894736842
DLPFC,H20.33.019,Micro-PVM_2_2-SEAAD,18,0.040268456375838924,-0.7193736368620851,-0.26203395805270024,0.0
DLPFC,H20.33.019,Micro-PVM_3-SEAAD,24,0.053691275167785234,-0.12482448750090591,0.8121809151117336,0.0
DLPFC,H20.33.020,Micro-PVM_1,11,0.010036496350364963,-0.1758549701402819,0.3433675313010257,0.0
DLPFC,H20.33.020,Micro-PVM_2,1003,0.9151459854014599,0.07865272518719922,1.2411163509664451,0.04187437686939183
DLPFC,H20.33.020,Micro-PVM_2_1-SEAAD,37,0.03375912408759124,-0.2639528952766147,0.5996992720527576,0.0
DLPFC,H20.33.020,Micro-PVM_2_2-SEAAD,12,0.010948905109489052,-0.8035916203958742,-0.414993235043285,0.0
DLPFC,H20.33.020,Micro-PVM_3-SEAAD,31,0.028284671532846715,-0.03226826256675927,1.51464959947264,0.06451612903225806
DLPFC,H20.33.024,Micro-PVM_1,9,0.018218623481781375,-0.8153844997954955,-0.02948107627986943,0.0
DLPFC,H20.33.024,Micro-PVM_1_1-SEAAD,16,0.032388663967611336,-0.1427239878813713,0.6810135053985484,0.0
DLPFC,H20.33.024,Micro-PVM_2,446,0.902834008097166,-0.4441807360583825,0.22656373744060052,0.0
DLPFC,H20.33.024,Micro-PVM_2_2-SEAAD,7,0.01417004048582996,-0.8391173613369401,-0.3662799822664011,0.0
DLPFC,H20.33.024,Micro-PVM_3-SEAAD,16,0.032388663967611336,-0.5359370757260128,0.08215231257929609,0.0
DLPFC,H20.33.025,Micro-PVM_1,25,0.022935779816513763,-0.44161344126331786,-0.01900434087532331,0.0
DLPFC,H20.33.025,Micro-PVM_2,1010,0.926605504587156,-0.32429576496163176,0.5664492696731837,0.0039603960396039604
DLPFC,H20.33.025,Micro-PVM_2_1-SEAAD,8,0.007339449541284404,-0.43264224953024233,-0.09228952335172158,0.0
DLPFC,H20.33.025,Micro-PVM_2_2-SEAAD,9,0.008256880733944955,-0.7774844918146214,-0.2288008552886246,0.0
DLPFC,H20.33.025,Micro-PVM_3-SEAAD,35,0.03211009174311927,-0.029441905753694816,1.1224588254642809,0.05714285714285714
DLPFC,H20.33.026,Micro-PVM_1,40,0.07130124777183601,0.21151690087065877,0.7409335649547858,0.0
DLPFC,H20.33.026,Micro-PVM_2,494,0.8805704099821747,0.23898108221880435,1.8009924237547161,0.12348178137651822
DLPFC,H20.33.026,Micro-PVM_2_2-SEAAD,7,0.012477718360071301,-0.924609023263078,-0.4974829096965736,0.0
DLPFC,H20.33.026,Micro-PVM_3-SEAAD,16,0.0285204991087344,0.6023260183073122,2.7138967539614414,0.25
DLPFC,H20.33.027,Micro-PVM_1,9,0.03734439834024896,-0.12165437466219606,0.5500464983001778,0.0
DLPFC,H20.33.027,Micro-PVM_2,212,0.8796680497925311,0.2566607366442212,1.5204118366271488,0.07547169811320754
DLPFC,H20.33.027,Micro-PVM_3-SEAAD,14,0.058091286307053944,0.16462290328137635,1.2469255441464477,0.0
DLPFC,H20.33.028,Micro-PVM_1,12,0.011121408711770158,0.48472302486719615,1.2816396259393106,0.08333333333333333
DLPFC,H20.33.028,Micro-PVM_1_1-SEAAD,7,0.006487488415199258,0.6684521177561745,1.0947438406403762,0.0
DLPFC,H20.33.028,Micro-PVM_2,965,0.8943466172381835,-0.24367178108071774,0.7948405696066577,0.013471502590673576
DLPFC,H20.33.028,Micro-PVM_2_2-SEAAD,25,0.023169601482854494,-0.7089969282052361,-0.3378967544006699,0.0
DLPFC,H20.33.028,Micro-PVM_3-SEAAD,70,0.06487488415199258,0.8578682552423492,2.9150931472503707,0.24285714285714285
DLPFC,H20.33.029,Micro-PVM_2,316,0.948948948948949,0.18141485308983676,1.226683774335101,0.03481012658227848
DLPFC,H20.33.029,Micro-PVM_2_1-SEAAD,8,0.024024024024024024,-0.5164892158052903,0.032282325548238094,0.0
DLPFC,H20.33.029,Micro-PVM_3-SEAAD,5,0.015015015015015015,1.1258601565988209,2.3333250435014223,0.4
DLPFC,H20.33.030,Micro-PVM_1,17,0.03052064631956912,-0.22237513000591916,0.29886405247656855,0.0
DLPFC,H20.33.030,Micro-PVM_2,527,0.9461400359066428,-0.2127919667123819,0.662217311882699,0.0056925996204933585
DLPFC,H20.33.030,Micro-PVM_2_2-SEAAD,6,0.010771992818671455,-0.8503978983496236,-0.5543237791327936,0.0
DLPFC,H20.33.030,Micro-PVM_3-SEAAD,5,0.008976660682226212,0.5777522177596209,1.4258736310444304,0.2
DLPFC,H20.33.031,Micro-PVM_1,17,0.02312925170068027,-0.11520031607108197,0.43465369397447967,0.0
DLPFC,H20.33.031,Micro-PVM_2,696,0.9469387755102041,0.16257090451130568,1.2863215301287014,0.04597701149425287
DLPFC,H20.33.031,Micro-PVM_2_2-SEAAD,9,0.012244897959183673,-0.9674180793856277,-0.548198045522063,0.0
DLPFC,H20.33.031,Micro-PVM_3-SEAAD,11,0.014965986394557823,0.29619386279802123,1.2553920318391882,0.09090909090909091
DLPFC,H20.33.032,Micro-PVM_1,8,0.007633587786259542,-0.6256577352451419,-0.22245188406204985,0.0
DLPFC,H20.33.032,Micro-PVM_2,1024,0.9770992366412213,-0.285653156382037,0.5896463033306797,0.00390625
DLPFC,H20.33.032,Micro-PVM_2_2-SEAAD,10,0.009541984732824428,-0.7780220278821567,-0.3413956855842913,0.0
DLPFC,H20.33.033,Micro-PVM_1,10,0.017391304347826087,0.25786712512778076,1.084769207001475,0.0
DLPFC,H20.33.033,Micro-PVM_2,528,0.9182608695652174,0.23505695470494567,1.768388122933832,0.11742424242424243
DLPFC,H20.33.033,Micro-PVM_2_1-SEAAD,5,0.008695652173913044,0.2577254245597974,0.7098971450095374,0.0
DLPFC,H20.33.033,Micro-PVM_2_2-SEAAD,6,0.010434782608695653,-0.6911216281230143,-0.3820186409886583,0.0
DLPFC,H20.33.033,Micro-PVM_3-SEAAD,23,0.04,1.3129674659961763,3.3861335461909134,0.4782608695652174
DLPFC,H20.33.034,Micro-PVM_2,270,0.9183673469387755,0.13581847153647056,1.1660929319787656,0.014814814814814815
DLPFC,H20.33.034,Micro-PVM_2_2-SEAAD,11,0.03741496598639456,-0.49668362746180555,0.07857329148305361,0.0
DLPFC,H20.33.034,Micro-PVM_3-SEAAD,8,0.027210884353741496,0.5172220551329197,2.1640115501350072,0.25
DLPFC,H20.33.035,Micro-PVM_1,14,0.0196078431372549,-0.3178416633428545,0.35675483187007845,0.0
