source_idx,target_idx,weight
1141,2516,0.35793015
143,1542,0.3579291
2391,2440,0.35792893
1554,1891,0.35792753
992,1319,0.35792625
1891,2220,0.3579257
1824,2440,0.35792565
176,2886,0.3579235
626,949,0.35792345
338,1706,0.35792324
185,2839,0.3579231
2758,2915,0.3579227
1948,2534,0.35792136
632,2787,0.3579195
1012,1556,0.35791618
1145,2299,0.35791513
1362,1382,0.35791492
1368,2322,0.3579144
1740,2753,0.35791326
275,2115,0.35791245
1702,1730,0.35791227
1609,2044,0.3579115
1110,2831,0.35791045
528,2713,0.35790968
992,1866,0.35790947
1729,2818,0.3579076
776,781,0.35790744
1141,2302,0.35790735
205,2821,0.35790426
1862,2498,0.3579038
1278,1352,0.3579036
93,1940,0.3579034
2608,2831,0.35790095
82,2299,0.35790092
1975,2038,0.3578994
992,2915,0.35789892
68,960,0.35789797
350,971,0.35789704
1615,2163,0.35789695
71,654,0.3578964
393,2231,0.3578952
530,1140,0.35789397
572,1546,0.35789397
840,1173,0.35789365
685,1120,0.3578934
693,1368,0.35789287
1173,1319,0.35789263
1326,2816,0.3578923
1181,2609,0.35789207
494,1454,0.35789168
684,2928,0.3578891
131,458,0.3578891
1261,1895,0.35788906
467,2480,0.35788864
489,1708,0.35788774
1280,1968,0.3578876
738,1180,0.35788685
1315,2568,0.35788667
276,1615,0.3578854
707,1103,0.35788524
474,562,0.35788503
1140,2665,0.3578849
843,1702,0.35788468
2234,2748,0.357884
155,2379,0.3578838
418,875,0.35788235
438,1998,0.35788122
802,2157,0.35788116
2270,2534,0.35788098
1608,2775,0.35788092
1551,2057,0.35788065
779,1542,0.3578796
1852,2801,0.35787842
1231,1514,0.3578781
582,1195,0.35787776
1370,2324,0.35787606
0,2613,0.35787553
1753,2727,0.3578724
321,2399,0.35787192
1432,1780,0.35787168
40,1897,0.35786974
411,984,0.35786974
2523,2805,0.35786936
897,1179,0.35786906
773,1615,0.35786882
949,2143,0.35786745
1382,2468,0.35786533
2374,2773,0.35786504
1862,2376,0.35786495
890,2154,0.35786435
1329,2752,0.35786346
245,2901,0.35786322
140,1320,0.35786238
2279,2787,0.3578619
1862,2755,0.35786068
1231,2886,0.35785985
960,2503,0.35785964
1769,2333,0.3578592
2116,2264,0.3578584
1083,1305,0.35785812
323,2545,0.35785767
1601,1916,0.35785696
264,2160,0.35785687
1675,2390,0.35785615
2325,2816,0.35785604
963,2423,0.3578542
2036,2370,0.35785288
255,1542,0.35785285
2744,2831,0.3578524
791,2773,0.35785207
2128,2935,0.35785174
321,1738,0.3578502
390,1729,0.35784987
469,1657,0.35784903
313,2804,0.35784894
1368,1428,0.35784888
497,2729,0.3578488
1182,2729,0.35784832
293,520,0.35784775
2275,2284,0.35784572
610,2288,0.35784498
40,1329,0.35784197
1136,2370,0.35784152
185,1209,0.35784122
317,2566,0.3578407
1866,2917,0.35784027
331,2549,0.3578402
566,752,0.35783985
863,2423,0.3578394
865,1478,0.35783875
1727,2293,0.35783756
1825,2415,0.3578372
418,1540,0.3578364
2432,2609,0.3578359
2758,2935,0.35783407
1832,2582,0.357834
576,1326,0.35783356
253,2237,0.35783315
1145,2516,0.35782993
385,1112,0.3578292
1791,2323,0.357829
1570,2504,0.3578288
752,2259,0.35782564
403,707,0.35782403
1156,1748,0.35782382
752,2572,0.35782337
393,1597,0.35782206
1368,2782,0.357822
1542,2201,0.35782146
1546,1853,0.35782036
745,1368,0.3578156
1362,2587,0.35781464
157,2183,0.35781398
2423,2582,0.35781124
1552,2769,0.35780862
673,1723,0.35780826
2284,2927,0.3578082
582,1483,0.35780808
133,2582,0.35780725
0,747,0.35780716
2279,2759,0.35780606
1615,2727,0.3578057
442,949,0.35780296
671,2831,0.3578025
425,1704,0.3578011
1209,2374,0.35780007
1702,2810,0.35779998
673,1386,0.3577999
202,1376,0.3577995
1299,1320,0.35779938
186,1194,0.35779926
1120,2805,0.3577992
1053,2682,0.35779914
1040,2370,0.35779774
1426,1891,0.3577972
1523,2940,0.35779676
1302,2667,0.35779378
840,1372,0.3577918
1180,2353,0.35779166
466,1702,0.3577895
71,1209,0.35778323
1138,1740,0.35778263
603,2907,0.35778135
2718,2813,0.35778123
185,1748,0.3577798
464,2183,0.35777962
19,1506,0.3577796
1012,2719,0.35777783
85,1525,0.35777664
1306,2473,0.35777575
1368,2759,0.35777324
1437,2826,0.35777217
1578,2929,0.357772
527,1702,0.35777125
1372,1769,0.35777107
2333,2808,0.3577706
1189,1552,0.3577705
158,1261,0.3577699
393,2309,0.3577695
1103,1954,0.35776928
420,1231,0.3577686
1885,2174,0.35776848
1551,2498,0.35776788
1570,1954,0.35776728
498,2330,0.3577665
646,1891,0.35776582
229,1172,0.35776561
2211,2280,0.3577649
673,1975,0.35776484
233,540,0.35776407
969,1658,0.35776383
1252,1622,0.35776222
1320,2399,0.3577612
211,310,0.3577608
1738,1769,0.35776013
428,1706,0.35775992
562,1295,0.3577568
265,654,0.35775626
1492,1895,0.3577554
317,562,0.3577552
1384,2390,0.35775414
1235,1362,0.35775155
193,1916,0.35775143
2370,2391,0.35774904
2255,2822,0.35774824
1622,1993,0.35774812
1031,2766,0.35774755
509,1954,0.35774684
675,969,0.35774603
411,2442,0.35774603
768,1788,0.3577457
837,2004,0.3577442
971,1938,0.3577439
1961,2455,0.35774362
511,747,0.3577428
1968,2028,0.35774204
186,1936,0.3577417
1702,2702,0.35774145
1456,1955,0.357741
863,914,0.35774058
1287,1891,0.3577396
1995,2408,0.3577386
2141,2545,0.35773757
773,1704,0.35773736
1506,2504,0.35773605
494,2473,0.357736
2524,2854,0.35773495
419,2252,0.3577349
1702,2464,0.3577346
2241,2362,0.35773435
444,759,0.3577338
384,1387,0.35773322
1237,2909,0.3577299
667,2004,0.357729
2307,2545,0.35772812
747,1387,0.35772797
393,1654,0.35772762
425,1657,0.35772672
1154,1796,0.35772654
1482,2839,0.35772493
1891,2117,0.35772422
1376,2098,0.35772392
2758,2892,0.3577234
1784,2165,0.35772023
1080,1546,0.35772005
1482,2146,0.3577199
1658,2143,0.35771874
685,1001,0.35771853
2193,2582,0.3577181
444,2323,0.3577171
2615,2661,0.3577138
2025,2142,0.3577127
1925,2395,0.35771212
1986,2672,0.3577115
745,2787,0.35771063
1554,2044,0.35770968
781,1696,0.35770923
1862,2682,0.3577092
276,1544,0.35770863
1644,2794,0.35770848
1376,2436,0.35770777
192,1320,0.3577072
1271,2758,0.3577069
1749,2264,0.35770503
187,1622,0.35770345
2401,2680,0.35770333
1111,1809,0.35770229
1140,2241,0.35770106
810,2609,0.3577008
188,2545,0.3576998
1522,2183,0.35769972
256,1973,0.3576979
211,795,0.35769752
2116,2507,0.35769734
971,2321,0.35769624
532,1376,0.35769433
1301,2046,0.35769373
1067,2582,0.3576923
1479,1713,0.35769174
585,1727,0.3576915
1540,1762,0.35769144
846,1715,0.3576914
673,2755,0.35769042
530,1482,0.3576893
1608,2291,0.3576892
205,2073,0.3576868
1237,1546,0.3576845
175,2365,0.35768324
2439,2909,0.35768154
119,2266,0.35768133
2047,2379,0.35768107
1466,2242,0.35768056
1399,1749,0.35767972
1376,2349,0.35767925
71,238,0.35767713
1788,2665,0.3576768
243,1140,0.35767666
210,759,0.35767648
2545,2607,0.35767487
2288,2863,0.35767475
1484,2390,0.35767442
1729,2443,0.3576704
1190,2242,0.35767016
161,1727,0.35766986
654,776,0.35766926
611,1585,0.35766923
1482,1964,0.3576674
658,2143,0.3576669
2004,2266,0.35766622
96,2474,0.35766616
163,1031,0.35766545
1141,1832,0.35766503
1231,2729,0.35766414
2609,2729,0.357663
1454,2241,0.3576627
264,1491,0.35766202
93,1815,0.35766098
1112,2768,0.35766095
1180,1231,0.3576602
330,1740,0.35765874
1861,2268,0.35765854
752,2683,0.3576559
1914,2338,0.35765585
2440,2697,0.35765585
411,590,0.357655
1154,2504,0.35765404
1287,2440,0.35765383
326,2673,0.3576534
42,1012,0.35765195
1937,2183,0.3576512
171,1968,0.3576503
957,2398,0.35765013
1622,2001,0.35764766
1639,2264,0.35764754
393,1838,0.35764745
2516,2643,0.35764658
357,1375,0.35764542
1607,1691,0.357644
1158,2398,0.35764372
55,2493,0.35764349
897,1254,0.3576428
23,1362,0.35764277
1753,2348,0.3576421
175,539,0.3576421
1998,2432,0.35764146
2256,2496,0.35764053
1657,2886,0.35763943
1185,1299,0.3576378
271,1376,0.35763714
534,2362,0.35763633
993,2585,0.35763553
1320,1657,0.35763472
2827,2886,0.35763413
2320,2504,0.357633
1368,1559,0.35763243
122,2680,0.3576324
933,1067,0.3576321
140,390,0.357632
1372,2732,0.35763186
251,1093,0.3576305
569,2302,0.35763007
326,716,0.35762918
1747,1753,0.35762778
1581,2748,0.35762778
117,654,0.35762584
1060,2370,0.35762525
455,2234,0.35762504
1811,1955,0.3576248
100,1319,0.35762468
576,1514,0.35762453
186,775,0.35762453
133,2376,0.35762408
685,1065,0.3576239
660,821,0.35762388
2027,2680,0.35762224
123,1762,0.35762176
155,990,0.35762078
8,1173,0.35762042
1973,2500,0.35761923
14,2787,0.3576185
1219,2907,0.3576184
217,2004,0.35761812
143,1140,0.3576178
2567,2939,0.35761642
641,1330,0.3576164
1634,2390,0.35761538
684,1195,0.3576136
650,743,0.35761344
1938,1955,0.3576131
411,790,0.35761157
684,708,0.35761145
276,2729,0.35761076
160,1375,0.35760912
1097,2379,0.35760605
1083,2033,0.3576051
590,1173,0.35760504
761,933,0.3576045
1723,2524,0.35760283
2614,2927,0.35760188
457,1943,0.35760114
863,1639,0.35760036
2759,2787,0.3575984
60,1538,0.3575972
1282,1523,0.3575967
276,1034,0.35759425
1141,2504,0.3575931
671,2775,0.3575914
239,2133,0.3575908
2545,2845,0.3575889
891,1878,0.35758874
38,2203,0.35758826
943,2787,0.35758704
937,2485,0.3575851
1690,2390,0.35758466
579,1299,0.35758343
2193,2775,0.3575825
225,1457,0.35758153
52,2212,0.35758087
2566,2603,0.35758018
650,2899,0.35758013
211,356,0.35757992
1302,1809,0.3575784
810,1271,0.35757783
1329,1610,0.35757723
984,2399,0.35757658
753,2758,0.3575765
427,1154,0.35757443
862,2212,0.35757375
528,2524,0.35757315
227,2360,0.35757282
444,1201,0.35757142
419,2250,0.35757053
305,667,0.35757035
68,2091,0.35756984
140,1097,0.35756826
2440,2464,0.3575675
1396,1614,0.35756734
1340,2365,0.35756698
438,604,0.35756686
1732,2901,0.35756588
1718,2423,0.35756546
2391,2909,0.3575654
251,2242,0.35756493
574,969,0.35756427
85,735,0.35756415
239,724,0.35756406
575,891,0.35756174
1953,2419,0.35756174
355,1466,0.35756135
1290,2767,0.35756132
2597,2665,0.35756075
787,2370,0.3575607
1881,2494,0.3575592
46,1376,0.357559
188,211,0.35755852
1789,2386,0.35755828
1093,2242,0.35755748
2399,2816,0.3575574
1164,1491,0.35755607
1012,1285,0.357556
1812,2518,0.3575552
117,2068,0.35755312
227,477,0.35755268
958,2516,0.35755265
1924,1961,0.35755205
1547,2545,0.357552
800,1067,0.35755098
896,2044,0.3575497
1065,2435,0.3575495
933,2861,0.3575485
958,1748,0.35754788
119,1872,0.3575469
1637,1891,0.35754648
25,752,0.357546
1891,2845,0.35754493
2139,2390,0.35754403
264,2753,0.35754347
1914,2455,0.35754314
2165,2398,0.35754296
2278,2522,0.35754263
598,2241,0.3575425
1340,1482,0.35754228
692,2320,0.35754138
2160,2836,0.35754058
1306,2516,0.35753956
1747,1914,0.35753864
752,2602,0.3575375
2242,2905,0.35753712
951,2219,0.3575364
752,2850,0.35753524
1302,2362,0.35753447
779,2907,0.3575339
430,1582,0.35753384
2035,2839,0.35753322
1088,2354,0.35753253
768,1601,0.35753185
183,747,0.35753182
67,450,0.35753122
2126,2275,0.35753083
331,1194,0.35753027
894,2907,0.3575302
1732,2917,0.3575293
579,992,0.3575291
71,2115,0.35752812
494,933,0.35752803
418,2350,0.35752672
92,2545,0.35752663
1315,1740,0.35752547
978,1998,0.3575248
2184,2370,0.35752407
1147,2044,0.3575232
707,2553,0.35752252
576,1034,0.3575221
254,806,0.3575185
2375,2928,0.35751686
178,2440,0.3575156
2302,2939,0.35751483
1933,2534,0.3575146
1551,1607,0.3575136
1492,1631,0.35751256
973,2455,0.35751167
1811,2256,0.35751012
2330,2653,0.35750896
604,2216,0.3575086
901,2787,0.35750815
1329,2275,0.35750797
1185,1326,0.35750744
572,1368,0.35750648
569,2927,0.35750628
1575,1729,0.35750365
758,2035,0.35750362
660,2414,0.35750324
467,575,0.3575005
875,1552,0.3574999
251,604,0.35749906
238,2284,0.3574988
806,2875,0.35749793
185,616,0.35749736
675,2909,0.35749716
975,2614,0.3574966
348,971,0.35749584
1783,2339,0.35749578
413,1320,0.35749537
572,2250,0.35749504
752,1484,0.35749403
2191,2769,0.35749388
1113,2854,0.35749373
427,2264,0.3574926
123,2667,0.35749233
1073,1376,0.35749105
585,2473,0.35749024
1796,2451,0.35749024
2275,2566,0.35748982
2455,2466,0.35748947
1615,2816,0.35748932
1091,1254,0.3574888
1004,2183,0.35748813
134,211,0.35748747
863,2320,0.35748452
474,933,0.35748315
1120,1601,0.35748294
1181,2503,0.35748252
585,2046,0.35748234
438,2518,0.3574821
984,993,0.35748032
1783,2234,0.35747954
276,1704,0.35747758
1624,2713,0.3574772
2430,2752,0.3574772
477,2097,0.35747707
576,1657,0.35747695
2183,2874,0.35747647
603,2516,0.3574757
576,862,0.3574753
2597,2769,0.35747513
663,1320,0.35747445
2687,2917,0.35747272
2302,2643,0.35747236
100,2762,0.35747206
1083,1808,0.3574716
1488,2614,0.3574701
1458,1488,0.3574701
1708,2256,0.35747
818,1002,0.3574695
264,2315,0.35746792
2259,2370,0.35746697
279,2073,0.3574667
831,1702,0.35746408
752,1746,0.35746324
949,1523,0.3574571
906,1308,0.3574565
385,1302,0.35745633
2390,2692,0.35745466
2748,2761,0.35745296
962,2379,0.3574522
570,2390,0.35745215
1363,1891,0.35745168
534,1805,0.35745007
244,1362,0.3574488
163,2174,0.35744858
254,967,0.35744807
385,639,0.35744786
143,2435,0.35744768
125,1557,0.35744652
1067,1304,0.35744458
1069,2718,0.3574443
1219,1551,0.35744348
673,2794,0.35744312
2241,2494,0.35744306
2567,2826,0.35744202
862,1195,0.3574414
193,1371,0.35744038
1631,1657,0.35743913
1261,2033,0.3574388
1282,1368,0.3574384
1279,2097,0.35743818
650,1256,0.35743785
137,326,0.35743764
1475,1995,0.35743582
1783,1809,0.35743558
64,2893,0.3574355
178,2390,0.35743272
1396,2892,0.35743174
2320,2603,0.35743132
145,2901,0.3574304
48,2642,0.35742941
119,2133,0.3574277
724,2004,0.3574271
1376,2891,0.35742632
510,1986,0.357426
130,2031,0.357426
1065,1713,0.35742554
1093,2471,0.35742494
187,2306,0.357424
1067,1399,0.35742155
37,1120,0.357421
665,1704,0.35741976
2044,2595,0.35741904
1644,2165,0.35741663
211,1518,0.35741615
1147,2787,0.35741612
2348,2758,0.35741583
654,2641,0.35741553
210,313,0.35741553
50,2183,0.35741502
1735,2682,0.3574143
292,2183,0.35741198
2183,2406,0.35741132
393,2548,0.35741115
901,1368,0.35741058
2548,2787,0.35740966
2126,2398,0.35740784
924,1850,0.35740742
1998,2091,0.35740682
1984,2370,0.35740674
2056,2390,0.35740438
1094,2373,0.35740432
2533,2616,0.3574023
2325,2729,0.35740164
1368,2940,0.35740086
431,1376,0.35740027
892,1376,0.35739732
497,2415,0.3573963
2034,2320,0.3573963
967,1266,0.35739574
571,2399,0.3573943
936,971,0.35739416
993,2200,0.35739326
1097,1914,0.3573923
969,2389,0.35739163
1702,2363,0.35738984
692,2116,0.35738957
753,1925,0.3573887
922,2545,0.35738832
1925,2928,0.35738796
1116,2370,0.35738763
2043,2299,0.35738608
768,2293,0.35738602
1326,2051,0.35738558
2160,2275,0.35738543
243,1644,0.35738534
1165,1546,0.35738364
160,1933,0.35738274
823,2390,0.3573786
946,990,0.3573775
1179,2652,0.35737687
1093,1704,0.35737622
256,904,0.35737598
837,1357,0.35737512
1204,2473,0.35737494
65,2250,0.3573745
393,766,0.35737318
497,2886,0.35737166
619,2787,0.35737154
975,2717,0.35737062
2161,2545,0.3573695
71,1179,0.35736945
211,1996,0.35736766
305,1942,0.3573664
82,781,0.35736573
2016,2680,0.35736537
1727,1771,0.35736513
56,1271,0.3573651
57,642,0.35736445
1007,1217,0.35736373
1454,1723,0.35736266
393,2580,0.35736257
616,1366,0.35736054
178,211,0.3573602
164,2370,0.35736004
1954,2641,0.35735977
1473,1748,0.35735932
125,933,0.35735923
227,2673,0.3573587
428,2101,0.35735846
44,2054,0.35735545
2026,2268,0.35735446
1336,2390,0.35735404
393,896,0.35735258
303,597,0.357352
117,1713,0.35735092
1173,2474,0.3573496
1546,2137,0.3573494
1632,2440,0.3573493
326,743,0.35734534
626,2909,0.35734418
709,1111,0.35734373
958,2642,0.35734296
211,1687,0.3573428
176,251,0.35734013
2717,2907,0.35733864
211,2874,0.3573383
60,251,0.35733733
2468,2920,0.35733646
509,2361,0.35733452
841,2370,0.357333
530,2293,0.3573325
290,1551,0.3573268
313,471,0.3573266
685,1103,0.35732353
2435,2705,0.35732293
2115,2374,0.35732287
393,2607,0.35732132
419,2595,0.35732055
2756,2909,0.35731956
297,2641,0.3573188
800,1861,0.35731584
233,2160,0.35731518
239,642,0.3573127
1735,2320,0.35731137
353,2044,0.35730985
530,937,0.35730723
2073,2794,0.35730705
1740,2376,0.35730606
1421,2183,0.35730496
986,1376,0.3573048
1368,1918,0.35730422
708,2263,0.3573037
301,1582,0.3573029
92,1012,0.35730147
1258,2044,0.3573013
2016,2822,0.3573007
1622,2863,0.3573005
321,2242,0.35729986
130,1568,0.3572992
798,1578,0.35729912
48,2826,0.35729858
254,2917,0.35729763
1384,2370,0.35729757
2101,2927,0.35729727
386,2435,0.3572972
418,724,0.3572969
1968,2752,0.3572962
393,499,0.3572962
2315,2713,0.35729617
645,2257,0.35729575
97,1376,0.35729524
458,1161,0.35729375
1876,2821,0.35729337
2044,2548,0.35729325
2268,2456,0.35729295
1639,2257,0.35729137
57,1618,0.35728997
427,2826,0.3572896
1538,2609,0.35728952
219,684,0.35728726
265,2398,0.35728717
971,2031,0.35728532
1217,1488,0.35728472
2115,2209,0.35728362
293,1031,0.35728252
158,1729,0.3572824
442,1368,0.3572824
123,524,0.3572823
1658,2044,0.3572817
511,2929,0.35728097
1895,2353,0.35728064
1012,1848,0.3572802
520,2712,0.3572782
231,2354,0.35727775
1546,2236,0.3572774
684,2051,0.35727727
1237,2044,0.35727718
29,763,0.35727584
403,2275,0.35727555
71,1735,0.3572754
251,2729,0.35727304
1189,2068,0.35727233
865,1762,0.35727158
1577,2044,0.35727054
2500,2631,0.35726988
185,2054,0.35726923
890,2384,0.35726902
94,2209,0.35726863
211,2260,0.3572686
582,2216,0.35726738
1329,1454,0.3572673
1181,1396,0.3572673
1709,1954,0.35726663
611,1818,0.35726586
967,1568,0.3572643
269,984,0.35726413
163,1985,0.35726112
672,2373,0.35725874
1034,1925,0.3572571
1615,2915,0.35725674
2077,2203,0.35725588
1076,2390,0.35725477
413,1483,0.3572537
1235,2468,0.35725313
912,1753,0.35725263
1551,2277,0.35725173
944,2435,0.35725138
1034,1182,0.3572512
546,2131,0.35724956
13,19,0.35724857
894,2549,0.35724849
35,2471,0.3572484
604,962,0.35724822
344,805,0.35724822
865,1209,0.357248
1214,1254,0.35724744
1654,2545,0.35724732
1141,2275,0.35724723
743,1321,0.35724664
331,1529,0.3572465
1938,2912,0.35724488
60,2140,0.35724375
1874,2374,0.3572433
1610,1830,0.3572429
120,2468,0.3572425
1110,2524,0.35724205
494,2268,0.357242
619,1368,0.35724115
2293,2451,0.3572407
1747,1924,0.35723954
1209,2613,0.35723856
702,1428,0.35723767
703,1953,0.35723582
1173,1886,0.35723534
130,2890,0.35723504
975,1975,0.35723305
604,2078,0.35723275
1837,2044,0.357232
150,2390,0.3572318
1299,2091,0.35722938
1295,2566,0.35722858
539,1280,0.3572285
1120,1552,0.35722688
1271,1514,0.35722584
805,2177,0.35722497
926,2370,0.35722363
181,2004,0.35722348
1936,2516,0.35722318
489,703,0.35722306
863,894,0.3572225
2713,2907,0.35722142
1140,2201,0.35722134
1702,2602,0.35722125
2333,2677,0.35722125
2329,2390,0.35722095
1089,1482,0.35721996
1399,1874,0.3572198
140,2325,0.3572196
2269,2278,0.3572194
1862,2028,0.35721576
562,1164,0.35721532
776,1968,0.35721487
1301,2398,0.35721436
840,2262,0.35721356
650,2840,0.3572129
393,1675,0.3572127
45,1601,0.35721233
130,1732,0.35721162
211,1688,0.35721117
1308,1783,0.3572107
890,2672,0.35721
192,1938,0.35720968
872,1680,0.35720962
585,2524,0.35720947
1156,1713,0.35720944
1692,2183,0.3572087
595,2262,0.35720846
1372,2033,0.3572083
569,2836,0.35720748
1219,2046,0.35720658
1031,1885,0.35720626
949,2183,0.35720605
1182,2905,0.35720438
240,2183,0.35720363
1185,2681,0.3572034
316,590,0.35720274
1954,2608,0.3572011
2336,2440,0.35719943
133,2057,0.35719827
140,1279,0.3571976
192,1185,0.3571954
331,2077,0.35719523
1423,1780,0.3571944
1164,2549,0.3571943
948,2440,0.35719424
254,2097,0.35719416
1481,2142,0.35719374
2160,2473,0.35719323
411,2348,0.35719144
1546,2100,0.35719132
591,1376,0.35719085
1147,1546,0.3571907
752,1076,0.3571891
758,1796,0.35718876
55,71,0.35718814
301,357,0.35718787
724,763,0.35718772
693,2545,0.35718697
914,2507,0.3571866
1053,2315,0.3571861
1568,2304,0.35718518
0,894,0.35718513
19,1897,0.35718378
673,1731,0.35718322
1607,2582,0.35718057
1286,1368,0.35717997
616,1716,0.3571795
1154,2376,0.35717863
62,663,0.35717654
1202,1362,0.357175
40,1861,0.35717398
964,2183,0.3571734
671,1718,0.35717186
2589,2909,0.357171
865,2203,0.35716912
2333,2727,0.35716882
2516,2717,0.35716632
752,1298,0.3571651
530,2775,0.35716397
316,2176,0.35716265
104,2545,0.3571616
992,1764,0.35716125
937,1578,0.35716057
616,2608,0.35716042
791,1876,0.35716018
393,2521,0.35716003
582,2905,0.35716
1986,2384,0.3571577
530,1832,0.35715717
163,609,0.35715693
585,2275,0.35715687
37,2133,0.35715675
1680,2752,0.35715643
1460,1702,0.35715643
460,1174,0.3571559
1702,2679,0.3571556
660,990,0.35715425
753,2801,0.35715282
1301,1748,0.35715142
62,391,0.35714987
1480,2451,0.3571493
1340,2836,0.35714924
8,1955,0.35714823
10,1376,0.35714808
2143,2389,0.35714725
1794,2909,0.3571466
684,1924,0.35714617
419,949,0.35714564
1702,2377,0.3571448
19,1179,0.35714316
541,2440,0.35714293
872,1386,0.35714233
576,2729,0.35714218
821,2176,0.35713974
1708,2680,0.3571388
844,1321,0.3571377
1194,2365,0.35713658
1821,1872,0.3571364
1048,2909,0.35713312
297,1916,0.3571318
2813,2912,0.35713157
243,654,0.35713103
2264,2737,0.35713065
2466,2901,0.3571306
582,604,0.3571305
1190,2455,0.35713035
684,1514,0.35713
1514,2379,0.35712826
1053,1897,0.35712707
981,2183,0.3571257
1278,2893,0.3571256
122,130,0.35712305
141,2201,0.3571222
2256,2487,0.3571218
123,2191,0.35712135
1209,1731,0.35712123
1266,2142,0.35711956
1330,2119,0.35711905
178,752,0.35711822
2406,2909,0.35711822
591,1546,0.3571169
958,1608,0.35711667
862,1924,0.35711664
71,1002,0.35711583
114,919,0.35711324
1271,2729,0.35711107
2143,2843,0.3571096
1723,2191,0.3571095
1691,2057,0.3571094
85,1375,0.3571089
48,1691,0.35710847
467,1818,0.35710847
1546,1831,0.35710797
1791,2324,0.35710767
2175,2268,0.35710296
1012,2265,0.3571021
411,2816,0.35710126
1754,1891,0.3571012
141,1160,0.3571001
738,1575,0.35709977
2252,2909,0.3570989
2144,2370,0.35709852
477,1738,0.35709834
84,645,0.35709694
160,2481,0.3570958
2608,2839,0.35709494
238,2705,0.35709217
897,2752,0.35709092
19,1089,0.3570882
426,937,0.3570874
562,1053,0.35708722
716,2822,0.35708573
85,510,0.35708532
1975,2068,0.35708404
19,761,0.35708287
1198,1955,0.35708258
52,2091,0.3570822
639,2568,0.3570817
753,2379,0.35707992
45,616,0.3570798
1794,2545,0.35707942
1231,2078,0.35707846
603,781,0.3570782
13,2361,0.3570776
685,1423,0.35707724
2148,2928,0.3570764
205,2568,0.35707408
894,970,0.35707405
1891,2688,0.35707384
305,1783,0.35707343
274,805,0.35707307
65,2545,0.35707277
2498,2773,0.35706902
1478,2735,0.35706884
1376,1746,0.35706845
2044,2322,0.35706776
1083,1266,0.35706758
457,1684,0.35706723
530,2160,0.35706687
2333,2708,0.35706526
540,2320,0.3570648
163,618,0.3570647
117,1751,0.35706413
929,1376,0.35706237
140,1600,0.35706237
1845,2909,0.35706225
931,1372,0.35706088
393,2076,0.35705873
354,2306,0.35705662
1970,2183,0.35705635
297,2627,0.3570561
1850,2176,0.357056
1823,2375,0.35705465
471,2131,0.35705063
975,1570,0.35705054
255,2268,0.3570488
737,1986,0.35704765
1282,2183,0.35704657
515,2759,0.35704625
239,2489,0.35704574
800,1007,0.3570424
19,2376,0.35704222
539,2320,0.35704222
566,2370,0.35704198
1995,2893,0.35704187
1546,2674,0.35704133
386,2821,0.3570413
685,2748,0.35704094
2504,2549,0.35703993
1338,1571,0.35703984
1019,1368,0.3570397
1973,2444,0.35703933
323,1702,0.35703933
264,1103,0.35703757
672,890,0.35703713
1473,2516,0.35703683
37,1727,0.3570366
1329,2839,0.35703322
395,990,0.3570328
2043,2836,0.35703102
2203,2553,0.35703072
709,1138,0.35703066
1823,2901,0.3570306
952,2044,0.35703036
35,1190,0.3570298
1305,1914,0.35702932
1661,2333,0.3570274
1735,2072,0.35702685
305,906,0.35702568
1523,2065,0.35702547
338,569,0.35702503
132,1953,0.3570245
1382,2804,0.35702425
1330,2631,0.357024
737,890,0.35702357
2044,2909,0.35702336
684,973,0.35702324
1809,2769,0.35702294
1589,2440,0.3570223
163,2457,0.3570217
211,908,0.35702115
604,1704,0.35702077
1269,1278,0.35701954
823,1891,0.3570194
1600,1631,0.35701773
2293,2665,0.3570174
1601,1872,0.35701716
478,937,0.35701656
47,1891,0.3570158
13,779,0.35701486
1727,2234,0.3570145
684,2078,0.3570137
1582,2401,0.3570133
604,2915,0.35701314
211,431,0.3570125
1261,2892,0.35701206
1269,1995,0.3570119
537,752,0.35701153
55,1968,0.3570088
1542,2028,0.35700855
2191,2682,0.35700855
217,1308,0.35700843
1140,1156,0.35700792
142,1376,0.35700724
1304,1491,0.35700664
2089,2909,0.35700542
1001,2761,0.35700512
891,1664,0.35700503
768,1610,0.35700476
967,2176,0.3570039
1110,2293,0.3570014
426,1805,0.35700125
1552,2523,0.3570008
2242,2432,0.35699794
761,2115,0.35699686
1660,2545,0.35699677
303,1174,0.35699606
1748,2613,0.3569938
1970,2545,0.35699221
85,288,0.35699123
94,1423,0.356991
896,1368,0.35699022
1661,1738,0.35698882
598,1517,0.35698742
570,2370,0.35698736
1278,2408,0.35698605
1926,2299,0.35698393
891,2496,0.3569834
524,2043,0.35698304
585,933,0.35698256
1664,2414,0.3569814
2473,2861,0.35698074
1964,2264,0.3569804
1723,2435,0.35697982
1454,2643,0.3569798
986,2390,0.35697952
245,411,0.35697934
1266,1850,0.35697827
1336,2183,0.35697556
1456,2354,0.35697377
1138,1735,0.35697287
530,2115,0.35697287
2471,2905,0.35697204
56,2609,0.35697162
1716,2115,0.35697144
386,747,0.356971
776,2773,0.35696822
30,2143,0.35696673
716,2373,0.35696673
384,1032,0.3569667
562,1639,0.35696647
1432,2416,0.35696617
79,2117,0.3569649
2087,2370,0.35696366
875,1771,0.35696217
2498,2613,0.35696217
1735,2209,0.35696086
1926,2291,0.35696086
94,2523,0.35696062
