best_stage31_condition,best_stage31_mean_pooled_oof_spearman,stage27c_reference_mean,official_threshold,best_minus_stage27c_reference,best_real_residual_minus_no_graph_residual,best_real_residual_minus_strict_shuffled_residual,primary_real_residual_mean,primary_real_minus_stage27c_reference,primary_real_minus_no_graph_residual,primary_real_minus_strict_shuffled_residual,full_stage31_pass,target_specific_partial_pass,partial_pass_condition,partial_pass_target,controlled_interpretation,duplicate_oof_rows,expected_rows_per_condition,best_real_meets_stage27c_reference,best_real_meets_official_threshold,best_real_beats_matched_no_graph_residual,best_real_beats_matched_strict_shuffled_residual,all_five_targets_reported,no_target_delta_vs_module_mean_below_minus_0_02,no_target_delta_vs_stage27c_below_minus_0_02,no_heldout_donor_leakage,no_clean_holdout_use,no_external_matrix_use,graph_audit_pass,feature_audit_pass,all_expected_conditions_present,required_pairwise_comparisons_present,oof_predictions_are_donor_level,locked_84_donors_retained,no_duplicate_condition_target_donor_rows,registry_has_no_model_selection_external_dataset
weak_diffusion_real_graph_residual_pca_ridge_alpha_0_05,0.32637035537106407,0.3267024400121495,0.3228,-0.00033208464108541724,-0.00033208464108541724,0.05808241368836686,0.26459046269110054,-0.06211197732104895,-0.06211197732104895,-0.00369747899159667,False,True,weak_diffusion_real_graph_residual_pca_ridge_alpha_0_05,GFAP,graph_like_residual_features_contain_structure_but_topology_specific_utility_not_established,0,420,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
