path,filename,stage_or_source,filesize_bytes,artifact_class,readable,n_sample_rows,n_columns,columns_sample,has_cell_identifier,has_donor_identifier,has_embedding_columns,has_score_columns
results/tables/stage_c_sweep_02_goldilocks_epoch_005_coordinates.csv,stage_c_sweep_02_goldilocks_epoch_005_coordinates.csv,stage_c,59158581,coordinate,True,50,131,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21,True,True,True,False
results/tables/stage_c_sweep_02_goldilocks_epoch_005_latent_metrics.csv,stage_c_sweep_02_goldilocks_epoch_005_latent_metrics.csv,stage_c,1502,latent_or_attribution,True,10,7,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae,False,True,False,False
results/tables/stage_c_sweep_02_goldilocks_epoch_005_umap_coordinates.csv,stage_c_sweep_02_goldilocks_epoch_005_umap_coordinates.csv,stage_c,19231,coordinate,True,50,9,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter,False,True,False,False
results/tables/stage_c_sweep_02_goldilocks_epoch_010_coordinates.csv,stage_c_sweep_02_goldilocks_epoch_010_coordinates.csv,stage_c,58825105,coordinate,True,50,131,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21,True,True,True,False
results/tables/stage_c_sweep_02_goldilocks_epoch_010_latent_metrics.csv,stage_c_sweep_02_goldilocks_epoch_010_latent_metrics.csv,stage_c,1499,latent_or_attribution,True,10,7,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae,False,True,False,False
results/tables/stage_c_sweep_02_goldilocks_epoch_010_umap_coordinates.csv,stage_c_sweep_02_goldilocks_epoch_010_umap_coordinates.csv,stage_c,19215,coordinate,True,50,9,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter,False,True,False,False
results/tables/stage_c_sweep_03_mod_cov_epoch_005_coordinates.csv,stage_c_sweep_03_mod_cov_epoch_005_coordinates.csv,stage_c,59068654,coordinate,True,50,131,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21,True,True,True,False
results/tables/stage_c_sweep_03_mod_cov_epoch_005_latent_metrics.csv,stage_c_sweep_03_mod_cov_epoch_005_latent_metrics.csv,stage_c,1500,latent_or_attribution,True,10,7,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae,False,True,False,False
results/tables/stage_c_sweep_03_mod_cov_epoch_005_umap_coordinates.csv,stage_c_sweep_03_mod_cov_epoch_005_umap_coordinates.csv,stage_c,19232,coordinate,True,50,9,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter,False,True,False,False
results/tables/stage_c_sweep_03_mod_cov_epoch_010_coordinates.csv,stage_c_sweep_03_mod_cov_epoch_010_coordinates.csv,stage_c,58658704,coordinate,True,50,131,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21,True,True,True,False
results/tables/stage_c_sweep_03_mod_cov_epoch_010_latent_metrics.csv,stage_c_sweep_03_mod_cov_epoch_010_latent_metrics.csv,stage_c,1505,latent_or_attribution,True,10,7,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae,False,True,False,False
results/tables/stage_c_sweep_03_mod_cov_epoch_010_umap_coordinates.csv,stage_c_sweep_03_mod_cov_epoch_010_umap_coordinates.csv,stage_c,19196,coordinate,True,50,9,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter,False,True,False,False
results/tables/stage_c_sweep_04_loose_anchor_epoch_005_coordinates.csv,stage_c_sweep_04_loose_anchor_epoch_005_coordinates.csv,stage_c,59291235,coordinate,True,50,131,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21,True,True,True,False
results/tables/stage_c_sweep_04_loose_anchor_epoch_005_latent_metrics.csv,stage_c_sweep_04_loose_anchor_epoch_005_latent_metrics.csv,stage_c,1498,latent_or_attribution,True,10,7,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae,False,True,False,False
results/tables/stage_c_sweep_04_loose_anchor_epoch_005_umap_coordinates.csv,stage_c_sweep_04_loose_anchor_epoch_005_umap_coordinates.csv,stage_c,19233,coordinate,True,50,9,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter,False,True,False,False
results/tables/stage_c_sweep_04_loose_anchor_epoch_010_coordinates.csv,stage_c_sweep_04_loose_anchor_epoch_010_coordinates.csv,stage_c,58775446,coordinate,True,50,131,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21,True,True,True,False
results/tables/stage_c_sweep_04_loose_anchor_epoch_010_latent_metrics.csv,stage_c_sweep_04_loose_anchor_epoch_010_latent_metrics.csv,stage_c,1501,latent_or_attribution,True,10,7,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae,False,True,False,False
results/tables/stage_c_sweep_04_loose_anchor_epoch_010_umap_coordinates.csv,stage_c_sweep_04_loose_anchor_epoch_010_umap_coordinates.csv,stage_c,19168,coordinate,True,50,9,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter,False,True,False,False
results/tables/stage_c_sweep_05_tight_anchor_epoch_005_coordinates.csv,stage_c_sweep_05_tight_anchor_epoch_005_coordinates.csv,stage_c,59246480,coordinate,True,50,131,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21,True,True,True,False
results/tables/stage_c_sweep_05_tight_anchor_epoch_005_latent_metrics.csv,stage_c_sweep_05_tight_anchor_epoch_005_latent_metrics.csv,stage_c,1500,latent_or_attribution,True,10,7,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae,False,True,False,False
results/tables/stage_c_sweep_05_tight_anchor_epoch_005_umap_coordinates.csv,stage_c_sweep_05_tight_anchor_epoch_005_umap_coordinates.csv,stage_c,19226,coordinate,True,50,9,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter,False,True,False,False
results/tables/stage_c_sweep_05_tight_anchor_epoch_010_coordinates.csv,stage_c_sweep_05_tight_anchor_epoch_010_coordinates.csv,stage_c,58951583,coordinate,True,50,131,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21,True,True,True,False
results/tables/stage_c_sweep_05_tight_anchor_epoch_010_latent_metrics.csv,stage_c_sweep_05_tight_anchor_epoch_010_latent_metrics.csv,stage_c,1498,latent_or_attribution,True,10,7,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae,False,True,False,False
results/tables/stage_c_sweep_05_tight_anchor_epoch_010_umap_coordinates.csv,stage_c_sweep_05_tight_anchor_epoch_010_umap_coordinates.csv,stage_c,19282,coordinate,True,50,9,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter,False,True,False,False
results/tables/stage_c_upgrade_fine_08_pathology_latent_weights.csv,stage_c_upgrade_fine_08_pathology_latent_weights.csv,stage_c,56317,latent_or_attribution,True,50,10,target;latent_dimension;mean_coefficient;std_coefficient;mean_abs_coefficient;fold_1_coef;fold_2_coef;fold_3_coef;fold_4_coef;fold_5_coef,False,False,True,False
results/tables/stage_c_upgrade_fine_08_r0045_cov0005_pc0075_epoch_005_latent_metrics.csv,stage_c_upgrade_fine_08_r0045_cov0005_pc0075_epoch_005_latent_metrics.csv,stage_c,1498,latent_or_attribution,True,10,7,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae,False,True,False,False
results/tables/v2_1_fine_bridge_06_latent_gene_attributions.csv,v2_1_fine_bridge_06_latent_gene_attributions.csv,v2_1,3418572,latent_or_attribution,True,50,11,model;latent_dimension;latent_id;rank;gene;signed_attribution;abs_attribution;module_annotations;is_hpa_fda_drug_target;is_hpa_predicted_membrane;is_hpa_predicted_secreted,False,False,True,True
results/tables/v2_1_fine_bridge_06_latent_jacobian_matrix.csv,v2_1_fine_bridge_06_latent_jacobian_matrix.csv,v2_1,196953,latent_or_attribution,True,50,129,model;source_z_0;source_z_1;source_z_2;source_z_3;source_z_4;source_z_5;source_z_6;source_z_7;source_z_8;source_z_9;source_z_10;source_z_11;source_z_12;source_z_13;source_z_14;source_z_15;source_z_16;source_z_17;source_z_18;source_z_19;source_z_20;source_z_21;source_z_22;source_z_23,False,False,True,False
results/tables/v2_1_fine_bridge_06_latent_jacobian_module_annotations.csv,v2_1_fine_bridge_06_latent_jacobian_module_annotations.csv,v2_1,32618,latent_or_attribution,True,50,6,model;latent_dim;latent_factor;module;correlation;abs_correlation,False,False,True,True
results/tables/v2_1_fine_bridge_06_latent_jacobian_top_edges.csv,v2_1_fine_bridge_06_latent_jacobian_top_edges.csv,v2_1,65926,latent_or_attribution,True,50,9,model;source_latent_dim;source_latent_factor;target_latent_dim;target_latent_factor;mean_jacobian;abs_mean_jacobian;source_annotation;target_annotation,False,False,True,False
results/tables/v2_1_gse174367_cell_trajectory_scores.csv,v2_1_gse174367_cell_trajectory_scores.csv,v2_1,690380,trajectory_score,True,50,22,Barcode;SampleID;Diagnosis;Batch;Cell.Type;cluster;Age;Sex;PMI;Tangle.Stage;Plaque.Stage;RIN;condition;external_donor_id;tangle_stage_numeric;plaque_stage_numeric;matrix_barcode;trajectory_AT8/pTau_score;trajectory_A beta/6e10_score;trajectory_GFAP_score;trajectory_Iba1_score;trajectory_NeuN_score,True,True,False,True
results/tables/v2_1_gse174367_donor_trajectory_scores.csv,v2_1_gse174367_donor_trajectory_scores.csv,v2_1,2367,trajectory_score,True,18,18,external_donor_id;n_cells;trajectory_AT8/pTau_score;trajectory_A beta/6e10_score;trajectory_GFAP_score;trajectory_Iba1_score;trajectory_NeuN_score;condition;Diagnosis;Age;Sex;PMI;RIN;Batch;Tangle.Stage;Plaque.Stage;tangle_stage_numeric;plaque_stage_numeric,True,True,False,True
results/tables/v2_1_upgrade_fine_08_latent_gene_attributions.csv,v2_1_upgrade_fine_08_latent_gene_attributions.csv,v2_1,3456077,latent_or_attribution,True,50,11,model;latent_dimension;latent_id;rank;gene;signed_attribution;abs_attribution;module_annotations;is_hpa_fda_drug_target;is_hpa_predicted_membrane;is_hpa_predicted_secreted,False,False,True,True
results/tables/v2_1_upgrade_fine_08_latent_jacobian_matrix.csv,v2_1_upgrade_fine_08_latent_jacobian_matrix.csv,v2_1,187998,latent_or_attribution,True,50,129,model;source_z_0;source_z_1;source_z_2;source_z_3;source_z_4;source_z_5;source_z_6;source_z_7;source_z_8;source_z_9;source_z_10;source_z_11;source_z_12;source_z_13;source_z_14;source_z_15;source_z_16;source_z_17;source_z_18;source_z_19;source_z_20;source_z_21;source_z_22;source_z_23,False,False,True,False
results/tables/v2_1_upgrade_fine_08_latent_jacobian_module_annotations.csv,v2_1_upgrade_fine_08_latent_jacobian_module_annotations.csv,v2_1,32737,latent_or_attribution,True,50,6,model;latent_dim;latent_factor;module;correlation;abs_correlation,False,False,True,True
results/tables/v2_1_upgrade_fine_08_latent_jacobian_top_edges.csv,v2_1_upgrade_fine_08_latent_jacobian_top_edges.csv,v2_1,65953,latent_or_attribution,True,50,9,model;source_latent_dim;source_latent_factor;target_latent_dim;target_latent_factor;mean_jacobian;abs_mean_jacobian;source_annotation;target_annotation,False,False,True,False
results/tables/v2_2_abeta_responsive_microglia_cell_scores_summary.csv,v2_2_abeta_responsive_microglia_cell_scores_summary.csv,v2_2,3009769,cell_score,True,50,6,cell_id;Donor ID;abeta_axis_score_z;predicted_6e10_from_abeta_axis;abeta_responder_group;canonical_plaque_microglia_score,True,True,False,True
results/tables/v2_2_abeta_responsive_microglia_smoke_cell_scores_summary.csv,v2_2_abeta_responsive_microglia_smoke_cell_scores_summary.csv,v2_2,588473,cell_score,True,50,6,cell_id;Donor ID;abeta_axis_score_z;predicted_6e10_from_abeta_axis;abeta_responder_group;canonical_plaque_microglia_score,True,True,False,True
