model_variant,latent_dim,seed,fold_id,self_supervised_objective,self_supervised_train_loss,self_supervised_heldout_loss,notes
programming_only_jepa,8,107,1,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,107,2,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,107,3,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,107,4,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,107,5,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,211,1,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,211,2,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,211,3,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,211,4,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,211,5,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,307,1,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,307,2,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,307,3,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,307,4,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,8,307,5,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,107,1,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,107,2,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,107,3,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,107,4,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,107,5,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,211,1,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,211,2,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,211,3,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,211,4,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,211,5,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,307,1,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,307,2,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,307,3,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,307,4,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
programming_only_jepa,16,307,5,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,107,1,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,107,2,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,107,3,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,107,4,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,107,5,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,211,1,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,211,2,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,211,3,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,211,4,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,211,5,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,307,1,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,307,2,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,307,3,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,307,4,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
heterogeneity_only_jepa,8,307,5,fold_specific_standardized_pca_latent,,,label-free latent encoder; targets used only after frozen embedding extraction
