sensitivity_mode,condition,n_composition_features,mean_pooled_oof_spearman,delta_vs_full_best,delta_vs_stage39c,proxy_sensitivity_interpretation,6e10/A_beta_spearman,AT8_spearman,GFAP_spearman,Iba1_spearman,NeuN_spearman
full_composition,sensitivity_full_composition_latent_composition_ridge,33,0.5048658499544396,0.0,0.15905639364179402,full context benchmark; includes audited proxy-risk features,0.7684114609699302,0.7183152779183962,0.35885390300698594,0.13704566163814924,0.5417029462387365
no_pseudoprogression,sensitivity_no_pseudoprogression_latent_composition_ridge,28,0.296766224562114,-0.20809962539232563,-0.0490432317505316,does_not_survive_restricted_proxy_removal,0.26390604434544906,0.48198845803381596,0.2563328946036246,0.11436671053963755,0.3672370152880429
no_seaad_supertypes,sensitivity_no_seaad_supertypes_latent_composition_ridge,25,0.5231183557760454,0.018252505821605758,0.17730889946339978,survives restricted proxy removal versus Stage39C,0.7760858560291587,0.6968512706287334,0.37958894401133947,0.18467145894502382,0.5783942492659715
no_pseudo_no_seaad,sensitivity_no_pseudo_no_seaad_latent_composition_ridge,20,0.31541966184063985,-0.18944618811379976,-0.030389794472005738,does_not_survive_restricted_proxy_removal,0.2755492558469171,0.44797003138604846,0.2499544396071682,0.16701427558975396,0.43661030677331175
broad_subclass_count_only,sensitivity_broad_subclass_count_only_latent_composition_ridge,6,0.34010732003644834,-0.16475852991799128,-0.005702136276197256,does_not_survive_restricted_proxy_removal,0.3193074820289562,0.5080895008605852,0.356019034119672,0.04837501265566467,0.4687455705173636
