model,target,module,perturbation,intervention,Donor ID,prediction_model_scale_baseline,prediction_raw_scale_baseline,prediction_model_scale_perturbed,prediction_raw_scale_perturbed,delta_model_scale,delta_raw_scale
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H19.33.004,0.39168936,0.47947806,0.38318896,0.4669552,-0.008500397,-0.012522846
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.001,0.68715626,0.98805404,0.6870981,0.9879383,-5.8174133e-05,-0.00011575222
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.002,0.53884846,0.71403193,0.5361697,0.70944667,-0.002678752,-0.004585266
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.004,0.59857404,0.8195224,0.5932222,0.80981064,-0.0053518414,-0.009711742
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.005,0.642287,0.9008231,0.6355486,0.8880576,-0.0067384243,-0.012765527
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.008,0.53429085,0.7062378,0.5330057,0.7040465,-0.0012851357,-0.0021913052
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.011,0.49387625,0.6386558,0.49151063,0.63478386,-0.002365619,-0.0038719177
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.012,0.80043244,1.2265036,0.79065937,1.2048497,-0.009773076,-0.02165389
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.013,0.37665212,0.4573972,0.37095404,0.44911644,-0.005698085,-0.008280754
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.014,0.3233203,0.38170785,0.3120593,0.36623573,-0.011260986,-0.015472114
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.015,0.5098853,0.6651002,0.51077276,0.66657853,0.00088745356,0.0014783144
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.016,0.18240663,0.2001021,0.17632306,0.19282335,-0.006083578,-0.0072787553
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.017,0.60076475,0.8235128,0.59790736,0.8183098,-0.002857387,-0.0052030087
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.018,0.6514533,0.91832674,0.644465,0.90496767,-0.006988287,-0.01335907
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.019,0.5582464,0.7476052,0.555241,0.74236083,-0.0030053854,-0.0052443743
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.020,0.67538524,0.96478975,0.67103195,0.9562551,-0.004353285,-0.00853467
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.024,0.15273839,0.16502015,0.15477109,0.1673907,0.0020326972,0.0023705512
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.025,0.4688749,0.5981951,0.45132932,0.57039833,-0.01754558,-0.027796745
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.026,0.7372618,1.0902042,0.7369561,1.0895655,-0.00030565262,-0.0006387234
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.027,0.33716312,0.40096754,0.3251012,0.3841707,-0.012061924,-0.016796827
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.028,0.5288022,0.6968986,0.5285117,0.69640565,-0.00029051304,-0.0004929304
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.029,0.71238005,1.0388379,0.7101785,1.0343544,-0.0022015572,-0.0044834614
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.030,0.543697,0.72236264,0.53911674,0.71449184,-0.0045802593,-0.007870793
upgrade_fine_08,percent AT8 positive area_Grey matter,complement,complement,global_mean,H20.33.031,0.6515351,0.9184836,0.6517405,0.9188777,0.0002053976,0.0003941059
