representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.0075143794210385546,0.2186493874658297,-0.010721508574405902,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.003846288046466348,0.329776247848537,0.10248577115072321,1.459598183631897
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722817800036446,0.0989774222942189,-0.3573007382883968,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.01658128939693378,-0.01210893996152678,-0.12774425074560303,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620043431498374,-0.04355573554723094,-0.17148770649616263,1.7882499694824219
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.0636221786247289,-0.08571428571428572,-0.20266899387544224,1.2227953672409058
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.04559842085699458,0.3121190644932672,0.08045743123092408,1.4462615251541138
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.058987056523793935,0.16205325503695453,-0.10984500801550423,1.9964280128479004
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06492028193735828,-0.07729067530626708,-0.20775878765268918,3.8939197063446045
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.05881935015633383,-0.10262225372076542,-0.28344515182007535,1.7973394393920898
