stage60_run,input_inventory_written,gene_availability_written,feature_inventory_written,branch_comparison_written,stage60_run_pass,best_real_beats_stage55,best_real_beats_stage27c,best_real_beats_negative_control,raw_h5ad_used_read_only,selected_module_genes_only,no_raw_matrix_written,no_pathology_targets_used_in_feature_construction,donor_held_out_evaluation_used,stage27c_locked_benchmark_preserved,no_causal_claim,no_therapeutic_claim,no_new_microglia_type_discovery_claim,raw_data_not_committed,leakage_audit_pass,safety_audit_pass
True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
