analysis_label,model_variant,latent_dim,seed,fold_id,base_score,score_without_fold,influence_score_without_minus_base,abs_influence
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,2,0.24754336615096112,0.2797802197802198,0.032236853629258655,0.032236853629258655
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,3,0.24037505860290675,0.2719322344322344,0.031557175829327655,0.031557175829327655
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,0.2760853258321613,0.30661172161172157,0.03052639577956029,0.03052639577956029
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,2,0.24867323019221757,0.21968864468864466,-0.028984585503572913,0.028984585503572913
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,4,0.280154711673699,0.3083150183150183,0.0281603066413193,0.0281603066413193
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,3,0.23203000468823257,0.2597435897435897,0.02771358505535712,0.02771358505535712
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,3,0.24867323019221757,0.22115384615384612,-0.027519384038371453,0.027519384038371453
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,4,0.24037505860290675,0.2676098901098901,0.02723483150698336,0.02723483150698336
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,1,0.24754336615096112,0.22039377289377288,-0.027149593257188243,0.027149593257188243
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,4,0.23203000468823257,0.25787545787545785,0.02584545318722528,0.02584545318722528
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,0.2760853258321613,0.2519230769230769,-0.02416224890908436,0.02416224890908436
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,5,0.24037505860290675,0.2640018315018315,0.02362677289892473,0.02362677289892473
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,0.3433239568682607,0.3656868131868132,0.02236285631855245,0.02236285631855245
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,1,0.31052508204406937,0.2889926739926739,-0.021532408051395446,0.021532408051395446
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,1,0.2504688232536334,0.22898351648351647,-0.021485306770116924,0.021485306770116924
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,1,0.26561181434599157,0.28652014652014646,0.020908332174154887,0.020908332174154887
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,2,0.2760853258321613,0.29685897435897435,0.02077364852681307,0.02077364852681307
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,5,0.2518049695264885,0.2722344322344322,0.020429462707943713,0.020429462707943713
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,3,0.31052508204406937,0.2902838827838828,-0.020241199260186582,0.020241199260186582
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,2,0.23203000468823257,0.2512362637362637,0.01920625904803111,0.01920625904803111
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,0.2977637130801688,0.3166117216117216,0.018848008531552773,0.018848008531552773
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,2,0.26561181434599157,0.2471520146520146,-0.018459799693976958,0.018459799693976958
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,0.3433239568682607,0.36155677655677654,0.01823281968851581,0.01823281968851581
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,2,0.31052508204406937,0.3286996336996336,0.018174551655564253,0.018174551655564253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,0.2760853258321613,0.2598260073260073,-0.016259318506153975,0.016259318506153975
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,5,0.24086263478668543,0.22528388278388273,-0.015578752002802704,0.015578752002802704
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,2,0.29626347866854197,0.31166666666666665,0.015403187998124679,0.015403187998124679
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,3,0.2518049695264885,0.23641025641025637,-0.01539471311623214,0.01539471311623214
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,0.2977637130801688,0.28249084249084244,-0.01527287058932636,0.01527287058932636
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,1,0.2733661509610877,0.26019230769230767,-0.013173843268780017,0.013173843268780017
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,5,0.280154711673699,0.26733516483516484,-0.012819546838534146,0.012819546838534146
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,0.29878105954055323,0.3111355311355311,0.012354471594977878,0.012354471594977878
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,3,0.2504688232536334,0.2625824175824175,0.012113594328784116,0.012113594328784116
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,1,0.24867323019221757,0.26022893772893774,0.011555707536720167,0.011555707536720167
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,4,0.29626347866854197,0.3077380952380952,0.011474616569553231,0.011474616569553231
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,1,0.2815236755743085,0.29296703296703297,0.011443357392724451,0.011443357392724451
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,3,0.2733661509610877,0.28480769230769226,0.011441541346604578,0.011441541346604578
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,1,0.24086263478668543,0.2522893772893773,0.01142674250269185,0.01142674250269185
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,5,0.23203000468823257,0.24281135531135528,0.010781350623122715,0.010781350623122715
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,1,0.2663384903891233,0.2558516483516483,-0.010486842037474964,0.010486842037474964
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,4,0.2518049695264885,0.26216117216117213,0.01035620263468362,0.01035620263468362
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,5,0.24867323019221757,0.25899267399267395,0.01031944380045638,0.01031944380045638
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,4,0.24086263478668543,0.2504395604395604,0.009576925652874962,0.009576925652874962
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,2,0.24037505860290675,0.24955128205128202,0.009176223448375265,0.009176223448375265
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,0.2977637130801688,0.28858974358974354,-0.00917396949042526,0.00917396949042526
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,3,0.3084060009376465,0.31753663003662996,0.00913062909898349,0.00913062909898349
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,0.2977637130801688,0.3063278388278388,0.008564125747670015,0.008564125747670015
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,3,0.33639943741209566,0.3449633699633699,0.008563932551274245,0.008563932551274245
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,1,0.2518049695264885,0.24332417582417581,-0.008480793702312694,0.008480793702312694
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,4,0.2815236755743085,0.28982600732600733,0.00830233175169881,0.00830233175169881
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,5,0.2815236755743085,0.2733333333333333,-0.008190342240975201,0.008190342240975201
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,3,0.280154711673699,0.27264652014652013,-0.0075081915271788535,0.0075081915271788535
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,3,0.29626347866854197,0.28892857142857137,-0.007334907239970601,0.007334907239970601
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,5,0.3084060009376465,0.31501831501831495,0.00661231408066848,0.00661231408066848
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,0.3433239568682607,0.3497710622710622,0.006447105402801467,0.006447105402801467
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,4,0.24754336615096112,0.25398351648351647,0.00644015033255535,0.00644015033255535
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,2,0.2504688232536334,0.25688644688644685,0.006417623632813452,0.006417623632813452
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,5,0.2733661509610877,0.2793223443223443,0.005956193361256634,0.005956193361256634
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,1,0.280154711673699,0.2744230769230769,-0.0057316347506221055,0.0057316347506221055
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,2,0.2518049695264885,0.24618131868131865,-0.005623650845169859,0.005623650845169859
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,1,0.29626347866854197,0.29074175824175824,-0.005521720426783727,0.005521720426783727
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,2,0.2815236755743085,0.27617216117216115,-0.005351514402147373,0.005351514402147373
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,5,0.3433239568682607,0.3379761904761904,-0.005347766392070352,0.005347766392070352
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,0.29878105954055323,0.293543956043956,-0.0052371034965972285,0.0052371034965972285
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,3,0.24754336615096112,0.24282967032967032,-0.004713695821290803,0.004713695821290803
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,5,0.33639943741209566,0.3317399267399267,-0.004659510672168965,0.004659510672168965
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,4,0.3084060009376465,0.30418498168498165,-0.004221019252664826,0.004221019252664826
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,3,0.24086263478668543,0.23742673992673988,-0.003435894859945554,0.003435894859945554
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,5,0.2504688232536334,0.2536813186813186,0.0032124954276852025,0.0032124954276852025
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,0.29878105954055323,0.30189560439560437,0.003114544855051138,0.003114544855051138
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,2,0.2663384903891233,0.2690201465201465,0.0026816561310232245,0.0026816561310232245
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,2,0.24086263478668543,0.24332417582417581,0.0024615410374903834,0.0024615410374903834
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,5,0.29626347866854197,0.29393772893772885,-0.0023257497308131203,0.0023257497308131203
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,4,0.31052508204406937,0.31280219780219776,0.0022771157581283896,0.0022771157581283896
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,1,0.33639943741209566,0.33843406593406594,0.002034628521970283,0.002034628521970283
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,1,0.2760853258321613,0.27417582417582415,-0.0019095016563371314,0.0019095016563371314
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,2,0.280154711673699,0.2816849816849817,0.0015302700112826972,0.0015302700112826972
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,0.2977637130801688,0.2991941391941392,0.0014304261139703733,0.0014304261139703733
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,4,0.2504688232536334,0.2493956043956044,-0.0010732188580289959,0.0010732188580289959
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,3,0.2815236755743085,0.2805036630036629,-0.001020012570645601,0.001020012570645601
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,5,0.24754336615096112,0.24687728937728934,-0.000666076773671781,0.000666076773671781
