analysis_label,model_variant,latent_dim,seed,fold_id,base_score,score_without_fold,influence_score_without_minus_base,abs_influence
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,4,0.3433239568682607,0.29788461538461536,-0.04543934148364537,0.04543934148364537
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,2,0.3433239568682607,0.3656868131868132,0.02236285631855245,0.02236285631855245
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,1,0.3433239568682607,0.36155677655677654,0.01823281968851581,0.01823281968851581
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,3,0.3433239568682607,0.3497710622710622,0.006447105402801467,0.006447105402801467
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,5,0.3433239568682607,0.3379761904761904,-0.005347766392070352,0.005347766392070352
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,4,0.26561181434599157,0.18771978021978022,-0.07789203412621135,0.07789203412621135
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,503,1,0.23203000468823257,0.16227106227106225,-0.06975894241717032,0.06975894241717032
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,1,0.24037505860290675,0.17272893772893771,-0.06764612087396904,0.06764612087396904
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,4,0.2663384903891233,0.2043956043956044,-0.06194288599351888,0.06194288599351888
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,5,0.26561181434599157,0.31999999999999995,0.05438818565400838,0.05438818565400838
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,0.29878105954055323,0.24804029304029301,-0.050740766500260215,0.050740766500260215
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,1,0.3084060009376465,0.25818681318681314,-0.05021918775083334,0.05021918775083334
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,0.29878105954055323,0.3483516483516483,0.04957058881109505,0.04957058881109505
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,2,0.2733661509610877,0.22627289377289372,-0.04709325718819396,0.04709325718819396
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,0.3433239568682607,0.29788461538461536,-0.04543934148364537,0.04543934148364537
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,2,0.3084060009376465,0.3514560439560439,0.04305004301839743,0.04305004301839743
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,4,0.2733661509610877,0.31578754578754575,0.04242139482645807,0.04242139482645807
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,4,0.33639943741209566,0.294551282051282,-0.041848155360813655,0.041848155360813655
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,5,0.2663384903891233,0.3057417582417582,0.03940326785263493,0.03940326785263493
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,3,0.26561181434599157,0.30409340659340656,0.038481592247414986,0.038481592247414986
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,2,0.33639943741209566,0.3741575091575091,0.03775807174541346,0.03775807174541346
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,3,0.2663384903891233,0.3014652014652014,0.03512671107607812,0.03512671107607812
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,5,0.31052508204406937,0.34315018315018314,0.032625101106113774,0.032625101106113774
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,401,4,0.24867323019221757,0.28104395604395604,0.032370725851738474,0.032370725851738474
