epoch,loss,supervised_loss,ema_loss,vicreg_loss,condition,fold_id
0,1.1670761903127034,1.1351218620936077,0.1863002379735311,0.6662143270174662,dualhead_ema_vicreg_latent8,1
1,0.9763558506965637,0.9445913632710775,0.17892776926358542,0.6935857534408569,dualhead_ema_vicreg_latent8,1
2,1.0331400831540425,0.9997655153274536,0.198372021317482,0.6768698692321777,dualhead_ema_vicreg_latent8,1
3,1.0172502795855205,0.9874540964762369,0.16862982014815012,0.6466579437255859,dualhead_ema_vicreg_latent8,1
4,1.0584340890248616,1.0291582544644673,0.15463249882062277,0.6906296014785767,dualhead_ema_vicreg_latent8,1
5,0.8920537829399109,0.8619145750999451,0.16438943644364676,0.6850136518478394,dualhead_ema_vicreg_latent8,1
6,0.7947264711062113,0.766789585351944,0.140274648865064,0.6954727371533712,dualhead_ema_vicreg_latent8,1
7,1.0095400015513103,0.9804596702257792,0.15678450216849646,0.6700942516326904,dualhead_ema_vicreg_latent8,1
8,0.9103436470031738,0.8829441467920939,0.14041206737359366,0.6679141322771708,dualhead_ema_vicreg_latent8,1
9,0.96599809328715,0.937705417474111,0.1452001010378202,0.6886327664057413,dualhead_ema_vicreg_latent8,1
10,0.8746479153633118,0.8457463383674622,0.1560280273358027,0.6649387081464132,dualhead_ema_vicreg_latent8,1
11,0.9468576312065125,0.9177435636520386,0.15593175093332926,0.6760450005531311,dualhead_ema_vicreg_latent8,1
12,0.9768793185551962,0.9504795074462891,0.1319249620040258,0.6603671709696451,dualhead_ema_vicreg_latent8,1
13,0.921563963095347,0.8958322604497274,0.12334238986174266,0.6698736945788065,dualhead_ema_vicreg_latent8,1
14,0.781412939230601,0.7569916844367981,0.11525865147511165,0.6447694500287374,dualhead_ema_vicreg_latent8,1
15,0.8131061593691508,0.7884073058764139,0.10983800639708836,0.6857531468073527,dualhead_ema_vicreg_latent8,1
16,0.9815878868103027,0.9559100270271301,0.1244034618139267,0.6618760824203491,dualhead_ema_vicreg_latent8,1
17,0.9271942774454752,0.9003113508224487,0.130487193663915,0.6917089819908142,dualhead_ema_vicreg_latent8,1
18,0.7756832440694174,0.7505127390225729,0.13043013463417688,0.6063745220502218,dualhead_ema_vicreg_latent8,1
19,0.860172430674235,0.8369948863983154,0.10478971650203069,0.6349270145098368,dualhead_ema_vicreg_latent8,1
20,0.8336690266927084,0.8104264736175537,0.1147831380367279,0.5882118145624796,dualhead_ema_vicreg_latent8,1
21,0.896874745686849,0.8702336152394613,0.12986813733975092,0.6827162901560465,dualhead_ema_vicreg_latent8,1
22,0.9044047395388285,0.8821117083231608,0.09415529792507489,0.6438739895820618,dualhead_ema_vicreg_latent8,1
23,0.8938373525937399,0.8712179263432821,0.10554679731527965,0.6032367944717407,dualhead_ema_vicreg_latent8,1
24,0.9431286652882894,0.9195884863535563,0.11055204023917516,0.6242485245068868,dualhead_ema_vicreg_latent8,1
25,0.7865729928016663,0.7630600929260254,0.1161614681283633,0.5948381423950195,dualhead_ema_vicreg_latent8,1
26,0.7345346609751383,0.7095138629277548,0.12354713181654613,0.6333049138387045,dualhead_ema_vicreg_latent8,1
27,0.8208449681599935,0.7989562551180521,0.09995187073945999,0.5946757793426514,dualhead_ema_vicreg_latent8,1
28,0.7521214286486307,0.730493446191152,0.09869169940551122,0.5879395008087158,dualhead_ema_vicreg_latent8,1
29,0.8471128344535828,0.8247455557187399,0.10537740091482799,0.5914766192436218,dualhead_ema_vicreg_latent8,1
30,0.8847525715827942,0.8641496896743774,0.08463515962163608,0.6069659988085429,dualhead_ema_vicreg_latent8,1
31,0.7775829633076986,0.7558704217274984,0.10322968165079753,0.5694785714149475,dualhead_ema_vicreg_latent8,1
32,0.6254020035266876,0.6054693957169851,0.08073425913850467,0.5929593046506246,dualhead_ema_vicreg_latent8,1
33,0.633568286895752,0.6140772898991903,0.0869180088241895,0.5399594902992249,dualhead_ema_vicreg_latent8,1
34,0.6523837149143219,0.632106363773346,0.07608922695120175,0.633420983950297,dualhead_ema_vicreg_latent8,1
35,0.613754024108251,0.5944822728633881,0.08065315335988998,0.5603218078613281,dualhead_ema_vicreg_latent8,1
36,0.6315499047438303,0.6116451621055603,0.07728621860345204,0.608806292215983,dualhead_ema_vicreg_latent8,1
37,0.6723211904366811,0.6519205868244171,0.08403744796911876,0.599843442440033,dualhead_ema_vicreg_latent8,1
38,0.8646516799926758,0.845971941947937,0.08009360482295354,0.5335187514623007,dualhead_ema_vicreg_latent8,1
39,0.7094435890515646,0.69247438510259,0.06803877279162407,0.5082674324512482,dualhead_ema_vicreg_latent8,1
40,0.6337925593058268,0.6140525341033936,0.07869485268990199,0.5935263236363729,dualhead_ema_vicreg_latent8,1
41,0.68781711657842,0.6668550968170166,0.09530018270015717,0.5716012914975485,dualhead_ema_vicreg_latent8,1
42,0.7566291689872742,0.7371984720230103,0.08213558048009872,0.5608558058738708,dualhead_ema_vicreg_latent8,1
