stage51_run,matrix_sanitized,graph_aligned,controls_built,jepa_pretraining_run,frozen_probe_results_written,graph_claim_decision_written,stage27c_locked_benchmark_preserved,stage41c_not_rebranded_as_locked,no_pathology_targets_used_in_pretraining,no_target_derived_gene_selection,raw_data_not_committed,leakage_audit_pass,safety_audit_pass,stage51_run_pass
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
