condition,mean_pooled_oof_spearman,min_target_spearman,n_targets,real_score,control_score,delta_vs_control,control_pass
dualhead_ema_vicreg_latent8_target_shuffled_control,0.009599712884185317,-0.10716636615404931,5,0.20855839806587548,0.009599712884185317,0.19895868518169016,True
stage39e_pca8_reference,0.35808116279206914,0.056974172849842526,5,0.20855839806587548,0.35808116279206914,-0.14952276472619366,False
supervised_mlp_no_ema_latent8_control,0.17951896940658757,-0.04807259127589806,5,0.20855839806587548,0.17951896940658757,0.029039428659287908,True
