control_graph_id,control_type,seed,scenario_id,regulator,direction,magnitude,n_cells,n_donors,mean_regulator_delta,mean_target_only_l1_delta_norm,mean_target_only_l2_delta_norm,mean_full_changed_feature_l1_delta_norm,mean_full_changed_feature_l2_delta_norm,mean_number_changed_features,total_clipping_count,mean_clipping_fraction
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.24999999999999997,0.06792184177193461,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.029376023446276465,0.013375080258887239,0.06062602344627649,0.040695823580310146,5.4375,370,0.6801470588235294
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.0734400586156909,0.03343770064721797,0.1515650586156909,0.1017395589507752,5.4375,370,0.6801470588235294
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09793459762567508,0.026341142785110933,0.19793459762567508,0.10341111452611301,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24483649406418748,0.06585285696277726,0.4948364940641875,0.2585277863152824,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.028423609207743287,0.014219204515702064,0.03779860920774329,0.021970805509028003,3.9375,354,0.7375
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.0710590230193578,0.03554801128925495,0.0944965230193578,0.05492701377256978,3.9375,354,0.7375
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000017,0.027168736708773893,0.20000000000000018,0.1036249982115835,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.25,0.06792184177193462,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.029996115721205197,0.013551253986119467,0.06124611572120522,0.04075797168181616,5.53125,367,0.6746323529411765
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.0749902893030127,0.033878134965298526,0.15311528930301269,0.10189492920454025,5.53125,367,0.6746323529411765
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09776936543572907,0.026332862776112707,0.1977693654357291,0.10340900263182276,16.15625,27,0.04963235294117647
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24442341358932246,0.0658321569402817,0.4944234135893225,0.2585225065795568,16.15625,27,0.04963235294117647
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.029128887550671233,0.014413620870197432,0.038503887550671245,0.02216397296303707,4.03125,351,0.73125
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07282221887667759,0.03603405217549334,0.09625971887667759,0.055409932407592434,4.03125,351,0.73125
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.1000000000000002,0.0271687367087739,0.2000000000000002,0.10362499821158351,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.24999999999999997,0.06792184177193461,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.029610393780985816,0.01348097586884724,0.06086039378098584,0.04076837197571587,5.4375,370,0.6801470588235294
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07402598445246425,0.03370243967211796,0.15215098445246425,0.10192092993928951,5.4375,370,0.6801470588235294
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09776936543572907,0.026332862776112707,0.1977693654357291,0.10340900263182276,16.15625,27,0.04963235294117647
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24442341358932246,0.0658321569402817,0.4944234135893225,0.2585225065795568,16.15625,27,0.04963235294117647
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.028775658982719044,0.014341175293778624,0.03815065898271905,0.02215142926475166,4.0,352,0.7333333333333333
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07193914745679722,0.035852938234446366,0.09537664745679722,0.05537857316187895,4.0,352,0.7333333333333333
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000016,0.027168736708773893,0.20000000000000018,0.1036249982115835,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.25,0.06792184177193462,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.029390898785985446,0.013417501679026432,0.06064089878598547,0.040728184644601165,5.40625,371,0.6819852941176471
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07347724696496337,0.03354375419756595,0.15160224696496336,0.10182046161150277,5.40625,371,0.6819852941176471
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09793459762567508,0.026341142785110933,0.19793459762567508,0.10341111452611301,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24483649406418748,0.06585285696277728,0.4948364940641875,0.2585277863152824,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.02889379476969527,0.014392065014406038,0.038268794769695275,0.022216806452729485,4.0,352,0.7333333333333333
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07223448692423765,0.03598016253601484,0.09567198692423765,0.05554201613182345,4.0,352,0.7333333333333333
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.1000000000000002,0.027168736708773903,0.2000000000000002,0.10362499821158351,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.24999999999999997,0.06792184177193461,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.02939089878598545,0.013419034624752748,0.06064089878598547,0.04062813325212958,5.40625,371,0.6819852941176471
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07347724696496337,0.03354758656188174,0.15160224696496336,0.1015703331303238,5.40625,371,0.6819852941176471
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09793459762567508,0.026341142785110933,0.19793459762567508,0.10341111452611301,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24483649406418748,0.06585285696277728,0.4948364940641875,0.2585277863152824,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.028893794769695284,0.014358925425902992,0.03826879476969529,0.022160223909437064,4.0,352,0.7333333333333333
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07223448692423763,0.035897313564757206,0.09567198692423763,0.055400559773592394,4.0,352,0.7333333333333333
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000021,0.027168736708773907,0.20000000000000023,0.10362499821158351,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.24999999999999994,0.06792184177193461,0.49999999999999994,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.029338370481130575,0.013432315247931923,0.060588370481130596,0.0406321765299878,5.40625,371,0.6819852941176471
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07334592620282618,0.03358078811982968,0.15147092620282615,0.10158044132496936,5.40625,371,0.6819852941176471
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09793459762567507,0.026341142785110933,0.19793459762567508,0.10341111452611301,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24483649406418745,0.06585285696277726,0.4948364940641875,0.2585277863152824,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.029421869432158902,0.014478030916256804,0.03879686943215891,0.022274392533889,4.09375,349,0.7270833333333333
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07355467358039677,0.036195077290641774,0.09699217358039677,0.055685981334722245,4.09375,349,0.7270833333333333
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000019,0.0271687367087739,0.2000000000000002,0.1036249982115835,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.24999999999999997,0.06792184177193461,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.02946902223088854,0.013482792587522736,0.06071902223088856,0.040640873350584625,5.40625,371,0.6819852941176471
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.0736725555772211,0.03370698146880671,0.15179755557722108,0.10160218337646142,5.40625,371,0.6819852941176471
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09768674934075605,0.02632872277161359,0.19768674934075606,0.10340794668467763,16.125,28,0.051470588235294115
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24421687335188993,0.06582180692903392,0.49421687335188996,0.25851986671169397,16.125,28,0.051470588235294115
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.028658701988719292,0.014328721593868398,0.038033701988719304,0.022153463032191845,3.96875,353,0.7354166666666667
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.0716467549717977,0.03582180398467074,0.0950842549717977,0.05538365758047935,3.96875,353,0.7354166666666667
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.1000000000000002,0.0271687367087739,0.2000000000000002,0.10362499821158351,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.24999999999999997,0.06792184177193461,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.02937602344627647,0.013376889593817248,0.06062602344627649,0.040675233583204184,5.4375,370,0.6801470588235294
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07344005861569092,0.03344222398454299,0.15156505861569092,0.10168808395801031,5.4375,370,0.6801470588235294
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09793459762567508,0.026341142785110933,0.19793459762567508,0.10341111452611301,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24483649406418748,0.06585285696277728,0.4948364940641875,0.2585277863152824,16.21875,25,0.04595588235294117
expression_matched_random_targets_seed_79001,expression_matched_random_targets,79001,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02564292365194833,0.011088305152518206,0.1068929236519484,0.08374725734810477,6.3125,566,0.7369791666666666
expression_matched_random_targets_seed_79001,expression_matched_random_targets,79001,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.0641073091298709,0.02772076288129555,0.2672323091298709,0.20936814337026174,6.3125,566,0.7369791666666666
expression_matched_random_targets_seed_79001,expression_matched_random_targets,79001,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.1,0.021950817714523573,0.20000000000000004,0.10238084976369484,24.0,0,0.0
expression_matched_random_targets_seed_79001,expression_matched_random_targets,79001,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.05487704428630896,0.5000000000000002,0.255952124409237,24.0,0,0.0
expression_matched_random_targets_seed_79001,expression_matched_random_targets,79001,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.028630863574327238,0.0145326451211151,0.038005863574327246,0.022499675788874237,3.9375,354,0.7375
expression_matched_random_targets_seed_79001,expression_matched_random_targets,79001,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07157715893581769,0.03633161280278754,0.09501465893581769,0.05624918947218538,3.9375,354,0.7375
expression_matched_random_targets_seed_79001,expression_matched_random_targets,79001,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000016,0.027168736708773893,0.20000000000000018,0.1036249982115835,15.0,0,0.0
expression_matched_random_targets_seed_79001,expression_matched_random_targets,79001,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.25,0.06792184177193462,0.5,0.25906249552895866,15.0,0,0.0
expression_matched_random_targets_seed_79001,expression_matched_random_targets,79001,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.02933944592948014,0.01356690927636438,0.060589445929480165,0.04069157828846484,5.4375,370,0.6801470588235294
expression_matched_random_targets_seed_79001,expression_matched_random_targets,79001,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07334861482370023,0.033917273190910875,0.1514736148237002,0.101728945721162,5.4375,370,0.6801470588235294
expression_matched_random_targets_seed_79001,expression_matched_random_targets,79001,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09768674934075602,0.026328722771613584,0.19768674934075606,0.10340794668467763,16.125,28,0.051470588235294115
expression_matched_random_targets_seed_79001,expression_matched_random_targets,79001,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24421687335188993,0.06582180692903392,0.49421687335188996,0.25851986671169397,16.125,28,0.051470588235294115
expression_matched_random_targets_seed_79002,expression_matched_random_targets,79002,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.025914239474256816,0.011093758123944468,0.10716423947425689,0.08376235050822564,6.375,564,0.734375
expression_matched_random_targets_seed_79002,expression_matched_random_targets,79002,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.06478559868564213,0.027734395309861222,0.26791059868564215,0.20940587627056395,6.375,564,0.734375
expression_matched_random_targets_seed_79002,expression_matched_random_targets,79002,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.09980562142048453,0.021922701359424517,0.19980562142048458,0.10237493960181983,23.96875,1,0.0013020833333333333
expression_matched_random_targets_seed_79002,expression_matched_random_targets,79002,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.24951405355121142,0.05480675339856133,0.49951405355121153,0.25593734900454945,23.96875,1,0.0013020833333333333
expression_matched_random_targets_seed_79002,expression_matched_random_targets,79002,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.03014237617854211,0.014824402669167925,0.03951737617854212,0.022761493714574924,4.1875,346,0.7208333333333333
expression_matched_random_targets_seed_79002,expression_matched_random_targets,79002,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07535594044635477,0.03706100667291955,0.09879344044635477,0.05690373428643704,4.1875,346,0.7208333333333333
expression_matched_random_targets_seed_79002,expression_matched_random_targets,79002,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.1000000000000002,0.0271687367087739,0.2000000000000002,0.1036249982115835,15.0,0,0.0
expression_matched_random_targets_seed_79002,expression_matched_random_targets,79002,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.24999999999999997,0.06792184177193461,0.5,0.25906249552895866,15.0,0,0.0
expression_matched_random_targets_seed_79002,expression_matched_random_targets,79002,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.029800955417712452,0.013610034516509311,0.06105095541771247,0.040749398127352246,5.53125,367,0.6746323529411765
expression_matched_random_targets_seed_79002,expression_matched_random_targets,79002,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07450238854428104,0.03402508629127323,0.152627388544281,0.10187349531838051,5.53125,367,0.6746323529411765
expression_matched_random_targets_seed_79002,expression_matched_random_targets,79002,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09768674934075602,0.026328722771613584,0.19768674934075606,0.10340794668467763,16.125,28,0.051470588235294115
expression_matched_random_targets_seed_79002,expression_matched_random_targets,79002,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24421687335188996,0.06582180692903392,0.49421687335189,0.25851986671169397,16.125,28,0.051470588235294115
expression_matched_random_targets_seed_79003,expression_matched_random_targets,79003,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.024712001055425304,0.010754325003371614,0.10596200105542537,0.08380167173738132,6.09375,573,0.74609375
expression_matched_random_targets_seed_79003,expression_matched_random_targets,79003,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.06178000263856354,0.026885812508429165,0.26490500263856354,0.20950417934345317,6.09375,573,0.74609375
expression_matched_random_targets_seed_79003,expression_matched_random_targets,79003,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.0998378332516032,0.02193137342031285,0.19983783325160323,0.10237673728104053,23.96875,1,0.0013020833333333333
expression_matched_random_targets_seed_79003,expression_matched_random_targets,79003,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.24959458312900826,0.054828433550782193,0.49959458312900834,0.2559418432026012,23.96875,1,0.0013020833333333333
expression_matched_random_targets_seed_79003,expression_matched_random_targets,79003,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.027189432788633578,0.014093847178396903,0.03656443278863358,0.022433810722014773,3.78125,359,0.7479166666666667
expression_matched_random_targets_seed_79003,expression_matched_random_targets,79003,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.06797358197158354,0.035234617945992044,0.09141108197158354,0.056084526805036714,3.78125,359,0.7479166666666667
