source_tf,target_gene,edge_type,n_samples,spearman_rho,spearman_pvalue,bootstrap_median_rho,bootstrap_sd_rho,bootstrap_sign_stability,tf_mean_microglia_expressed_fraction,target_mean_microglia_expressed_fraction,atac_peak_support_status,motif_support_status,edge_candidate_pass,claim_language
BACH1,LAPTM5,microglia_snrna_sample_coactivity,18,0.9133126934984519,1.2182182797478767e-07,0.8997912317327766,0.0510019166717975,1.0,0.7182959780743823,0.4685638507440458,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
JUN,IRF8,microglia_snrna_sample_coactivity,18,0.49638802889576883,0.036140323756959435,0.5195006500937822,0.23813291686673638,0.98,0.11312740372107477,0.3227524558446593,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
IRF8,CD74,microglia_snrna_sample_coactivity,18,0.4943240454076367,0.03704404980744615,0.4511445968652579,0.17159199827533314,0.98,0.3227524558446593,0.6072988296607282,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,SLC38A9,microglia_snrna_sample_coactivity,18,0.48606811145510836,0.040833484782080216,0.5115432153262117,0.2152963652357069,0.98,0.3132576831893714,0.35637803674710583,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SREBF1,BSG,microglia_snrna_sample_coactivity,18,0.479876160990712,0.04386464036882083,0.4843749321828654,0.16840720700813044,0.98,0.1927428000001874,0.07370315450976805,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SREBF1,STAT1,microglia_snrna_sample_coactivity,18,0.4654282765737873,0.05160161200071702,0.4737751249379156,0.21898082919851647,0.98,0.1927428000001874,0.18370103613986088,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
CEBPA,CD74,microglia_snrna_sample_coactivity,18,0.4633642930856553,0.0527858619535667,0.4679857526572855,0.2048760697676171,0.98,0.10878490914446931,0.6072988296607282,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SREBF1,FCER1G,microglia_snrna_sample_coactivity,18,0.45717234262125905,0.05646162510203338,0.45955601803676727,0.19932680043468873,0.98,0.1927428000001874,0.13221140813433435,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MAFB,BSG,microglia_snrna_sample_coactivity,18,0.42002063983488136,0.08267356720316324,0.4178787888611184,0.18526003166424931,0.98,0.15371873232611807,0.07370315450976805,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MAFB,TXNIP,microglia_snrna_sample_coactivity,18,0.4179566563467492,0.08435264811978456,0.42169365018385385,0.2008459480486395,0.98,0.15371873232611807,0.323668540357396,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,CD74,microglia_snrna_sample_coactivity,18,0.40763673890608876,0.09312305169960118,0.43498582024432814,0.20628457886376425,0.98,0.3132576831893714,0.6072988296607282,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFKB1,HLA-DRA,microglia_snrna_sample_coactivity,18,0.40763673890608876,0.09312305169960118,0.38526548662893517,0.2178609148485312,0.98,0.3477197168557938,0.27303007748142627,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
PPARG,HLA-DPB1,microglia_snrna_sample_coactivity,18,-0.5273477812177503,0.024513917732196133,-0.4921820633263745,0.1595789544620945,0.98,0.23448901936554328,0.2122423861272676,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ETS1,MSR1,microglia_snrna_sample_coactivity,18,-0.5500515995872033,0.018027593361137465,-0.5515090680518062,0.1963217951299554,0.98,0.06352335494731437,0.5341746024309856,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
CEBPA,TREM2,microglia_snrna_sample_coactivity,18,0.5748194014447885,0.012581956389329619,0.6016640778127286,0.19185479697793725,0.975,0.10878490914446931,0.09963449707770816,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFKB1,STAT1,microglia_snrna_sample_coactivity,18,0.5706914344685242,0.013384281348823359,0.5897968695802984,0.2106783156998029,0.975,0.3477197168557938,0.18370103613986088,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFE2L2,LAMP2,microglia_snrna_sample_coactivity,18,0.5603715170278638,0.015569122116593606,0.5743347824477916,0.21970090050536706,0.975,0.4825569896100508,0.20766387318271254,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
PPARG,NFKBIA,microglia_snrna_sample_coactivity,18,0.5356037151702786,0.021973121639608087,0.5431804400554401,0.20324384152728875,0.975,0.23448901936554328,0.1697273424971324,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFE2L2,TREM2,microglia_snrna_sample_coactivity,18,0.5356037151702786,0.021973121639608087,0.5054458117443869,0.19818718628572268,0.975,0.4825569896100508,0.09963449707770816,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RUNX1,LAMP2,microglia_snrna_sample_coactivity,18,0.5314757481940144,0.023216334307843867,0.5435091469574229,0.21231130360155834,0.975,0.8827267977897237,0.20766387318271254,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFE2L2,CTSB,microglia_snrna_sample_coactivity,18,0.5252837977296182,0.02518359155961345,0.5161275652075988,0.2210534769587893,0.975,0.4825569896100508,0.6474920997642787,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
IRF8,PSAP,microglia_snrna_sample_coactivity,18,0.500515995872033,0.0343837791763591,0.5049596205950235,0.1938093093537632,0.975,0.3227524558446593,0.5064787733429853,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SREBF1,AIF1,microglia_snrna_sample_coactivity,18,0.500515995872033,0.0343837791763591,0.46791500311304035,0.2374662335389327,0.975,0.1927428000001874,0.09732376738152912,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RELA,MSR1,microglia_snrna_sample_coactivity,18,0.49226006191950467,0.0379650212831526,0.5295346335960966,0.20641189842935442,0.975,0.062488568855671146,0.5341746024309856,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFE2L2,APOC1,microglia_snrna_sample_coactivity,18,0.4901960784313726,0.03890344572344582,0.4966218920433281,0.22068511287653544,0.975,0.4825569896100508,0.12561418392770907,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,HLA-DPA1,microglia_snrna_sample_coactivity,18,0.48813209494324045,0.039859530900999716,0.48481166997070224,0.20027836036879,0.975,0.3132576831893714,0.1717543696726001,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RUNX1,APOC1,microglia_snrna_sample_coactivity,18,0.4633642930856553,0.0527858619535667,0.45794118408226303,0.18973308934893893,0.975,0.8827267977897237,0.12561418392770907,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MITF,PSAP,microglia_snrna_sample_coactivity,18,0.4592363261093911,0.05521566198726722,0.45766435018771473,0.19776052718859194,0.975,0.3646233379566823,0.5064787733429853,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
BACH1,PLD3,microglia_snrna_sample_coactivity,18,0.45510835913312697,0.05772857159967152,0.4219895287958116,0.188436621355937,0.975,0.7182959780743823,0.20977653153134185,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
IRF8,TYROBP,microglia_snrna_sample_coactivity,18,0.4447884416924664,0.0643852241036506,0.4395822844146601,0.17246504836913631,0.975,0.3227524558446593,0.21392531837438986,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT3,TREM2,microglia_snrna_sample_coactivity,18,0.4282765737874097,0.07620095935240204,0.44885117399590085,0.20007623271997305,0.975,0.554013960823625,0.09963449707770816,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
JUN,CTSB,microglia_snrna_sample_coactivity,18,-0.413828689370485,0.08778525139466084,-0.3748695232097722,0.189918110181311,0.975,0.11312740372107477,0.6474920997642787,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SREBF1,SLC38A9,microglia_snrna_sample_coactivity,18,0.5727554179566564,0.012978178834505893,0.5808115240459423,0.22965147665577884,0.97,0.1927428000001874,0.35637803674710583,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,TREM2,microglia_snrna_sample_coactivity,18,0.5397316821465429,0.020782714646741193,0.5426190483908788,0.20263161814823968,0.97,0.3132576831893714,0.09963449707770816,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MAFB,LAPTM5,microglia_snrna_sample_coactivity,18,0.5335397316821465,0.022588029798321373,0.5395914910466805,0.21841748098120506,0.97,0.15371873232611807,0.4685638507440458,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RUNX1,MSR1,microglia_snrna_sample_coactivity,18,0.5232198142414861,0.025867451500141986,0.5091023946382947,0.21125362196861475,0.97,0.8827267977897237,0.5341746024309856,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
CEBPA,HLA-DPA1,microglia_snrna_sample_coactivity,18,0.5128998968008256,0.029506553722099375,0.5062778537016632,0.23307994141125718,0.97,0.10878490914446931,0.1717543696726001,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NRF1,STAT1,microglia_snrna_sample_coactivity,18,0.48606811145510836,0.040833484782080216,0.514548755186722,0.20692793258791792,0.97,0.41908665570149395,0.18370103613986088,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT1,APOC1,microglia_snrna_sample_coactivity,18,0.4840041279669762,0.04182551548646378,0.48616034712571965,0.2025825904050326,0.97,0.18370103613986088,0.12561418392770907,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT1,B2M,microglia_snrna_sample_coactivity,18,0.4757481940144479,0.0459785720312123,0.4711107594319274,0.22815565463482526,0.97,0.18370103613986088,0.41985600825889346,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NRF1,SLC38A9,microglia_snrna_sample_coactivity,18,0.47368421052631576,0.04706411117172419,0.5296589017852406,0.2350154837545658,0.97,0.41908665570149395,0.35637803674710583,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MITF,PRDX1,microglia_snrna_sample_coactivity,18,0.4654282765737873,0.05160161200071702,0.4788016868393669,0.20343082828320452,0.97,0.3646233379566823,0.0546293123458819,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT1,BSG,microglia_snrna_sample_coactivity,18,0.4613003095975232,0.053990476377347364,0.46652813864005555,0.2073045320950279,0.97,0.18370103613986088,0.07370315450976805,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ELF1,MSR1,microglia_snrna_sample_coactivity,18,0.45098039215686275,0.060326235785684724,0.4885416666666667,0.2331220622542032,0.97,0.6193480739287138,0.5341746024309856,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFKB1,HLA-DPB1,microglia_snrna_sample_coactivity,18,-0.44272445820433437,0.06578236404039448,-0.44888358906081016,0.1829239470519179,0.97,0.3477197168557938,0.2122423861272676,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFKB1,TXNIP,microglia_snrna_sample_coactivity,18,0.5190918472652218,0.027278528700016964,0.5458328405304259,0.22796685725801533,0.965,0.3477197168557938,0.323668540357396,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RUNX1,C1QA,microglia_snrna_sample_coactivity,18,0.5149638802889577,0.028748754882630335,0.48390439578806616,0.2350093523644546,0.965,0.8827267977897237,0.22918561437595505,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,STAT1,microglia_snrna_sample_coactivity,18,0.5067079463364293,0.031873132260511465,0.5070061765119473,0.21463896471563293,0.965,0.3132576831893714,0.18370103613986088,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RELA,AP1G1,microglia_snrna_sample_coactivity,18,0.479876160990712,0.04386464036882083,0.5120088575970929,0.1959686105102684,0.965,0.062488568855671146,0.2724491569792058,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
PPARG,LAMP2,microglia_snrna_sample_coactivity,18,0.47781217750258,0.04491215118822409,0.4760416666666667,0.21738322390554943,0.965,0.23448901936554328,0.20766387318271254,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFE2L2,NFKBIA,microglia_snrna_sample_coactivity,18,0.4716202270381837,0.04816897678955323,0.45265348595213317,0.21278753531145456,0.965,0.4825569896100508,0.1697273424971324,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MAFB,MSR1,microglia_snrna_sample_coactivity,18,0.4654282765737873,0.05160161200071702,0.4602530604027433,0.22838311066585612,0.965,0.15371873232611807,0.5341746024309856,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SREBF1,APOE,microglia_snrna_sample_coactivity,18,0.4654282765737873,0.05160161200071702,0.45369406867845996,0.2158135832209646,0.965,0.1927428000001874,0.3446906182885147,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SREBF1,TREM2,microglia_snrna_sample_coactivity,18,0.4633642930856553,0.0527858619535667,0.47663279302283457,0.22967465169400944,0.965,0.1927428000001874,0.09963449707770816,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
BACH1,NFKBIA,microglia_snrna_sample_coactivity,18,0.4633642930856553,0.0527858619535667,0.45911562689884855,0.1911628316271573,0.965,0.7182959780743823,0.1697273424971324,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
PPARG,STAT1,microglia_snrna_sample_coactivity,18,0.4613003095975232,0.053990476377347364,0.49300088147399657,0.20241124897504198,0.965,0.23448901936554328,0.18370103613986088,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT3,TXNIP,microglia_snrna_sample_coactivity,18,0.45098039215686275,0.060326235785684724,0.4592634962491868,0.23123124545534865,0.965,0.554013960823625,0.323668540357396,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFE2L2,IRF8,microglia_snrna_sample_coactivity,18,0.44272445820433437,0.06578236404039448,0.4325875823794658,0.22826580266160854,0.965,0.4825569896100508,0.3227524558446593,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
IRF8,NPC2,microglia_snrna_sample_coactivity,18,0.43859649122807015,0.06864406996213139,0.4787202380952381,0.23387102797655385,0.965,0.3227524558446593,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MAF,TYROBP,microglia_snrna_sample_coactivity,18,0.43859649122807015,0.06864406996213139,0.4153300877438808,0.21192752268499324,0.965,0.5656142420347043,0.21392531837438986,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MAF,NPC2,microglia_snrna_sample_coactivity,18,0.43653250773993807,0.07010903657780519,0.4096839229968782,0.1992253283198665,0.965,0.5656142420347043,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RELA,PRDX1,microglia_snrna_sample_coactivity,18,0.4324045407636739,0.0731081920707255,0.42291850225044386,0.19634885543370148,0.965,0.062488568855671146,0.0546293123458819,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
CEBPB,MSR1,microglia_snrna_sample_coactivity,18,0.4303405572755417,0.07464277608599114,0.42572751322751323,0.20067909205350354,0.965,0.26683700723042186,0.5341746024309856,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RUNX1,TYROBP,microglia_snrna_sample_coactivity,18,0.4262125902992776,0.07778293683965698,0.4279699248120301,0.20806194403568118,0.965,0.8827267977897237,0.21392531837438986,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MITF,TREM2,microglia_snrna_sample_coactivity,18,0.42002063983488136,0.08267356720316324,0.4190195939269199,0.2123144679646966,0.965,0.3646233379566823,0.09963449707770816,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
CEBPA,MSR1,microglia_snrna_sample_coactivity,18,-0.45098039215686275,0.060326235785684724,-0.47450623700623706,0.21863372558065178,0.965,0.10878490914446931,0.5341746024309856,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SREBF1,C1QB,microglia_snrna_sample_coactivity,18,0.5314757481940144,0.023216334307843867,0.5288001034115024,0.23707094542166013,0.96,0.1927428000001874,0.3998900395366775,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NRF1,IRF8,microglia_snrna_sample_coactivity,18,0.4901960784313726,0.03890344572344582,0.489869452486275,0.22843499950990698,0.96,0.41908665570149395,0.3227524558446593,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MAFB,LAMP2,microglia_snrna_sample_coactivity,18,0.48606811145510836,0.040833484782080216,0.4890965732087228,0.23253749783864966,0.96,0.15371873232611807,0.20766387318271254,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SREBF1,TXNIP,microglia_snrna_sample_coactivity,18,0.4324045407636739,0.0731081920707255,0.45464254759359235,0.20631121446106024,0.96,0.1927428000001874,0.323668540357396,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SREBF1,B2M,microglia_snrna_sample_coactivity,18,0.4220846233230134,0.08101904869498933,0.4514111511953949,0.22174914271958665,0.96,0.1927428000001874,0.41985600825889346,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ELF1,CD74,microglia_snrna_sample_coactivity,18,0.42002063983488136,0.08267356720316324,0.4443282224532225,0.20709067043310972,0.96,0.6193480739287138,0.6072988296607282,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT3,HLA-DRA,microglia_snrna_sample_coactivity,18,0.39938080495356043,0.10060038374584017,0.40740712520817235,0.2052839802354442,0.96,0.554013960823625,0.27303007748142627,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
PPARG,HLA-DRA,microglia_snrna_sample_coactivity,18,0.391124871001032,0.10849983794275489,0.39220408704883225,0.20308291920592675,0.96,0.23448901936554328,0.27303007748142627,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RUNX1,HLA-DPB1,microglia_snrna_sample_coactivity,18,-0.3498452012383901,0.1546923218138582,-0.3538015748577171,0.1708498152230592,0.96,0.8827267977897237,0.2122423861272676,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MAFB,NPC2,microglia_snrna_sample_coactivity,18,0.4716202270381837,0.04816897678955323,0.44450672036878935,0.21986512465414695,0.955,0.15371873232611807,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFKB1,TREM2,microglia_snrna_sample_coactivity,18,0.45510835913312697,0.05772857159967152,0.4324517901538274,0.206052527259865,0.955,0.3477197168557938,0.09963449707770816,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT1,PRDX1,microglia_snrna_sample_coactivity,18,0.45098039215686275,0.060326235785684724,0.4719329866829186,0.23199977405971858,0.955,0.18370103613986088,0.0546293123458819,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MAFB,APOE,microglia_snrna_sample_coactivity,18,0.43653250773993807,0.07010903657780519,0.4444442048168736,0.22219401842053646,0.955,0.15371873232611807,0.3446906182885147,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
BACH1,MSR1,microglia_snrna_sample_coactivity,18,0.413828689370485,0.08778525139466084,0.4396636012895724,0.21952315690817148,0.955,0.7182959780743823,0.5341746024309856,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ETS1,NPC2,microglia_snrna_sample_coactivity,18,0.4055727554179567,0.0949534247922293,0.36836628511966707,0.2009033916535553,0.955,0.06352335494731437,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFKB1,HLA-DPA1,microglia_snrna_sample_coactivity,18,0.39938080495356043,0.10060038374584017,0.4036349152205734,0.2269910805475571,0.955,0.3477197168557938,0.1717543696726001,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFE2L2,STAT1,microglia_snrna_sample_coactivity,18,0.37254901960784315,0.12787268607330357,0.3743455582775257,0.2094371993498654,0.955,0.4825569896100508,0.18370103613986088,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
CEBPA,AIF1,microglia_snrna_sample_coactivity,18,-0.3684210526315789,0.13248715636055652,-0.3624548666171975,0.17899515500045635,0.955,0.10878490914446931,0.09732376738152912,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
FOS,STAT1,microglia_snrna_sample_coactivity,18,-0.46955624355005166,0.04929337692796817,-0.5208692231669353,0.2733188355127372,0.955,0.119811221493999,0.18370103613986088,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT3,STAT1,microglia_snrna_sample_coactivity,18,0.4757481940144479,0.0459785720312123,0.45877378435517957,0.22976741342030138,0.95,0.554013960823625,0.18370103613986088,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT1,FCER1G,microglia_snrna_sample_coactivity,18,0.4447884416924664,0.0643852241036506,0.45000000000000007,0.2142698414236194,0.95,0.18370103613986088,0.13221140813433435,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT1,TXNIP,microglia_snrna_sample_coactivity,18,0.4324045407636739,0.0731081920707255,0.4366206534729766,0.2266526895778735,0.95,0.18370103613986088,0.323668540357396,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT1,AP1G1,microglia_snrna_sample_coactivity,18,0.42002063983488136,0.08267356720316324,0.44685740823527886,0.2394395749180897,0.95,0.18370103613986088,0.2724491569792058,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,MSR1,microglia_snrna_sample_coactivity,18,0.40763673890608876,0.09312305169960118,0.43213821361584115,0.24391017539568177,0.95,0.3132576831893714,0.5341746024309856,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ETS1,CD74,microglia_snrna_sample_coactivity,18,0.3931888544891641,0.106484795695208,0.3771549237517824,0.2363466232291479,0.95,0.06352335494731437,0.6072988296607282,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RELA,HLA-DRA,microglia_snrna_sample_coactivity,18,0.3003095975232198,0.22595992422709757,0.33298103452021466,0.19137030482437156,0.95,0.062488568855671146,0.27303007748142627,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
CEBPA,APOC1,microglia_snrna_sample_coactivity,18,-0.42002063983488136,0.08267356720316324,-0.40698318561001046,0.20802769703045723,0.95,0.10878490914446931,0.12561418392770907,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT1,C1QA,microglia_snrna_sample_coactivity,18,0.4901960784313726,0.03890344572344582,0.47368461070559614,0.2523858025421562,0.945,0.18370103613986088,0.22918561437595505,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RUNX1,STAT1,microglia_snrna_sample_coactivity,18,0.4757481940144479,0.0459785720312123,0.46246814570529154,0.22799609627065412,0.945,0.8827267977897237,0.18370103613986088,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ELF1,SLC38A9,microglia_snrna_sample_coactivity,18,0.4757481940144479,0.0459785720312123,0.45615916091627146,0.22112598972422945,0.945,0.6193480739287138,0.35637803674710583,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,AIF1,microglia_snrna_sample_coactivity,18,0.42414860681114547,0.0793889023946049,0.4074837672336383,0.22168264328897083,0.945,0.3132576831893714,0.09732376738152912,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MAF,B2M,microglia_snrna_sample_coactivity,18,0.3973168214654283,0.10253523912493745,0.43081369982547996,0.22969257908011378,0.945,0.5656142420347043,0.41985600825889346,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MITF,FCER1G,microglia_snrna_sample_coactivity,18,0.38906088751289986,0.11054194705770316,0.3789095188284519,0.23513190826505995,0.945,0.3646233379566823,0.13221140813433435,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MAF,C1QB,microglia_snrna_sample_coactivity,18,0.36429308565531476,0.1372167161243323,0.37938939993734516,0.22617874990476722,0.945,0.5656142420347043,0.3998900395366775,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
IRF8,C1QA,microglia_snrna_sample_coactivity,18,0.33746130030959753,0.17083764052594697,0.32328482328482333,0.1944901657193014,0.945,0.3227524558446593,0.22918561437595505,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MAF,APOC1,microglia_snrna_sample_coactivity,18,-0.3952528379772961,0.10449665262201607,-0.39738253247291566,0.20001202722875275,0.945,0.5656142420347043,0.12561418392770907,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
