condition,real_mean_pooled_oof_spearman,stage27c_reference_mean,official_threshold,real_minus_stage27c_reference,real_minus_no_graph,real_minus_strict_shuffled_graph,real_meets_stage27c_reference,real_meets_official_threshold,all_five_targets_reported,target_degradation_gate_pass,no_heldout_donor_leakage,no_clean_holdout_use,no_external_matrix_use,real_beats_no_graph,real_beats_strict_shuffled,graph_construction_audit_pass,graph_specific_pass,controlled_interpretation
v3_real_graph,0.32047382808545105,0.3267024400121495,0.3228,-0.006228611926698435,-0.006228611926698435,0.021864938746582963,False,False,True,False,True,True,True,False,True,True,False,real_topology_beats_strict_shuffle_but_identity_no_graph_remains_best
