source,target,weight,source_idx,target_idx
CHD8,PHKB,0.35531992,2137,2390
GRK5,TXNDC11,0.35531947,1749,2361
KLF3,PHKB,0.35531938,787,2390
CSNK1G3,AL162414.1,0.35531673,993,1585
WTAP,MAP2K4,0.3553167,1235,2457
RC3H1,EXT2,0.3553165,211,1802
LIMS1,HELZ,0.3553159,402,2545
SNX24,TBL1X,0.3553148,992,2875
PPIG,CLEC2D,0.35531446,458,1905
S100A4,AGPAT3,0.3553122,183,2821
MACF1,MBTD1,0.35531,71,2524
RIC1,HELZ,0.35530996,1522,2545
RNF145,CYLD,0.35530925,1034,2395
LUZP1,SMG7,0.35530913,36,225
GON4L,CDH12,0.3553074,192,912
ANKRD10,SLTM,0.35530734,2126,2293
NAALADL2,XPO4,0.3553066,716,2050
THRAP3,RPL13A,0.35530636,68,2708
NCOA7,SYNJ1,0.35530528,1195,2801
AHI1,MICAL3,0.35530445,1204,2831
CNTLN,STAT5B,0.35530284,1529,2504
FASTKD1,VPS50,0.35530245,457,1320
SLC38A2,DYNC1H1,0.35530233,1942,2234
ANKHD1,DCTN4,0.3553002,1012,1028
SRRM1,SRPK2,0.35530016,40,1340
TRIM13,RBBP6,0.35529983,2091,2379
SERGEF,NCAM2,0.35529938,1789,2794
H3F3B,TM9SF4,0.3552992,2553,2752
ATP6V1H,ARHGEF12,0.35529834,1446,1878
IQCB1,CST3,0.35529774,654,2744
LNPEP,RPS9,0.35529685,975,2713
POLK,ROCK1,0.35529682,949,2589
PTP4A2,ARPC1B,0.3552961,55,1329
DNMT3A,NEK1,0.35529575,301,890
CLTA,HMGN1,0.3552953,1544,2816
C2CD5,LINC01278,0.35529393,1917,2901
TASOR,MAPK14,0.3552939,616,1120
PCCA,HECTD1,0.35529312,2117,2143
DCAF5,SPAG9,0.3552891,2191,2523
HIPK3,TPT1,0.3552871,1796,2077
WTAP,PTPN9,0.35528627,1235,2324
IRF2,MSRA,0.35528567,897,1399
WDR41,DIDO1,0.35528353,952,2787
PPP4R3B,ADPGK,0.35528278,347,2321
INTS10,PPP2R5E,0.3552819,1411,2183
RBM6,PCBP2,0.3552818,603,1954
PPP3CB,HECTD1,0.3552811,1690,2143
CCDC146,RBBP6,0.3552809,1305,2379
VEZT,OPHN1,0.35527813,1998,2905
GAK,MAPKAP1,0.3552775,758,1610
MON2,ME2,0.35527727,1968,2614
MTA3,SPPL3,0.3552769,326,2031
POLK,STAU2,0.35527682,949,1463
TPM3,HK1,0.3552752,186,1680
NEMF,TTLL5,0.35527468,2160,2203
UGGT1,GDAP1,0.35527393,420,1466
SEC62,CDR2,0.35527322,709,2376
ARHGEF2,HK1,0.35527313,193,1680
ARPC2,AMBRA1,0.35527304,511,1805
TMEM106A,SLC38A10,0.35527262,2507,2567
ARHGEF2,HPS3,0.35527247,193,695
EIF1B-AS1,MX1,0.35527247,582,2818
CDH12,ATP6V1H,0.35527235,912,1446
COP1,TASOR,0.355272,213,616
SRRM1,ZNF518A,0.355272,40,1723
MNAT1,VPS35L,0.355272,2179,2373
PURA,PPP1R10,0.35527083,1011,1093
RBM6,ANAPC5,0.3552702,603,2034
SLF2,FGFR1OP2,0.3552697,1729,1924
WAPL,RHBDF2,0.35526958,1702,2556
UBN2,NCOA6,0.35526916,1372,2758
RAB2A,TPCN1,0.35526803,1454,2028
EP400,HELZ,0.35526785,2045,2545
KLF12,CTNNBL1,0.35526666,2101,2767
EMB,VPS36,0.35526648,924,2097
UBAP2,PAFAH1B1,0.3552664,1541,2440
ZNF33A,ABCB7,0.35526574,1664,2912
PAK2,STIM1,0.35526553,750,1771
SLC30A7,CST3,0.3552649,141,2744
ZMYM4,INO80D,0.3552646,64,498
RPAP2,TMEM117,0.35526305,130,1938
FBXO38,NRF1,0.35526246,1022,1362
RNF217,CDC27,0.35526204,1194,2516
SPRED2,ZCCHC7,0.3552617,365,1546
CDC73,PLCB2,0.35526127,233,2257
ZBTB44,TRIP4,0.3552612,1886,2304
DIPK1A,NFE2L2,0.35525987,133,470
WDPCP,THOC2,0.3552595,355,2928
TM2D1,WDR33,0.35525897,104,419
TRIM14,STX8,0.35525873,1575,2455
TRIM14,GLUD1,0.35525674,1575,1704
DNAJC10,SUFU,0.35525608,474,1735
DOCK7,SNX24,0.35525575,105,992
TRIM33,SNRNP70,0.3552553,160,2707
NR6A1,PRMT3,0.35525504,1606,1791
ATG16L2,SNX1,0.35525194,1835,2302
PRDX1,NDUFAF6,0.35525152,84,1473
PPP2R5E,CA5B,0.3552509,2183,2879
RSU1,CUL4A,0.35524964,1643,2131
VWA8,CDC27,0.3552486,2072,2516
DLG1,ECHDC1,0.35524845,752,1197
TMEM161B-AS1,USP9X,0.35524774,967,2892
SMC5,SEL1L,0.35524714,1552,2211
TMEM131,STK3,0.35524648,393,1476
MIGA1,RPS28,0.35524592,119,2652
EXOC4,LYPLA1,0.35524526,1368,1447
PPM1L,AC104123.1,0.35524446,708,973
NSF,HELZ,0.3552441,2514,2545
R3HDM1,SPCS3,0.35524347,427,894
NFE2L2,CCNI,0.35524175,470,818
PPP1R10,CLTA,0.3552389,1093,1544
HNRNPD,ZNF33A,0.3552372,821,1664
CAMKMT,RPL19,0.35523543,331,2498
ANKRD36C,SHLD1,0.35523507,391,2732
EPHB2,THRAP3,0.355234,35,68
RPS8,IQCB1,0.355234,82,654
BBS9,MCPH1,0.35523227,1279,1396
RPL9,SCAI,0.3552314,791,1608
SCLT1,KDM2B,0.35522923,863,2035
WDR33,SMARCAD1,0.35522836,419,839
NFKB1,YWHAE,0.35522813,846,2435
UBAP1,SEL1L,0.3552276,1542,2211
EXOC4,NFATC3,0.35522753,1368,2407
TMEM131,FBH1,0.35522708,393,1634
ATAD2B,CLIP2,0.35522637,297,1302
NIN,KIAA0355,0.35522616,2163,2681
DNAJC10,UBR1,0.35522392,474,2268
RPTOR,MOB3A,0.3552239,2566,2642
ZNF706,GLYR1,0.35522315,1481,2354
SPEN,CTSH,0.355222,19,2331
SFSWAP,THOC1,0.35522074,2044,2573
IWS1,FAR1,0.35521913,418,1783
FIG4,SLF2,0.35521904,1180,1729
MROH1,KLF6,0.35521892,1514,1631
POLK,RARS2,0.35521892,949,1162
CD47,ARIH1,0.3552173,645,2320
RPS25,COTL1,0.3552164,1876,2423
HNRNPH3,HELZ,0.35521504,1677,2545
OCIAD1,ANKIB1,0.35521492,800,1315
ANKRD36C,ARMC8,0.35521463,391,684
RASSF4,PPP2R2D,0.35521415,1666,1762
SNX24,DAAM1,0.35521284,992,2176
ZCCHC7,BAZ1A,0.35521218,1546,2149
ARMC8,TRIM14,0.3552108,684,1575
PRDX1,MINDY2,0.35521054,84,2291
CCNT2,LRRFIP2,0.35521054,425,576
RAB28,DEK,0.3552104,773,1083
ASCC1,WDR11,0.35521027,1684,1753
NEK1,FLOT1,0.355209,890,1094
ASB3,BRI3,0.3552082,341,1326
MPZL1,STAM,0.35520652,205,1644
RAB28,TM7SF3,0.3552053,773,1925
TMEM131,LIMS1,0.35520452,393,402
FAM222B,H3F3B,0.35520324,2473,2553
TTC37,ZC3H12C,0.3552028,971,1866
PPP2R5E,TRIP11,0.35520265,2183,2220
PDE7A,PPFIA1,0.35520238,1458,1832
SCMH1,PHKB,0.35520113,77,2390
RCC2,DLG1,0.3552005,22,752
TMEM245,RBM39,0.35519946,1582,2762
WAPL,USP12,0.3551983,1702,2056
NDUFS4,EXOC4,0.35519788,926,1368
PAFAH1B1,PIK3C3,0.3551976,2440,2605
ZYG11B,CBLB,0.35519573,96,643
CHFR,RPL26,0.35519412,2046,2453
ZNF451,GNG2,0.35519245,1140,2165
LYST,COPB1,0.35518986,275,1784
SUFU,RPS9,0.3551896,1735,2713
CCNL1,FTO,0.35518903,703,2399
WDR33,NAA35,0.35518858,419,1559
ARSB,CSNK2A1,0.3551877,956,2718
KIAA0319L,SMG6,0.35518757,65,2439
WIPF2,DIDO1,0.35518566,2501,2787
DAP3,PHKB,0.35518554,191,2390
MAGI3,BTBD1,0.35518432,158,2333
THRAP3,STIM2,0.3551838,68,783
GCA,PIK3CB,0.35518345,455,685
PRMT3,ATP2B1,0.35518333,1791,1993
AC079781.5,PAFAH1B1,0.3551828,1325,2440
CDC73,CD164,0.3551819,233,1179
SYNE1,SPPL2A,0.35518166,1224,2280
KIAA0232,RNF138,0.3551811,768,2597
KIF5B,PIAS2,0.3551799,1657,2609
CAMSAP2,CST3,0.3551796,238,2744
BAZ1B,AP2A2,0.3551789,1299,1764
GLUD1,CCL3,0.3551784,1704,2491
HELZ,RAB12,0.35517833,2545,2580
TM2D1,SFSWAP,0.35517794,104,2044
WWOX,NCOA6,0.35517702,2419,2758
PIKFYVE,EXOC4,0.3551767,503,1368
NIN,RBBP6,0.35517666,2163,2379
TUBGCP3,USP9X,0.35517633,2128,2892
DNAJC7,EDA,0.35517547,2503,2906
PPP6R3,HECTD1,0.3551752,1831,2143
SNX2,NRF1,0.35517436,991,1362
FXR1,RSBN1L,0.3551724,724,1308
DAP3,RC3H1,0.35517174,191,211
FBXL5,TNKS2,0.35517138,775,1715
RC3H1,RYBP,0.35517135,211,631
MSL2,PHKB,0.3551707,681,2390
EDEM3,DCP2,0.35517067,227,984
UPF2,SRSF5,0.3551696,1639,2193
STXBP3,ENSA,0.3551692,145,176
AFF4,UBAP1,0.3551679,1001,1542
EYA3,TNFRSF1A,0.3551677,48,1897
ENSA,LRRFIP2,0.3551673,176,576
ST3GAL6,STAM,0.35516593,639,1644
POGZ,WASL,0.35516486,181,1357
NFE2L2,CANX,0.3551647,470,1053
MCU,PHKB,0.3551647,1688,2390
HLA-DQA1,AGPAT3,0.35516387,1105,2821
PAFAH1B1,SMARCA4,0.3551637,2440,2660
NRDC,ARID4A,0.35516188,94,2175
PLA2G4A,HNRNPD,0.35516143,231,821
UHRF1BP1,BRAF,0.3551614,1116,1376
PURA,ETFA,0.35516098,1011,2325
ST3GAL5,ARIH2,0.3551591,387,599
TMEM131,MCU,0.3551565,393,1688
EYA3,RABGEF1,0.3551561,48,1295
LMBRD1,PTAR1,0.3551559,1145,1551
BAZ1B,MPHOSPH8,0.35515532,1299,2047
RNF38,SFSWAP,0.35515508,1545,2044
DHRS3,HIPK3,0.35515422,13,1796
RPS14,AGPAT3,0.35515392,1027,2821
CFDP1,DIDO1,0.35515308,2418,2787
INO80D,N4BP2L2,0.35515028,498,2064
RPN2,TMEM164,0.35514927,2766,2920
LCORL,PHACTR2,0.35514915,779,1214
ARPC2,PPP4R3A,0.3551487,511,2219
RPS6KC1,ABI2,0.35514858,253,494
LAT2,CDC27,0.3551472,1301,2516
ANKHD1,EFR3A,0.3551459,1012,1504
FNBP1,THOC2,0.35514572,1615,2928
LRRFIP2,GLUD1,0.35514534,576,1704
MIR181A1HG,PPP2CA,0.35514516,237,1002
CANX,RPS15,0.3551436,1053,2641
EIF3A,EIF4A1,0.355142,1748,2451
LRBA,PCGF5,0.35514155,875,1713
PTMA,RPL6,0.35514143,528,2026
GSAP,SNX1,0.35514018,1306,2302
HMGA1P4,TMEM87A,0.3551393,1614,2263
PTMA,SERINC5,0.35513863,528,958
RAB28,GDAP1,0.35513628,773,1466
OSBPL11,AP3S2,0.3551361,667,2339
KLHL5,STX8,0.3551358,790,2455
TPT1,TASP1,0.35513577,2077,2737
NUCKS1,SEC22A,0.3551353,245,663
ARIH1,LAMP2,0.3551352,2320,2927
ANKIB1,PTAR1,0.35513502,1315,1551
TULP4,ABHD2,0.35513476,1231,2338
PPM1L,TRAF3IP2-AS1,0.35513446,708,1185
WDR11,SUGP2,0.35513416,1753,2673
DLG1,UHRF1BP1,0.3551331,752,1116
HPS3,RNF19A,0.35513285,695,1478
TPT1,DCAF5,0.35513255,2077,2191
PIK3CB,RPS2,0.35513222,685,2350
WDR33,PIBF1,0.35513183,419,2100
PUM3,AGPAT3,0.35513127,1517,2821
HACE1,HMGA1P4,0.35513103,1171,1614
ERI3,BRAF,0.35512948,81,1376
RPS14,RPL3,0.35512912,1027,2854
BRAF,PHF11,0.35512716,1376,2088
TRIM14,TM7SF3,0.3551249,1575,1925
CDC14A,SOX5,0.35512403,140,1919
RBL2,SNHG25,0.3551237,2398,2539
ARID4B,CUL4A,0.35512304,274,2131
GLUD1,TTC7B,0.35512078,1704,2216
JUN,ABHD18,0.3551204,101,862
RASSF4,UBR1,0.3551198,1666,2268
UBR2,KIAA2026,0.35511953,1130,1523
GLG1,SNHG25,0.35511917,2416,2539
ZNF131,PPP2R5E,0.35511866,922,2183
DNAJC10,PTAR1,0.35511822,474,1551
IWS1,ANKRD10,0.35511684,418,2126
PPM1B,CPPED1,0.3551151,330,2365
SCP2,DLG1,0.35511407,97,752
SEC22A,TIGAR,0.3551139,663,1895
GDAP1,DERA,0.3551138,1466,1914
DLG1,PACSIN2,0.3551136,752,2860
SPEN,RBL2,0.3551135,19,2398
ERC1,HDAC8,0.3551129,1891,2909
LCOR,DCAF5,0.3551123,1727,2191
UBAP2,ERC1,0.35511228,1541,1891
PLXND1,TLK2,0.35511157,674,2534
ELOVL5,MAPKAP1,0.35511032,1138,1610
DLG1,MED14,0.35510966,752,2891
CLIP1,NCOA6,0.35510898,2037,2758
FASTKD1,HNRNPA3,0.35510832,457,469
AGO3,KCTD12,0.35510793,67,2104
GSAP,PPFIA1,0.35510725,1306,1832
ZMYM4,TTC27,0.35510585,64,313
TASOR2,PHKB,0.35510474,1632,2390
ATG16L2,UBR1,0.35510442,1835,2268
FIG4,TCF25,0.3551039,1180,2432
GON4L,RDX,0.3551039,192,1865
UBE4B,ZRANB2,0.35510257,8,114
PRKDC,MAPKAP1,0.35510173,1442,1610
FOXN2,MAPKAP1,0.3551007,338,1610
VPS54,RASSF3,0.35509905,357,1971
FGFR1OP2,OPHN1,0.35509893,1924,2905
SEPTIN2,EIF3E,0.35509712,540,1488
TMEM131,KLHDC10,0.35509706,393,1364
IWS1,FBXL5,0.35509697,418,775
SNX13,BRWD3,0.35509592,1261,2915
PPP4R3B,CCNL1,0.3550958,347,703
U2SURP,FAM172A,0.35509533,693,969
TMEM245,ARID2,0.35509518,1582,1940
WAPL,SOS2,0.35509238,1702,2161
ATP6V1H,ABCA1,0.35509163,1446,1579
PIK3CB,PDIA3,0.3550915,685,2269
LARP1,DPP8,0.3550908,1031,2306
SPI1,KLC1,0.35509032,1809,2241
SRRM1,RPLP1,0.35508844,40,2315
GAS7,CABIN1,0.3550862,2456,2836
ETFA,RBBP6,0.35508552,2325,2379
WAPL,NARS2,0.35508454,1702,1848
ERI3,SFSWAP,0.35508355,81,2044
ASCC1,KIAA0355,0.35508347,1684,2681
DLG1,TMLHE,0.35508332,752,2943
MSRA,GANC,0.35508278,1399,2264
MPZL1,YWHAZ,0.355082,205,1480
ARIH2,ZKSCAN1,0.35508126,599,1331
SLAIN2,TACC1,0.35508016,798,1432
CDC14A,RAB28,0.35507968,140,773
ZCCHC7,METTL15,0.35507944,1546,1792
PAFAH1B1,PIGN,0.3550794,2440,2623
TMSB10,HIPK3,0.35507908,383,1796
CEP128,YWHAE,0.3550785,2209,2435
PIK3CB,LRBA,0.35507798,685,875
MAP1B,SLTM,0.35507736,944,2293
PTEN,USP8,0.35507703,1706,2278
THRAP3,USF2,0.35507634,68,2685
SNX13,WWOX,0.3550757,1261,2419
KLHL5,FNBP1,0.35507536,790,1615
HS2ST1,GOLPH3,0.35507476,125,914
PUM3,CPPED1,0.3550743,1517,2365
ST3GAL6,ZNF451,0.3550715,639,1140
RPS23,PTAR1,0.35507044,963,1551
SESN1,EIF2AK4,0.3550704,1178,2256
SNX24,ABCA1,0.3550703,992,1579
FOS,MICAL3,0.3550702,2201,2831
SLC30A7,ZC3HAV1,0.3550695,141,1371
CDC42SE1,STK38L,0.3550694,179,1926
KIAA2026,ERC1,0.35506773,1523,1891
NAP1L4,NPEPPS,0.35506704,1769,2518
USP48,FAM172A,0.35506588,30,969
PTPN18,TMEM245,0.35506582,421,1582
RABGEF1,ARFGEF2,0.35506517,1295,2775
CLCN3,ANKH,0.35506493,891,909
APLP2,NAA25,0.35506365,1885,2024
SLC35F5,ANKHD1,0.35506216,408,1012
SFSWAP,PI4KA,0.35506216,2044,2834
RAB7A,ATG5,0.35506162,672,1173
EXOC4,MAPK1,0.3550614,1368,2835
DHX15,RPL34,0.3550613,781,852
RPS14,SMC5,0.3550595,1027,1552
CCNI,PPFIA1,0.35505947,818,1832
TMEM161B-AS1,EHBP1L1,0.35505947,967,1823
CDK5RAP2,RPS11,0.35505843,1595,2709
MAGI3,FNBP1,0.35505792,158,1615
ACBD6,STX8,0.35505778,219,2455
CAMSAP2,TM9SF4,0.3550545,238,2752
CAMKMT,FAM193A,0.35505366,331,761
IVNS1ABP,THOC2,0.35505366,229,2928
NFKB1,UBR1,0.3550532,846,2268
IWS1,HLA-DMA,0.35505182,418,1110
LRRFIP2,FNBP1,0.35505113,576,1615
SMG7,ZNF83,0.35505074,225,2712
LCOR,TAF1,0.35505036,1727,2907
SMG7,FBXW8,0.35504955,225,2029
TTBK2,MBD2,0.35504934,2267,2616
IP6K1,ERC1,0.35504815,602,1891
ABHD2,PIAS2,0.35504806,2338,2609
SEC63,PAFAH1B1,0.35504794,1175,2440
DLG1,URI1,0.35504737,752,2679
SAMD9L,VPS36,0.3550467,1319,2097
ENSA,PECAM1,0.35504588,176,2540
SERGEF,GNG2,0.35504335,1789,2165
TRAF3IP2-AS1,CLTA,0.3550433,1185,1544
NRP2,P2RX4,0.3550429,497,2033
PCGF5,PDIA3,0.35504213,1713,2269
TIAL1,RCOR1,0.3550418,1751,2237
DDX46,ERC1,0.3550415,1004,1891
METTL9,CABIN1,0.3550405,2374,2836
PPP1R21,SMG1,0.35503998,339,2370
TMEM131,CHIC2,0.35503915,393,803
GPBP1L1,TRANK1,0.3550388,85,575
FIG4,LINC01278,0.35503855,1180,2901
ANKHD1,LONP2,0.35503784,1012,2391
NDUFS1,PPP2R5E,0.3550372,499,2183
ALMS1,WAPL,0.35503665,376,1702
ISG15,MOB3A,0.3550359,0,2642
TMEM131,CWF19L2,0.35503468,393,1860
UBN2,FGD3,0.35503453,1372,1568
MAT2A,KPNA4,0.35503432,386,707
MAT2A,TTLL5,0.3550342,386,2203
ZHX2,RNF138,0.35503384,1497,2597
RPS27A,ITGB2,0.35503224,345,2826
KPNA4,RCOR1,0.35503206,707,2237
CSDE1,PMS1,0.35503167,161,478
CSNK1G3,ANKFY1,0.35502928,993,2443
KDM2B,ARHGAP5,0.35502848,2035,2146
PHF20L1,CABIN1,0.35502782,1506,2836
RPS2,YWHAE,0.35502705,2350,2435
SRSF4,RNF145,0.35502672,52,1034
MCPH1,PECAM1,0.35502663,1396,2540
BDP1,HELZ,0.35502604,943,2545
G3BP1,PAFAH1B1,0.35502592,1029,2440
ICE1,HELZ,0.35502574,901,2545
EIF1B-AS1,TPT1-AS1,0.3550246,582,2078
LINC02328,PACS2,0.35502437,2212,2242
WAC,GLG1,0.35502347,1652,2416
GON4L,PLB1,0.35502288,192,307
ARID1A,IWS1,0.35502148,45,418
PTPN9,ZNF700,0.3550213,2324,2661
UBE4B,TTC13,0.35502118,8,269
BCAR3,EXOC1,0.35502118,137,806
BRAF,ANKRD13D,0.3550206,1376,1828
STT3B,FAM222B,0.35501885,569,2473
ATAD2B,ST3GAL6,0.3550187,297,639
CDC27,TOP1,0.35501772,2516,2769
C1GALT1,CNTLN,0.35501754,1254,1529
RASSF4,CHFR,0.35501683,1666,2046
GCA,YWHAE,0.3550166,455,2435
GIGYF2,IQCB1,0.355016,530,654
YWHAG,MON2,0.35501552,1304,1968
SRSF5,CDR2,0.35501525,2193,2376
SERINC1,RPL19,0.35501465,1192,2498
DPP6,TIAL1,0.35501465,1386,1751
LUZP1,SLC18B1,0.3550136,36,1201
BCAR3,ATG5,0.35501325,137,1173
VEZT,CCL3,0.35501283,1998,2491
DHX15,PABPC1,0.35501233,781,1479
RPL21,RPL19,0.3550112,2057,2498
COP1,DYNC1H1,0.35501087,213,2234
RAB28,MCM3AP,0.35501063,773,2827
TPM3,SEPTIN7,0.35501018,186,1280
EXOC4,CBFB,0.35500982,1368,2406
SPCS3,SREBF2,0.35500953,894,2858
EIF2AK2,KIF5B,0.35500938,318,1657
NPEPPS,ZNF91,0.35500893,2518,2677
EPC2,LGALS9,0.35500875,438,2471
SNX13,STAT6,0.35500833,1261,1961
SLC30A7,CBFA2T2,0.3550074,141,2755
ABHD2,CYLD,0.35500678,2338,2395
PAFAH1B1,TMLHE,0.35500652,2440,2943
ATR,COTL1,0.3550033,692,2423
VPS39,TYROBP,0.35500148,2262,2687
VPS50,NPEPPS,0.35500014,1320,2518
PPFIA1,CDR2,0.35499987,1832,2376
HNRNPK,ASXL1,0.35499972,1557,2753
SUZ12,TTC28,0.35499954,2483,2840
ARMC8,STOM,0.3549994,684,1600
ANKHD1,PIK3C3,0.35499886,1012,2605
PPP4R3A,BCL2,0.35499874,2219,2627
TAF3,SFSWAP,0.35499823,1637,2044
HNRNPD,PHIP,0.3549972,821,1153
PHF3,KIAA2026,0.35499582,1143,1523
TMEM131,FAM193B,0.35499492,393,1049
ZNF451,CST3,0.3549945,1140,2744
PIK3C2A,SNHG25,0.35499448,1788,2539
CORO1C,CSNK2A1,0.35499367,2016,2718
NFX1,GLYR1,0.3549919,1539,2354
ARIH1,FAM222B,0.3549918,2320,2473
PID1,UBE3A,0.35499167,520,2245
GOLPH3,CD300A,0.3549915,914,2549
ACAP2,RPS24,0.35499123,747,1696
ATG16L2,GANC,0.35499105,1835,2264
PCBP1-AS1,INO80D,0.3549906,371,498
FBXO28,DOP1A,0.3549905,264,1158
TASOR,HLA-DRA,0.35499027,616,1103
CSDE1,ALCAM,0.3549899,161,642
DNAJB14,XPO4,0.35498914,844,2050
DCAF5,GABPB1-AS1,0.35498905,2191,2277
SPCS3,PSTPIP2,0.35498875,894,2608
HLA-DQB1,PARP4,0.35498822,1106,2054
SERGEF,TOP1,0.35498416,1789,2769
BRAF,TUT7,0.35498336,1376,1560
PARP4,CST3,0.35498255,2054,2744
C1GALT1,TPCN1,0.3549818,1254,2028
WASL,NRF1,0.3549809,1357,1362
MAPK14,ZC3H7A,0.3549802,1120,2362
INO80D,NR6A1,0.35497984,498,1606
CDK8,TRPC4AP,0.35497746,2055,2759
PLEKHO1,HIBADH,0.35497707,174,1271
ATP2B4,KPNA4,0.35497695,243,707
CNBP,ZC3HAV1,0.35497496,673,1371
YWHAE,SLX4IP,0.35497487,2435,2735
CBLB,VPS35L,0.3549741,643,2373
RBM5,ETFA,0.3549741,604,2325
ZDHHC17,VASH1,0.35497195,1986,2205
TOP2B,TPT1,0.3549715,562,2077
NFE2L2,GANC,0.35497132,470,2264
NDUFS4,FAM172A,0.35497108,926,969
LRBA,ZC3H7A,0.35496762,875,2362
MACF1,DCAF5,0.35496718,71,2191
CCDC93,TRIM13,0.35496706,411,2091
NSD1,PCCA,0.35496435,1048,2117
DDX39B,PIAS2,0.354964,1097,2609
KPNA6,TRIO,0.35496387,57,906
HNRNPK,UBC,0.3549621,1557,2043
AMD1,ATRN,0.35496187,1182,2724
SGPP1,HELZ,0.3549618,2184,2545
WDR33,MAP3K4,0.35496128,419,1237
SNX24,CLIP1,0.35495946,992,2037
FAM172A,MTMR3,0.354959,969,2843
HECTD1,KATNBL1,0.35495815,2143,2250
HLA-A,TXNDC11,0.35495812,1091,2361
PTAR1,PARVB,0.3549578,1551,2861
MGRN1,POLA1,0.35495752,2353,2886
FOXN2,NEMF,0.3549575,338,2160
ABL1,USP47,0.35495716,1618,1780
VPS50,DERA,0.35495627,1320,1914
GOLPH3,PSTPIP2,0.35495612,914,2608
SMC5,GNG2,0.3549553,1552,2165
CAMSAP2,KLF12,0.35495514,238,2101
FBXO34,ZNF91,0.35495418,2168,2677
ZNF438,ERC1,0.35495353,1654,1891
RAD50,ATP2B1,0.35495323,1000,1993
RC3H1,PSEN1,0.35495257,211,2197
MON2,GABPB1-AS1,0.3549525,1968,2277
NRP2,PPM1K,0.3549522,497,832
EEA1,ZNF516,0.35495183,1995,2631
RNF38,RSF1,0.35495114,1545,1845
LUZP1,SMAD4,0.35495102,36,2615
CHIC2,WAPL,0.35495046,803,1702
FUBP3,KATNBL1,0.3549502,1617,2250
UBE2R2,CDC27,0.35495013,1540,2516
TMEM106A,ZMYND8,0.35494998,2507,2773
CCNL1,ABCB7,0.35494933,703,2912
VPS54,LINC01004,0.35494885,357,1338
OSBPL9,KIAA1328,0.354947,93,2604
DLG1,RUFY1,0.35494658,752,1051
GLCCI1,MOSMO,0.35494465,1257,2375
DLG1,TYW1,0.3549438,752,1296
ERCC6L2,HECTD4,0.35494292,1571,2025
BRAF,PAG1,0.35494253,1376,1468
R3HDM1,LCOR,0.35494158,427,1727
SRSF4,ZZEF1,0.35493943,52,2442
MAP3K1,RPLP2,0.35493883,933,1763
PPP3CC,HELZ,0.3549388,1415,2545
STAM,BTAF1,0.35493848,1644,1716
LRBA,SPPL2A,0.35493833,875,2280
KIF13B,CAPRIN1,0.35493773,1428,1798
FASTKD1,SNX6,0.3549376,457,2148
FIG4,KLF6,0.35493755,1180,1631
YWHAZ,PDIA3,0.3549319,1480,2269
GSAP,CHFR,0.35493162,1306,2046
CDC73,AOPEP,0.354931,233,1570
DLG1,RAB14,0.3549309,752,1598
PIKFYVE,SFSWAP,0.35492983,503,2044
ATF2,ADNP,0.35492948,467,2780
ARPC1B,TTLL5,0.3549288,1329,2203
LRRFIP2,THOC2,0.3549284,576,2928
HLA-DQB1,SERGEF,0.3549259,1106,1789
ENSA,KIF5B,0.35492563,176,1657
FASTKD1,ATG10,0.35492438,457,962
PLEKHO1,HSD17B4,0.354924,174,990
VPS50,BRI3,0.35492364,1320,1326
DHX15,MAP1B,0.35492355,781,944
SCMH1,PPP2R5E,0.35492343,77,2183
KIAA2026,LONP2,0.3549229,1523,2391
KPNA4,MAP1B,0.3549229,707,944
EEFSEC,MAP3K1,0.35492235,671,933
ANKRD36C,LINC02328,0.3549216,391,2212
ZRANB2,ANKFY1,0.35492152,114,2443
ACSL3,PPP2R5E,0.35492107,514,2183
HMGN3,ARFGEF2,0.35492066,1154,2775
MIER1,DIDO1,0.35492057,109,2787
IBTK,TXNDC11,0.35491973,1156,2361
R3HDM1,CD47,0.35491765,427,645
STIM1,ABHD12,0.35491538,1771,2748
ZBTB8OS,BRAF,0.35491493,58,1376
KIF13B,ERP44,0.35491452,1428,1577
TRAF3IP2-AS1,TM7SF3,0.3549137,1185,1925
PTP4A2,ZHX2,0.35491362,55,1497
MCM9,KIF5B,0.3549136,1190,1657
EIF1B-AS1,TRIM13,0.3549136,582,2091
MAN1C1,SMG1,0.35491297,43,2370
KLHL5,UBN2,0.35491297,790,1372
MOSMO,WWOX,0.35491094,2375,2419
SHPRH,KMT5B,0.3549106,1217,1830
WDR26,ARIH1,0.35490867,265,2320
UBXN4,EPSTI1,0.35490865,428,2074
SNX27,GLG1,0.35490823,182,2416
FCHO2,ATG5,0.35490817,946,1173
ANKHD1,DHRSX,0.35490793,1012,2870
EXOC4,CDK8,0.3549072,1368,2055
PCBP2,ANKRD10,0.3549071,1954,2126
RAD50,PSMA3-AS1,0.35490698,1000,2174
FRS2,SFSWAP,0.35490656,1979,2044
FAM102B,SLTM,0.35490653,143,2293
DEK,TYROBP,0.35490596,1083,2687
HS2ST1,TASP1,0.35490566,125,2737
VEZT,NIN,0.35490513,1998,2163
NRP1,FGFR1OP2,0.35490504,1661,1924
ADAM17,HDLBP,0.3549048,290,539
EIF3H,MICAL3,0.3549023,1491,2831
POLK,PGGT1B,0.35490164,949,986
BRAF,STK3,0.35490072,1376,1476
SMG1,TBCD,0.3549003,2370,2572
PARL,SFSWAP,0.35489985,733,2044
