source_page_id,source_page_url,link_index,link_text,url,resource_type,download_candidate
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,32,reference Reference anatomical resources and BRAIN Initiative metadata standards,https://brain-map.org/bkp/reference,donor metadata,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,33,develop Develop software against Allen Institute APIs and SDKs,https://brain-map.org/bkp/develop,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,34,atlases,https://brain-map.org/consortia/sea-ad/our-data,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,35,back to menu,https://brain-map.org/consortia/sea-ad/our-data,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,36,atlases,https://brain-map.org/atlases,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,37,anatomy reference atlases,https://brain-map.org/atlases/anatomy,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,38,mouse data atlases,https://brain-map.org/atlases#mouse,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,39,human data atlases,https://brain-map.org/atlases#human,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,40,non-human primate data atlases,https://brain-map.org/atlases#non-human-primate,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,41,research,https://brain-map.org/consortia/sea-ad/our-data,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,42,back to menu,https://brain-map.org/consortia/sea-ad/our-data,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,43,our research,https://brain-map.org/our-research,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,44,consortia,https://brain-map.org/consortia,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,45,community partnerships,https://brain-map.org/community-partnerships,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,46,news,https://alleninstitute.org/news,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,47,support,https://brain-map.org/consortia/sea-ad/our-data,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,48,back to menu,https://brain-map.org/consortia/sea-ad/our-data,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,49,support,https://brain-map.org/support,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,50,Tutorials & How-Tos,https://brain-map.org/support/tutorials,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,51,Documentation,https://brain-map.org/support/documentation,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,52,Citation Policy,https://alleninstitute.org/citation-policy/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,53,Community Forum,https://community.brain-map.org/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,54,search,https://brain-map.org/consortia/sea-ad/our-data,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,55,Brain-map,https://brain-map.org/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,56,Scientific Consortia,https://brain-map.org/consortia,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,57,Seattle Alzheimer’s Disease Brain Cell Atlas,https://brain-map.org/consortia/sea-ad,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,58,SEA-AD Data and Downloads,https://brain-map.org/consortia/sea-ad/our-data,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,59,"our new ""Our Code"" page here",https://brain-map.org/consortia/sea-ad/our-code,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,60,Allen Institute Terms of Use,https://alleninstitute.org/terms-of-use/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,61,Allen Institute Citation Policy,https://alleninstitute.org/citation-policy/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,62,here,https://allen-brain-map-cms-802451596237-us-west-2.s3.us-west-2.amazonaws.com/SEA-AD/data_May2026.zip,AWS/open data bucket,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,63,,http://dss.niagads.org/datasets/ng00174/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,64,Donor metadata,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/68debdfdd1b8e9f8fd64dab0_sea-ad_cohort_donor_metadata_072524.xlsx,donor metadata,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,65,Link to raw single nucleus SEA-AD data,http://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn26223298,AD Knowledge Portal controlled access,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,66,change log,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/6a45788da3f3b0699e8e4bba_sea-ad_sage_change_log_063026.pdf,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,67,Link to single nucleus SEA-AD IAC data,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage/StudyDetails?Study=syn64410371,AD Knowledge Portal controlled access,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,68,Link to processed single nucleus RNAseq and ATAC-seq data,https://registry.opendata.aws/allen-sea-ad-atlas/,snATAC,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,69,on AWS,https://registry.opendata.aws/allen-sea-ad-atlas/,AWS/open data bucket,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,70,MRI volumetrics,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/68debdfdae5f82b97af2fb0f_sea-ad_cohort_mri_volumetrics.xlsx,MRI volumetrics,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,71,Ante-mortem imaging information,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/68debdfcf51ccbd2e5ca83d5_seaad_donor_available_imaging_information071725.xlsx,donor metadata,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,72,"Luminex (ABeta and Tau, MTG)",https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/68debdff5b8003454786ea29_sea-ad_cohort_mtg-tissue_extractions-luminex_data.xlsx,Luminex,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,73,Quantitative neuropathology summary data: All regions,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/6a4579d1d67150b0e69ad044_sea-ad-quantitative-neuropathology-063026.xlsx,neuropathology images,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,74,here,https://allen-brain-map-cms-802451596237-us-west-2.s3.us-west-2.amazonaws.com/SEA-AD/data_May2026.zip,AWS/open data bucket,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,75,Continuous Pseudoprogression Scores (CPS),https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/6a457afa3e9ab7e81cabccb1_sea-ad_global_and_local_cps_050126.xlsx,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,76,Neuropathology: raw and analyzed/annotated image files,https://sea-ad-quantitative-neuropathology.s3.amazonaws.com/index.html,neuropathology images,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,77,on AWS,https://registry.opendata.aws/allen-sea-ad-atlas/,AWS/open data bucket,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,78,Link to spatial transcriptomics data,https://sea-ad-spatial-transcriptomics.s3.amazonaws.com/index.html,spatial transcriptomics,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,79,on AWS,https://registry.opendata.aws/allen-sea-ad-atlas/,AWS/open data bucket,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,80,Cell ID conversion for ABC Atlas,https://allen-brain-map-cms-802451596237-us-west-2.s3.amazonaws.com/SEA-AD/sea-ad.csv,AWS/open data bucket,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,81,Harmonized cognitive scores,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/68debdfd4748b7546943a7b4_sea-ad_cohort_harmonized_cognitive_scores_20241213.xlsx,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,82,Link to Mouse Mesoscale Connectivity project,https://brain-map.org/our-research/connectivity/mouse-mesoscale-connectivity-in-aging-and-alzheimers-disease,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,83,"Microglial annotated, multiregion nuclei data",https://sea-ad-single-cell-profiling.s3.amazonaws.com/Multiregion_2026/subclass_objects/SEAAD_Immune_HIP_MEC_LEC_ITG_MTG_FI_STG_DFC_AnG_V1C_RNAseq_final-nuclei.2026-06-22.h5ad,single-cell / snRNA,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,84,this link,https://sea-ad-single-cell-profiling.s3.amazonaws.com/index.html#Multiregion_2026/previous_objects/,single-cell / snRNA,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,85,Genomic data,https://dss.niagads.org/datasets/ng00174/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,86,here,https://allen-brain-map-cms-802451596237-us-west-2.s3.us-west-2.amazonaws.com/SEA-AD/white_papers_May2026.zip,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,87,SEA-AD cohort information,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/6a457ebab63d450fdab62af0_sea-ad_cohort_information_063026.pdf,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,88,SEA-AD cohort metadata summary graphs,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/68deba1b76dbbdfe375c0f2f_sea-ad_cohortmetadata_summarygraphs.pdf,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,89,Transcriptomics and epigenomics data generation,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/68deba1b38856009de991c5e_sea-ad_snomics_datageneration_rin_methods.pdf,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,90,Transcriptomics: Post-sequencing data analysis,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/6a4585b091403c31e8d98a36_sea-ad_snrnaseq_analysis_postsequencing_06302026.pdf,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,91,Donor metadata brief descriptions,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/6a458356cbaf777f617ae687_sea-ad_donorindex_dataelementbriefdescriptions_063026.pdf,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,92,Donor metadata citations,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/68deba1b2cfad1d75ec33e9f_sea-ad_donorindex_dataelementcitations.pdf,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,93,Consensus clinical diagnosis,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/68deba1b845ee61de688d376_addetectionmethods-ccdxdescription.pdf,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,94,"Dissection, MRI, neuropathological analysis",https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/6a457f51cdf4431cae35c90b_sea-ad_dissection_mri_neuropathanalysis_methods_063026.pdf,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,95,Information on processed single cell profiling data,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/6a458531b71c8d1b58bf9235_sea-ad_singlecellprofiling-awsdocumentationtutorial_06302026.pdf,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,96,Information on neuropathology images and image analysis data,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/6a4584cb0e0018d98867f61c_sea-ad_quantitativeneuropathology_awsdocumentationtutorial_063026.pdf,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,97,Cell type taxonomy change-log,https://cdn.prod.website-files.com/689cfbd308fa7373b604d290/6a458438009552b68cc82c98_sea-ad_nomenclature_versioning_063026.pdf,white paper / PDF,True
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,98,Explore,https://brain-map.org/consortia/sea-ad/about-sea-ad,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,99,Explore,https://brain-map.org/consortia/sea-ad/our-resources,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,100,Explore,https://brain-map.org/consortia/sea-ad/our-science,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,101,Explore,https://brain-map.org/consortia/sea-ad/our-code,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,102,Brain Knowledge Platform The knowledge centered scientific workbench.,https://brain-map.org/bkp,AD Knowledge Portal controlled access,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,103,Our Research Learn about our research areas and access related resources.,https://brain-map.org/our-research,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,104,"Atlases Access our large-scale, publicly available datasets and products.",https://brain-map.org/atlases,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,105,Get the allen institute newsletter,https://alleninstitute.org/newsletter,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,106,,https://alleninstitute.org/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,107,overview,https://brain-map.org/bkp,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,108,browse,https://brain-map.org/bkp/browse,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,109,experiment,https://brain-map.org/bkp/experiment,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,110,explore,https://brain-map.org/bkp/explore,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,111,analyze,https://brain-map.org/bkp/analyze,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,112,reference,https://brain-map.org/bkp/reference,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,113,develop,https://brain-map.org/bkp/develop,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,114,Anatomy Reference Atlases,https://brain-map.org/atlases/anatomy,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,115,mouse data atlases,https://brain-map.org/atlases#mouse,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,116,human data atlases,https://brain-map.org/atlases#human,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,117,Non-human Primate Data Atlases,https://brain-map.org/atlases#non-human-primate,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,118,overview,https://brain-map.org/our-research,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,119,Community Partnerships,https://brain-map.org/community-partnerships,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,120,consortia,https://brain-map.org/consortia,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,121,news,https://alleninstitute.org/news,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,122,Support Overview,https://brain-map.org/support,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,123,Tutorials & How-Tos,https://brain-map.org/support/tutorials,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,124,documentation,https://brain-map.org/support/documentation,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,125,Community Forum,https://community.brain-map.org/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,126,,https://www.linkedin.com/company/allen-institute,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,127,,https://www.facebook.com/AllenInstitute/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,128,,https://www.instagram.com/alleninstitute/?hl=en,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,129,,https://x.com/AllenInstitute,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,130,,https://www.youtube.com/user/AllenInstitute,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,131,,https://bsky.app/profile/alleninstitute.org,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,132,privacy policy,https://alleninstitute.org/legal/privacy,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,133,terms of use,https://alleninstitute.org/legal/terms-of-use,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,134,citation policy,https://alleninstitute.org/legal/citation-policy,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,135,employee portal,https://alleninstitute.sharepoint.com/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,136,policy & compliance,https://alleninstitute.org/legal/policy-and-compliance,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,137,cookie settings,https://brain-map.org/consortia/sea-ad/our-data,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,138,,https://brain-map.org/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,139,,https://alleninstitute.org/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,140,Allen Institute,https://alleninstitute.org/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,141,,https://alleninstitute.org/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,142,Allen Institute Newsletter,https://alleninstitute.org/newsletter/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,143,Overview,https://brain-map.org/bkp,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,144,Browse,https://brain-map.org/bkp/browse,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,145,Experiment,https://brain-map.org/bkp/experiment,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,146,Explore,https://brain-map.org/bkp/explore,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,147,Analyze,https://brain-map.org/bkp/analyze,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,148,Reference,https://brain-map.org/bkp/reference,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,149,Develop,https://brain-map.org/bkp/develop,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,150,Anatomy Reference Atlases,https://brain-map.org/atlases/anatomy,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,151,Mouse Data Atlases,https://brain-map.org/atlases#mouse,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,152,Human Data Atlases,https://brain-map.org/atlases#human,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,153,Non-human Primate Data Atlases,https://brain-map.org/atlases#non-human-primate,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,154,Overview,https://brain-map.org/our-research,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,155,Scientific consortia,https://brain-map.org/consortia,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,156,Community Partnerships,https://brain-map.org/community-partnerships,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,157,News,https://alleninstitute.org/news/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,158,Support Overview,https://brain-map.org/support,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,159,Tutorials & How-Tos,https://brain-map.org/support/tutorials,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,160,Documentation,https://brain-map.org/support/documentation,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,161,Citation Policy,https://alleninstitute.org/citation-policy/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,162,Community Forum,https://community.brain-map.org/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,163,Privacy Policy,https://alleninstitute.org/privacy-policy/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,164,Terms of Use,https://alleninstitute.org/terms-of-use/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,165,Cookie Settings,https://brain-map.org/consortia/sea-ad/our-data,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,166,Citation Policy,https://alleninstitute.org/citation-policy/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,167,Financial Conflict of Interest,https://alleninstitute.org/financial- conflict-of-interest/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,168,Research Security,https://alleninstitute.org/research-security/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,169,,https://www.linkedin.com/company/allen-institute/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,170,,https://x.com/AllenInstitute,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,171,,https://www.youtube.com/user/AllenInstitute,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,172,,https://www.facebook.com/AllenInstitute/,unknown,False
sea_ad_data,https://brain-map.org/consortia/sea-ad/our-data,173,,https://bsky.app/profile/alleninstitute.org,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,0,Skip to main content,https://brain-map.org/consortia/sea-ad/our-resources#main-content,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,1,,https://brain-map.org/,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,2,brain knowledge platform,https://brain-map.org/bkp,AD Knowledge Portal controlled access,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,3,Browse,https://brain-map.org/bkp/browse,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,4,Experience,https://brain-map.org/bkp/experiment,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,5,explore,https://brain-map.org/bkp/explore,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,6,analyze,https://brain-map.org/bkp/analyze,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,7,reference,https://brain-map.org/bkp/reference,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,8,develop,https://brain-map.org/bkp/develop,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,9,atlases,https://brain-map.org/atlases,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,10,Anatomy Reference Atlases,https://brain-map.org/atlases/anatomy,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,11,Mouse Data Atlases,https://brain-map.org/atlases#mouse,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,12,human data atlases,https://brain-map.org/atlases#human,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,13,Non-Human Primate Data Atlases,https://brain-map.org/atlases#non-human-primate,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,14,our research,https://brain-map.org/our-research,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,15,Scientific Consortia,https://brain-map.org/consortia,unknown,False
sea_ad_resources,https://brain-map.org/consortia/sea-ad/our-resources,16,Community Parnerships,https://brain-map.org/community-partnerships,unknown,False
