representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.00751439515428193,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.0038462872520421887,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722839000104741,0.0989774222942189,-0.3573007382883968,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581289872622224,-0.01210893996152678,-0.12774425074560303,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620049556241676,-0.04355573554723094,-0.171487625549416,1.7882499694824219
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.06451940551980836,0.031122810570011136,-0.15997567667739343,1.1718809604644775
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.0457258287747064,0.2804495292092741,-0.0006228247800723619,1.5089056491851807
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.06026649750212677,0.20597347372684013,-0.06924937331503656,1.9258702993392944
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06655044999602297,-0.14962033005973474,-0.27783485024606036,4.035789966583252
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.0595794584215755,-0.12052242583780501,-0.24877954566371918,1.802367091178894
