"run_id","checkpoint_epoch","rehearsal_weight","disease_covariance_weight","composite_score","at8_ridge","neun_ridge","at8_euclidean_knn","neun_euclidean_knn","at8_cosine_knn","neun_cosine_knn","gfap_cosine_knn","iba1_cosine_knn","effective_dims","top_sv_ratio","sea_anchor_cosine","cellxgene_anchor_cosine","anchor_penalty"
"upgrade_fine_08_r0045_cov0005_pc0075","005","0.0045","0.0005","1.6859308230499148","0.2127164118659512","0.42612129189025","-0.036792548344639","0.2950288549154601","0.2659107016300496","0.3034929634504404","0.4079781310114407","0.0011541966184063987","7.192659378051758","0.4302219152450561","0.9747498538255692","0.9613379091739654","0.0"
"fine_bridge_06_r0045_cov0005","005","0.0045","0.0005","1.6601214063524232","0.3899969626404779","0.3358104687658196","0.1071580439404677","0.3251392123114306","0.29903816948466133","0.16932266882656677","0.21154196618406398","0.015024805102763997","5.048795223236084","0.4592494666576385","0.9536583919525148","0.9485163021087648","0.007418489456175736"
"upgrade_fine_02_r004_cov0005_pc005","005","0.004","0.0005","1.6510719585357752","0.2724309000708717","0.4341601700921332","-0.0931456920117444","0.2641287840437379","0.28923762275994735","0.29733724815227297","0.3899767135769971","0.017252202085653538","6.991507530212402","0.4378807842731476","0.9734300161600112","0.9588800188302994","0.0"
"upgrade_02_projector_pathology","005","0.0045","0.0005","1.6336300660799397","0.2647160068846816","0.428308190746178","-0.119752961425534","0.298633188215045","0.2766022071479194","0.3064695757821201","0.38497519489723603","-0.02049205224258378","6.910891532897949","0.4417988061904907","0.9748587741613388","0.9612591384649276","0.0"
"upgrade_fine_07_r0045_cov0005_pc0025","005","0.0045","0.0005","1.6329683150458314","0.2935506732813607","0.453558772906753","-0.1087982180824136","0.2869697276500962","0.2619418851878101","0.31381998582565557","0.32550369545408525","-0.011197732104890149","6.498477935791016","0.4600827395915985","0.9744636347770692","0.9606292761325836","0.0"
"fine_bridge_02_r0035_cov0005","005","0.0035","0.0005","1.620275935215278","0.4035638351726233","0.3606155715298167","0.0852080591272653","0.3393945530019236","0.3700718841753569","0.08992609091829502","0.2056494887111471","0.007755391313151767","4.739022254943848","0.4610604643821716","0.9478215373039246","0.9438030498027802","0.041877064466475655"
"upgrade_fine_04_r0045_cov0005_pc005","005","0.0045","0.0005","1.6128044449357932","0.2821099524147008","0.4271337450642908","-0.1286220512301306","0.286767237015288","0.2634200668219095","0.2895413587121596","0.3839627417231953","-0.02134251290877797","6.899571418762207","0.442044585943222","0.9748509361743928","0.961280832195282","0.0"
"upgrade_fine_06_r005_cov0005_pc005","005","0.005","0.0005","1.6072638099207697","0.2542269920016199","0.4228206945428774","-0.1019540346258985","0.2888528905538118","0.2725928925787182","0.28905538118862","0.38286929229523137","-0.02431912524045763","6.847638130187988","0.4445413649082184","0.9760489827156068","0.963266783475876","0.0"
"upgrade_01_projector","005","0.0045","0.0005","1.576373611589283","0.2187911309101954","0.4500556849245722","-0.1327326111167358","0.2712767034524653","0.20328034828389188","0.31932773109243695","0.3716513111268604","-0.0020249063480814013","7.058692932128906","0.3963812589645386","0.9740601759910584","0.9597705246448516","0.0"
"upgrade_fine_01_r004_cov00025_pc005","005","0.004","0.00025","1.5761954328330576","0.2210185278930849","0.4349701326313658","-0.1356282271944922","0.3238837703756201","0.24659309506935304","0.3478789106003847","0.3261314164219905","-0.004252303330970942","6.64982795715332","0.4605351388454437","0.9726597447156906","0.9576886753559112","0.0"
"fine_safety_02_r00475_cov0005","005","0.00475","0.0005","1.5676735041750893","0.3915561405285006","0.3893894907360534","0.0051230130606459","0.3146704464918498","0.2482535182747798","0.16816847220816036","0.23472714386959603","0.014255340690493066","4.961198806762695","0.4690630435943603","0.9546116707086564","0.949427011847496","0.002864940762519752"
"fine_bridge_03_r004_cov00025","005","0.004","0.00025","1.565751553592646","0.3552090715804394","0.4114002227396983","0.0515743646856332","0.349802571631062","0.21131922648577503","0.1966994026526273","0.19991900374607674","0.005730484965070366","4.48643159866333","0.49777951836586","0.9523743726968764","0.9488005215406418","0.005997392296790971"
"fine_bridge_04_r004_cov0005","005","0.004","0.0005","1.5583416993352002","0.3618710134656272","0.357314974182444","0.0677736154702845","0.3153791637136782","0.3412372177786777","0.08528905538118862","0.13668117849549458","0.04920522425837805","4.82620906829834","0.4603669643402099","0.9521442360877992","0.9480604742527008","0.009697628736495822"
"fine_narrow_03_r005_cov00025","5","0.005","0.00025","1.5518414992696903","0.3628024703857446","0.4087678444871924","0.0132631365799331","0.3635921838614964","0.1841652323580034","0.2340184266477675","0.1300799838007492","0.0741115723397792","4.479668617248535","0.5072856545448303","0.9577482789039612","0.9536224878311156","0.0"
