epoch,loss,disease_jepa_loss,sea_rehearsal_loss,cellxgene_rehearsal_loss,sea_anchor_cosine,cellxgene_anchor_cosine,disease_to_cellxgene_centroid_l2,disease_variance_spread,disease_covariance_loss,disease_effective_dims,disease_top_sv_ratio,alignment_loss,variance_loss,covariance_loss,mask_fraction,ema_decay,steps
1,0.495406571662426,0.4578840775132179,0.042189549694315064,0.0413440323374176,0.9131014809131622,0.9131937337160111,80.7612708404541,1.9447657267332077,3.3345815354049204,4.47976016998291,0.5917719602584839,0.05238324694633484,0.40550083047151564,65.94927345123291,0.2,0.995,2500
2,0.4335336067080498,0.4149675156235695,0.00840461002457887,0.007243475787620991,0.9490017099857331,0.9520609095335006,42.45303198242188,1.6038819410324097,1.7783687099039556,6.093795299530029,0.4108562469482422,0.01730663480758667,0.3976608808398247,59.42974140777588,0.23333333333333334,0.9955,2500
3,0.4217052926540375,0.40459723715782164,0.00179557022517547,0.0019264813052956016,0.9668585515022278,0.9662115177631379,40.14109658966064,1.600403753399849,1.6921953598737716,5.456079006195068,0.4362238943576813,0.014314119815826415,0.3902831173419952,58.14049118804932,0.26666666666666666,0.996,2500
4,0.41402487441301344,0.39738820375204087,0.0009554604292614386,0.001272312317439355,0.9734060983657837,0.9712074526548385,39.01671750640869,1.5996714688777924,1.6525282027363777,5.1588358879089355,0.4363574683666229,0.013016614532470704,0.38437158923149106,57.92421145477295,0.3,0.9965,2500
5,0.40728193855285644,0.3909155353188515,0.0006566571562201716,0.0010366016376414336,0.977201151227951,0.9744967171430587,39.335005180358884,1.595611029791832,1.6281740120649337,4.954326152801514,0.4371580481529236,0.012459356355667115,0.37845617896318434,58.05992504577637,0.33333333333333337,0.997,2500
6,0.4029842109322548,0.3868452910065651,0.0005615689084399492,0.0010095571857411413,0.9788430533885956,0.9758006932735444,40.02671353759766,1.5902907161235809,1.6060363493680954,4.8308024406433105,0.43718937039375305,0.012188229179382325,0.3746570618152618,58.294966664123535,0.3666666666666667,0.9975,2500
7,0.39957845616340637,0.3835840531826019,0.0005481366681167856,0.0011424657349591142,0.9791641037940979,0.9754566045045853,41.077527795410155,1.582023074579239,1.5909873563051224,4.6977996826171875,0.43850937485694885,0.011935971927642822,0.37164808124303816,58.57315514526367,0.4,0.998,2500
8,0.3961786205172539,0.38050358163118364,0.0006213847034028732,0.0014418948597856797,0.978057658624649,0.9734953404426575,42.26352805023193,1.568792107963562,1.557187551689148,4.731325626373291,0.4360858201980591,0.011773493576049805,0.3687300880551338,58.778211740112305,0.43333333333333335,0.9985,2500
9,0.39265050357580183,0.3772652189612389,0.0007707562122144737,0.001947736319154501,0.9763515072345733,0.9706364743947983,43.92923697509766,1.5571765309095382,1.5249360858917236,4.708452224731445,0.4350900650024414,0.011442887639999389,0.36582233134508135,58.902796072387694,0.4666666666666667,0.999,2500
10,0.38967610710859296,0.37449938480854034,0.001039279373374302,0.0028281357787083836,0.9744029668569565,0.9672233755111694,45.37707101287842,1.546592604100704,1.4983352198421955,4.716827869415283,0.4344656765460968,0.011279206943511963,0.36322017786502836,58.9593590461731,0.5,0.9995,2500
