source,target,score,source_idx,target_idx
HLA-A,HLA-DPA1,957,1091,1111
HNRNPH1,SRSF5,957,1052,2193
HUWE1,UBE2D2,957,2899,1010
JAK2,PTPN2,957,1520,2586
KAT2B,TAF2,957,558,1495
LUC7L3,RBM39,957,2522,2762
LY96,TLR1,957,1465,788
LYN,PIK3CB,957,1448,685
MPRIP,PPP1R12A,957,2463,1989
MT-ND2,NDUFAF2,957,2948,936
MVB12B,VPS36,957,1612,2097
NFATC2,PPP3CB,957,2781,1690
OGDH,SUCLG2,957,1287,625
PAK1,RAF1,957,1844,552
PHC2,SUZ12,957,61,2483
PIP4K2A,PTEN,957,1648,1706
RCOR1,ZMYM2,957,2237,2049
REL,TBK1,957,350,1970
RPL15,TPT1,957,560,2077
RPL19,RSRC1,957,2498,704
RPL34,RSRC1,957,852,704
SPG11,SPG7,957,2273,2430
STX16,STX8,957,2783,2455
TBK1,TLR4,957,1970,1594
AKT3,HSP90AB1,956,282,1133
APOE,PSEN1,956,2699,2197
ATF2,RPS6KA5,956,467,2217
CARD8,NLRP1,956,2704,2449
CDC42,MAP3K4,956,31,1237
CDC42,MCF2L,956,31,2130
CDKN2A,HIF1A,956,1534,2181
CTNND1,TJP1,956,1814,2247
DDIT4,HUWE1,956,1686,2899
DDX3X,PABPC1,956,2893,1479
DHX9,KHDRBS1,956,224,56
DMD,DTNB,956,2889,302
DNAJC5,SYT1,956,2789,1988
EP300,KAT6A,956,2857,1435
ESR1,PRKACB,956,1223,123
FMN1,SPIRE1,956,2249,2585
GAPDH,PKM,956,1898,2318
GRB2,IL6ST,956,2550,932
GRB2,SH3KBP1,956,2550,2880
GTF2F2,TAF2,956,2076,1495
HDAC8,RBBP4,956,2909,59
HLA-B,HLA-DPA1,956,1096,1111
HNRNPD,PCBP2,956,821,1954
HNRNPF,RBFOX2,956,1665,2849
IKBKB,REL,956,1436,350
IL10RA,IL6,956,1873,1264
IRS2,PRKCE,956,2124,333
LYN,PIK3CD,956,1448,6
MT-CYB,NDUFS4,956,2956,926
NEMF,TCF25,956,2160,2432
NFATC3,PPP3CB,956,2407,1690
NRDC,SETX,956,94,1623
PABPC1,PABPN1,956,1479,2140
PDZD2,PKP4,956,913,446
PI4KA,PIKFYVE,956,2834,503
RPL19,TPT1,956,2498,2077
RPS2,TPT1,956,2350,2077
RPTOR,SMG1,956,2566,2370
SRSF10,TRA2B,956,39,736
UBC,UBR5,956,2043,1482
UBE4B,UBQLN1,956,8,1556
ACTB,PRKCA,955,1248,2544
ADD1,TMOD2,955,763,2284
ADD1,TMOD3,955,763,2285
AP2A2,TGOLN2,955,1764,385
APOC2,CLU,955,2701,1425
ARHGEF7,PIK3CD,955,2127,6
ASAH1,SGPP1,955,1408,2184
ATM,WRN,955,1863,1430
BIN1,CLU,955,416,1425
CD163,MYH9,955,1902,2850
CDC42,RHOA,955,31,601
CNPY3,HSP90B1,955,1132,2008
CSNK1D,GSK3B,955,2569,650
DPP8,PREP,955,2306,1172
EPS15L1,ITSN1,955,2667,2808
FBXL17,KEAP1,955,979,2658
FOXO1,FOXO3,955,2069,1177
GSK3B,PPP3CA,955,650,845
GSPT1,SMG1,955,2363,2370
HDAC4,HIF1A,955,536,2181
HLA-B,PDIA3,955,1096,2269
HNRNPH1,RBMX,955,1052,2934
IFI44L,OAS1,955,121,2027
MAP3K5,YWHAZ,955,1206,1480
MAPK14,MAPK8,955,1120,1668
MAPK14,NCOA3,955,1120,2774
MED14,MNAT1,955,2891,2179
NACA,RPL26,955,1960,2453
NACA,RPL35,955,1960,1607
NOL10,RPS14,955,292,1027
NOL10,RPS27,955,292,185
PCF11,WDR33,955,1850,419
PIK3C3,PIK3R1,955,2605,941
RAB14,TBC1D4,955,1598,2102
RBM39,RBM5,955,2762,604
REV1,RPS27A,955,395,345
STX18,STX7,955,766,1200
AKT3,HSP90AA1,954,282,2235
AMBRA1,BCL2,954,1805,2627
APC,KHDRBS1,954,983,56
ATM,MDM4,954,1863,244
BCL2L1,TMBIM6,954,2750,1947
C3,SERPING1,954,2649,1813
CBL,RPS27A,954,1877,345
CD74,CTSB,954,1026,1401
CDK12,CDK13,954,2500,1283
CLASRP,GCC2,954,2702,401
CYTH1,ITGB2,954,2562,2826
EIF3H,RPS23,954,1491,963
ESR1,MAPK14,954,1223,1120
FOXO3,MAPK8,954,1177,1668
FOXO3,YWHAG,954,1177,1304
GAB2,PLCG2,954,1846,2421
HNRNPK,PABPC1,954,1557,1479
IKBKB,MAP3K8,954,1436,1653
PHC3,SCMH1,954,710,77
PTEN,ROCK1,954,1706,2589
RAB10,TBC1D4,954,304,2102
RCOR1,ZNF516,954,2237,2631
RPS27A,RSRC1,954,345,704
ACTR3,WASF2,953,409,46
ANK3,NRCAM,953,1673,1345
ASPH,RYR1,953,1456,2689
ASXL2,KDM1B,953,303,1082
BCL2,MDM2,953,2627,1976
CACNA1C,PRKCA,953,1893,2544
CAMKMT,PPM1B,953,331,330
CCL4,CCL5,953,2492,2490
CCL5,JUN,953,2490,101
CDK17,TDRD7,953,2000,1574
CHKA,GPCPD1,953,1829,2731
CTNNB1,ROCK1,953,583,2589
CX3CR1,CXCL10,953,580,816
DCP1A,TNRC6A,953,611,2380
EEFSEC,RPL11,953,671,38
EIF3H,RPS6,953,1491,1531
EIF4A1,RPS11,953,2451,2709
EWSR1,FUS,953,2841,2386
GAB1,GAB2,953,871,1846
GSK3B,NFE2L2,953,650,470
HADHB,PCCA,953,305,2117
HIF1A,KDM4C,953,2181,1525
HNRNPA2B1,TRA2B,953,1269,736
HNRNPC,RALY,953,2136,2756
HSP90AB1,HSP90B1,953,1133,2008
HSPA1B,HSPH1,953,1100,2062
IL13RA1,STAT6,953,2925,1961
IL27RA,JAK2,953,2663,1520
INPP4A,INPP5B,953,394,70
INPP4A,SYNJ1,953,394,2801
ITGB1,PIK3CA,953,1660,721
ITGB1,PTK2B,953,1660,1424
ITPR1,STIM1,953,543,1771
KEAP1,NQO1,953,2658,2411
MAPK1,MBP,953,2835,2633
MDM4,UBE2D2,953,244,1010
MSRA,TXN,953,1399,1583
PIK3AP1,SYK,953,1726,1564
PIK3C3,PTEN,953,2605,1706
PPP1CB,RB1,953,308,2084
PSEN1,UBQLN1,953,2197,1556
PTPN2,STAT6,953,2586,1961
RBM25,TCERG1,953,2196,1020
RBMX,YTHDC1,953,2934,810
SMAD3,ZFYVE16,953,2310,959
SMG6,UPF2,953,2439,1639
SRSF10,TRA2A,953,39,1267
STX16,VPS53,953,2783,2433
TAF2,TRRAP,953,1495,1327
TRAPPC10,TRAPPC11,953,2822,896
YWHAB,YWHAG,953,2771,1304
ACTB,DMD,952,1248,2889
AP2B1,HTT,952,2488,764
ARID1A,BICRAL,952,45,1131
ATF2,CREM,952,467,1662
BCAR3,NEDD9,952,137,1074
CACNA1A,CACNA1C,952,2662,1893
CEPT1,LPCAT2,952,150,2400
CRK,SOS1,952,2436,322
CTNNB1,TLE3,952,583,2316
CTNND1,FER,952,1814,980
CUL4A,CUL5,952,2131,1862
DCAF10,DCAF5,952,1547,2191
DDX10,NOL10,952,1864,292
DLG1,DLGAP1,952,752,2576
EEFSEC,RPS14,952,671,1027
EEFSEC,RPSA,952,671,581
EIF3H,RPS29,952,1491,2159
EIF4A1,RPS2,952,2451,2350
EPS8,USP6NL,952,1913,1638
ESR1,YWHAB,952,1223,2771
EXOC4,RHOQ,952,1368,334
FCGR2A,HCK,952,199,2751
FOXO1,STK4,952,2069,2772
GIT2,PAK1,952,2018,1844
GNA12,PTK2B,952,1243,1424
GNAI3,GNG7,952,147,2644
IKBKB,PTEN,952,1436,1706
IL18,JUN,952,1869,101
ITGB1,RAP1A,952,1660,153
IWS1,SETD2,952,418,594
LRRK2,MSN,952,1934,2902
MAP3K2,MAP3K3,952,417,2537
MARCKS,PRKCD,952,1186,610
PAK1,PAK2,952,1844,750
PIAS1,STAT3,952,2312,2505
PTK2B,RHOA,952,1424,601
RASSF2,STK4,952,2728,2772
RBBP4,RBL2,952,59,2398
RBM39,SF1,952,2762,1822
RHOA,TGFBR2,952,601,568
SMAD3,SMURF1,952,2310,1328
ADCY7,GNAS,951,2394,2784
ARHGDIB,CDC42,951,1911,31
BCL2,XIAP,951,2627,2929
BCL2L1,BNIP3L,951,2750,1422
C4B,CFH,951,1102,234
CCL3,CXCL10,951,2491,816
CD4,HLA-DQB1,951,1900,1106
CDS2,PLD1,951,2730,713
CERS6,SGPP1,951,456,2184
COP1,DDB2,951,213,1808
CREBBP,YY1,951,2352,2231
CST3,CTSS,951,2744,177
CTSS,IL10RA,951,177,1873
DTNB,SNTG1,951,302,1443
EEFSEC,RPL7A,951,671,1624
EIF2AK2,IFI44,951,318,122
EIF3E,RPS29,951,1488,2159
EPS15,UBC,951,92,2043
FIG4,PIK3C3,951,1180,2605
FOXO1,MAPK8,951,2069,1668
FOXO3,YWHAH,951,1177,2846
GGA2,SORL1,951,2377,1879
GNAS,HRH2,951,2784,1046
GPCPD1,LYPLA1,951,2731,1447
GRB2,PTK2B,951,2550,1424
GRK2,OPRM1,951,1827,1225
GSK3B,OGT,951,650,2908
GTF2F2,TAF1,951,2076,2907
HCK,PTK2,951,2751,1512
HNRNPC,SRSF7,951,2136,321
HNRNPF,HNRNPU,951,1665,283
ITGB1,PIK3R1,951,1660,941
MAP3K7,XIAP,951,1165,2929
MCU,MICU3,951,1688,1404
PARL,YME1L1,951,733,1651
PPP2R2A,PPP2R2B,951,1421,1021
PSMD14,RAD23B,951,453,1581
RAF1,RAP1B,951,552,1975
RPL41,RPS23,951,1958,963
RPL5,TPT1,951,132,2077
SNX9,SYNJ1,951,1230,2801
SPATA5,UBE4B,951,860,8
SRSF11,SRSF4,951,112,52
STX7,STXBP5,951,1200,1218
TLR2,TNF,951,880,1098
A2M,IL6,950,1904,1264
ACTB,EEF1A1,950,1248,1151
ACTR2,CDC42,950,364,31
ADAM10,APP,950,2290,2796
ADAM17,TNF,950,290,1098
AKT3,CDKN1A,950,282,1122
AKT3,PIK3CD,950,282,6
ARHGEF2,PTK2,950,193,1512
B2M,CST3,950,2274,2744
B3GNT5,B4GALT1,950,729,1538
BAZ1B,RSF1,950,1299,1845
BRD4,NIPBL,950,2665,917
BTRC,IKBKB,950,1730,1436
CCL5,IL6,950,2490,1264
CDK5RAP2,CEP192,950,1595,2587
CREB1,CTNNB1,950,501,583
CSF1R,GRB2,950,1025,2550
CTBP2,EP300,950,1759,2857
CTNNA2,TJP1,950,382,2247
DDIT3,MAPK14,950,1965,1120
DHX15,U2SURP,950,781,693
DUSP16,MAPK14,950,1908,1120
EEF1A1,TPT1,950,1151,2077
EEFSEC,RPS27,950,671,185
EIF4A1,RPS24,950,2451,1696
FBXW11,MDM2,950,1039,1976
FUS,HNRNPU,950,2386,283
FXR1,G3BP1,950,724,1029
GAB1,ROCK1,950,871,2589
GRB2,SYNJ1,950,2550,2801
GSK3B,SMAD3,950,650,2310
HIF1A,UBC,950,2181,2043
HLA-A,HLA-DRA,950,1091,1103
HLA-C,HLA-DMB,950,1095,1109
HLA-DMA,HLA-DQB1,950,1110,1106
HNRNPDL,HNRNPH1,950,822,1052
HSP90AA1,HSP90B1,950,2235,2008
IGF1R,PIK3CD,950,2344,6
ITPR1,PLCB1,950,543,2733
MAN1A2,MGAT1,950,163,1057
MAPK1,STAT1,950,2835,481
MAPKAP1,SGK1,950,1610,1203
MICOS10,MTX2,950,27,468
MINK1,STRN,950,2447,316
NFE2L2,SQSTM1,950,470,1054
PIK3CA,VAV1,950,721,2650
PPARG,SMAD3,950,551,2310
PPP2R2A,PPP3CB,950,1421,1690
PPP2R2A,PPP4R2,950,1421,632
PPP3CA,SOD1,950,845,2799
PRPF4B,RBM25,950,1065,2196
PSMA1,UBC,950,1785,2043
RAP1B,RAPGEF1,950,1975,1621
RNASEH2B,SAMHD1,950,2094,2765
SMAD3,ZEB1,950,2310,1655
UBE2D3,UBE3A,950,848,2245
ABI2,WASL,949,494,1357
ABL1,CTNNB1,949,1618,583
ARPC1B,HCLS1,949,1329,652
ATG10,RB1CC1,949,962,1445
BCL2,CTSD,949,2627,1765
BCL2L1,STAT3,949,2750,2505
BRAF,MAPK1,949,1376,2835
BRWD1,SMARCA4,949,2815,2660
CACNA1C,STIM1,949,1893,1771
CD4,ITGAX,949,1900,2388
CDC42,SPATA13,949,31,2053
CHM,RAB1A,949,2917,363
CHORDC1,HSP90AA1,949,1855,2235
CUL1,FBXO42,949,1381,20
CUL3,SUFU,949,515,1735
CXCL10,STAT1,949,816,481
DNMT3A,MECP2,949,301,2940
EEFSEC,RPS12,949,671,1202
EIF4E,RPTOR,949,843,2566
FCGR1A,SPI1,949,172,1809
FOS,NCOA1,949,2201,300
FOXO3,MAPK14,949,1177,1120
GOLPH3,SEC24B,949,914,853
HSP90AA1,KEAP1,949,2235,2658
INPP4B,PIK3R1,949,870,941
KCND2,KCNIP4,949,1354,780
KPNA3,NFKB1,949,2089,846
LCOR,MTF2,949,1727,134
LMBRD1,MTR,949,1145,276
NLGN1,NXN,949,715,2434
PACSIN2,WASL,949,2860,1357
PAPOLA,PCF11,949,2227,1850
PLCG2,PRKCA,949,2421,2544
RB1,RBL2,949,2084,2398
RPS15,TPT1,949,2641,2077
SNAP23,STXBP5,949,2266,1218
SOS1,YWHAZ,949,322,1480
STX6,STX8,949,221,2455
TBC1D14,TRAPPC8,949,769,2596
TLR4,TNFRSF1A,949,1594,1897
ACER3,SGPP1,948,1843,2184
AKAP11,PRKACB,948,2073,123
ATXN2,G3BP1,948,2023,1029
CANX,PACS2,948,1053,2242
CBL,CBLB,948,1877,643
CDC42,STK24,948,31,2113
COMMD1,KAT2B,948,353,558
CPSF6,PAPOLA,948,1978,2227
CSF3R,JAK3,948,69,2670
CSPP1,FAM110B,948,1460,1450
CTNND1,PTPRM,948,1814,2579
CUL1,FBXL20,948,1381,2499
DCAF6,DDB2,948,206,1808
DHX9,XRCC5,948,224,508
DICER1,EIF4E,948,2226,843
EEFSEC,RPS29,948,671,2159
ERBB4,PIK3R1,948,506,941
ESR1,HIF1A,948,1223,2181
FCGR3A,ITGAM,948,200,2387
FOXO1,OGT,948,2069,2908
GRK5,OPRM1,948,1749,1225
HNRNPC,KHDRBS1,948,2136,56
IL6ST,PIK3CA,948,932,721
LATS1,STK4,948,1221,2772
LGALS3,TLR2,948,2167,880
MAP3K7,MAVS,948,1165,2725
NEMF,RPL11,948,2160,38
PIK3CA,RAP1A,948,721,153
PIK3CD,PIP5K1A,948,6,180
POM121,RANBP2,948,1298,403
PTPN2,STAT5B,948,2586,2504
RAB5A,RAB7A,948,557,672
RAF1,RHOA,948,552,601
RAP1B,TIAM1,948,1975,2798
RPS18,TPT1,948,1113,2077
SCAF8,SETX,948,1227,1623
SGPP1,UGCG,948,2184,1588
SMAD4,TCF7L2,948,2615,1742
SNAP25,STX16,948,2734,2783
STX16,VPS54,948,2783,357
YTHDC1,ZC3H13,948,810,2079
YWHAE,YWHAH,948,2435,2846
ABI1,NCK1,947,1650,683
ABL1,PIK3C3,947,1618,2605
ACTB,EPC1,947,1248,1658
ACTB,ESR1,947,1248,1223
ACTB,HCLS1,947,1248,652
AKT3,BCL2,947,282,2627
AP1G1,SYNRG,947,2413,2496
ARSB,SUMF1,947,956,542
BCL2,CTSB,947,2627,1401
BRAF,PIK3CA,947,1376,721
BTRC,CD4,947,1730,1900
CBL,UBASH3B,947,1877,1880
CD2AP,UBC,947,1136,2043
CHM,RAB7A,947,2917,672
CREBBP,NCOR1,947,2352,2461
CSDE1,HNRNPU,947,161,283
CUL1,SMAD3,947,1381,2310
CYBA,RAP1A,947,2428,153
DNM2,ITSN1,947,2659,2808
EEF1A1,RPS29,947,1151,2159
EEFSEC,RPL3,947,671,2854
ELL,VPS36,947,2672,2097
EP300,HMGN1,947,2857,2816
ERBB4,PIK3CB,947,506,685
ESR1,STRN,947,1223,316
FCGR3A,HCK,947,200,2751
FUS,HNRNPM,947,2386,2653
GAPDH,RHEB,947,1898,1382
GLYR1,KDM1B,947,2354,1082
GNAI2,GNG7,947,605,2644
HDAC4,YY1,947,536,2231
HNRNPA2B1,HNRNPD,947,1269,821
HNRNPA2B1,SRSF7,947,1269,321
HNRNPDL,HNRNPM,947,822,2653
HNRNPH1,HNRNPR,947,1052,37
HNRNPR,HNRNPU,947,37,283
ICE2,NAA15,947,2295,865
IFIT3,OAS1,947,1710,2027
IFNAR2,IL10RB,947,2803,2804
INSR,PIK3CA,947,2651,721
IRS2,PIK3CB,947,2124,685
KDM5A,RB1,947,1889,2084
KMT2A,KMT2C,947,1874,1385
LUC7L3,SNRNP70,947,2522,2707
LYN,PRKCB,947,1448,2378
MAGI1,MAGI3,947,623,158
NCOR1,SKI,947,2461,2
PLCB1,PRKCA,947,2733,2544
RAD23B,XRCC5,947,1581,508
RB1,RBBP4,947,2084,59
RPL18,TPT1,947,2705,2077
RPS27A,UBE2B,947,345,1003
SGMS1,SGPP1,947,1671,2184
TAL1,TCF4,947,88,2617
ANK3,ITPR1,946,1673,543
AP2A2,CLTA,946,1764,1544
ARIH1,RPS27A,946,2320,345
ARPC3,WASF2,946,2020,46
BASP1,MARCKS,946,910,1186
BAZ1A,BAZ1B,946,2149,1299
BCL2,CTSS,946,2627,177
BCL2,HIF1A,946,2627,2181
BMPR2,SMAD4,946,491,2615
CACNA1A,RYR1,946,2662,2689
CALM2,RYR1,946,336,2689
CHD8,KMT2A,946,2137,1874
DDX10,PUM3,946,1864,1517
DNMT3A,TET2,946,301,849
EEFSEC,RPL35,946,671,1607
ELL2,ICE1,946,972,901
EP300,SPI1,946,2857,1809
ESR1,MDM2,946,1223,1976
FOS,PRKCA,946,2201,2544
GAPVD1,RAB5A,946,1609,557
GCC2,RANBP2,946,401,403
GCNT2,ST3GAL6,946,1072,639
GNAI2,P2RY12,946,605,701
HLA-B,HLA-DPB1,946,1096,1112
HMGN1,RPS3,946,2816,1840
HNRNPDL,HNRNPU,946,822,283
INPP4A,PTEN,946,394,1706
IPO7,KPNB1,946,1775,2519
ITPR1,PLCB2,946,543,2257
KAT2B,SMARCA4,946,558,2660
KMT2A,PHF20,946,1874,2763
KMT2A,TAF1,946,1874,2907
KPNA1,KPNA3,946,658,2089
MAP3K7,PPM1B,946,1165,330
NEK6,NEK7,946,1605,236
NFATC3,PPP3CA,946,2407,845
PHC2,SCMH1,946,61,77
POLA1,REV3L,946,2886,1184
PRPF40A,TCERG1,946,444,1020
RAB1A,SCFD1,946,363,2141
RABGEF1,RPS27A,946,1295,345
RPS14,RSRC1,946,1027,704
RPS27A,TPT1,946,345,2077
VPS45,VTI1A,946,173,1741
ACTB,DCTN4,945,1248,1028
ACTB,RDX,945,1248,1865
APP,GRB2,945,2796,2550
ASH1L,YY1AP1,945,189,190
B4GALT1,ST3GAL6,945,1538,639
BCL2,BCLAF1,945,2627,1205
CACNA1C,RYR1,945,1893,2689
CRK,HCLS1,945,2436,652
CTNNB1,FER,945,583,980
CTNNB1,ROCK2,945,583,293
DAP3,RPS18,945,191,1113
DCAF5,DDB2,945,2191,1808
ECHDC1,PCCA,945,1197,2117
EDEM3,SEL1L,945,227,2211
EIF4E,TNRC6A,945,843,2380
EP300,STAT6,945,2857,1961
ETS2,MAPK1,945,2814,2835
FNBP1,FNBP1L,945,1615,136
GSPT1,RPL21,945,2363,2057
HLA-C,HLA-DQA1,945,1095,1105
HNRNPC,YTHDC1,945,2136,810
HNRNPH3,HNRNPM,945,1677,2653
IFI27,IFI44,945,2225,122
IFIT1,STAT1,945,1711,481
IL1B,NFKBIA,945,407,2152
IPO7,TNPO1,945,1775,945
JAK1,PIK3CD,945,107,6
LILRB1,SYK,945,2716,1564
MAGI2,MAGI3,945,1310,158
MAPKAP1,SMG1,945,1610,2370
NACA,RPL28,945,1960,2717
PABPC1,SMG7,945,1479,225
PAK1,TIAM1,945,1844,2798
PIK3CD,VAV1,945,6,2650
PNISR,SRSF11,945,1167,112
PRKN,USP8,945,1238,2278
RAP1B,RAPGEF6,945,1975,998
RAP1GDS1,RHOA,945,842,601
ARHGAP35,CTNND1,944,2703,1814
CACNA1D,RYR2,944,612,277
CD4,CUL1,944,1900,1381
CDKN2A,MAPK14,944,1534,1120
CEBPB,RUNX2,944,2778,1135
CREBBP,SMARCA4,944,2352,2660
EEFSEC,RPL5,944,671,132
EEFSEC,RPL9,944,671,791
EIF3H,RPS25,944,1491,1876
ELL2,ICE2,944,972,2295
FOXO1,IKBKB,944,2069,1436
GNG2,LPAR1,944,2165,1584
HDAC4,SMAD3,944,536,2310
HPGDS,PTGES3,944,840,1959
IL6ST,PIK3R1,944,932,941
INSR,PIK3CB,944,2651,685
KCNMA1,PRKACB,944,1695,123
MAP2K1,PPP2CA,944,2309,1002
MLXIPL,PPARGC1B,944,1300,1024
MRTFB,PHACTR1,944,2366,1075
NFKB1,PRKACB,944,846,123
NRP1,TGFB1,944,1661,2695
PIK3R1,RAF1,944,941,552
PPP2CA,RYR2,944,1002,277
PRKACB,RAP1B,944,123,1975
RNF38,UBC,944,1545,2043
RPS23,TPT1,944,963,2077
STAM,UBAP1,944,1644,1542
TAOK1,TAOK3,944,2476,2030
ADGRG1,GNG2,943,2403,2165
AKAP9,CDK5RAP2,943,1313,1595
APP,KLC1,943,2796,2241
ARAP1,SH3KBP1,943,1834,2880
ARNT,EGLN1,943,178,270
ATP2B4,CALM2,943,243,336
ATXN3,UBQLN1,943,2221,1556
BAZ1A,RBBP4,943,2149,59
BRAF,PTEN,943,1376,1706
C1QC,VSIG4,943,33,2904
CALM1,IQGAP1,943,2215,2341
CALM2,KCNQ3,943,336,1505
CD4,ITGAM,943,1900,2387
CD74,RPL13A,943,1026,2708
CD99,EWSR1,943,2871,2841
CEBPB,FOXO1,943,2778,2069
CREBBP,FOS,943,2352,2201
CREBBP,NR3C1,943,2352,1016
CTNNB1,PTEN,943,583,1706
DCP2,DICER1,943,984,2226
DNM1L,LRRK2,943,1932,1934
DYNC1H1,NUDCD3,943,2234,1286
EAF2,ICE2,943,655,2295
EIF2AK2,IFIT3,943,318,1710
EIF4E,LIMD1,943,843,590
EIF4E,RNMT,943,843,2588
EPS15,SYNJ1,943,92,2801
GAB1,INSR,943,871,2651
GSPT1,RPS3,943,2363,1840
HLA-DPB1,HLA-DRB1,943,1112,1104
IFIT2,OAS1,943,1709,2027
IKBKB,TBK1,943,1436,1970
IL27RA,IL6,943,2663,1264
INPP4A,PIKFYVE,943,394,503
ITCH,TAX1BP1,943,2757,1272
ITGB2,ITGB5,943,2826,665
MAD1L1,NUP153,943,1242,1080
MPHOSPH8,RANBP9,943,2047,1076
NRP2,PLXND1,943,497,674
PAPOLG,WDR33,943,349,419
PARP9,STAT1,943,659,481
PIKFYVE,PIP4K2A,943,503,1648
PPP2R5C,PPP3CA,943,2233,845
SARAF,STIM1,943,1429,1771
SPI1,TAL1,943,1809,88
ACIN1,SRRM2,942,2139,2351
ACTB,MORF4L1,942,1248,2330
ADAM17,NOTCH2,942,290,165
ADGRG1,GNB1,942,2403,1
ANK3,KCNQ3,942,1673,1505
ASXL1,FOXK2,942,2753,2571
CBLB,RPS27A,942,643,345
CCNT2,CDK12,942,425,2500
CCR5,GNAI2,942,593,605
CDC42,CDC42SE2,942,31,997
CDK5RAP2,MCPH1,942,1595,1396
CHORDC1,HSP90AB1,942,1855,1133
CPSF6,YTHDC1,942,1978,810
CREBBP,NFE2L2,942,2352,470
CTNNA1,YWHAG,942,1008,1304
CUL1,FBXO28,942,1381,264
DCAF5,DCAF6,942,2191,206
DNAJC13,SNX1,942,678,2302
EIF2AK2,NFE2L2,942,318,470
ESR1,RUNX2,942,1223,1135
GRIA2,NSF,942,882,2514
GSK3B,PPP3CB,942,650,1690
HAMP,SLC11A2,942,2686,1950
HDAC4,ZBTB16,942,536,1870
HLA-A,HLA-DPB1,942,1091,1112
HLA-A,HLA-DRB1,942,1091,1104
HLA-C,HLA-DPA1,942,1095,1111
HMGN1,RPL5,942,2816,132
HSP90AB1,LRRK2,942,1133,1934
IL6,TLR2,942,1264,880
INPP4B,INPP5B,942,870,70
JAK3,PTK2B,942,2670,1424
MAP3K14,MAP3K8,942,2511,1653
MED14,THRAP3,942,2891,68
MX1,STAT1,942,2818,481
NR3C1,SMAD3,942,1016,2310
PARP14,PARP9,942,660,659
PIK3C2A,PIKFYVE,942,1788,503
PPP1CB,RYR2,942,308,277
RAB6A,VPS53,942,1837,2433
RAD23B,XRCC4,942,1581,964
RUNX2,STAT1,942,1135,481
SF1,SRRM2,942,1822,2351
SPTLC2,SPTLC3,942,2207,2736
SQSTM1,TAX1BP1,942,1054,1272
UBC,USP12,942,2043,2056
ACTB,WASF2,941,1248,46
AKT3,JUN,941,282,101
AKT3,PIK3R5,941,282,2454
AP1G1,RABEP1,941,2413,2448
ASAP1,RAB11A,941,1503,2308
ATM,RAD23B,941,1863,1581
BRD4,NSD2,941,2665,759
CALM1,ESR1,941,2215,1223
CD4,HLA-DMB,941,1900,1109
CHPT1,PLD1,941,2005,713
CLTC,HTT,941,2528,764
EIF3H,RPS11,941,1491,2709
EMSY,MORF4L1,941,1842,2330
ESR1,PIK3CA,941,1223,721
FCGR3A,TLR4,941,200,1594
FOXO1,MAPK1,941,2069,2835
FUS,HNRNPH1,941,2386,1052
GPX4,HPGDS,941,2638,840
GTF2F2,MED14,941,2076,2891
HMGN1,RPS15,941,2816,2641
HMGN1,RPS18,941,2816,1113
HNRNPD,HNRNPF,941,821,1665
HNRNPK,PCBP2,941,1557,1954
HSP90AA1,MAPK1,941,2235,2835
HSPA1B,TLR4,941,1100,1594
IKBKB,IRS2,941,1436,2124
LPL,PPARG,941,1412,551
MAPK14,PTK2,941,1120,1512
MOB1B,STK38L,941,812,1926
MSN,MYH9,941,2902,2850
PIP5K1A,PIP5K1B,941,180,1549
PLEKHO1,SMURF1,941,174,1328
PRKACB,RAP1A,941,123,153
SCARB1,TLR1,941,2042,788
SIRPA,TYROBP,941,2721,2687
SMAD2,ZFYVE16,941,2610,959
SNCA,USP9X,941,836,2892
TGFB1,TNF,941,2695,1098
ABCA1,SREBF2,940,1579,2858
ABCA1,XPR1,940,1579,220
AKAP8L,DHX9,940,2666,224
CCL4,IL1B,940,2492,407
CD74,RPLP1,940,1026,2315
CDKN1A,SMAD4,940,1122,2615
CTBP2,RBPJ,940,1759,782
DNM1L,PRKN,940,1932,1238
DOCK3,NEDD9,940,606,1074
EIF3H,RPS28,940,1491,2652
EIF3H,RPS8,940,1491,82
GNAS,LPAR1,940,2784,1584
GNB4,PLCB2,940,722,2257
GRB2,PTPN12,940,2550,1307
HCLS1,SH3PXD2B,940,652,1041
HMGN1,RPL11,940,2816,38
HMGN1,RPL35,940,2816,1607
HMGN1,RPS11,940,2816,2709
ITPR1,PSEN1,940,543,2197
KDM1B,RCOR1,940,1082,2237
MDM2,RPS14,940,1976,1027
NCOA6,PPARG,940,2758,551
NFKB1,RAF1,940,846,552
NPLOC4,UBE4B,940,2568,8
PIKFYVE,PTEN,940,503,1706
PIP4K2A,SYNJ1,940,1648,2801
PLCG2,PRKCD,940,2421,610
PPARG,SREBF2,940,551,2858
PPP1CB,WDR33,940,308,419
PSMD14,PSME4,940,453,342
RHOA,STARD13,940,601,2066
SIRPA,SYK,940,2721,1564
SPOPL,SUFU,940,431,1735
SRRM2,SRSF4,940,2351,52
STX6,VPS53,940,221,2433
TFEB,YWHAG,940,1127,1304
AGPAT3,CDS2,939,2821,2730
APP,ITM2B,939,2796,2083
ARHGEF1,PTK2,939,2697,1512
ASXL1,DNMT3A,939,2753,301
BCL2L1,XIAP,939,2750,2929
BRAF,KSR1,939,1376,2470
CALM1,CALM2,939,2215,336
CCL4,CD4,939,2492,1900
