gene,pathology_axis_class,degree,degree_bin,n_scored_neighbors,n_same_class_neighbors,same_class_neighbor_fraction,mean_neighbor_therapeutic_like_percentile,mean_neighbor_broad_shift_percentile,therapeutic_like_score_percentile,tau_lowering_score_percentile,neuron_preservation_score_percentile,gliosis_penalty_percentile,broad_shift_score_percentile,neighbor_class_fraction::amyloid_lowering_candidate,neighbor_class_fraction::broad_reactive_state_shift,neighbor_class_fraction::dual_pathology_lowering_neuron_preserving,neighbor_class_fraction::gliosis_inflating,neighbor_class_fraction::mixed_or_unclear,neighbor_class_fraction::neuron_risk,neighbor_class_fraction::tau_lowering_neuron_preserving,degree_matched_null_pool_size,degree_bin_fallback_used,matched_degree_bin,same_class_neighbor_p,same_class_neighbor_z,neighbor_therapeutic_p,neighbor_therapeutic_z,neighbor_broad_shift_p,neighbor_broad_shift_z,same_class_neighbor_FDR,neighbor_therapeutic_FDR,neighbor_broad_shift_FDR,coherence_status,coherence_evidence_basis,degree_matched_enrichment_supported,is_named_audit_gene
TNK2,mixed_or_unclear,15,3,15,7,0.4666666666666667,48.119083208769304,78.4130543099153,69.80568011958147,66.33034379671152,29.97010463378176,14.8355754857997,14.91031390134529,0.0,0.4,0.0,0.0,0.4666666666666667,0.13333333333333333,0.0,262,False,3,0.5044955044955045,0.14559986567506153,0.2077922077922078,0.8573752398424921,0.4015984015984016,0.38118044003679213,1.0,0.9779348856271933,0.9885367965367966,no_graph_support,no_degree_matched_enrichment,False,False
PRMT3,mixed_or_unclear,104,7,104,66,0.6346153846153846,44.41833390824422,60.08645222490514,69.5814648729447,30.568011958146485,98.5799701046338,80.97907324364724,82.0254110612855,0.04807692307692308,0.028846153846153848,0.028846153846153848,0.07692307692307693,0.6346153846153846,0.16346153846153846,0.019230769230769232,267,False,7,0.15884115884115885,1.4240510717667443,0.18681318681318682,1.1091833205526362,0.8221778221778222,-1.1823448826530536,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
RICTOR,mixed_or_unclear,27,4,27,17,0.6296296296296297,44.70464485412168,56.06626806178375,69.13303437967116,88.34080717488789,16.18086696562033,41.4424514200299,78.21375186846039,0.0,0.07407407407407407,0.0,0.1111111111111111,0.6296296296296297,0.1111111111111111,0.07407407407407407,263,False,4,0.1838161838161838,1.1681526937994515,0.2127872127872128,0.9368722867953952,0.8501498501498501,-1.2330772110963968,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
AFTPH,mixed_or_unclear,11,2,11,5,0.45454545454545453,54.63717896453322,71.3038456311999,67.2645739910314,49.73841554559043,41.89088191330344,14.8355754857997,39.38714499252616,0.0,0.0,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.0,258,False,2,0.5934065934065934,-0.1492078120535554,0.18581418581418582,0.9817245177957186,0.3906093906093906,0.18337786643742743,1.0,0.9779348856271933,0.9874223520840062,no_graph_support,no_degree_matched_enrichment,False,False
TNFRSF11B,mixed_or_unclear,1,0,1,1,1.0,68.08669656203288,29.671150971599403,66.85351270553063,56.091180866965615,44.69357249626308,36.7339312406577,0.523168908819133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325,False,0,0.3546453546453546,1.133989223777561,0.2127872127872128,0.8410881288571761,0.8881118881118881,-1.440620539842261,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
AL049828.1,amyloid_lowering_candidate,3,0,3,0,0.0,66.5670154459392,99.76332835077231,66.4798206278027,42.26457399103139,48.61733931240658,14.8355754857997,67.71300448430493,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,325,False,0,1.0,-0.3157666273814215,0.18681318681318682,0.8712034899986354,0.028971028971028972,1.3938291020807896,1.0,0.9779348856271933,0.9417400781037144,no_graph_support,no_degree_matched_enrichment,False,False
SFMBT1,mixed_or_unclear,41,5,41,20,0.4878048780487805,40.388822049655474,69.35724962630792,65.5829596412556,43.90881913303439,44.61883408071749,14.8355754857997,12.96711509715994,0.04878048780487805,0.04878048780487805,0.024390243902439025,0.1951219512195122,0.4878048780487805,0.1951219512195122,0.0,256,False,5,0.27372627372627373,0.8551053514547531,0.2057942057942058,0.871650840772284,0.7502497502497503,-0.7362881856410679,1.0,0.9779348856271933,0.9960464246178531,no_graph_support,no_degree_matched_enrichment,False,False
SUCLG2,mixed_or_unclear,18,3,18,15,0.8333333333333334,48.95366218236174,49.88581630958313,64.64872944693573,74.9252615844544,67.33931240657698,61.24813153961136,13.97608370702541,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,262,False,3,0.017982017982017984,1.632529207151118,0.1928071928071928,0.9553053558383491,0.8931068931068931,-1.2433098050845324,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
RBMX,mixed_or_unclear,75,6,75,34,0.4533333333333333,43.22670652715496,68.20926756352767,64.050822122571,64.57399103139014,21.225710014947683,14.8355754857997,64.79820627802691,0.08,0.14666666666666667,0.04,0.10666666666666667,0.4533333333333333,0.14666666666666667,0.02666666666666667,267,False,6,0.29270729270729273,0.41018215786105,0.18281718281718282,0.9687686214747269,0.7322677322677322,-0.5552143323919432,1.0,0.9779348856271933,0.9960464246178531,no_graph_support,no_degree_matched_enrichment,False,False
PAK1,mixed_or_unclear,29,4,29,17,0.5862068965517241,45.58656770269574,68.23875057986702,62.36920777279522,70.77727952167415,54.147982062780265,54.78325859491778,36.58445440956652,0.13793103448275862,0.06896551724137931,0.0,0.034482758620689655,0.5862068965517241,0.13793103448275862,0.034482758620689655,263,False,4,0.21178821178821178,1.051621387442883,0.18681318681318682,1.058285747545171,0.6973026973026973,-0.5601205597731518,1.0,0.9779348856271933,0.9959452312393489,no_graph_support,no_degree_matched_enrichment,False,False
ARID3A,mixed_or_unclear,4,1,4,1,0.25,59.482436472346784,99.79446935724962,61.54708520179371,49.02840059790732,53.69955156950673,43.68460388639761,4.970104633781764,0.0,0.75,0.0,0.0,0.25,0.0,0.0,236,False,1,0.8491508491508492,-1.0355128223776153,0.19080919080919082,0.9641442215700747,0.030969030969030968,1.793460414478798,1.0,0.9779348856271933,0.9417400781037144,no_graph_support,no_degree_matched_enrichment,False,False
SNCA,mixed_or_unclear,33,4,33,16,0.48484848484848486,45.32205462698737,59.249445123884584,60.87443946188341,54.44693572496263,24.327354260089688,14.8355754857997,79.89536621823618,0.15151515151515152,0.09090909090909091,0.030303030303030304,0.09090909090909091,0.48484848484848486,0.09090909090909091,0.06060606060606061,263,False,4,0.3596403596403596,0.5823835676990474,0.2047952047952048,1.0120015373484066,0.8001998001998002,-1.07269085032168,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
PDE3B,mixed_or_unclear,8,2,8,4,0.5,54.27410313901345,54.19002242152466,59.45440956651719,67.48878923766816,14.050822122571002,14.8355754857997,82.8849028400598,0.0,0.0,0.25,0.0,0.5,0.25,0.0,258,False,2,0.5844155844155844,-0.025713125120313474,0.19880119880119881,0.930279668108661,0.7072927072927073,-0.6233840524364219,1.0,0.9779348856271933,0.9960464246178531,no_graph_support,no_degree_matched_enrichment,False,False
NPAS3,mixed_or_unclear,2,0,2,0,0.0,64.98505231689089,67.45142002989536,58.55754857997011,16.55455904334828,67.2272047832586,14.8355754857997,38.78923766816144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,325,False,0,1.0,-1.3981610462991505,0.2137862137862138,0.8033918779982383,0.5144855144855145,0.0880021727525043,1.0,0.9779348856271933,0.9949804796430562,no_graph_support,no_degree_matched_enrichment,False,False
FCGRT,mixed_or_unclear,5,1,5,5,1.0,58.86397608370703,44.15545590433483,58.333333333333336,48.35575485799701,29.372197309417043,33.96860986547085,1.195814648729447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,236,False,1,0.1108891108891109,1.6000437271385528,0.1938061938061938,0.9629116336691046,0.8271728271728271,-0.9379840709033991,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
DNMT3A,neuron_risk,55,6,55,9,0.16363636363636364,43.336051093898625,76.30520451148256,57.997010463378174,92.30194319880418,8.408071748878925,52.242152466367706,69.31988041853513,0.09090909090909091,0.21818181818181817,0.05454545454545454,0.05454545454545454,0.36363636363636365,0.16363636363636364,0.05454545454545454,267,False,6,0.4195804195804196,0.19581712348515803,0.17582417582417584,0.9989499684123159,0.5294705294705294,0.21470783802069393,1.0,0.9779348856271933,0.9949804796430562,no_graph_support,no_degree_matched_enrichment,False,False
DENND6A,mixed_or_unclear,48,6,48,26,0.5416666666666666,42.57286995515695,63.8234927752865,56.35276532137519,13.67713004484305,68.94618834080718,14.8355754857997,45.10463378176382,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.14583333333333334,0.5416666666666666,0.20833333333333334,0.0,267,False,6,0.24575424575424576,0.9158192160706189,0.2087912087912088,0.8788469053842634,0.8211788211788211,-0.9340396837652248,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
SGK1,mixed_or_unclear,12,2,12,6,0.5,53.562531141006474,59.91841056302939,55.493273542600896,53.40059790732437,17.11509715994021,14.8355754857997,13.079222720478326,0.08333333333333333,0.0,0.0,0.25,0.5,0.08333333333333333,0.08333333333333333,258,False,2,0.5714285714285714,0.01415527797897425,0.21178821178821178,0.8999986637910843,0.6253746253746254,-0.4007776956048807,1.0,0.9779348856271933,0.9959452312393489,no_graph_support,no_degree_matched_enrichment,False,False
ARHGAP12,mixed_or_unclear,2,0,2,2,1.0,66.34902840059792,38.97608370702541,54.745889387145,23.579970104633784,44.73094170403588,14.8355754857997,55.68011958146487,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325,False,0,0.3166833166833167,1.213240316940441,0.1968031968031968,0.8867766939652221,0.8271728271728271,-1.035412285902248,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
HSP90AB1,mixed_or_unclear,86,7,86,48,0.5581395348837209,43.78584836792157,56.01122814335871,54.11061285500748,21.82361733931241,93.6846038863976,67.71300448430493,55.56801195814649,0.08139534883720931,0.046511627906976744,0.011627906976744186,0.05813953488372093,0.5581395348837209,0.19767441860465115,0.046511627906976744,267,False,7,0.20679320679320679,0.8026762166779288,0.1798201798201798,1.0643873997417717,0.962037962037962,-1.941991983998968,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
ITCH,mixed_or_unclear,27,4,27,16,0.5925925925925926,45.669324032552744,60.20040967724077,53.73692077727952,16.18086696562033,88.15396113602392,54.22272047832586,69.43198804185351,0.037037037037037035,0.0,0.037037037037037035,0.18518518518518517,0.5925925925925926,0.07407407407407407,0.07407407407407407,263,False,4,0.2177822177822178,1.0321748516932157,0.1928071928071928,1.022494211658503,0.7832167832167832,-0.99710417199125,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
CHSY3,mixed_or_unclear,2,0,2,1,0.5,67.48878923766817,67.1898355754858,53.47533632286996,65.6203288490284,49.06576980568012,58.25859491778774,5.904334828101645,0.5,0.0,0.0,0.0,0.5,0.0,0.0,325,False,0,0.6383616383616384,-0.12112567403400543,0.19080919080919082,0.8830730478129735,0.5194805194805194,0.10386764371269182,1.0,0.9779348856271933,0.9949804796430562,no_graph_support,no_degree_matched_enrichment,False,False
MINK1,mixed_or_unclear,11,2,11,5,0.45454545454545453,53.62481315396114,72.25166462834623,52.69058295964125,42.077727952167415,20.440956651718984,14.8355754857997,17.899850523168908,0.09090909090909091,0.18181818181818182,0.0,0.2727272727272727,0.45454545454545453,0.0,0.0,258,False,2,0.6163836163836164,-0.1963646745399402,0.20679320679320679,0.8758706913306193,0.3436563436563437,0.2752623522979335,1.0,0.9779348856271933,0.9874223520840062,no_graph_support,no_degree_matched_enrichment,False,False
VEZT,mixed_or_unclear,233,8,233,142,0.6094420600858369,44.48683898201787,58.67542998646368,52.01793721973094,77.69058295964125,39.61136023916293,63.266068759342296,31.87593423019432,0.060085836909871244,0.07296137339055794,0.02145922746781116,0.07725321888412018,0.6094420600858369,0.13304721030042918,0.02575107296137339,265,False,8,0.07892107892107893,1.3244370595130042,0.21078921078921078,0.8620494909136703,0.8331668331668332,-1.0388272487166994,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
CSF1R,mixed_or_unclear,56,6,56,37,0.6607142857142857,43.219490711082635,53.14301729660474,51.71898355754858,97.53363228699553,12.10762331838565,77.20478325859492,81.57698056801196,0.10714285714285714,0.03571428571428571,0.0,0.08928571428571429,0.6607142857142857,0.08928571428571429,0.017857142857142856,267,False,6,0.07892107892107893,1.7191878196720407,0.1888111888111888,0.9945303711609382,0.942057942057942,-2.032442179166526,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
LAMP1,neuron_risk,32,4,32,8,0.25,45.431614349775785,61.19324551569507,51.382660687593415,89.91031390134529,2.242152466367713,34.79073243647235,56.502242152466366,0.0625,0.0625,0.0,0.09375,0.53125,0.25,0.0,263,False,4,0.06693306693306693,1.6663756735481436,0.21078921078921078,0.9953382252129864,0.7632367632367633,-0.9258261849739222,1.0,0.9779348856271933,0.9960464246178531,no_graph_support,no_degree_matched_enrichment,False,False
RNMT,mixed_or_unclear,9,2,9,6,0.6666666666666666,54.214416209931905,47.658196312904835,50.7473841554559,24.43946188340807,51.04633781763827,39.34977578475337,21.113602391629296,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,0.0,0.1111111111111111,258,False,2,0.3126873126873127,0.677941281855077,0.19080919080919082,0.9675282184783135,0.8481518481518482,-1.009008676277781,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
HNRNPF,mixed_or_unclear,32,4,32,19,0.59375,44.12135650224216,56.72645739910314,49.92526158445441,50.85949177877429,47.45889387144992,54.29745889387145,5.9790732436472345,0.03125,0.09375,0.03125,0.1875,0.59375,0.0625,0.0,263,False,4,0.2007992007992008,1.0961178499189113,0.1888111888111888,0.967169046308285,0.8531468531468531,-1.2522133003334759,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
OSBPL8,mixed_or_unclear,75,6,75,45,0.6,42.70154459392127,64.83059292476334,49.40209267563528,29.222720478325854,78.69955156950674,59.52914798206278,19.843049327354255,0.05333333333333334,0.04,0.02666666666666667,0.08,0.6,0.17333333333333334,0.02666666666666667,267,False,6,0.14485514485514486,1.2596567870543176,0.2037962037962038,0.9081950991492943,0.8031968031968032,-0.8723649963417587,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
ROCK1,mixed_or_unclear,151,7,151,85,0.5629139072847682,43.54700600877063,58.345459764994686,48.57997010463378,87.89237668161435,51.71898355754858,75.93423019431988,48.61733931240658,0.039735099337748346,0.18543046357615894,0.013245033112582781,0.07947019867549669,0.5629139072847682,0.09933774834437085,0.019867549668874173,267,False,7,0.21878121878121878,0.8166307677873937,0.2087912087912088,0.9367363112764169,0.8891108891108891,-1.5594494981473668,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
LYN,mixed_or_unclear,58,6,58,36,0.6206896551724138,42.857971238595944,64.86585743002937,46.823617339312406,80.79222720478326,90.695067264574,86.06128550074739,72.72047832585949,0.06896551724137931,0.08620689655172414,0.017241379310344827,0.08620689655172414,0.6206896551724138,0.1206896551724138,0.0,267,False,6,0.10589410589410589,1.4503640881679185,0.17282717282717283,0.9855749899844156,0.7972027972027972,-0.8992484977136531,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
RPN2,mixed_or_unclear,54,6,54,28,0.5185185185185185,43.01126612412113,65.97672036760228,46.0388639760837,23.61733931240658,57.54857997010463,48.91629297458893,21.44992526158445,0.05555555555555555,0.037037037037037035,0.018518518518518517,0.12962962962962962,0.5185185185185185,0.24074074074074073,0.0,267,False,6,0.2647352647352647,0.7777771380576252,0.19480519480519481,0.9107776208689824,0.7612387612387612,-0.7299847549494699,1.0,0.9779348856271933,0.9960464246178531,no_graph_support,no_degree_matched_enrichment,False,False
HNRNPH1,mixed_or_unclear,59,6,59,32,0.5423728813559322,42.62939879911834,62.59342301943199,45.59043348281017,13.11659192825112,46.15097159940209,14.8355754857997,21.18834080717489,0.0847457627118644,0.06779661016949153,0.01694915254237288,0.1864406779661017,0.5423728813559322,0.1016949152542373,0.0,267,False,6,0.2177822177822178,0.9707569890562394,0.1888111888111888,0.9489480885032044,0.8541458541458542,-1.1203946589083662,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
TULP4,mixed_or_unclear,226,8,226,136,0.6017699115044248,44.21918197812083,58.05802478934349,45.44095665171898,93.57249626307922,47.15994020926757,82.8849028400598,46.59940209267563,0.061946902654867256,0.07079646017699115,0.022123893805309734,0.07964601769911504,0.6017699115044248,0.13274336283185842,0.030973451327433628,265,False,8,0.09290709290709291,1.2863690386896232,0.1958041958041958,0.8848785347400356,0.8941058941058941,-1.3108028863490242,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
CWC27,neuron_risk,52,6,52,10,0.19230769230769232,43.262763021731615,63.781332643440265,44.20777279521674,44.76831091180867,9.342301943198803,14.8355754857997,64.34977578475336,0.057692307692307696,0.038461538461538464,0.0,0.11538461538461539,0.5769230769230769,0.19230769230769232,0.019230769230769232,267,False,6,0.20679320679320679,0.9161237224742302,0.16483516483516483,1.051278807890077,0.8401598401598401,-1.063175079485558,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
NUMA1,mixed_or_unclear,7,1,7,3,0.42857142857142855,58.21588725176169,84.30493273542602,43.38565022421525,18.497757847533634,40.84454409566517,37.705530642750375,7.399103139013453,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,236,False,1,0.6833166833166833,-0.4334548713462739,0.1958041958041958,0.9142433075457994,0.16283716283716285,1.0769596684515423,1.0,0.9779348856271933,0.9809384164222874,no_graph_support,no_degree_matched_enrichment,False,False
SERPING1,mixed_or_unclear,11,2,11,7,0.6363636363636364,55.058431852153824,35.358064954477506,42.86248131539611,55.4185351270553,65.13452914798206,71.1136023916293,16.292974588938712,0.18181818181818182,0.0,0.0,0.09090909090909091,0.6363636363636364,0.09090909090909091,0.0,258,False,2,0.36663336663336665,0.5029030839044515,0.17782217782217782,0.9884822228282457,0.955044955044955,-1.656611803810119,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
UVRAG,mixed_or_unclear,15,3,15,8,0.5333333333333333,49.280019930244144,65.00996512207274,42.82511210762332,43.08669656203288,82.28699551569507,73.72944693572497,41.55455904334829,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.5333333333333333,0.13333333333333333,0.0,262,False,3,0.3966033966033966,0.4301214755728018,0.1848151848151848,0.9914896043653515,0.5594405594405595,-0.3911128178509071,1.0,0.9779348856271933,0.9959452312393489,no_graph_support,no_degree_matched_enrichment,False,False
ST6GALNAC3,mixed_or_unclear,1,0,1,1,1.0,65.47085201793722,3.475336322869956,41.89088191330344,41.77877428998505,22.83258594917788,46.30044843049328,4.708520179372197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325,False,0,0.3386613386613387,1.1688992258416329,0.21178821178821178,0.8188835234570339,0.997002997002997,-2.5030716052301867,1.0,0.9779348856271933,1.0,no_graph_support,no_degree_matched_enrichment,False,False
YWHAG,mixed_or_unclear,239,8,239,129,0.5397489539748954,44.379921321400204,63.72294250458125,41.85351270553064,25.85949177877429,16.704035874439462,14.8355754857997,49.9626307922272,0.1087866108786611,0.06694560669456066,0.02510460251046025,0.14225941422594143,0.5397489539748954,0.100418410041841,0.016736401673640166,265,False,8,0.4675324675324675,0.08348971498313029,0.1938061938061938,0.9020939890902975,0.45054945054945056,0.09048309712920728,1.0,0.9779348856271933,0.9918141338215687,no_graph_support,no_degree_matched_enrichment,False,False
CHI3L1,mixed_or_unclear,2,0,2,2,1.0,69.33856502242152,2.036621823617339,40.84454409566517,30.08221225710015,50.85949177877429,55.79222720478326,4.521674140508222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325,False,0,0.34065934065934067,1.1669658160519052,0.17082917082917082,0.9471999744151333,1.0,-2.4661725580518805,1.0,0.9779348856271933,1.0,no_graph_support,no_degree_matched_enrichment,False,False
HMOX1,mixed_or_unclear,23,4,23,16,0.6956521739130435,45.13875349320855,45.689543120816275,40.43348281016442,63.04185351270553,53.88639760837071,71.93572496263079,13.490284005979072,0.13043478260869565,0.0,0.0,0.0,0.6956521739130435,0.17391304347826086,0.0,263,False,4,0.07592407592407592,1.502599429987037,0.21078921078921078,0.9882987639532801,0.9660339660339661,-1.86332899207731,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
NSMAF,mixed_or_unclear,2,0,2,2,1.0,68.27354260089686,25.653961136023916,39.723467862481314,22.19730941704036,79.82062780269058,66.18086696562034,61.098654708520186,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325,False,0,0.34165834165834164,1.156249422053804,0.1888111888111888,0.8863747864955239,0.932067932067932,-1.58446168929831,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
VPS36,mixed_or_unclear,342,9,342,222,0.6491228070175439,47.73140499479891,54.61804736055385,37.03288490284006,24.476831091180863,70.17937219730942,65.84454409566517,68.31091180866966,0.05847953216374269,0.049707602339181284,0.023391812865497075,0.07309941520467836,0.6491228070175439,0.11988304093567251,0.02631578947368421,267,False,9,0.5374625374625375,-0.06273046506233487,0.17282717282717283,0.7000625355084279,0.7652347652347652,-0.39615830015069425,1.0,0.9779348856271933,0.9960464246178531,no_graph_support,no_degree_matched_enrichment,False,False
SH2B3,mixed_or_unclear,7,1,7,4,0.5714285714285714,60.2872090540252,63.24471492632927,36.47234678624813,35.76233183856502,46.1136023916293,61.99551569506726,27.615844544095665,0.2857142857142857,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,0.0,236,False,1,0.4885114885114885,0.1379282430689824,0.1798201798201798,1.0193315527881412,0.5144855144855145,-0.06468116777804497,1.0,0.9779348856271933,0.9949804796430562,no_graph_support,no_degree_matched_enrichment,False,False
FBXO38,mixed_or_unclear,88,7,88,55,0.625,43.78694455768447,62.21633374099742,36.02391629297459,25.14947683109118,15.844544095665173,38.41554559043348,16.4050822122571,0.045454545454545456,0.03409090909090909,0.022727272727272728,0.09090909090909091,0.625,0.1590909090909091,0.022727272727272728,267,False,7,0.1798201798201798,1.3914760221308429,0.2007992007992008,0.9754778865411102,0.7842157842157842,-0.9073426221419243,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
IL10RB,mixed_or_unclear,84,7,84,54,0.6428571428571429,44.747401950316736,60.13061427859634,35.837070254110614,16.591928251121075,62.07025411061286,56.83856502242153,39.20029895366218,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.09523809523809523,0.6428571428571429,0.13095238095238096,0.023809523809523808,267,False,7,0.14185814185814186,1.4816628530914981,0.1838161838161838,1.1621106438976336,0.8141858141858141,-1.1405148753290142,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
PCLO,mixed_or_unclear,2,0,2,2,1.0,65.17189835575486,27.186098654708523,35.38863976083707,42.45142002989537,57.0254110612855,70.55306427503737,35.42600896860987,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325,False,0,0.32967032967032966,1.1921761853062498,0.2057942057942058,0.8430499250126346,0.9170829170829171,-1.5428877971003234,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
BRI3,mixed_or_unclear,227,8,227,138,0.6079295154185022,44.34490297175744,57.15710870982399,35.01494768310911,19.319880418535128,12.81763826606876,14.8355754857997,20.739910313901344,0.06167400881057269,0.07048458149779736,0.022026431718061675,0.07929515418502203,0.6079295154185022,0.13215859030837004,0.02643171806167401,265,False,8,0.07792207792207792,1.355766277911788,0.2007992007992008,0.8839892159823736,0.922077922077922,-1.475998552106309,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
KHDRBS1,gliosis_inflating,227,8,227,22,0.09691629955947137,44.45799832743987,59.614257587430785,34.940209267563525,95.77727952167416,68.23617339312406,90.80717488789236,89.72346786248131,0.06607929515418502,0.07488986784140969,0.02643171806167401,0.09691629955947137,0.5859030837004405,0.11894273127753303,0.030837004405286344,265,False,8,0.7062937062937062,-0.9327332570510865,0.18581418581418582,0.9426620437836265,0.8171828171828172,-0.8980791341855919,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
MAST3,mixed_or_unclear,1,0,1,1,1.0,66.77877428998505,45.62780269058296,34.417040358744394,30.04484304932735,26.046337817638264,52.72795216741405,46.67414050822122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325,False,0,0.2987012987012987,1.2521231116702443,0.1938061938061938,0.8657712731226819,0.7572427572427572,-0.7756257106708272,1.0,0.9779348856271933,0.9960464246178531,no_graph_support,no_degree_matched_enrichment,False,False
CEBPB,neuron_risk,39,5,39,7,0.1794871794871795,41.23835805450155,53.5606147713771,33.52017937219731,41.89088191330344,4.185351270553064,34.71599402092676,14.499252615844544,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.15384615384615385,0.5641025641025641,0.1794871794871795,0.0,256,False,5,0.3256743256743257,0.5069337045863711,0.16583416583416583,1.0070171047091885,0.942057942057942,-1.9507623358254547,1.0,0.9779348856271933,0.99942235678432,no_graph_support,no_degree_matched_enrichment,False,False
GOLPH3,mixed_or_unclear,260,8,260,148,0.5692307692307692,44.34431413130965,61.510147177187534,32.62331838565022,21.78624813153961,43.08669656203288,57.69805680119582,15.994020926756352,0.09615384615384616,0.06153846153846154,0.019230769230769232,0.13846153846153847,0.5692307692307692,0.09615384615384616,0.019230769230769232,265,False,8,0.25874125874125875,0.6531641020690429,0.19080919080919082,0.9251781959117451,0.6883116883116883,-0.47534606287719294,1.0,0.9779348856271933,0.9959452312393489,no_graph_support,no_degree_matched_enrichment,False,False
MAP3K3,amyloid_lowering_candidate,11,2,11,1,0.09090909090909091,54.71191738007882,54.57263215110749,31.61434977578476,53.25112107623319,80.4185351270553,83.5949177877429,83.14648729446937,0.09090909090909091,0.09090909090909091,0.0,0.0,0.6363636363636364,0.09090909090909091,0.09090909090909091,258,False,2,0.34265734265734266,0.5201801788898823,0.17582417582417584,0.9670823235325463,0.7152847152847153,-0.6847820424682636,1.0,0.9779348856271933,0.9960464246178531,no_graph_support,no_degree_matched_enrichment,False,False
UBE2K,neuron_risk,19,3,19,2,0.10526315789473684,46.42435685626623,61.47431358665723,31.01644245142003,50.41106128550075,3.699551569506727,42.75037369207772,12.556053811659194,0.0,0.0,0.0,0.15789473684210525,0.631578947368421,0.10526315789473684,0.10526315789473684,262,False,3,0.5874125874125874,-0.22243347602048472,0.20279720279720279,0.7678774038188948,0.6233766233766234,-0.5923500655893756,1.0,0.9779348856271933,0.9959452312393489,no_graph_support,no_degree_matched_enrichment,False,False
