condition,mean_pooled_oof_spearman,min_target_pooled_oof_spearman,n_targets
stage27c_module_pca_ridge_reference,0.3267024400121495,0.016077756403766325,5
stage31_weak_residual_real_graph_alpha_0_05_reference,0.32637035537106407,0.01565252607066923,5
stage33c_best_reference,0.30493874658297054,-0.0865849954439607,5
filtered_ext_svd16_raw_count_size_factor_log1p_direct_no_graph,0.2945226283284398,-0.0051635111876075735,5
filtered_ext_svd32_raw_count_size_factor_log1p_concat_module_pca_no_graph,0.29219803584084236,-0.12426850258175559,5
filtered_ext_svd32_raw_count_size_factor_log1p_direct_no_graph,0.2734150045560393,-0.07421281765718335,5
filtered_ext_svd32_raw_count_size_factor_log1p_direct_residual_real_graph_alpha_0_05,0.26469575782120075,-0.12888528905538119,5
filtered_ext_svd32_raw_count_size_factor_log1p_direct_strict_shuffled_residual_graph_alpha_0_05,0.263804799028045,-0.08834666396679154,5
