representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514387606034446,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.0038462733846874484,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.0057228083516120565,0.0989774222942189,-0.3573007382883968,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581297358741642,-0.01210893996152678,-0.12774438557130408,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620050354862979,-0.04355573554723094,-0.17148778744290927,1.7882499694824219
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.06276181389918942,-0.019560595322466335,-0.16341900033418222,1.2030693292617798
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.04704491037835437,0.2751037764503392,0.017797483660002666,1.50123929977417
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.05816855631021155,0.15369039181937835,-0.11681442418216825,1.9802956581115723
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.0633333876393692,-0.01528804292801458,-0.20874746451842596,3.8947901725769043
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.057813146456215936,-0.04246228611926699,-0.2347700922169622,1.790830135345459
