candidate_id,fold_id,fold_oof_spearman,fold_outlier_flag
cellxgene_composition_only,1,0.2911764705882353,False
cellxgene_composition_only,2,0.3004901960784314,False
cellxgene_composition_only,3,0.24068627450980395,False
cellxgene_composition_only,4,0.03921568627450979,False
cellxgene_composition_only,5,0.24176470588235288,False
latent_plus_cellxgene_composition,1,0.486764705882353,False
latent_plus_cellxgene_composition,2,0.3088235294117648,False
latent_plus_cellxgene_composition,3,0.34019607843137256,False
latent_plus_cellxgene_composition,4,0.046078431372549036,False
latent_plus_cellxgene_composition,5,0.3070588235294117,False
latent_plus_mri_engineered,1,0.33774509803921576,False
latent_plus_mri_engineered,2,0.26813725490196083,False
latent_plus_mri_engineered,3,0.41862745098039217,False
latent_plus_mri_engineered,4,0.002450980392156854,False
latent_plus_mri_engineered,5,0.25058823529411767,False
latent_plus_safe_metadata_plus_cellxgene_composition,1,0.43431372549019615,False
latent_plus_safe_metadata_plus_cellxgene_composition,2,0.3588235294117647,False
latent_plus_safe_metadata_plus_cellxgene_composition,3,0.4127450980392157,False
latent_plus_safe_metadata_plus_cellxgene_composition,4,0.033333333333333326,False
latent_plus_safe_metadata_plus_cellxgene_composition,5,0.32529411764705884,False
latent_plus_safe_metadata_plus_cellxgene_plus_mri_engineered,1,0.3872549019607844,False
latent_plus_safe_metadata_plus_cellxgene_plus_mri_engineered,2,0.4,False
latent_plus_safe_metadata_plus_cellxgene_plus_mri_engineered,3,0.43725490196078437,False
latent_plus_safe_metadata_plus_cellxgene_plus_mri_engineered,4,0.15686274509803924,False
latent_plus_safe_metadata_plus_cellxgene_plus_mri_engineered,5,0.3605882352941177,False
latent_plus_safe_metadata_plus_mri_engineered,1,0.3651960784313726,False
latent_plus_safe_metadata_plus_mri_engineered,2,0.2862745098039216,False
latent_plus_safe_metadata_plus_mri_engineered,3,0.4284313725490197,False
latent_plus_safe_metadata_plus_mri_engineered,4,0.15686274509803924,False
latent_plus_safe_metadata_plus_mri_engineered,5,0.2923529411764706,False
mri_engineered_only,1,0.3171568627450981,False
mri_engineered_only,2,0.24362745098039218,False
mri_engineered_only,3,0.3592888474210548,False
mri_engineered_only,4,0.021568627450980392,False
mri_engineered_only,5,0.18866818941453586,False
stage27c_reference,1,0.49068627450980395,False
stage27c_reference,2,0.39117647058823535,False
stage27c_reference,3,0.25392156862745097,False
stage27c_reference,4,0.1,False
stage27c_reference,5,0.45705882352941185,False
stage39e_reference,1,0.4873482210041068,False
stage39e_reference,2,0.3792855199002195,False
stage39e_reference,3,0.2220216628670598,False
stage39e_reference,4,0.1222504440381467,False
stage39e_reference,5,0.419882666713995,False
stage41b_reference,1,0.5073529411764707,False
stage41b_reference,2,0.3475490196078431,False
stage41b_reference,3,0.33235294117647063,False
stage41b_reference,4,0.2151960784313726,False
stage41b_reference,5,0.3935294117647059,False
