representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.0075143829524919195,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.0038462929000060773,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722841440000534,0.0989774222942189,-0.35730082960195686,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.01658128855283653,-0.01210893996152678,-0.12774431815845344,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620054624367835,-0.04355573554723094,-0.17148778744290927,1.7882499694824219
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.06324544282450213,-0.11766730788701023,-0.20437100775659145,1.2078033685684204
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.047277260577491105,0.24418345651513618,0.007228026475673888,1.5284801721572876
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.0582022971547315,0.2091120785663663,-0.07642077507680378,1.9188299179077148
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06540282803550049,-0.062711349600081,-0.23420579269186725,3.973424196243286
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.05752313012476219,-0.062144375822618204,-0.22612951269006198,1.7966949939727783
