baseline_id,target,stratum_variable,stratum_value,n_donors,pooled_spearman_or_error_metric,underpowered,notes
pca_ridge,Iba1,diagnosis,Dementia,42,-0.1647354347297626,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,Iba1,diagnosis,No dementia,42,0.12146503524835914,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,Iba1,sex,Female,51,0.06018099547511312,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,Iba1,sex,Male,33,-0.0645053475935829,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,Iba1,pathology_stratum,High,42,-0.19779596467061017,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,Iba1,pathology_stratum,Intermediate,21,0.20649350649350648,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,Iba1,pathology_stratum,Low,12,0.43356643356643365,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,Iba1,pathology_stratum,Not AD,9,0.016666666666666666,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,Iba1,locked_fold_pathology_stratum,High,42,-0.19779596467061017,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,Iba1,locked_fold_pathology_stratum,Intermediate,21,0.20649350649350648,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,Iba1,locked_fold_pathology_stratum,Low,12,0.43356643356643365,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,Iba1,locked_fold_pathology_stratum,Not AD,9,0.016666666666666666,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,NeuN,diagnosis,Dementia,42,0.5076574021554169,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,NeuN,diagnosis,No dementia,42,0.4494773519163764,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,NeuN,sex,Female,51,0.4955656108597285,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,NeuN,sex,Male,33,0.4445187165775401,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,NeuN,pathology_stratum,High,42,0.5381249493558059,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,NeuN,pathology_stratum,Intermediate,21,0.5402597402597402,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,NeuN,pathology_stratum,Low,12,0.27272727272727276,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,NeuN,pathology_stratum,Not AD,9,0.31666666666666665,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,NeuN,locked_fold_pathology_stratum,High,42,0.5381249493558059,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,NeuN,locked_fold_pathology_stratum,Intermediate,21,0.5402597402597402,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,NeuN,locked_fold_pathology_stratum,Low,12,0.27272727272727276,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,NeuN,locked_fold_pathology_stratum,Not AD,9,0.31666666666666665,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,6e10/Aβ,diagnosis,Dementia,42,-0.13226616811546046,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,6e10/Aβ,diagnosis,No dementia,42,0.1057475680255606,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,6e10/Aβ,sex,Female,51,0.08518000160796561,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,6e10/Aβ,sex,Male,33,0.04900608926311552,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,6e10/Aβ,pathology_stratum,High,42,-0.08863452865227432,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,6e10/Aβ,pathology_stratum,Intermediate,21,-0.481990529533417,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,6e10/Aβ,pathology_stratum,Low,12,-0.22382966687820907,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,6e10/Aβ,pathology_stratum,Not AD,9,-0.03361463227264072,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,6e10/Aβ,locked_fold_pathology_stratum,High,42,-0.08863452865227432,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,6e10/Aβ,locked_fold_pathology_stratum,Intermediate,21,-0.481990529533417,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,6e10/Aβ,locked_fold_pathology_stratum,Low,12,-0.22382966687820907,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,6e10/Aβ,locked_fold_pathology_stratum,Not AD,9,-0.03361463227264072,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,AT8,diagnosis,Dementia,42,0.5741025848796695,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,AT8,diagnosis,No dementia,42,0.2031439915728061,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,AT8,sex,Female,51,0.49266968325791854,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,AT8,sex,Male,33,0.572192513368984,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,AT8,pathology_stratum,High,42,0.41333765497123415,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,AT8,pathology_stratum,Intermediate,21,0.04155844155844156,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,AT8,pathology_stratum,Low,12,-0.3636363636363637,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,AT8,pathology_stratum,Not AD,9,0.16666666666666669,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,AT8,locked_fold_pathology_stratum,High,42,0.41333765497123415,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,AT8,locked_fold_pathology_stratum,Intermediate,21,0.04155844155844156,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,AT8,locked_fold_pathology_stratum,Low,12,-0.3636363636363637,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,AT8,locked_fold_pathology_stratum,Not AD,9,0.16666666666666669,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,GFAP,diagnosis,Dementia,42,0.05317536493893016,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,GFAP,diagnosis,No dementia,42,-0.1476281766693581,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,GFAP,sex,Female,51,-0.060134406480306914,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,GFAP,sex,Male,33,0.2434546714736847,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,GFAP,pathology_stratum,High,42,0.01032610297743751,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,GFAP,pathology_stratum,Intermediate,21,-0.04364844002883749,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,GFAP,pathology_stratum,Low,12,-0.08450913782447984,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,GFAP,pathology_stratum,Not AD,9,-0.31799441532717476,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,GFAP,locked_fold_pathology_stratum,High,42,0.01032610297743751,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,GFAP,locked_fold_pathology_stratum,Intermediate,21,-0.04364844002883749,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,GFAP,locked_fold_pathology_stratum,Low,12,-0.08450913782447984,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,GFAP,locked_fold_pathology_stratum,Not AD,9,-0.31799441532717476,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,Iba1,diagnosis,Dementia,42,-0.0870099457461009,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,Iba1,diagnosis,No dementia,42,-0.058582111286870145,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,Iba1,sex,Female,51,0.018173621434031836,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,Iba1,sex,Male,33,-0.21089517034609712,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,Iba1,pathology_stratum,High,42,-0.05165564574554377,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,Iba1,pathology_stratum,Intermediate,21,0.04539866695222406,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,Iba1,pathology_stratum,Low,12,-0.01413506985480439,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,Iba1,pathology_stratum,Not AD,9,-0.35445877847928325,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,Iba1,locked_fold_pathology_stratum,High,42,-0.05165564574554377,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,Iba1,locked_fold_pathology_stratum,Intermediate,21,0.04539866695222406,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,Iba1,locked_fold_pathology_stratum,Low,12,-0.01413506985480439,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,Iba1,locked_fold_pathology_stratum,Not AD,9,-0.35445877847928325,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,NeuN,diagnosis,Dementia,42,0.5817194716797667,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,NeuN,diagnosis,No dementia,42,0.49696134835102507,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,NeuN,sex,Female,51,0.56,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,NeuN,sex,Male,33,0.5474598930481284,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,NeuN,pathology_stratum,High,42,0.5634065310752776,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,NeuN,pathology_stratum,Intermediate,21,0.7974025974025974,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,NeuN,pathology_stratum,Low,12,0.41958041958041964,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,NeuN,pathology_stratum,Not AD,9,0.2833333333333333,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,NeuN,locked_fold_pathology_stratum,High,42,0.5634065310752776,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,NeuN,locked_fold_pathology_stratum,Intermediate,21,0.7974025974025974,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,NeuN,locked_fold_pathology_stratum,Low,12,0.41958041958041964,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_elasticnet,NeuN,locked_fold_pathology_stratum,Not AD,9,0.2833333333333333,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,6e10/Aβ,diagnosis,Dementia,42,0.10315209464387004,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,6e10/Aβ,diagnosis,No dementia,42,0.2311806174540151,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,6e10/Aβ,sex,Female,51,0.22805429864253393,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,6e10/Aβ,sex,Male,33,0.37667112299465244,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,6e10/Aβ,pathology_stratum,High,42,-0.009480593144801881,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,6e10/Aβ,pathology_stratum,Intermediate,21,0.029870129870129873,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,6e10/Aβ,pathology_stratum,Low,12,-0.14685314685314685,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,6e10/Aβ,pathology_stratum,Not AD,9,-0.11666666666666665,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,6e10/Aβ,locked_fold_pathology_stratum,High,42,-0.009480593144801881,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,6e10/Aβ,locked_fold_pathology_stratum,Intermediate,21,0.029870129870129873,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,6e10/Aβ,locked_fold_pathology_stratum,Low,12,-0.14685314685314685,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,6e10/Aβ,locked_fold_pathology_stratum,Not AD,9,-0.11666666666666665,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,AT8,diagnosis,Dementia,42,0.35061988493639096,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,AT8,diagnosis,No dementia,42,0.23555627582853905,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,AT8,sex,Female,51,0.3759276018099547,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,AT8,sex,Male,33,0.5083556149732621,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,AT8,pathology_stratum,High,42,0.30459444129325014,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,AT8,pathology_stratum,Intermediate,21,-0.006493506493506493,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,AT8,pathology_stratum,Low,12,-0.22377622377622378,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,AT8,pathology_stratum,Not AD,9,0.5,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,AT8,locked_fold_pathology_stratum,High,42,0.30459444129325014,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,AT8,locked_fold_pathology_stratum,Intermediate,21,-0.006493506493506493,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,AT8,locked_fold_pathology_stratum,Low,12,-0.22377622377622378,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,AT8,locked_fold_pathology_stratum,Not AD,9,0.5,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,GFAP,diagnosis,Dementia,42,0.19698565756421685,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,GFAP,diagnosis,No dementia,42,-0.1276233692569484,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,GFAP,sex,Female,51,0.17909502262443439,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,GFAP,sex,Male,33,0.03542780748663102,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,GFAP,pathology_stratum,High,42,0.14123652864435624,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,GFAP,pathology_stratum,Intermediate,21,0.01818181818181818,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,GFAP,pathology_stratum,Low,12,-0.3636363636363637,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,GFAP,pathology_stratum,Not AD,9,-0.41666666666666663,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,GFAP,locked_fold_pathology_stratum,High,42,0.14123652864435624,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,GFAP,locked_fold_pathology_stratum,Intermediate,21,0.01818181818181818,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,GFAP,locked_fold_pathology_stratum,Low,12,-0.3636363636363637,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,GFAP,locked_fold_pathology_stratum,Not AD,9,-0.41666666666666663,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,Iba1,diagnosis,Dementia,42,-0.0840288469329876,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,Iba1,diagnosis,No dementia,42,0.11887205250790049,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,Iba1,sex,Female,51,0.05276018099547511,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,Iba1,sex,Male,33,-0.0411096256684492,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,Iba1,pathology_stratum,High,42,-0.11919617535045784,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,Iba1,pathology_stratum,Intermediate,21,0.24025974025974026,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,Iba1,pathology_stratum,Low,12,0.4825174825174825,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,Iba1,pathology_stratum,Not AD,9,-0.016666666666666666,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,Iba1,locked_fold_pathology_stratum,High,42,-0.11919617535045784,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,Iba1,locked_fold_pathology_stratum,Intermediate,21,0.24025974025974026,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,Iba1,locked_fold_pathology_stratum,Low,12,0.4825174825174825,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,Iba1,locked_fold_pathology_stratum,Not AD,9,-0.016666666666666666,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,NeuN,diagnosis,Dementia,42,0.46568349404424286,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,NeuN,diagnosis,No dementia,42,0.33198282148934455,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,NeuN,sex,Female,51,0.39565610859728506,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,NeuN,sex,Male,33,0.3790106951871658,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,NeuN,pathology_stratum,High,42,0.48026902195932264,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,NeuN,pathology_stratum,Intermediate,21,0.40389610389610386,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,NeuN,pathology_stratum,Low,12,0.11188811188811189,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,NeuN,pathology_stratum,Not AD,9,0.25,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,NeuN,locked_fold_pathology_stratum,High,42,0.48026902195932264,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,NeuN,locked_fold_pathology_stratum,Intermediate,21,0.40389610389610386,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,NeuN,locked_fold_pathology_stratum,Low,12,0.11188811188811189,False,Pooled stratum Spearman on log1p OOF predictions.
raw_expression_ridge,NeuN,locked_fold_pathology_stratum,Not AD,9,0.25,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,6e10/Aβ,diagnosis,Dementia,42,-0.26528374355990014,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,6e10/Aβ,diagnosis,No dementia,42,-0.1336374182197238,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,6e10/Aβ,sex,Female,51,-0.3962007436256603,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,6e10/Aβ,sex,Male,33,0.03396018245193439,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,6e10/Aβ,pathology_stratum,High,42,-0.3020118492074635,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,6e10/Aβ,pathology_stratum,Intermediate,21,-0.39807400433336537,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,6e10/Aβ,pathology_stratum,Low,12,0.2725872931160741,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,6e10/Aβ,pathology_stratum,Not AD,9,0.008439494725697222,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,6e10/Aβ,locked_fold_pathology_stratum,High,42,-0.3020118492074635,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,6e10/Aβ,locked_fold_pathology_stratum,Intermediate,21,-0.39807400433336537,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,6e10/Aβ,locked_fold_pathology_stratum,Low,12,0.2725872931160741,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,6e10/Aβ,locked_fold_pathology_stratum,Not AD,9,0.008439494725697222,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,AT8,diagnosis,Dementia,42,-0.04894378313384689,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,AT8,diagnosis,No dementia,42,-0.14754071286703443,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,AT8,sex,Female,51,-0.11850414649983806,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,AT8,sex,Male,33,0.028003948619691243,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,AT8,pathology_stratum,High,42,0.03709582214938763,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,AT8,pathology_stratum,Intermediate,21,-0.05163508982958021,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,AT8,pathology_stratum,Low,12,-0.05291211025645316,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,AT8,pathology_stratum,Not AD,9,-0.23431167445160245,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,AT8,locked_fold_pathology_stratum,High,42,0.03709582214938763,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,AT8,locked_fold_pathology_stratum,Intermediate,21,-0.05163508982958021,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,AT8,locked_fold_pathology_stratum,Low,12,-0.05291211025645316,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,AT8,locked_fold_pathology_stratum,Not AD,9,-0.23431167445160245,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,GFAP,diagnosis,Dementia,42,-0.3410858938312463,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,GFAP,diagnosis,No dementia,42,-0.12307112148316407,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,GFAP,sex,Female,51,-0.3365481118428824,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,GFAP,sex,Male,33,-0.025685950234460547,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,GFAP,pathology_stratum,High,42,-0.24745514104770017,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,GFAP,pathology_stratum,Intermediate,21,-0.3442789496667264,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,GFAP,pathology_stratum,Low,12,0.4938464078741438,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,GFAP,pathology_stratum,Not AD,9,-0.39497192920352836,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,GFAP,locked_fold_pathology_stratum,High,42,-0.24745514104770017,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,GFAP,locked_fold_pathology_stratum,Intermediate,21,-0.3442789496667264,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,GFAP,locked_fold_pathology_stratum,Low,12,0.4938464078741438,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,GFAP,locked_fold_pathology_stratum,Not AD,9,-0.39497192920352836,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,Iba1,diagnosis,Dementia,42,0.1647354347297626,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,Iba1,diagnosis,No dementia,42,0.3616400615833401,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,Iba1,sex,Female,51,0.18497737556561084,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,Iba1,sex,Male,33,0.4889705882352942,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,Iba1,pathology_stratum,High,42,0.18369662101936635,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,Iba1,pathology_stratum,Intermediate,21,0.2506493506493506,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,Iba1,pathology_stratum,Low,12,0.2867132867132868,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,Iba1,pathology_stratum,Not AD,9,0.3,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,Iba1,locked_fold_pathology_stratum,High,42,0.18369662101936635,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,Iba1,locked_fold_pathology_stratum,Intermediate,21,0.2506493506493506,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,Iba1,locked_fold_pathology_stratum,Low,12,0.2867132867132868,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,Iba1,locked_fold_pathology_stratum,Not AD,9,0.3,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,NeuN,diagnosis,Dementia,42,-0.3488188483861913,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,NeuN,diagnosis,No dementia,42,-0.10982655886984702,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,NeuN,sex,Female,51,-0.28381577255656254,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,NeuN,sex,Male,33,0.09237169626926155,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,NeuN,pathology_stratum,High,42,-0.28429491944495205,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,NeuN,pathology_stratum,Intermediate,21,0.06250541102117806,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,NeuN,pathology_stratum,Low,12,-0.07830421195446947,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,NeuN,pathology_stratum,Not AD,9,-0.15191090506254998,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,NeuN,locked_fold_pathology_stratum,High,42,-0.28429491944495205,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,NeuN,locked_fold_pathology_stratum,Intermediate,21,0.06250541102117806,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,NeuN,locked_fold_pathology_stratum,Low,12,-0.07830421195446947,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_elasticnet,NeuN,locked_fold_pathology_stratum,Not AD,9,-0.15191090506254998,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_ridge,6e10/Aβ,diagnosis,Dementia,42,-0.3083218539826595,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_ridge,6e10/Aβ,diagnosis,No dementia,42,-0.13750911595494694,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_ridge,6e10/Aβ,sex,Female,51,-0.2401809954751131,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_ridge,6e10/Aβ,sex,Male,33,-0.15808823529411764,False,Pooled stratum Spearman on log1p OOF predictions.
wgcna_module_summary_ridge,6e10/Aβ,pathology_stratum,High,42,-0.3383032169192124,False,Pooled stratum Spearman on log1p OOF predictions.
