epoch,loss,jepa_loss,domain_loss,domain_accuracy,alignment_state,selected_sea_ad_cells,selected_rexach_cells,selected_olah_cells,lambda_grl,mask_fraction,epoch_seconds,cells_per_second,effective_dims,top_sv_ratio,mean_dim_std,centroid_l2_sea_ad_rexach,centroid_l2_sea_ad_olah,centroid_l2_rexach_olah,random_gene_dropout_genes,module_dropout_events,module_dropout_genes,external_mask_events,external_mask_genes,edge_dropout_edges
11,0.08833608728262686,0.022645591908404903,0.6569049377595225,0.6594422043010753,reference_like,6263,3605,2013,0.9894563800333281,0.5,25.07675649994053,237.3512698906701,43.35303497314453,0.266922265291214,0.012472210451960564,0.14936232566833496,0.28280842304229736,0.13414673507213593,2640496,623,6315,1554,290278,715797
12,0.08849760938075281,0.022727531651335377,0.6577007693629111,0.6592741935483871,reference_like,6263,3605,2013,0.9935965614328778,0.5,25.06146910006646,237.49605325348688,42.940216064453125,0.27514538168907166,0.012271126732230186,0.154318168759346,0.2860981822013855,0.13250893354415894,2641251,590,5993,1469,273467,716552
13,0.0883955777652802,0.022359174826452808,0.6603640144871127,0.6518817204301075,reference_like,6263,3605,2013,0.996114251482986,0.5,25.120267200050876,236.94015483991132,42.748165130615234,0.2628231644630432,0.01250653900206089,0.1490246206521988,0.2799836993217468,0.1316453218460083,2639619,624,6295,1515,272899,715691
14,0.0853684936319628,0.022105483758834102,0.6326300771005692,0.665994623655914,reference_like,6263,3605,2013,0.9976432360700358,0.5,25.33681060001254,234.9151238473975,44.03445816040039,0.2575410306453705,0.012245796620845795,0.14564910531044006,0.2739066779613495,0.12897689640522003,2641088,593,5989,1509,273297,716797
15,0.08774994554058198,0.021916281732340014,0.6583366220997225,0.6476814516129032,reference_like,6263,3605,2013,0.9985710274522737,0.5,25.278820000006817,235.45402831296693,44.32878875732422,0.2642417252063751,0.011853886768221855,0.14272789657115936,0.2703086733818054,0.12821927666664124,2640725,527,5280,1463,275951,714953
16,0.08737232512043368,0.021970836145262563,0.6540148815801067,0.6580981182795699,reference_like,6263,3605,2013,0.9991337352500091,0.5,25.549845300032757,232.9564007181041,45.01585388183594,0.26404517889022827,0.011672405526041985,0.1465674638748169,0.2695363163948059,0.12366116046905518,2638948,589,5914,1468,267176,716273
17,0.08696871106663058,0.02182979196790726,0.6513891720002697,0.660114247311828,reference_like,6263,3605,2013,0.9994749166456093,0.5,25.409469199948944,234.2433819913074,45.1942253112793,0.26124653220176697,0.011675932444632053,0.14449262619018555,0.2674018442630768,0.12364513427019119,2638849,627,6360,1514,275846,716115
18,0.08785452357222957,0.021762873436654766,0.6609164860940748,0.6483534946236559,reference_like,6263,3605,2013,0.9996817443942284,0.5,25.414788999943994,234.19435038445985,44.898643493652344,0.2603737711906433,0.011640009470283985,0.14475050568580627,0.26668962836265564,0.12268401682376862,2642209,573,5808,1473,262573,715328
19,0.08619559388006887,0.021660870722224636,0.6453472145142094,0.65625,reference_like,6263,3605,2013,0.9998071117333118,0.5,25.428646800108254,234.0667219450569,44.8209114074707,0.2626758813858032,0.01149874459952116,0.13940782845020294,0.2640143930912018,0.12529689073562622,2636749,587,5912,1499,284589,715342
20,0.08684923619993272,0.02130307779917794,0.6554615747544074,0.649361559139785,reference_like,6263,3605,2013,0.999883097281469,0.5,25.73875780007802,231.24659108381516,45.4339599609375,0.2607344090938568,0.011348807252943516,0.13707716763019562,0.25862401723861694,0.12231049686670303,2639230,600,6089,1490,274458,715373
