epoch,loss,jepa_loss,domain_loss,domain_accuracy,alignment_state,selected_sea_ad_cells,selected_rexach_cells,selected_olah_cells,lambda_grl,mask_fraction,epoch_seconds,cells_per_second,effective_dims,top_sv_ratio,mean_dim_std,centroid_l2_sea_ad_rexach,centroid_l2_sea_ad_olah,centroid_l2_rexach_olah,random_gene_dropout_genes,module_dropout_events,module_dropout_genes,external_mask_events,external_mask_genes,edge_dropout_edges
1,0.1336264456472089,0.023477872292841633,1.1014857138356855,0.36189516129032256,reference_like,6263,3605,2013,0.11995727325477043,0.2,24.304735800018534,244.89054515850614,31.46256446838379,0.3126552700996399,0.019006703048944473,0.2229369878768921,0.42256802320480347,0.2000797688961029,2642043,601,6142,1478,268996,715994
2,0.1308682450363713,0.023266283614981557,1.0760195985917123,0.41851478494623656,reference_like,6263,3605,2013,0.35374915252499306,0.275,24.29107300005853,245.02828672844785,24.318971633911133,0.2686360478401184,0.025195887312293053,0.2042066603899002,0.3901587128639221,0.18648366630077362,2641860,588,5969,1464,272706,715191
3,0.11739817141525206,0.023432002372799382,0.9396616758838776,0.5472110215053764,reference_like,6263,3605,2013,0.5505020129511542,0.35,24.508502200013027,242.854498060548,19.91168975830078,0.34791022539138794,0.03251153230667114,0.18057461082935333,0.3422284722328186,0.1622229367494583,2638764,564,5742,1496,271080,715556
4,0.09478129831052595,0.023508922707649968,0.7127237435310118,0.6507056451612904,reference_like,6263,3605,2013,0.7007246712918049,0.425,24.67534760001581,241.21240747977086,36.975894927978516,0.24326211214065552,0.016132652759552002,0.16956107318401337,0.3188975155353546,0.14999867975711823,2640357,556,5638,1500,278066,715971
5,0.09145921276461694,0.02330769394193926,0.6815151687591307,0.660114247311828,reference_like,6263,3605,2013,0.807072060140185,0.5,24.788700100034475,240.10940371946822,40.79805374145508,0.269925594329834,0.013850121758878231,0.16615106165409088,0.3099949061870575,0.1445399820804596,2639179,603,6081,1530,283526,716097
6,0.0908829110764688,0.02293641534784148,0.6794649420246002,0.6535618279569892,reference_like,6263,3605,2013,0.8783741400058992,0.5,24.845610599964857,239.55941738893787,42.029605865478516,0.26993894577026367,0.013362010009586811,0.1573358029127121,0.2990620732307434,0.14239603281021118,2642116,562,5718,1479,268433,714944
7,0.0892258832050908,0.02313209847817498,0.660937826479635,0.6602822580645161,reference_like,6263,3605,2013,0.924445635824921,0.5,24.901303299935535,239.02363375556365,41.958038330078125,0.27105996012687683,0.01322532631456852,0.1627189815044403,0.3001803159713745,0.13812895119190216,2640938,598,6084,1510,275416,716748
8,0.08949548126228395,0.0230414847572965,0.6645399543546862,0.6522177419354839,reference_like,6263,3605,2013,0.9535054822059571,0.5,24.960148400045,238.46012069340378,41.38224792480469,0.26910170912742615,0.01315973699092865,0.15536074340343475,0.29568859934806824,0.14096686244010925,2637165,564,5717,1481,274459,715529
9,0.08871240601424248,0.0227269594587626,0.6598544486107365,0.6569220430107527,reference_like,6263,3605,2013,0.9715567079877375,0.5,24.983707699924707,238.23525601117794,41.9062614440918,0.2624328136444092,0.013052841648459435,0.15514060854911804,0.2903575599193573,0.1359023153781891,2639866,633,6448,1465,258137,716750
10,0.08945488232758737,0.022767115083913648,0.6668776639046208,0.6520497311827957,reference_like,6263,3605,2013,0.9826630931524248,0.5,25.007455299957655,238.00902285367988,42.0802001953125,0.2635098397731781,0.012879990041255951,0.15083564817905426,0.28654369711875916,0.13629618287086487,2639978,551,5601,1444,267278,716382
