dataset,donor_id,module,n_high_cells,n_low_cells,high_mean,low_mean,high_minus_low
DLPFC,H21.33.002,interferon_inflammatory,27,266,0.3308848553785571,0.177816833404446,0.1530680219741111
DLPFC,H21.33.002,oxidative_stress_gene_preserved,27,266,0.6373499946461784,0.17802505522854345,0.4593249394176349
DLPFC,H21.33.003,dam_lipid_trem2_apoe,41,406,0.4810166337141177,0.04726998269411144,0.43374665102000626
DLPFC,H21.33.003,lysosomal_endolysosomal,41,406,0.8637708294682387,0.27575782646099334,0.5880130030072453
DLPFC,H21.33.003,complement_phagocytosis,41,406,0.9995619494740556,0.1322408102342648,0.8673211392397908
DLPFC,H21.33.003,antigen_presentation,41,406,0.7860705787088813,0.12310707247976599,0.6629635062291153
DLPFC,H21.33.003,interferon_inflammatory,41,406,0.21148903449861015,0.11148295837816934,0.10000607612044081
DLPFC,H21.33.003,oxidative_stress_gene_preserved,41,406,0.41792198397764346,0.07286859033950444,0.345053393638139
DLPFC,H21.33.004,dam_lipid_trem2_apoe,27,267,0.8151324391365051,0.13594614220469187,0.6791862969318132
DLPFC,H21.33.004,lysosomal_endolysosomal,27,267,1.1253327065043979,0.4796828073955207,0.6456498991088772
DLPFC,H21.33.004,complement_phagocytosis,27,267,1.6159041943373504,0.2774039227027125,1.338500271634638
DLPFC,H21.33.004,antigen_presentation,27,267,1.9214439833605732,0.4101300753569335,1.5113139080036397
DLPFC,H21.33.004,interferon_inflammatory,27,267,0.16444031011175225,0.1747363954503438,-0.010296085338591554
DLPFC,H21.33.004,oxidative_stress_gene_preserved,27,267,0.4236981780440719,0.15884983941410366,0.26484833862996826
DLPFC,H21.33.005,dam_lipid_trem2_apoe,22,214,0.7560543363744562,0.12760602745497338,0.6284483089194828
DLPFC,H21.33.005,lysosomal_endolysosomal,22,214,1.0827195969494907,0.5267395362884641,0.5559800606610266
DLPFC,H21.33.005,complement_phagocytosis,22,214,1.25043384866281,0.34469018716399913,0.9057436614988108
DLPFC,H21.33.005,antigen_presentation,22,214,1.6498292142694646,0.4983531923912396,1.151476021878225
DLPFC,H21.33.005,interferon_inflammatory,22,214,0.24398809739134528,0.17352181763571,0.07046627975563527
DLPFC,H21.33.005,oxidative_stress_gene_preserved,22,214,0.5109273107214407,0.13725996480506159,0.3736673459163791
DLPFC,H21.33.006,dam_lipid_trem2_apoe,16,154,0.8211583606898785,0.1535063102938138,0.6676520503960647
DLPFC,H21.33.006,lysosomal_endolysosomal,16,154,1.2479716092348099,0.5088610455587312,0.7391105636760786
DLPFC,H21.33.006,complement_phagocytosis,16,154,1.2367788925766945,0.29865688806423896,0.9381220045124555
DLPFC,H21.33.006,antigen_presentation,16,154,1.6830259934067726,0.4629168194996846,1.220109173907088
DLPFC,H21.33.006,interferon_inflammatory,16,154,0.18388912826776505,0.14352494633042967,0.040364181937335375
DLPFC,H21.33.006,oxidative_stress_gene_preserved,16,154,0.4778999239206314,0.15754658936873658,0.32035333455189485
DLPFC,H21.33.007,dam_lipid_trem2_apoe,23,224,0.8584735095500946,0.1531196742850755,0.705353835265019
DLPFC,H21.33.007,lysosomal_endolysosomal,23,224,1.259936254957448,0.4676936232218785,0.7922426317355695
DLPFC,H21.33.007,complement_phagocytosis,23,224,0.9018907158271127,0.2281290691212884,0.6737616467058243
DLPFC,H21.33.007,antigen_presentation,23,224,1.007809632498285,0.2604311036744288,0.7473785288238562
DLPFC,H21.33.007,interferon_inflammatory,23,224,0.27766069964222284,0.19955374363676778,0.07810695600545506
DLPFC,H21.33.007,oxidative_stress_gene_preserved,23,224,0.5117260599913804,0.12071696299660419,0.39100909699477626
DLPFC,H21.33.008,dam_lipid_trem2_apoe,27,264,1.140460577276018,0.1869064804561662,0.9535540968198517
DLPFC,H21.33.008,lysosomal_endolysosomal,27,264,1.6862651330453378,0.716311522787719,0.9699536102576187
DLPFC,H21.33.008,complement_phagocytosis,27,264,1.494743565718333,0.3710902971074437,1.1236532686108893
DLPFC,H21.33.008,antigen_presentation,27,264,1.9471843551706385,0.41635128923437814,1.5308330659362603
DLPFC,H21.33.008,interferon_inflammatory,27,264,0.32435581281229303,0.1609973292515585,0.16335848356073454
DLPFC,H21.33.008,oxidative_stress_gene_preserved,27,264,0.6704896787802378,0.1733879099571795,0.4971017688230583
DLPFC,H21.33.011,dam_lipid_trem2_apoe,21,209,0.59345300921372,0.15722971972808883,0.43622328948563116
DLPFC,H21.33.011,lysosomal_endolysosomal,21,209,0.9242158844357445,0.543308251354683,0.38090763308106157
DLPFC,H21.33.011,complement_phagocytosis,21,209,0.8601125038805462,0.27479998606956746,0.5853125178109787
DLPFC,H21.33.011,antigen_presentation,21,209,1.7718142838705153,0.6895265433776891,1.0822877404928262
DLPFC,H21.33.011,interferon_inflammatory,21,209,0.22748674949010214,0.18094568631865762,0.04654106317144452
DLPFC,H21.33.011,oxidative_stress_gene_preserved,21,209,0.363001630064987,0.10419222580616554,0.25880940425882143
DLPFC,H21.33.012,dam_lipid_trem2_apoe,43,428,0.9496550199597381,0.27700152305590214,0.672653496903836
DLPFC,H21.33.012,lysosomal_endolysosomal,43,428,1.3330954923186191,0.6519979991575825,0.6810974931610366
DLPFC,H21.33.012,complement_phagocytosis,43,428,1.3600753074468568,0.48573036829584115,0.8743449391510156
DLPFC,H21.33.012,antigen_presentation,43,428,2.0909663258596907,0.9147587764625237,1.176207549397167
DLPFC,H21.33.012,interferon_inflammatory,43,428,0.22580119274383367,0.17687367458140182,0.04892751816243185
DLPFC,H21.33.012,oxidative_stress_gene_preserved,43,428,0.5363228785437207,0.2014696863349353,0.3348531922087854
DLPFC,H21.33.013,dam_lipid_trem2_apoe,29,283,1.091687286722249,0.31695421850934047,0.7747330682129084
DLPFC,H21.33.013,lysosomal_endolysosomal,29,283,1.2676762825456158,0.6202688673149149,0.6474074152307009
DLPFC,H21.33.013,complement_phagocytosis,29,283,1.660184461494972,0.5443364617154792,1.1158479997794926
DLPFC,H21.33.013,antigen_presentation,29,283,1.9010787051299523,0.7317436573362182,1.169335047793734
DLPFC,H21.33.013,interferon_inflammatory,29,283,0.28208677624833994,0.19849374548074636,0.08359303076759358
DLPFC,H21.33.013,oxidative_stress_gene_preserved,29,283,0.6398566945873457,0.25803563746462443,0.3818210571227213
DLPFC,H21.33.014,dam_lipid_trem2_apoe,21,203,0.8811368374597459,0.30938946613537266,0.5717473713243733
DLPFC,H21.33.014,lysosomal_endolysosomal,21,203,1.2211189568042755,0.6038150194977304,0.6173039373065451
DLPFC,H21.33.014,complement_phagocytosis,21,203,1.2216170075393857,0.4031651285041142,0.8184518790352715
DLPFC,H21.33.014,antigen_presentation,21,203,1.3776227008728754,0.5349730238538658,0.8426496770190096
DLPFC,H21.33.014,interferon_inflammatory,21,203,0.4588862153745833,0.2265352707704887,0.23235094460409458
DLPFC,H21.33.014,oxidative_stress_gene_preserved,21,203,0.6795232154074169,0.21913168894980342,0.4603915264576135
DLPFC,H21.33.015,dam_lipid_trem2_apoe,62,619,0.7088004451605582,0.1856400902008394,0.5231603549597188
DLPFC,H21.33.015,lysosomal_endolysosomal,62,619,1.0120574533939362,0.6090240701671948,0.4030333832267413
DLPFC,H21.33.015,complement_phagocytosis,62,619,0.8564257900561055,0.26286477157439864,0.5935610184817068
DLPFC,H21.33.015,antigen_presentation,62,619,1.6710332766655953,0.6400279964595696,1.0310052802060257
DLPFC,H21.33.015,interferon_inflammatory,62,619,0.1610540495284142,0.1340430477372279,0.027011001791186318
DLPFC,H21.33.015,oxidative_stress_gene_preserved,62,619,0.43731800995526776,0.14912721633862988,0.2881907936166379
DLPFC,H21.33.016,dam_lipid_trem2_apoe,12,120,0.8557014564673106,0.23379406289507945,0.6219073935722311
DLPFC,H21.33.016,lysosomal_endolysosomal,12,120,1.206989993651708,0.6196537546813488,0.5873362389703591
DLPFC,H21.33.016,complement_phagocytosis,12,120,1.3011335929234822,0.4206842268506686,0.8804493660728137
DLPFC,H21.33.016,antigen_presentation,12,120,1.873372087876002,0.7380049667010705,1.1353671211749314
DLPFC,H21.33.016,interferon_inflammatory,12,120,0.2970956973731518,0.1752712123716871,0.12182448500146467
DLPFC,H21.33.016,oxidative_stress_gene_preserved,12,120,0.531414428104957,0.14960295893251896,0.381811469172438
DLPFC,H21.33.017,dam_lipid_trem2_apoe,31,306,0.6467148051146538,0.1642691794222866,0.48244562569236726
DLPFC,H21.33.017,lysosomal_endolysosomal,31,306,1.1923408296800428,0.6053353026265802,0.5870055270534627
DLPFC,H21.33.017,complement_phagocytosis,31,306,1.0722761961721605,0.31680335886045996,0.7554728373117006
DLPFC,H21.33.017,antigen_presentation,31,306,1.2750197033728323,0.3822069791894333,0.892812724183399
DLPFC,H21.33.017,interferon_inflammatory,31,306,0.24084598739301005,0.16696114105239412,0.07388484634061593
DLPFC,H21.33.017,oxidative_stress_gene_preserved,31,306,0.5043471364244339,0.19073819886479113,0.3136089375596427
DLPFC,H21.33.018,dam_lipid_trem2_apoe,28,274,0.8646793684789112,0.17022742287520945,0.6944519456037018
DLPFC,H21.33.018,lysosomal_endolysosomal,28,274,1.178569536123957,0.5413197225136478,0.6372498136103092
DLPFC,H21.33.018,complement_phagocytosis,28,274,1.2616021973746163,0.28928012980053025,0.972322067574086
DLPFC,H21.33.018,antigen_presentation,28,274,1.6751256478684289,0.45898937477465096,1.216136273093778
DLPFC,H21.33.018,interferon_inflammatory,28,274,0.29413720592856407,0.19274251627987318,0.10139468964869089
DLPFC,H21.33.018,oxidative_stress_gene_preserved,28,274,0.5352299585938454,0.15833791258343816,0.3768920460104072
DLPFC,H21.33.019,dam_lipid_trem2_apoe,8,79,0.8602579645812511,0.10704293224630476,0.7532150323349464
DLPFC,H21.33.019,lysosomal_endolysosomal,8,79,1.3808638602495193,0.46214670244651507,0.9187171578030042
DLPFC,H21.33.019,complement_phagocytosis,8,79,1.2740228325128555,0.2783837937101533,0.9956390388027022
DLPFC,H21.33.019,antigen_presentation,8,79,2.0132177770137787,0.5633895670688605,1.4498282099449182
DLPFC,H21.33.019,interferon_inflammatory,8,79,0.3072472084313631,0.18015756335439562,0.1270896450769675
DLPFC,H21.33.019,oxidative_stress_gene_preserved,8,79,0.4275202499702573,0.13246611750955822,0.29505413246069906
DLPFC,H21.33.020,dam_lipid_trem2_apoe,15,143,1.391468095779419,0.3702535749106974,1.0212145208687216
DLPFC,H21.33.020,lysosomal_endolysosomal,15,143,2.057128993670146,0.8946381000788896,1.1624908935912561
DLPFC,H21.33.020,complement_phagocytosis,15,143,1.6426154295603435,0.433968442876439,1.2086469866839045
DLPFC,H21.33.020,antigen_presentation,15,143,2.0909482558568318,0.5664181700953237,1.524530085761508
DLPFC,H21.33.020,interferon_inflammatory,15,143,0.3976587623357773,0.18317589549334734,0.21448286684242995
DLPFC,H21.33.020,oxidative_stress_gene_preserved,15,143,0.9656619071960449,0.21985194410060668,0.7458099630954382
DLPFC,H21.33.021,dam_lipid_trem2_apoe,16,153,1.0238499008119106,0.1829761303230828,0.8408737704888278
DLPFC,H21.33.021,lysosomal_endolysosomal,16,153,1.4458168223500252,0.5898325864006492,0.855984235949376
DLPFC,H21.33.021,complement_phagocytosis,16,153,1.7683762609958649,0.3057050268147506,1.4626712341811143
DLPFC,H21.33.021,antigen_presentation,16,153,1.879053883254528,0.3447183279527558,1.5343355553017721
DLPFC,H21.33.021,interferon_inflammatory,16,153,0.42438800632953644,0.17817498534138687,0.24621302098814957
DLPFC,H21.33.021,oxidative_stress_gene_preserved,16,153,0.5752532919868827,0.16487669131529878,0.4103766006715839
DLPFC,H21.33.022,dam_lipid_trem2_apoe,20,196,0.6001107603311538,0.14635108124312698,0.45375967908802683
DLPFC,H21.33.022,lysosomal_endolysosomal,20,196,1.1041401505470276,0.5345618474696364,0.5695783030773912
DLPFC,H21.33.022,complement_phagocytosis,20,196,0.9118758887052536,0.3103491905696538,0.6015266981355998
DLPFC,H21.33.022,antigen_presentation,20,196,1.2018265813589095,0.40479266525683355,0.797033916102076
DLPFC,H21.33.022,interferon_inflammatory,20,196,0.22324363365769387,0.20991351383225043,0.013330119825443437
DLPFC,H21.33.022,oxidative_stress_gene_preserved,20,196,0.6068810924887658,0.16936117961850702,0.4375199128702587
DLPFC,H21.33.023,dam_lipid_trem2_apoe,26,251,0.7499420390679286,0.2104109982214126,0.5395310408465159
DLPFC,H21.33.023,lysosomal_endolysosomal,26,251,1.217677815602376,0.5400804532357896,0.6775973623665864
DLPFC,H21.33.023,complement_phagocytosis,26,251,1.4718387791743646,0.39025187896067404,1.0815869002136904
DLPFC,H21.33.023,antigen_presentation,26,251,1.7855115441175609,0.480487564823542,1.3050239792940188
DLPFC,H21.33.023,interferon_inflammatory,26,251,0.2570966195601683,0.17348224779524177,0.08361437176492656
DLPFC,H21.33.023,oxidative_stress_gene_preserved,26,251,0.49953744216607165,0.20078421357380916,0.2987532285922625
DLPFC,H21.33.025,dam_lipid_trem2_apoe,20,200,0.6883170247077942,0.09886597447097302,0.5894510502368212
DLPFC,H21.33.025,lysosomal_endolysosomal,20,200,1.2542292714118957,0.5361234551668167,0.718105816245079
DLPFC,H21.33.025,complement_phagocytosis,20,200,1.359003221988678,0.24446608904749156,1.1145371329411864
DLPFC,H21.33.025,antigen_presentation,20,200,1.5867982745170592,0.23057601276785136,1.356222261749208
DLPFC,H21.33.025,interferon_inflammatory,20,200,0.31737193986773493,0.2068345236033201,0.11053741626441482
DLPFC,H21.33.025,oxidative_stress_gene_preserved,20,200,0.5657161936163903,0.113165311999619,0.45255088161677126
DLPFC,H21.33.026,dam_lipid_trem2_apoe,15,149,0.7478066762288411,0.1740720508082601,0.5737346254205811
DLPFC,H21.33.026,lysosomal_endolysosomal,15,149,1.1195271114508312,0.4646749912492381,0.6548521202015931
DLPFC,H21.33.026,complement_phagocytosis,15,149,1.173164172967275,0.3252834295666458,0.8478807434006292
DLPFC,H21.33.026,antigen_presentation,15,149,1.8210098505020142,0.5940638097540644,1.2269460407479498
DLPFC,H21.33.026,interferon_inflammatory,15,149,0.18910227914651234,0.13608585553081243,0.053016423615699915
DLPFC,H21.33.026,oxidative_stress_gene_preserved,15,149,0.5435155242681503,0.1352099176221246,0.4083056066460257
DLPFC,H21.33.027,dam_lipid_trem2_apoe,27,265,0.9159323738680946,0.30305365335266543,0.6128787205154291
DLPFC,H21.33.027,lysosomal_endolysosomal,27,265,1.1953112814161513,0.5883548646040683,0.606956416812083
DLPFC,H21.33.027,complement_phagocytosis,27,265,1.204137886012042,0.4581156182401585,0.7460222677718835
DLPFC,H21.33.027,antigen_presentation,27,265,1.3895243969228532,0.6544039956803592,0.735120401242494
DLPFC,H21.33.027,interferon_inflammatory,27,265,0.23155744042661455,0.20151079690681314,0.030046643519801408
DLPFC,H21.33.027,oxidative_stress_gene_preserved,27,265,0.49689686408749334,0.18881843137853552,0.30807843270895785
DLPFC,H21.33.028,dam_lipid_trem2_apoe,38,373,0.5818147439705698,0.1544927981839423,0.42732194578662747
DLPFC,H21.33.028,lysosomal_endolysosomal,38,373,1.1628690079638833,0.5916572651019365,0.5712117428619468
DLPFC,H21.33.028,complement_phagocytosis,38,373,1.2145800198379315,0.38648386595236395,0.8280961538855676
DLPFC,H21.33.028,antigen_presentation,38,373,1.2888878740762408,0.44655945965016497,0.8423284144260759
DLPFC,H21.33.028,interferon_inflammatory,38,373,0.21775302212489278,0.18063802076328855,0.03711500136160423
DLPFC,H21.33.028,oxidative_stress_gene_preserved,38,373,0.4967516558734994,0.19140199975337804,0.3053496561201213
DLPFC,H21.33.029,dam_lipid_trem2_apoe,23,229,0.630978238971337,0.16642732999600698,0.46455090897533
DLPFC,H21.33.029,lysosomal_endolysosomal,23,229,1.2893354918645776,0.5335282715907784,0.7558072202737992
DLPFC,H21.33.029,complement_phagocytosis,23,229,0.9515407370484393,0.26241394805856144,0.6891267889898779
DLPFC,H21.33.029,antigen_presentation,23,229,1.2488641259462938,0.5342984580837483,0.7145656678625455
DLPFC,H21.33.029,interferon_inflammatory,23,229,0.37364385244639026,0.16429411382394066,0.2093497386224496
DLPFC,H21.33.029,oxidative_stress_gene_preserved,23,229,0.5776763422333676,0.1618750664084239,0.41580127582494375
DLPFC,H21.33.030,dam_lipid_trem2_apoe,18,176,0.7271151045958201,0.11412427261133086,0.6129908319844892
DLPFC,H21.33.030,lysosomal_endolysosomal,18,176,1.0737011068397098,0.4834159209646962,0.5902851858750136
DLPFC,H21.33.030,complement_phagocytosis,18,176,1.3294419083330367,0.2669258299707012,1.0625160783623355
DLPFC,H21.33.030,antigen_presentation,18,176,1.6558010578155518,0.4701887866143476,1.185612271201204
DLPFC,H21.33.030,interferon_inflammatory,18,176,0.20414546546008852,0.19055701191113752,0.013588453548950996
DLPFC,H21.33.030,oxidative_stress_gene_preserved,18,176,0.4065307867195871,0.14246132292530753,0.26406946379427954
DLPFC,H21.33.031,dam_lipid_trem2_apoe,8,79,1.0179914012551308,0.18136634121212777,0.836625060043003
DLPFC,H21.33.031,lysosomal_endolysosomal,8,79,1.1943488866090775,0.554110390098789,0.6402384965102884
DLPFC,H21.33.031,complement_phagocytosis,8,79,1.207796834409237,0.4264753266603132,0.7813215077489237
DLPFC,H21.33.031,antigen_presentation,8,79,1.230211079120636,0.5127699895750119,0.7174410895456241
DLPFC,H21.33.031,interferon_inflammatory,8,79,0.4155472218990326,0.17591562772853464,0.23963159417049795
DLPFC,H21.33.031,oxidative_stress_gene_preserved,8,79,0.5763944573700428,0.23820704184001004,0.33818741553003273
DLPFC,H21.33.032,dam_lipid_trem2_apoe,28,277,0.7937112227082253,0.27277233072351464,0.5209388919847107
DLPFC,H21.33.032,lysosomal_endolysosomal,28,277,1.2011167045150484,0.5794226563794518,0.6216940481355966
DLPFC,H21.33.032,complement_phagocytosis,28,277,1.1285638851778848,0.4567356232809246,0.6718282618969602
DLPFC,H21.33.032,antigen_presentation,28,277,1.5380980053118296,0.7228841292621426,0.815213876049687
DLPFC,H21.33.032,interferon_inflammatory,28,277,0.17821444624236651,0.20140373026313335,-0.023189284020766837
DLPFC,H21.33.032,oxidative_stress_gene_preserved,28,277,0.48337793722748756,0.17757180303550368,0.3058061341919839
DLPFC,H21.33.033,dam_lipid_trem2_apoe,37,361,0.7587605271790479,0.145697536891187,0.6130629902878608
DLPFC,H21.33.033,lysosomal_endolysosomal,37,361,1.1407078754257511,0.5966234594748622,0.544084415950889
DLPFC,H21.33.033,complement_phagocytosis,37,361,1.0232008115665332,0.28288361617980573,0.7403171953867275
DLPFC,H21.33.033,antigen_presentation,37,361,1.3106630879479486,0.4294112941606223,0.8812517937873263
DLPFC,H21.33.033,interferon_inflammatory,37,361,0.20385143160820007,0.15977093267804038,0.044080498930159695
DLPFC,H21.33.033,oxidative_stress_gene_preserved,37,361,0.4628331802181295,0.16823363118389636,0.29459954903423313
DLPFC,H21.33.034,dam_lipid_trem2_apoe,18,179,0.9740139113532172,0.25538602284046524,0.7186278885127519
DLPFC,H21.33.034,lysosomal_endolysosomal,18,179,1.5587889353434246,0.7164333068125741,0.8423556285308504
DLPFC,H21.33.034,complement_phagocytosis,18,179,1.6315634581777785,0.3977185576821173,1.233844900495661
DLPFC,H21.33.034,antigen_presentation,18,179,2.0862888163990445,0.54226956587264,1.5440192505264045
DLPFC,H21.33.034,interferon_inflammatory,18,179,0.5496727310948901,0.3057037257282428,0.24396900536664734
DLPFC,H21.33.034,oxidative_stress_gene_preserved,18,179,0.4680408769183689,0.12535660360112535,0.3426842733172435
DLPFC,H21.33.035,dam_lipid_trem2_apoe,15,144,0.7024599452813466,0.16768744370589653,0.5347725015754501
DLPFC,H21.33.035,lysosomal_endolysosomal,15,144,1.1924120306968689,0.5079153024901947,0.6844967282066742
DLPFC,H21.33.035,complement_phagocytosis,15,144,1.0048703670501709,0.32591181998658514,0.6789585470635857
DLPFC,H21.33.035,antigen_presentation,15,144,1.3828460653622945,0.465533171987368,0.9173128933749265
DLPFC,H21.33.035,interferon_inflammatory,15,144,0.24759306212266285,0.18448757742428118,0.06310548469838168
DLPFC,H21.33.035,oxidative_stress_gene_preserved,15,144,0.5332383761803309,0.1639581218154894,0.36928025436484146
DLPFC,H21.33.036,dam_lipid_trem2_apoe,11,109,1.1519816572015935,0.26101834279134734,0.8909633144102462
DLPFC,H21.33.036,lysosomal_endolysosomal,11,109,1.461273881522092,0.678111410605798,0.783162470916294
DLPFC,H21.33.036,complement_phagocytosis,11,109,1.280996246771379,0.5679522682357272,0.7130439785356517
DLPFC,H21.33.036,antigen_presentation,11,109,2.1267881393432617,0.893540160234915,1.2332479791083468
DLPFC,H21.33.036,interferon_inflammatory,11,109,0.26792605356736615,0.16980205742864435,0.0981239961387218
DLPFC,H21.33.036,oxidative_stress_gene_preserved,11,109,0.7781966491179033,0.22773278942075345,0.5504638596971498
DLPFC,H21.33.037,dam_lipid_trem2_apoe,14,138,0.6525803932121822,0.20494963898175006,0.44763075423043214
DLPFC,H21.33.037,lysosomal_endolysosomal,14,138,0.9744558611086437,0.47439097235168237,0.5000648887569613
DLPFC,H21.33.037,complement_phagocytosis,14,138,1.08005967097623,0.3213044650096824,0.7587552059665477
DLPFC,H21.33.037,antigen_presentation,14,138,1.4329591648919242,0.5408150202770164,0.8921441446149078
DLPFC,H21.33.037,interferon_inflammatory,14,138,0.3129601063472884,0.1466697414500126,0.16629036489727578
DLPFC,H21.33.037,oxidative_stress_gene_preserved,14,138,0.5411714719874519,0.15477046969792116,0.38640100228953067
DLPFC,H21.33.038,dam_lipid_trem2_apoe,22,217,0.8382882855155251,0.11481821849461525,0.7234700670209099
DLPFC,H21.33.038,lysosomal_endolysosomal,22,217,1.238665756854144,0.5107211697211463,0.7279445871329976
DLPFC,H21.33.038,complement_phagocytosis,22,217,1.4565115814859217,0.21056021729372612,1.2459513641921955
DLPFC,H21.33.038,antigen_presentation,22,217,2.2534437017007307,0.44903035211260967,1.804413349588121
DLPFC,H21.33.038,interferon_inflammatory,22,217,0.21351156383752823,0.13586107167642786,0.07765049216110037
DLPFC,H21.33.038,oxidative_stress_gene_preserved,22,217,0.5784407258033752,0.19863679311517196,0.3798039326882033
DLPFC,H21.33.040,dam_lipid_trem2_apoe,24,234,1.1836001401146252,0.20631815739867523,0.97728198271595
DLPFC,H21.33.040,lysosomal_endolysosomal,24,234,1.4910661354660988,0.6017152894383822,0.8893508460277166
DLPFC,H21.33.040,complement_phagocytosis,24,234,1.6350286205609639,0.32667859672353816,1.3083500238374257
DLPFC,H21.33.040,antigen_presentation,24,234,2.0481390953063965,0.40665427544432825,1.6414848198620682
DLPFC,H21.33.040,interferon_inflammatory,24,234,0.3181067655483882,0.18932600723754647,0.1287807583108417
DLPFC,H21.33.040,oxidative_stress_gene_preserved,24,234,0.7861934192478657,0.28253849525736946,0.5036549239904962
DLPFC,H21.33.041,dam_lipid_trem2_apoe,26,260,0.9295369111574613,0.229603101972204,0.6999338091852573
DLPFC,H21.33.041,lysosomal_endolysosomal,26,260,1.236458638539681,0.7084411016450478,0.5280175368946332
DLPFC,H21.33.041,complement_phagocytosis,26,260,1.5899026302190928,0.5158411419162383,1.0740614883028545
DLPFC,H21.33.041,antigen_presentation,26,260,1.9196774592766395,0.765899343502063,1.1537781157745766
DLPFC,H21.33.041,interferon_inflammatory,26,260,0.27443337784363675,0.23554971200915484,0.03888366583448191
DLPFC,H21.33.041,oxidative_stress_gene_preserved,26,260,0.5045402835194881,0.16968982509122446,0.33485045842826366
DLPFC,H21.33.042,dam_lipid_trem2_apoe,26,252,0.8831819192721293,0.20198496981036096,0.6811969494617683
DLPFC,H21.33.042,lysosomal_endolysosomal,26,252,1.2233151254745631,0.6603180728852749,0.5629970525892882
DLPFC,H21.33.042,complement_phagocytosis,26,252,1.6627645973975842,0.5752341918174236,1.0875304055801607
DLPFC,H21.33.042,antigen_presentation,26,252,2.100924042555002,0.6517943317691485,1.4491297107858538
DLPFC,H21.33.042,interferon_inflammatory,26,252,0.3539251685142517,0.2340543486828369,0.11987081983141482
DLPFC,H21.33.042,oxidative_stress_gene_preserved,26,252,0.6066717046957749,0.20019805868939747,0.4064736460063775
DLPFC,H21.33.043,dam_lipid_trem2_apoe,19,187,0.8250075186553755,0.25037248532242956,0.574635033332946
DLPFC,H21.33.043,lysosomal_endolysosomal,19,187,1.042009435201946,0.608382167822537,0.43362726737940904
DLPFC,H21.33.043,complement_phagocytosis,19,187,1.1711602603134357,0.357101327993653,0.8140589323197827
DLPFC,H21.33.043,antigen_presentation,19,187,1.6480372014798617,0.47667256053437523,1.1713646409454865
DLPFC,H21.33.043,interferon_inflammatory,19,187,0.30686613682069275,0.2317255343743824,0.07514060244631035
DLPFC,H21.33.043,oxidative_stress_gene_preserved,19,187,0.7009140707944569,0.18151943054906824,0.5193946402453886
DLPFC,H21.33.044,dam_lipid_trem2_apoe,32,314,1.483939252793789,0.3306349077659428,1.1533043450278462
DLPFC,H21.33.044,lysosomal_endolysosomal,32,314,1.8617960922420025,0.8707221897354551,0.9910739025065474
DLPFC,H21.33.044,complement_phagocytosis,32,314,2.165485840290785,0.49830885601651137,1.6671769842742734
DLPFC,H21.33.044,antigen_presentation,32,314,2.6828667037189007,0.9017258699817262,1.7811408337371746
DLPFC,H21.33.044,interferon_inflammatory,32,314,0.5006318800151348,0.21954785173485994,0.2810840282802749
DLPFC,H21.33.044,oxidative_stress_gene_preserved,32,314,0.8116467241197824,0.32571107336575056,0.4859356507540319
DLPFC,H21.33.045,dam_lipid_trem2_apoe,32,311,1.1227659359574318,0.3080375953742162,0.8147283405832155
DLPFC,H21.33.045,lysosomal_endolysosomal,32,311,1.6493152230978012,0.7463658817136403,0.9029493413841609
DLPFC,H21.33.045,complement_phagocytosis,32,311,1.472064545378089,0.382251450989599,1.0898130943884898
DLPFC,H21.33.045,antigen_presentation,32,311,1.9422938451170921,0.5918502981543924,1.3504435469626999
DLPFC,H21.33.045,interferon_inflammatory,32,311,0.5202463518362492,0.260410828677596,0.2598355231586532
DLPFC,H21.33.045,oxidative_stress_gene_preserved,32,311,0.6035785367712379,0.24111027004634453,0.3624682667248933
DLPFC,H21.33.046,dam_lipid_trem2_apoe,44,440,1.0804976746439934,0.28317544681274076,0.7973222278312526
DLPFC,H21.33.046,lysosomal_endolysosomal,44,440,1.439749686555429,0.6900417153469541,0.7497079712084748
DLPFC,H21.33.046,complement_phagocytosis,44,440,1.810121633789756,0.5936410606246103,1.2164805731651458
DLPFC,H21.33.046,antigen_presentation,44,440,1.9949775527824054,0.5718100399456241,1.4231675128367813
DLPFC,H21.33.046,interferon_inflammatory,44,440,0.3077751049263911,0.19238285788080908,0.11539224704558201
DLPFC,H21.33.046,oxidative_stress_gene_preserved,44,440,0.6174709681760181,0.20599194489080797,0.41147902328521013
DLPFC,H21.33.047,dam_lipid_trem2_apoe,7,68,1.016129962035588,0.15411809273064137,0.8620118693049466
DLPFC,H21.33.047,lysosomal_endolysosomal,7,68,0.9246534705162048,0.5814305482541814,0.34322292226202344
DLPFC,H21.33.047,complement_phagocytosis,7,68,1.7716318368911743,0.41746237830204125,1.354169458589133
DLPFC,H21.33.047,antigen_presentation,7,68,1.9750574656895228,0.8145570221411831,1.1605004435483397
DLPFC,H21.33.047,interferon_inflammatory,7,68,0.47174087166786194,0.24254013817099965,0.2292007334968623
DLPFC,H21.33.047,oxidative_stress_gene_preserved,7,68,0.49871730378695894,0.29679466674433036,0.20192263704262858
MTG,H18.30.002,dam_lipid_trem2_apoe,8,78,0.6838495656847954,0.19734196536816084,0.48650760031663454
MTG,H18.30.002,lysosomal_endolysosomal,8,78,1.2369257807731628,0.5986838012169569,0.638241979556206
MTG,H18.30.002,complement_phagocytosis,8,78,1.3410110995173454,0.552324883448772,0.7886862160685735
