dataset,donor_id,module,n_high_cells,n_low_cells,high_mean,low_mean,high_minus_low
DLPFC,H20.33.026,oxidative_stress_gene_preserved,29,281,0.5987923160709184,0.19700591215777652,0.4017864039131419
DLPFC,H20.33.027,dam_lipid_trem2_apoe,13,121,0.8376560440430274,0.22821256776979146,0.6094434762732359
DLPFC,H20.33.027,lysosomal_endolysosomal,13,121,1.2462396896802461,0.652539318134962,0.5937003715452841
DLPFC,H20.33.027,complement_phagocytosis,13,121,1.4773426422706017,0.3445431599932269,1.1327994822773748
DLPFC,H20.33.027,antigen_presentation,13,121,2.003763409761282,0.7483777469101031,1.2553856628511788
DLPFC,H20.33.027,interferon_inflammatory,13,121,0.18991592182562902,0.13562327167711968,0.05429265014850934
DLPFC,H20.33.027,oxidative_stress_gene_preserved,13,121,0.6442141624597403,0.19932492569950985,0.4448892367602304
DLPFC,H20.33.028,dam_lipid_trem2_apoe,54,540,0.9071318730711937,0.155723669897351,0.7514082031738427
DLPFC,H20.33.028,lysosomal_endolysosomal,54,540,1.5176980738286618,0.5926686286374375,0.9250294451912243
DLPFC,H20.33.028,complement_phagocytosis,54,540,1.2043338462158486,0.23576821826950267,0.9685656279463459
DLPFC,H20.33.028,antigen_presentation,54,540,1.5231625868214502,0.41631140950377343,1.1068511773176768
DLPFC,H20.33.028,interferon_inflammatory,54,540,0.2984478007312174,0.1340098743637403,0.16443792636747712
DLPFC,H20.33.028,oxidative_stress_gene_preserved,54,540,0.5846182709490811,0.14666755258761072,0.4379507183614704
DLPFC,H20.33.029,dam_lipid_trem2_apoe,17,167,0.7320446722647723,0.20128217629508344,0.5307624959696888
DLPFC,H20.33.029,lysosomal_endolysosomal,17,167,1.2894893043181475,0.6479812044940308,0.6415080998241166
DLPFC,H20.33.029,complement_phagocytosis,17,167,1.3155888985185062,0.4051314053421249,0.9104574931763814
DLPFC,H20.33.029,antigen_presentation,17,167,1.9912892369663013,0.7753218923678655,1.2159673445984358
DLPFC,H20.33.029,interferon_inflammatory,17,167,0.19555640834219315,0.17836616915500092,0.01719023918719223
DLPFC,H20.33.029,oxidative_stress_gene_preserved,17,167,0.5849214073489694,0.21085997956420133,0.37406142778476803
DLPFC,H20.33.030,dam_lipid_trem2_apoe,28,279,0.6436149116073336,0.15677086173099428,0.48684404987633934
DLPFC,H20.33.030,lysosomal_endolysosomal,28,279,1.3053582055228097,0.6064186748317493,0.6989395306910604
DLPFC,H20.33.030,complement_phagocytosis,28,279,1.0438341413225447,0.32502685484599897,0.7188072864765458
DLPFC,H20.33.030,antigen_presentation,28,279,1.1205968005316598,0.4269259276676349,0.6936708728640248
DLPFC,H20.33.030,interferon_inflammatory,28,279,0.2978962090398584,0.19721183065979284,0.10068437838006558
DLPFC,H20.33.030,oxidative_stress_gene_preserved,28,279,0.43983206525444984,0.1512522105942063,0.28857985466024355
DLPFC,H20.33.031,dam_lipid_trem2_apoe,37,368,0.8612738114756506,0.19272800516742078,0.6685458063082299
DLPFC,H20.33.031,lysosomal_endolysosomal,37,368,1.220501492152343,0.6104453312961952,0.6100561608561478
DLPFC,H20.33.031,complement_phagocytosis,37,368,1.5201518261754834,0.46450694164504175,1.0556448845304416
DLPFC,H20.33.031,antigen_presentation,37,368,1.8595427113610346,0.6566311447759685,1.202911566585066
DLPFC,H20.33.031,interferon_inflammatory,37,368,0.2281826347918124,0.1881274993976821,0.040055135394130276
DLPFC,H20.33.031,oxidative_stress_gene_preserved,37,368,0.41971578932291753,0.16813120660979464,0.2515845827131229
DLPFC,H20.33.032,dam_lipid_trem2_apoe,53,524,0.5350744797373718,0.11075868410634175,0.42431579563103
DLPFC,H20.33.032,lysosomal_endolysosomal,53,524,0.9206787359039739,0.44270604914267553,0.47797268676129834
DLPFC,H20.33.032,complement_phagocytosis,53,524,0.9661927330044081,0.2846529941494001,0.681539738855008
DLPFC,H20.33.032,antigen_presentation,53,524,1.7276143397925035,0.5911983157444092,1.1364160240480943
DLPFC,H20.33.032,interferon_inflammatory,53,524,0.175171693119238,0.16348948339640185,0.011682209722836151
DLPFC,H20.33.032,oxidative_stress_gene_preserved,53,524,0.4730899207434564,0.134168699113581,0.33892122162987537
DLPFC,H20.33.033,dam_lipid_trem2_apoe,29,288,1.143671918531944,0.19564084496556056,0.9480310735663834
DLPFC,H20.33.033,lysosomal_endolysosomal,29,288,1.4968161048560307,0.6034892997187045,0.8933268051373262
DLPFC,H20.33.033,complement_phagocytosis,29,288,1.7594978069436962,0.40751764374888605,1.35198016319481
DLPFC,H20.33.033,antigen_presentation,29,288,2.09080020107072,0.4006887208670378,1.690111480203682
DLPFC,H20.33.033,interferon_inflammatory,29,288,0.31875329464673996,0.16774786830258867,0.1510054263441513
DLPFC,H20.33.033,oxidative_stress_gene_preserved,29,288,0.7478913921734383,0.2411304219211969,0.5067609702522413
DLPFC,H20.33.034,dam_lipid_trem2_apoe,15,147,0.8188826560974121,0.23972363534326457,0.5791590207541475
DLPFC,H20.33.034,lysosomal_endolysosomal,15,147,1.256597363948822,0.5803459242087643,0.6762514397400576
DLPFC,H20.33.034,complement_phagocytosis,15,147,1.2494238535563151,0.382067910363885,0.8673559431924301
DLPFC,H20.33.034,antigen_presentation,15,147,1.5144049028555553,0.508404952024116,1.0059999508314394
DLPFC,H20.33.034,interferon_inflammatory,15,147,0.35681575586398445,0.18594815536421172,0.17086760049977273
DLPFC,H20.33.034,oxidative_stress_gene_preserved,15,147,0.5808542450269063,0.22488020857175192,0.35597403645515435
DLPFC,H20.33.035,dam_lipid_trem2_apoe,36,357,0.7110636168056064,0.2458211554929155,0.46524246131269087
DLPFC,H20.33.035,lysosomal_endolysosomal,36,357,1.1389949685997434,0.6325197465696922,0.5064752220300511
DLPFC,H20.33.035,complement_phagocytosis,36,357,1.204833178056611,0.4427703730031556,0.7620628050534555
DLPFC,H20.33.035,antigen_presentation,36,357,1.5506841590007145,0.6843009726548729,0.8663831863458417
DLPFC,H20.33.035,interferon_inflammatory,36,357,0.21323451317018932,0.15281788190873732,0.060416631261452
DLPFC,H20.33.035,oxidative_stress_gene_preserved,36,357,0.44747063848707413,0.16933989637539165,0.2781307421116825
DLPFC,H20.33.036,dam_lipid_trem2_apoe,31,304,0.9100731255546692,0.22296469087565415,0.6871084346790151
DLPFC,H20.33.036,lysosomal_endolysosomal,31,304,1.4578961883821795,0.7461779214637844,0.7117182669183951
DLPFC,H20.33.036,complement_phagocytosis,31,304,1.6130295761169926,0.5225965211069897,1.0904330550100028
DLPFC,H20.33.036,antigen_presentation,31,304,1.928910570759927,0.7019749619066715,1.2269356088532555
DLPFC,H20.33.036,interferon_inflammatory,31,304,0.27694158207985664,0.1754717747190673,0.10146980736078934
DLPFC,H20.33.036,oxidative_stress_gene_preserved,31,304,0.598957761160789,0.22077515390456506,0.378182607256224
DLPFC,H20.33.037,dam_lipid_trem2_apoe,27,264,1.1238816027288083,0.10005307489667427,1.023828527832134
DLPFC,H20.33.037,lysosomal_endolysosomal,27,264,1.4241389543921859,0.45289078676565125,0.9712481676265345
DLPFC,H20.33.037,complement_phagocytosis,27,264,1.5539448746928461,0.219659438130982,1.3342854365618642
DLPFC,H20.33.037,antigen_presentation,27,264,1.6452493402693007,0.23161808635587944,1.4136312539134213
DLPFC,H20.33.037,interferon_inflammatory,27,264,0.3368619528633577,0.1482370781119574,0.18862487475140027
DLPFC,H20.33.037,oxidative_stress_gene_preserved,27,264,0.5906290908654531,0.14433444937634649,0.44629464148910664
DLPFC,H20.33.038,dam_lipid_trem2_apoe,32,315,0.9542335104197264,0.2625888310964145,0.6916446793233119
DLPFC,H20.33.038,lysosomal_endolysosomal,32,315,1.3925021700561047,0.6419483640837291,0.7505538059723755
DLPFC,H20.33.038,complement_phagocytosis,32,315,1.1528694406151772,0.2781755007685177,0.8746939398466594
DLPFC,H20.33.038,antigen_presentation,32,315,1.6939913183450699,0.4492392981099704,1.2447520202350995
DLPFC,H20.33.038,interferon_inflammatory,32,315,0.2560663919430226,0.1439224829276403,0.11214390901538232
DLPFC,H20.33.038,oxidative_stress_gene_preserved,32,315,0.5346339996904135,0.192652814279473,0.34198118541094047
DLPFC,H20.33.039,dam_lipid_trem2_apoe,27,264,0.7224591451662558,0.2095152044273687,0.512943940738887
DLPFC,H20.33.039,lysosomal_endolysosomal,27,264,1.0615774117134236,0.6110867742787708,0.4504906374346528
DLPFC,H20.33.039,complement_phagocytosis,27,264,1.103974410781154,0.35864376355752803,0.745330647223626
DLPFC,H20.33.039,antigen_presentation,27,264,1.9874959212762338,0.6232547634704546,1.3642411578057791
DLPFC,H20.33.039,interferon_inflammatory,27,264,0.25363445557929853,0.1854375544088808,0.06819690117041774
DLPFC,H20.33.039,oxidative_stress_gene_preserved,27,264,0.4659582370961154,0.1596592009970636,0.3062990360990518
DLPFC,H20.33.040,dam_lipid_trem2_apoe,31,307,1.1173133273278513,0.3261854037496865,0.7911279235781647
DLPFC,H20.33.040,lysosomal_endolysosomal,31,307,1.2385959404130136,0.5883936434013447,0.6502022970116689
DLPFC,H20.33.040,complement_phagocytosis,31,307,1.7310944122652854,0.5311297265636804,1.1999646857016049
DLPFC,H20.33.040,antigen_presentation,31,307,2.2336085073409544,0.7093761525441459,1.5242323547968084
DLPFC,H20.33.040,interferon_inflammatory,31,307,0.1948717015404855,0.17027777998862903,0.024593921551856468
DLPFC,H20.33.040,oxidative_stress_gene_preserved,31,307,0.6218955430292314,0.18988259573518648,0.43201294729404494
DLPFC,H20.33.041,dam_lipid_trem2_apoe,22,214,0.8274676528843966,0.19343012515629562,0.634037527728101
DLPFC,H20.33.041,lysosomal_endolysosomal,22,214,1.5143189565701918,0.7074250570872677,0.8068938994829241
DLPFC,H20.33.041,complement_phagocytosis,22,214,1.53512580557303,0.5041789376290045,1.0309468679440255
DLPFC,H20.33.041,antigen_presentation,22,214,1.4054781794548035,0.449308691877071,0.9561694875777325
DLPFC,H20.33.041,interferon_inflammatory,22,214,0.2595803744413636,0.20657166368632673,0.05300871075503688
DLPFC,H20.33.041,oxidative_stress_gene_preserved,22,214,0.4942376491698352,0.19923741530592196,0.2950002338639133
DLPFC,H20.33.044,dam_lipid_trem2_apoe,19,188,0.7676640168616646,0.12002651825388695,0.6476374986077776
DLPFC,H20.33.044,lysosomal_endolysosomal,19,188,1.357876551778693,0.5995321869057544,0.7583443648729387
DLPFC,H20.33.044,complement_phagocytosis,19,188,1.0152017960422917,0.2696816425849783,0.7455201534573134
DLPFC,H20.33.044,antigen_presentation,19,188,1.395505616539403,0.6189599746560797,0.7765456418833234
DLPFC,H20.33.044,interferon_inflammatory,19,188,0.2256227359175682,0.16067886820181887,0.06494386771574934
DLPFC,H20.33.044,oxidative_stress_gene_preserved,19,188,0.49956338970284714,0.11988926163696229,0.37967412806588485
DLPFC,H20.33.045,dam_lipid_trem2_apoe,14,131,0.9770320739064898,0.17257200949292145,0.8044600644135684
DLPFC,H20.33.045,lysosomal_endolysosomal,14,131,1.3734170198440552,0.5768530398379755,0.7965639800060796
DLPFC,H20.33.045,complement_phagocytosis,14,131,1.2419233875615256,0.21539876934226232,1.0265246182192633
DLPFC,H20.33.045,antigen_presentation,14,131,1.5213451640946525,0.33961839683865774,1.1817267672559948
DLPFC,H20.33.045,interferon_inflammatory,14,131,0.3587398145880018,0.14484509456021186,0.21389472002778995
DLPFC,H20.33.045,oxidative_stress_gene_preserved,14,131,0.5369553959795407,0.16761760043961402,0.3693377955399266
DLPFC,H20.33.046,dam_lipid_trem2_apoe,13,123,0.5547838417383341,0.11226522238031636,0.44251861935801773
DLPFC,H20.33.046,lysosomal_endolysosomal,13,123,1.1949266286996694,0.3888220848833642,0.8061045438163051
DLPFC,H20.33.046,complement_phagocytosis,13,123,0.8229256639113793,0.15837073192848422,0.6645549319828952
DLPFC,H20.33.046,antigen_presentation,13,123,1.279747880422152,0.31967810293038684,0.9600697774917653
DLPFC,H20.33.046,interferon_inflammatory,13,123,0.19387193024158478,0.14893026952821065,0.04494166071337413
DLPFC,H20.33.046,oxidative_stress_gene_preserved,13,123,0.37822331488132477,0.12968771626067355,0.24853559862065122
DLPFC,H21.33.001,dam_lipid_trem2_apoe,16,159,0.7394806211814284,0.3017903039196752,0.4376903172617532
DLPFC,H21.33.001,lysosomal_endolysosomal,16,159,1.1479859128594398,0.6566948826957799,0.49129103016365994
DLPFC,H21.33.001,complement_phagocytosis,16,159,1.4780110977590084,0.5133290318947918,0.9646820658642166
DLPFC,H21.33.001,antigen_presentation,16,159,2.0019019320607185,0.7032921953396227,1.2986097367210958
DLPFC,H21.33.001,interferon_inflammatory,16,159,0.20389741752296686,0.15703290565021383,0.046864511872753034
DLPFC,H21.33.001,oxidative_stress_gene_preserved,16,159,0.5142025481909513,0.20814620188009814,0.3060563463108532
DLPFC,H21.33.002,dam_lipid_trem2_apoe,27,266,1.0368988359415974,0.2678940032881902,0.7690048326534071
DLPFC,H21.33.002,lysosomal_endolysosomal,27,266,1.259500503540039,0.536705262902984,0.722795240637055
DLPFC,H21.33.002,complement_phagocytosis,27,266,1.6523896676522714,0.3914690499467061,1.2609206177055652
DLPFC,H21.33.002,antigen_presentation,27,266,1.561436207206161,0.4450055079576664,1.1164306992484945
