representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514393869530488,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.0038462894617247822,0.329776247848537,0.10248577115072321,1.4595979452133179
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.0057228311014337774,0.0989774222942189,-0.3573007382883968,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581281732704293,-0.01210893996152678,-0.12774431815845344,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.01162004810085659,-0.04355573554723094,-0.171487625549416,1.7882499694824219
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.0639306816243921,0.012189936215450035,-0.11179213776103869,1.1434450149536133
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.0458215564465851,0.2135668725321454,0.008473985437100429,1.5270916223526
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.05951000158594301,0.18932874354561102,-0.0699124010754546,1.9429349899291992
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06600981513585778,-0.12337754378859977,-0.2574656529841275,3.996758222579956
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.05842704862394034,-0.06390604434544903,-0.22614707813408996,1.7622236013412476
