gene,final_tier,pathology_axis_class,final_candidate_status_v3,n_donors_available,n_bootstrap,donor_level_source,tau_direction_stability,amyloid_direction_stability,neuron_direction_stability,gliosis_noninflating_stability,tau_lowering_bootstrap_mean,tau_lowering_ci_low,tau_lowering_ci_high,amyloid_lowering_bootstrap_mean,amyloid_lowering_ci_low,amyloid_lowering_ci_high,neuron_preservation_bootstrap_mean,neuron_preservation_ci_low,neuron_preservation_ci_high,gliosis_penalty_bootstrap_mean,gliosis_penalty_ci_low,gliosis_penalty_ci_high,overall_internal_robustness_status,level_2_evidence_status,minimum_required_directional_stability,required_axes,notes
APOE,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,89,1000,results\tables\_feature_wide_counterfactual_chunks\discovery_targeted_manifold_audit_v1\feature_wide_chunk_0001_donor.csv,1.0,1.0,1.0,0.0,0.0352600456097236,0.031081395930337076,0.04015805243348316,0.053767219618138185,0.04297431995457865,0.06398141069261232,0.0038237911468283143,0.0019536212797191016,0.005588382240761238,0.13780518451191012,0.11883863559030898,0.15786906563988767,descriptive_caution_control,not_applicable_caution_control,,,Descriptive donor-bootstrap profile; not eligible for model-hypothesis Level-2 promotion.
WAPL,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
ATE1,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
HLA-DRA,broad_state_caution,gliosis_inflating,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
PCCA,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
RC3H1,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,89,1000,results\tables\_feature_wide_counterfactual_chunks\discovery_targeted_manifold_audit_v1\feature_wide_chunk_0001_donor.csv,1.0,1.0,1.0,0.0,0.6186983544946068,0.5855574175505618,0.6523260603932587,1.0340296925367416,0.943975239314607,1.127821289660112,0.3558188574272473,0.3306224980800563,0.3840194900561798,1.06398293105641,0.9968499591282302,1.1350969398532302,descriptive_caution_control,not_applicable_caution_control,,,Descriptive donor-bootstrap profile; not eligible for model-hypothesis Level-2 promotion.
C1QB,broad_state_caution,gliosis_inflating,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
STAT3,broad_state_caution,neuron_risk,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
HECTD1,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,89,1000,results\tables\_feature_wide_counterfactual_chunks\discovery_targeted_manifold_audit_v1\feature_wide_chunk_0001_donor.csv,1.0,1.0,1.0,0.0,0.06787981993710338,0.0497385277325843,0.08886332085134832,0.20159578065438205,0.14904077324761236,0.2620027320637641,0.07952723553913482,0.06963113475702247,0.08791692718792131,0.29381593091463765,0.27148434789198034,0.31973268687896067,descriptive_caution_control,not_applicable_caution_control,,,Descriptive donor-bootstrap profile; not eligible for model-hypothesis Level-2 promotion.
HELZ,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
AVL9,broad_state_caution,neuron_risk,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
MAPK1,broad_state_caution,neuron_risk,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
P2RY12,broad_state_caution,gliosis_inflating,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
SFSWAP,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
APP,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,89,1000,results\tables\_feature_wide_counterfactual_chunks\discovery_targeted_manifold_audit_v1\feature_wide_chunk_0001_donor.csv,1.0,0.99,1.0,0.0,0.03488377523647415,0.02521870667157303,0.04644309181370785,0.015857329989620115,0.0024669414170617994,0.026989209005480342,0.023160193321837087,0.020175984879044952,0.026593618790617994,0.20541595057231457,0.1832272204810393,0.23211891823688208,descriptive_caution_control,not_applicable_caution_control,,,Descriptive donor-bootstrap profile; not eligible for model-hypothesis Level-2 promotion.
CDC42,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
KIAA2026,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
EXOC4,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
ERCC6L2,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
ANKHD1,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
TRPM7,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
SMG1,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,89,1000,results\tables\_feature_wide_counterfactual_chunks\discovery_targeted_manifold_audit_v1\feature_wide_chunk_0001_donor.csv,1.0,0.049,1.0,0.0,0.06813352409464772,0.05434069474092699,0.0845951374478792,-0.05500295903071012,-0.11331771639915725,0.013335120931853899,0.17427261994605958,0.11355012386825843,0.22683221568710676,0.619550153035056,0.5718870369436799,0.6663175894058986,descriptive_caution_control,not_applicable_caution_control,,,Descriptive donor-bootstrap profile; not eligible for model-hypothesis Level-2 promotion.
TMEM131,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
DLG1,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,89,1000,results\tables\_feature_wide_counterfactual_chunks\discovery_targeted_manifold_audit_v1\feature_wide_chunk_0001_donor.csv,1.0,1.0,1.0,0.0,0.22396394131637085,0.19370739555084274,0.26006716118480333,0.24187683130282805,0.17330014700648874,0.3239292931394943,0.09392889152374155,0.08201323637921346,0.10912189255674155,0.8004647020901462,0.6699898115320225,0.9607284859438208,descriptive_caution_control,not_applicable_caution_control,,,Descriptive donor-bootstrap profile; not eligible for model-hypothesis Level-2 promotion.
ZMYM4,broad_state_caution,neuron_risk,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
PPP2R5E,broad_state_caution,neuron_risk,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
POLK,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,89,1000,results\tables\_feature_wide_counterfactual_chunks\discovery_targeted_manifold_audit_v1\feature_wide_chunk_0001_donor.csv,1.0,0.999,1.0,0.0,0.0936728369764674,0.0767298952769663,0.10661634410887645,0.02509316867926067,0.00814016626553371,0.038341650738370786,0.1263840856345955,0.11019730622556181,0.13978932888426968,0.6589859604886517,0.6253416618595505,0.6970075224129211,descriptive_caution_control,not_applicable_caution_control,,,Descriptive donor-bootstrap profile; not eligible for model-hypothesis Level-2 promotion.
VPS54,broad_state_caution,neuron_risk,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
HDAC8,broad_state_caution,neuron_risk,caution_control_not_promoted,89,1000,results\tables\_feature_wide_counterfactual_chunks\discovery_targeted_manifold_audit_v1\feature_wide_chunk_0001_donor.csv,1.0,1.0,0.0,0.0,0.25569228970670776,0.20781130014093818,0.30943343695192693,0.21960248585137077,0.2029848461460675,0.234927286369382,-0.1448992750156607,-0.1715516195937078,-0.11479949824831463,1.0934652065744164,1.044192143830477,1.1448617205430611,descriptive_caution_control,not_applicable_caution_control,,,Descriptive donor-bootstrap profile; not eligible for model-hypothesis Level-2 promotion.
PHKB,broad_state_caution,broad_reactive_state_shift,caution_control_not_promoted,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
GSK3B,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_despite_manifold_qc_pass,89,1000,results\tables\_feature_wide_counterfactual_chunks\discovery_targeted_manifold_audit_v1\feature_wide_chunk_0001_donor.csv,1.0,0.805,1.0,0.0,0.02839145344335281,0.01685544719910112,0.04057788944533707,0.013622335725247193,-0.01794249417286516,0.04606440666123595,0.06554020377087642,0.06155777791741574,0.07054726104241574,0.008917110879773371,0.0034403186664803357,0.018532402448511235,descriptive_unpromoted_gene,not_applicable_not_promoted,0.0,tau_direction_stability|neuron_direction_stability|gliosis_noninflating_stability,Descriptive donor-bootstrap profile; not eligible for model-hypothesis Level-2 promotion.
ABL1,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
VPS50,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
SERGEF,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
SCYL2,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
PARP4,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
ZDHHC17,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
SH3KBP1,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
PTPN18,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_despite_manifold_qc_pass,89,1000,results\tables\_feature_wide_counterfactual_chunks\discovery_targeted_manifold_audit_v1\feature_wide_chunk_0001_donor.csv,1.0,0.999,1.0,0.0,0.046920381895348307,0.045623949212078616,0.04827220148679774,0.03310137570140449,0.010974301046685396,0.056405355338146064,0.012825070080577528,0.010886572592921345,0.014799859976769667,0.03603071795287754,0.027422669269241577,0.04721094465210676,descriptive_unpromoted_gene,not_applicable_not_promoted,0.0,tau_direction_stability|amyloid_direction_stability|neuron_direction_stability|gliosis_noninflating_stability,Descriptive donor-bootstrap profile; not eligible for model-hypothesis Level-2 promotion.
BDP1,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
SGMS1,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
ITFG1,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
ADCY7,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
MAP4K3,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
WDR37,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
TOP1,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
USP22,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
ADK,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
AP2A2,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
EIF2AK2,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
VPS13B,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
SBF2,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
MTSS1,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
MT-CO3,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
PARN,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
LPCAT2,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
LRRFIP1,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
SLC25A26,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
UBAP1,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
WWP1,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
NFIC,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
SIPA1L2,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
LRP1B,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
ZNF292,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
COPA,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
SCAMP2,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
DENND1A,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
BRWD3,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
SLC23A2,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
ST3GAL5,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
ZNF609,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
DARS,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
NCOA6,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
HPCAL1,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
CAMSAP2,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
OPA1,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
EIF3H,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
PFKFB3,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
SERPINB6,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
IWS1,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
TRAF3IP2-AS1,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
CPSF6,unsupported_or_deprioritized,dual_pathology_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
ILRUN,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
PLD1,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
GLUD1,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
ATXN3,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
RPS6,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
DMXL2,unsupported_or_deprioritized,tau_lowering_neuron_preserving,not_promoted_under_conservative_rules,0,0,,,,,,,,,,,,,,,,,,not_testable_missing_donor_level_deltas,not_testable_missing_donor_level_deltas,,,No donor-level counterfactual delta rows were found for this gene.
