dataset_id,local_path,var_column
b165f033-9dec-468a-9248-802fc6902a74,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,feature_id
b165f033-9dec-468a-9248-802fc6902a74,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,feature_name
b165f033-9dec-468a-9248-802fc6902a74,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,project_gene
