comparison,left_condition,right_condition,left_mean_pooled_oof_spearman,right_mean_pooled_oof_spearman,delta_mean_pooled_oof_spearman
v3_real_graph_minus_stage27c_module_pca_ridge_reference,v3_real_graph,stage27c_module_pca_ridge_reference,0.32047382808545105,0.3267024400121495,-0.006228611926698435
v3_real_graph_minus_v3_no_graph,v3_real_graph,v3_no_graph,0.32047382808545105,0.3267024400121495,-0.006228611926698435
v3_real_graph_minus_v3_strict_shuffled_graph,v3_real_graph,v3_strict_shuffled_graph,0.32047382808545105,0.2986088893388681,0.021864938746582963
v3_no_graph_minus_v3_strict_shuffled_graph,v3_no_graph,v3_strict_shuffled_graph,0.3267024400121495,0.2986088893388681,0.028093550673281398
