stage56_run,input_inventory_written,target_gate_registry_written,nested_gate_decisions_written,frozen_probe_results_written,target_level_results_written,branch_comparison_written,target_family_summary_written,negative_control_results_written,reports_written,docs_updated,stage56_run_pass,nested_gate_beats_stage55,nested_gate_beats_stage27c,nested_gate_beats_shuffled_control,no_outer_test_labels_used_for_gate_selection,inner_cv_training_donors_only_for_branch_choice,no_pathology_targets_used_in_feature_construction,no_target_derived_gene_selection,no_target_derived_state_selection,donor_held_out_evaluation_used,stage27c_locked_benchmark_preserved,stage55_result_preserved,no_causal_claim,no_therapeutic_claim,no_validated_ablation_claim,no_new_microglia_type_discovery_claim,raw_data_not_committed,leakage_audit_pass,safety_audit_pass
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
