registry_loaded,roles_normalized,clean_holdouts_protected,no_forbidden_dataset_included,candidate_download_plan_written,matrix_inventory_written,gene_overlap_audit_written,metadata_schema_audit_written,manifest_written,stage32b_audit_complete,stage32b_matrix_built,stage32b_ready_for_stage33a,stage32b_pass,n_registry_datasets_scanned,n_approved_pretraining_candidates,n_local_matrices_found,n_matrices_included,included_dataset_ids,matrix_path
True,True,True,True,True,True,True,True,True,True,False,False,True,26,6,19,0,,
