epoch,loss,alignment_loss,variance_loss,covariance_loss,mask_fraction,ema_decay,grad_norm,epoch_seconds,cells_per_second,effective_dims,top_sv_ratio,mean_dim_std,random_gene_dropout_genes,module_dropout_events,module_dropout_genes,external_mask_events,external_mask_genes,edge_dropout_edges
1,0.13271345229297402,0.12303660553731736,0.007954198698020854,0.16172014565984155,0.2,0.992,0.6983501841521756,174.9902468000073,228.58416815489818,8.908881187438965,0.3558627963066101,0.1387631595134735,17739270,3954,40098,10012,1842150,3622199
2,0.006825621002561347,0.00016612839546932537,0.00845097011892469,0.0993859691035216,0.23333333333333334,0.9928333333333333,0.019389362780341677,191.61939020000864,208.74714170757338,8.942289352416992,0.6175131797790527,0.016995251178741455,17739587,3945,40009,9915,1808851,3628490
3,0.005882715144948025,0.00012239832786997413,0.008622336349669536,0.08071698898532588,0.26666666666666666,0.9936666666666667,0.01962011125959029,194.09995730000082,206.07938588145083,24.891820907592773,0.37759482860565186,0.006056737154722214,17746014,3943,39956,9913,1834711,3628333
4,0.005524750567593013,0.00010855030861629801,0.008698391775559089,0.07353043598923714,0.3,0.9945,0.022117708661374014,190.6387831000029,209.82089451870505,42.60289001464844,0.21273283660411835,0.0031680958345532417,17739139,3980,40294,10172,1856370,3624696
5,0.005388223058929679,0.00010058682435637067,0.008737675899010935,0.07080201961242469,0.33333333333333337,0.9953333333333334,0.02168018418322703,190.27293730003294,210.224326000317,52.62882614135742,0.13118644058704376,0.002242963295429945,17735289,4085,41376,9983,1788745,3626003
6,0.005307018558144759,9.608952103147081e-05,0.008764027333136196,0.06916247004536306,0.3666666666666667,0.9961666666666666,0.022685965884975186,186.7518420999986,214.18798096021723,56.17430877685547,0.09797551482915878,0.0019850730895996094,17733590,3974,40180,9943,1807987,3626018
7,0.005267872825075107,9.222926607557164e-05,0.008783018554614228,0.06838079537176023,0.4,0.997,0.021848970229268832,190.26012620003894,210.23848138282068,57.597198486328125,0.08725729584693909,0.0018820047844201326,17742393,4039,40900,9972,1817288,3627166
8,0.005263050181708138,8.888229443009492e-05,0.008794906145780329,0.0683037315014821,0.43333333333333335,0.9978333333333333,0.02064988348087308,192.71748130000196,207.55771469289948,59.79570388793945,0.07809673249721527,0.0017805085517466068,17741143,3907,39585,9936,1809544,3629629
9,0.005275264643369967,8.546470836469322e-05,0.00880120960983691,0.06859115876589611,0.4666666666666667,0.9986666666666667,0.01825005532639801,185.826725299994,215.2542909822309,60.99679183959961,0.06915805488824844,0.00164001842495054,17737261,3977,40327,10118,1822404,3627078
10,0.00528361060757451,8.634321249214707e-05,0.008806714877059125,0.06871848681550118,0.5,0.9995,0.021146934758278595,181.49527240003226,220.39141555068346,59.76161193847656,0.07592800259590149,0.001753908465616405,17744361,4008,40810,10124,1835714,3627727
11,0.005287953575325619,8.41465725260935e-05,0.008810995751695269,0.0688321553170681,0.5,0.9995,0.019770452129850343,182.38695140002528,219.31393497700876,61.0876350402832,0.07190611213445663,0.0016915983287617564,17742422,3946,39955,10147,1837367,3627956
12,0.005312768119583085,8.309950494462517e-05,0.008810747402963365,0.06935038166061329,0.5,0.9995,0.01935673360920446,188.11362749995897,212.63743903938445,61.357086181640625,0.06930413097143173,0.0016635970678180456,17743538,3973,40222,10113,1878859,3626576
13,0.005325267132917407,8.148524411924326e-05,0.008811851263425912,0.06962823113248606,0.5,0.9995,0.018553721166814967,192.43385939998552,207.86362714296322,61.34798812866211,0.06563796103000641,0.0015968050574883819,17746519,3933,39850,9875,1790843,3627190
14,0.005349321803967854,8.062420377306117e-05,0.008814334145681873,0.07011661367716303,0.5,0.9995,0.018622793880095526,183.71505519998027,217.72848151425913,61.360538482666016,0.06932999938726425,0.0016200196696445346,17739692,4009,40628,10100,1843266,3629052
15,0.005362226817590796,7.917774710685584e-05,0.00881677275748959,0.0703938885763952,0.5,0.9995,0.017430585120941044,187.89661419996992,212.88302703224764,62.221351623535156,0.0669812485575676,0.0015832538483664393,17740603,3930,39727,9992,1828080,3626077
16,0.005386660169145674,7.878291379114625e-05,0.008817726562309797,0.07088663699520621,0.5,0.9995,0.018548890764403875,187.97881020000204,212.7899413632929,60.84660339355469,0.07299043983221054,0.0016259981784969568,17744801,4078,41336,9935,1817557,3628639
17,0.005416261598728834,7.895451442451234e-05,0.008820496024979148,0.07146415624553991,0.5,0.9995,0.01979726631265537,188.04973020002944,212.70969098148558,59.12967300415039,0.07799554616212845,0.0017094219801947474,17745326,3999,40585,9884,1778922,3627951
