tf,target_gene,motif_support_class,n_supported_motifs,n_direct_supported_motifs,n_unique_query_peaks,n_unique_screen_regions,n_evidence_rows,max_motif_NES,max_motif_AUC,min_abs_distance_to_tss,peak_gene_classes,validated_regulation,validated_grn_claim,causal_validation_pass,therapeutic_target_claim,edge_edge_type,edge_n_samples,edge_spearman_rho,edge_spearman_pvalue,edge_bootstrap_median_rho,edge_bootstrap_sd_rho,edge_bootstrap_sign_stability,edge_tf_mean_microglia_expressed_fraction,edge_target_mean_microglia_expressed_fraction,edge_atac_peak_support_status,edge_motif_support_status,edge_edge_candidate_pass,edge_claim_language,edge_stage75f_role,edge_selection_purpose,regulator_role,evidence_tier,stage75_integrated_gate,candidate_coactivity_sign,predicted_response_sign_from_coactivity,edge_sign_rule,direction_confidence_basis,relevant_state_association,desired_tf_change,future_simulation_directions_to_preserve,expected_target_expression_direction,direction_resolved,unresolved_reason,tf_present_in_jepa_feature_space,target_present_in_jepa_feature_space,edge_feature_status,included_in_perturbation_graph_candidate
SPI1,CD74,direct,3,3,2,3,4,5.5182584919817295,0.0213336881019476,1408.0,promoter_proximal;proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.4076367389060887,0.0931230516996011,0.4349858202443281,0.2062845788637642,0.98,0.3132576831893714,0.6072988296607282,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,CTSB,direct,3,3,5,5,9,5.5182584919817295,0.0213336881019476,2486.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.6449948400412797,0.0038493730388244,0.667885590552051,0.182851442562565,1.0,0.3132576831893714,0.6474920997642787,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,HLA-DPA1,direct,2,2,1,1,2,5.5182584919817295,0.0213336881019476,32.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.4881320949432404,0.0398595309009997,0.4848116699707022,0.20027836036879,0.975,0.3132576831893714,0.1717543696726001,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,HLA-DRA,direct,2,2,1,1,2,3.3263423691868623,0.0142109018782579,2285.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.5356037151702786,0.021973121639608,0.5148358914325356,0.1620492538821608,0.995,0.3132576831893714,0.2730300774814262,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,LAMP2,direct,1,1,1,1,1,3.3263423691868623,0.0142109018782579,19063.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.6842105263157895,0.0017375461568507,0.6841591105354059,0.1613771698570156,1.0,0.3132576831893714,0.2076638731827125,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,LAPTM5,direct,2,2,2,2,4,5.5182584919817295,0.0213336881019476,494.0,promoter_proximal;proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.8328173374613003,1.7901901423159217e-05,0.832030790799333,0.0940946496523288,1.0,0.3132576831893714,0.4685638507440458,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,NFKBIA,direct,3,2,1,2,4,5.5182584919817295,0.0213336881019476,2108.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.5128998968008256,0.0295065537220993,0.5182822632510513,0.1911567548185113,0.99,0.3132576831893714,0.1697273424971324,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,NPC2,direct,1,1,1,1,1,3.048568982332793,0.0133082576426431,20578.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.7420020639834881,0.0004226651503398,0.7219917012448133,0.1279016173964932,1.0,0.3132576831893714,0.1447361577597331,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,PRDX1,direct,2,1,1,1,2,5.5182584919817295,0.0213336881019476,1259.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.7770897832817338,0.0001481255458868,0.7726832355272557,0.153546498170262,1.0,0.3132576831893714,0.0546293123458819,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,PSAP,direct,3,3,1,2,3,5.5182584919817295,0.0213336881019476,1.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.7192982456140351,0.0007666636665897,0.7160789099487337,0.1496559549981664,1.0,0.3132576831893714,0.5064787733429853,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,TXNIP,direct,4,3,3,4,9,5.5182584919817295,0.0213336881019476,183.0,promoter_proximal;proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.5748194014447885,0.0125819563893296,0.6087893234361169,0.1898579615579069,0.99,0.3132576831893714,0.323668540357396,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,TYROBP,direct,1,1,1,1,1,5.5182584919817295,0.0213336881019476,1230.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.7296181630546955,0.0005890520866511,0.7151785889221967,0.1165323485375412,1.0,0.3132576831893714,0.2139253183743898,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,AIF1,direct,2,1,1,2,2,5.282175557880517,0.0210222473997293,14.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.3415892672858617,0.1653345412255698,0.3846153846153846,0.2299423990040341,0.9,0.1837010361398608,0.0973237673815291,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,False,missing_target_feature,False
STAT1,APOE,direct,1,1,1,1,1,3.679892968399229,0.0157096786239521,1791.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.3126934984520124,0.2064536417438367,0.3162842694682614,0.2388977842050995,0.89,0.1837010361398608,0.3446906182885147,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,B2M,direct,1,1,1,2,2,3.679892968399229,0.0157096786239521,451.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.4757481940144479,0.0459785720312123,0.4711107594319274,0.2281556546348252,0.97,0.1837010361398608,0.4198560082588934,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,BSG,direct,1,1,1,1,1,3.679892968399229,0.0157096786239521,12271.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.4613003095975232,0.0539904763773473,0.4665281386400555,0.2073045320950279,0.97,0.1837010361398608,0.073703154509768,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,C1QB,direct,1,1,1,1,1,3.679892968399229,0.0157096786239521,320.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.6181630546955624,0.006251762730934,0.598546003357719,0.1856691073689337,0.995,0.1837010361398608,0.3998900395366775,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,C1QC,extended_only,1,0,1,1,1,5.282175557880517,0.0210222473997293,222.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.6099071207430341,0.007196658594982,0.6279976807998838,0.1774121891048478,1.0,0.1837010361398608,0.2888782096876465,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,CD74,direct,1,1,1,1,1,3.679892968399229,0.0157096786239521,12667.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.2672858617131063,0.2836081785098673,0.2545887166714848,0.2580558208104415,0.81,0.1837010361398608,0.6072988296607282,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,CTSB,direct,2,1,4,7,8,5.282175557880517,0.0210222473997293,2486.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.5830753353973168,0.0110924436195416,0.59771920465248,0.1896895853888467,0.99,0.1837010361398608,0.6474920997642787,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,FCER1G,direct,1,1,2,2,2,3.679892968399229,0.0157096786239521,240.0,promoter_proximal;proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.4447884416924664,0.0643852241036506,0.45,0.2142698414236194,0.95,0.1837010361398608,0.1322114081343343,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,False,missing_target_feature,False
STAT1,GPX4,direct,2,1,2,4,5,5.282175557880517,0.0210222473997293,667.0,promoter_proximal;proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,-0.2425180598555212,0.3322310909053102,-0.2318913622944088,0.2836977793899193,0.78,0.1837010361398608,0.0798697074678661,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,negative,negative,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,HLA-DPA1,direct,2,1,1,2,3,5.282175557880517,0.0210222473997293,32.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.2321981424148606,0.3538383254251315,0.2450424882973692,0.2816000357315031,0.785,0.1837010361398608,0.1717543696726001,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,LAPTM5,direct,2,1,2,2,2,5.282175557880517,0.0210222473997293,494.0,promoter_proximal;proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.6367389060887513,0.0044898480994322,0.6552406832298137,0.1800499991718564,0.995,0.1837010361398608,0.4685638507440458,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,NFKBIA,direct,2,1,1,5,6,5.282175557880517,0.0210222473997293,2108.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.4613003095975232,0.0539904763773473,0.4681381674846726,0.1826305574267124,0.99,0.1837010361398608,0.1697273424971324,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,NPC2,direct,1,1,2,2,2,3.679892968399229,0.0157096786239521,7659.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.541795665634675,0.0202068283975589,0.5229654102304823,0.2235342062048849,0.98,0.1837010361398608,0.1447361577597331,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,PRDX1,direct,2,1,1,1,2,5.282175557880517,0.0210222473997293,1259.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.4509803921568627,0.0603262357856847,0.4719329866829186,0.2319997740597185,0.955,0.1837010361398608,0.0546293123458819,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,PSAP,extended_only,1,0,1,1,1,5.282175557880517,0.0210222473997293,1.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.434468524251806,0.0715970112602687,0.4276760841443009,0.2605133338725572,0.935,0.1837010361398608,0.5064787733429853,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,TXNIP,direct,2,1,3,4,5,5.282175557880517,0.0210222473997293,183.0,promoter_proximal;proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.4324045407636739,0.0731081920707255,0.4366206534729766,0.2266526895778735,0.95,0.1837010361398608,0.323668540357396,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
STAT1,TYROBP,extended_only,1,0,1,1,1,5.282175557880517,0.0210222473997293,1230.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.4055727554179567,0.0949534247922293,0.3858209239233852,0.2361044718916758,0.94,0.1837010361398608,0.2139253183743898,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,primary_stage74_gate_pass,stage75f_batching_not_candidate_selection,primary_stage74_gate_pass,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
