candidate,score,degree,observed,null_pool_size,null_pool_scope,null_pool_warning,control_interpretation,degree_null_pool_size,degree_magnitude_null_pool_size,degree_null_mean,degree_null_sd,degree_z,degree_empirical_p,degree_percentile,degree_magnitude_null_mean,degree_magnitude_null_sd,degree_magnitude_z,degree_magnitude_empirical_p,degree_magnitude_percentile
APOE,therapeutic_like_score,46,-0.0347407558001577,20,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,20,20,-0.01619023808767086,0.020974586980228152,-0.8844282716972508,0.8331668331668332,16.7,-0.015180362375132957,0.020817675048633334,-0.9396050893929614,0.8431568431568431,15.7
APOE,amyloid_selectivity_score,46,-0.045510545838624,20,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,20,20,-0.02909230706511879,0.028599039913839434,-0.5740835644472184,0.7692307692307693,23.1,-0.02709422287432242,0.027982715577866937,-0.6581320856103066,0.8011988011988012,19.9
APOE,tau_selectivity_score,46,-0.045510545838624,20,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,20,20,-0.03270816394293795,0.028101396133606266,-0.45557814404729075,0.7282717282717283,27.2,-0.030606486389937328,0.02761640716900367,-0.5396813335448941,0.7532467532467533,24.7
APOE,broad_shift_score,46,0.0105097262188791,20,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,20,20,0.009954371256014472,0.0072893542002483444,0.07618712818835266,0.7282717282717283,72.8,0.009353021635673819,0.007112862236554916,0.16262153613220065,0.7532467532467533,75.3
APOE,gliosis_penalty,46,0.0354715511202811,20,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,20,20,0.02667494423873722,0.023462122113354973,0.37492801542179033,0.7282717282717283,72.8,0.024795834828837536,0.022732750710686686,0.46961832412233784,0.7532467532467533,75.3
APOE,discovery_sort_score,46,-0.0373681873548774,20,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,20,20,-0.018678830901674374,0.022508334890905236,-0.8303304773004194,0.8331668331668332,16.7,-0.017518617784051355,0.022302350484574757,-0.8900214165567366,0.8431568431568431,15.7
APP,therapeutic_like_score,78,-0.0555666312575338,20,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,20,20,-0.013932745570840765,0.01863709092236153,-2.2339261991118486,0.952047952047952,4.8,-0.013976672455290088,0.018936516900517935,-2.196283457022985,0.948051948051948,5.2
APP,amyloid_selectivity_score,78,-0.0935033611021933,20,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,20,20,-0.02502846938477886,0.023403151861992676,-2.9258833220930143,0.952047952047952,4.8,-0.024790824532436074,0.023623205233800303,-2.9086881263446287,0.948051948051948,5.2
APP,tau_selectivity_score,78,-0.0959002994932231,20,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,20,20,-0.028534974951340684,0.023021140872842318,-2.9262374490463343,0.952047952047952,4.8,-0.028460492644124296,0.023199428523941783,-2.9069598322002195,0.948051948051948,5.2
APP,broad_shift_score,78,0.0270070997066795,20,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,20,20,0.008678044027832075,0.005808440536249116,3.1555897946204468,1.0,100.0,0.008657915676271513,0.005892426143938692,3.1140286839713847,1.0,100.0
APP,gliosis_penalty,78,0.0818296782672403,20,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,20,20,0.022968707312771577,0.01864629792617508,3.1567108488512114,1.0,100.0,0.022737385184533186,0.018743432499582383,3.1526932478362077,1.0,100.0
APP,discovery_sort_score,78,-0.0623184061842037,20,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,20,20,-0.01610225657779873,0.019744820491617746,-2.340672057566949,0.952047952047952,4.8,-0.016141151374357905,0.020042841598052467,-2.303927543604035,0.948051948051948,5.2
BCL2,therapeutic_like_score,160,-0.0213495353236793,22,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,22,22,-0.015435648632817885,0.019500802011983214,-0.303263767676188,0.7212787212787213,27.9,-0.016413407472427918,0.02040472858139439,-0.24191097821081947,0.7122877122877123,28.8
BCL2,amyloid_selectivity_score,160,-0.0435833486262707,22,score_available_candidate_space_degree_and_broad_shift_matched,thin_null_pool,20-49 score-available matched decoys; preliminary candidate-space falsification only,22,22,-0.027848989676567713,0.02579699234947421,-0.609929976973602,0.7692307692307693,23.1,-0.02929564477427628,0.027432316388233312,-0.5208347574367771,0.7542457542457542,24.6
