model_variant,mean_pooled_oof_spearman,median_pooled_oof_spearman,min_seed_dim_score,max_seed_dim_score,sd_seed_dim_score,n_seed_dim_runs,delta_vs_stage27c_locked
feature_family_remove_state_abundance,0.2761298640412565,0.27463666197843417,0.23294889826535398,0.34314580403188,0.03223246899095773,20,-0.050572575970892986
feature_family_remove_expression_modules,0.2666490857946554,0.26436240037505865,0.22089076418190343,0.3377449601500234,0.03404287512309488,20,-0.06005335421749408
feature_family_expression_modules_only,0.17239943741209565,0.18248476324425694,0.09943272386310362,0.233033286451008,0.04246999798212341,20,-0.15430300260005383
feature_family_abundance_only,0.14558087201125175,0.14863806844819505,0.09623066104078763,0.20109235818096577,0.024388838728702386,20,-0.18112156800089774
