source_idx,target_idx,score
2925,2383,999
407,742,999
2663,932,999
2383,107,999
2383,1961,999
1264,187,999
1264,932,999
187,932,999
2651,2124,999
2651,2779,999
1411,2095,999
2095,1002,999
2426,1809,999
2414,310,999
2387,2826,999
477,1660,999
477,665,999
477,830,999
2388,2826,999
2808,1357,999
107,1520,999
107,2670,999
107,481,999
107,2505,999
107,2504,999
1520,481,999
1520,2505,999
1520,2504,999
1077,59,999
1077,2483,999
101,1668,999
558,1134,999
558,1327,999
1354,1038,999
2035,631,999
2896,1385,999
2896,2758,999
2658,470,999
2658,1054,999
2604,130,999
1657,2241,999
1385,2758,999
658,2519,999
658,481,999
1314,153,999
2470,552,999
2132,2927,999
1221,378,999
1221,812,999
1037,683,999
1037,1564,999
1037,2650,999
402,400,999
402,2861,999
402,2862,999
402,1643,999
1797,88,999
2522,1167,999
1465,1594,999
1448,1564,999
2309,2835,999
2309,552,999
2457,1668,999
2311,417,999
2311,2537,999
1206,1583,999
1165,1220,999
1165,1098,999
1165,1897,999
2835,87,999
2835,44,999
1610,920,999
2725,1970,999
2725,2238,999
1688,1687,999
1688,2052,999
1976,244,999
1976,2084,999
1976,38,999
1976,132,999
1976,1010,999
1976,2356,999
2533,2891,999
2891,2833,999
2891,1622,999
2833,1622,999
1687,2052,999
1255,2417,999
378,1926,999
378,2772,999
960,478,999
2902,1865,999
2951,2950,999
2951,2952,999
2951,2956,999
2951,2947,999
2951,2948,999
2951,2954,999
2951,2955,999
2949,2950,999
2949,2952,999
2949,2956,999
2949,2947,999
2949,2948,999
2949,2954,999
2949,2955,999
2950,2952,999
2950,2956,999
2950,2947,999
2950,2948,999
2950,2954,999
2950,2955,999
2952,2956,999
2952,2947,999
2952,2948,999
2952,2953,999
2952,2954,999
2952,2955,999
2956,2947,999
2956,2948,999
2956,2953,999
2956,2954,999
2956,2955,999
2947,2948,999
2947,2953,999
2947,2954,999
2947,2955,999
2947,499,999
2947,926,999
2948,2953,999
2948,2954,999
2948,2955,999
2948,537,999
2948,499,999
2948,926,999
2953,2954,999
2953,2955,999
2953,537,999
2953,499,999
2953,926,999
2954,2955,999
2954,537,999
2954,499,999
2954,926,999
2955,499,999
2955,926,999
1475,1359,999
134,2483,999
929,902,999
929,1546,999
683,1357,999
683,466,999
1956,46,999
300,551,999
2461,551,999
2461,1220,999
2461,2875,999
2461,717,999
2041,551,999
537,499,999
537,926,999
499,926,999
2620,1203,999
2620,2310,999
2620,1010,999
846,2152,999
846,350,999
846,1098,999
2152,350,999
715,340,999
2593,2199,999
2568,749,999
1500,1552,999
1080,1770,999
1080,230,999
1812,1770,999
1619,1770,999
1619,403,999
1619,352,999
1770,403,999
1844,1252,999
608,1516,999
608,2660,999
608,596,999
793,2930,999
793,1702,999
2065,1702,999
1804,2237,999
2312,481,999
2605,557,999
2605,1841,999
721,941,999
721,2454,999
685,941,999
685,2454,999
6,941,999
6,2454,999
2421,1564,999
2886,1141,999
1937,616,999
308,1989,999
1002,1421,999
1002,1762,999
1002,2233,999
1002,2183,999
1002,619,999
1002,316,999
1002,2142,999
845,366,999
1690,366,999
1415,366,999
632,2219,999
632,347,999
1442,964,999
1442,508,999
1238,836,999
1238,2043,999
208,2196,999
208,2807,999
1785,527,999
1785,453,999
1785,342,999
527,453,999
2048,63,999
1512,322,999
1512,2298,999
2308,1746,999
426,256,999
557,2448,999
557,1295,999
2448,1295,999
552,153,999
552,1480,999
1445,2465,999
59,2483,999
2196,40,999
2762,2807,999
395,1184,999
1382,2566,999
601,2589,999
2484,585,999
920,2566,999
2941,38,999
2941,2431,999
2941,2708,999
2941,560,999
2941,2705,999
2941,2498,999
2941,2057,999
2941,2854,999
2941,396,999
2941,553,999
2941,1607,999
2941,509,999
2941,132,999
2941,2026,999
2941,1624,999
2941,791,999
2941,2315,999
2941,2709,999
2941,1202,999
2941,1027,999
2941,2641,999
2941,1113,999
2941,2696,999
2941,2350,999
2941,963,999
2941,1876,999
2941,185,999
2941,1840,999
2941,1531,999
2941,82,999
2941,2713,999
2941,581,999
38,2431,999
38,2708,999
38,560,999
38,2613,999
38,2705,999
38,2498,999
38,2057,999
38,2453,999
38,2717,999
38,2854,999
38,396,999
38,553,999
38,852,999
38,1607,999
38,921,999
38,509,999
38,132,999
38,2026,999
38,1624,999
38,791,999
38,2315,999
38,1763,999
38,2709,999
38,1202,999
38,1027,999
38,2641,999
38,1113,999
38,2696,999
38,2350,999
38,963,999
38,1696,999
38,1876,999
38,185,999
38,345,999
38,2652,999
38,2159,999
38,1840,999
38,1531,999
38,82,999
38,2713,999
38,581,999
2431,2708,999
2431,560,999
2431,2613,999
2431,2705,999
2431,2498,999
2431,2057,999
2431,2453,999
2431,2717,999
2431,2854,999
2431,396,999
2431,553,999
2431,852,999
2431,1607,999
2431,921,999
2431,509,999
2431,132,999
2431,2026,999
2431,1624,999
2431,791,999
2431,2315,999
2431,1763,999
2431,2709,999
2431,1202,999
2431,1027,999
2431,2641,999
2431,1113,999
2431,2696,999
2431,2350,999
2431,963,999
2431,1696,999
2431,1876,999
2431,185,999
2431,345,999
2431,2652,999
2431,2159,999
2431,1840,999
2431,1531,999
2431,82,999
2431,2713,999
2431,581,999
2708,560,999
2708,2613,999
2708,2705,999
2708,2498,999
2708,2057,999
2708,2453,999
2708,2717,999
2708,2854,999
2708,396,999
2708,553,999
2708,852,999
2708,1607,999
2708,921,999
2708,509,999
2708,132,999
2708,2026,999
2708,1624,999
2708,791,999
2708,2315,999
2708,1763,999
2708,2709,999
2708,1202,999
2708,1027,999
2708,2641,999
2708,1113,999
2708,2696,999
2708,2350,999
2708,963,999
2708,1696,999
2708,1876,999
2708,185,999
2708,345,999
2708,2652,999
2708,2159,999
2708,1840,999
2708,1531,999
2708,82,999
2708,2713,999
2708,581,999
2708,2077,999
560,2613,999
560,2705,999
560,2498,999
560,2057,999
560,2453,999
560,2717,999
560,2854,999
560,396,999
560,553,999
560,852,999
560,1607,999
560,921,999
560,509,999
560,132,999
560,2026,999
560,1624,999
560,791,999
560,2315,999
560,1763,999
560,2709,999
560,1202,999
560,1027,999
560,2641,999
560,1113,999
560,2696,999
560,2350,999
560,963,999
560,1696,999
560,1876,999
560,185,999
560,345,999
560,2652,999
560,2159,999
560,1840,999
560,1531,999
560,82,999
560,2713,999
560,581,999
2613,2705,999
2613,2498,999
2613,2057,999
2613,2453,999
2613,2717,999
2613,2854,999
2613,396,999
2613,553,999
2613,852,999
2613,1607,999
2613,132,999
2613,2026,999
2613,1624,999
2613,791,999
2613,2709,999
2613,1202,999
2613,2641,999
2613,1113,999
2613,2696,999
2613,2350,999
2613,963,999
2613,1696,999
2613,1876,999
2613,345,999
2613,2652,999
2613,1840,999
2613,1531,999
2613,82,999
2613,2713,999
2613,581,999
2705,2498,999
2705,2057,999
2705,2453,999
2705,2717,999
2705,2854,999
2705,396,999
2705,553,999
2705,852,999
2705,1607,999
2705,921,999
2705,509,999
2705,132,999
2705,2026,999
2705,1624,999
2705,791,999
2705,2315,999
2705,1763,999
2705,2709,999
2705,1202,999
2705,1027,999
2705,2641,999
2705,1113,999
2705,2696,999
2705,2350,999
2705,963,999
2705,1696,999
2705,1876,999
2705,185,999
2705,345,999
2705,2652,999
2705,2159,999
2705,1840,999
2705,1531,999
2705,82,999
2705,2713,999
2705,581,999
2498,2057,999
2498,2453,999
2498,2717,999
2498,2854,999
2498,396,999
2498,553,999
2498,852,999
2498,1607,999
2498,921,999
2498,509,999
2498,132,999
2498,2026,999
2498,1624,999
2498,791,999
2498,2315,999
2498,1763,999
2498,2709,999
2498,1202,999
2498,1027,999
2498,2641,999
2498,1113,999
2498,2696,999
2498,2350,999
2498,963,999
2498,1696,999
2498,1876,999
2498,185,999
2498,345,999
2498,2652,999
2498,2159,999
2498,1840,999
2498,1531,999
2498,82,999
2498,2713,999
2498,581,999
2057,2453,999
2057,2717,999
2057,2854,999
2057,396,999
2057,553,999
2057,852,999
2057,1607,999
2057,921,999
2057,509,999
2057,132,999
2057,2026,999
2057,1624,999
2057,791,999
2057,2315,999
2057,1763,999
2057,2709,999
2057,1202,999
2057,1027,999
2057,2641,999
2057,1113,999
2057,2696,999
2057,2350,999
2057,963,999
2057,1696,999
2057,1876,999
2057,185,999
2057,345,999
2057,2652,999
2057,2159,999
2057,1840,999
2057,1531,999
2057,82,999
2057,2713,999
2057,581,999
2453,2717,999
2453,2854,999
2453,396,999
2453,553,999
2453,852,999
2453,1607,999
2453,921,999
2453,509,999
2453,132,999
2453,2026,999
2453,1624,999
2453,791,999
2453,1763,999
2453,2709,999
2453,1202,999
2453,1027,999
2453,2641,999
2453,1113,999
2453,2696,999
2453,2350,999
2453,963,999
2453,1696,999
2453,1876,999
2453,345,999
2453,2652,999
2453,2159,999
2453,1840,999
2453,1531,999
2453,82,999
2453,2713,999
2453,581,999
2717,2854,999
2717,396,999
2717,553,999
2717,852,999
2717,1607,999
2717,921,999
2717,509,999
2717,132,999
2717,2026,999
2717,1624,999
2717,791,999
2717,2315,999
2717,1763,999
2717,2709,999
2717,1202,999
2717,1027,999
2717,2641,999
2717,1113,999
2717,2696,999
2717,2350,999
2717,963,999
2717,1696,999
2717,1876,999
2717,2652,999
2717,2159,999
2717,1840,999
2717,1531,999
2717,82,999
2717,2713,999
2717,581,999
2854,396,999
2854,553,999
2854,852,999
2854,1607,999
2854,509,999
2854,132,999
2854,2026,999
2854,1624,999
2854,791,999
2854,2315,999
2854,1763,999
2854,2709,999
2854,1202,999
2854,1027,999
2854,2641,999
2854,1113,999
2854,2696,999
2854,2350,999
2854,963,999
2854,1696,999
2854,1876,999
2854,2652,999
2854,1840,999
2854,1531,999
2854,82,999
2854,2713,999
2854,581,999
396,553,999
396,852,999
396,1607,999
396,921,999
396,509,999
396,132,999
396,2026,999
396,1624,999
396,791,999
396,2315,999
396,1763,999
396,2709,999
396,1202,999
396,1027,999
396,2641,999
396,1113,999
396,2696,999
396,2350,999
396,963,999
396,1696,999
396,1876,999
396,185,999
396,345,999
396,2652,999
396,2159,999
396,1840,999
396,1531,999
396,82,999
396,2713,999
396,581,999
553,852,999
553,1607,999
553,921,999
553,509,999
553,132,999
553,2026,999
553,1624,999
553,791,999
553,2315,999
553,1763,999
553,2709,999
553,1202,999
553,1027,999
553,2641,999
553,1113,999
553,2696,999
553,2350,999
553,963,999
553,1696,999
553,1876,999
553,185,999
553,345,999
553,2652,999
553,2159,999
553,1840,999
553,1531,999
553,82,999
553,2713,999
553,581,999
852,1607,999
852,921,999
852,509,999
852,132,999
852,2026,999
852,1624,999
852,791,999
852,2315,999
852,1763,999
852,2709,999
852,1202,999
852,1027,999
852,2641,999
852,1113,999
852,2696,999
852,2350,999
852,963,999
852,1696,999
852,1876,999
852,185,999
852,345,999
852,2652,999
852,2159,999
852,1840,999
852,1531,999
852,82,999
852,2713,999
852,581,999
1607,921,999
1607,509,999
1607,132,999
1607,2026,999
1607,1624,999
1607,791,999
1607,2315,999
1607,1763,999
1607,2709,999
1607,1202,999
1607,1027,999
1607,2641,999
1607,1113,999
1607,2696,999
1607,2350,999
1607,963,999
1607,1696,999
1607,1876,999
1607,185,999
1607,345,999
1607,2652,999
1607,2159,999
1607,1840,999
1607,1531,999
1607,82,999
1607,2713,999
1607,581,999
921,509,999
921,132,999
921,2026,999
921,1624,999
921,791,999
921,2315,999
921,1763,999
921,2709,999
921,1202,999
921,1027,999
921,2641,999
921,1113,999
921,2696,999
921,2350,999
921,963,999
921,1696,999
921,1876,999
921,185,999
921,345,999
921,2652,999
921,2159,999
921,1840,999
921,1531,999
921,82,999
921,2713,999
921,581,999
509,132,999
509,2026,999
509,1624,999
509,791,999
509,2315,999
509,1763,999
509,2709,999
509,1202,999
509,1027,999
509,2641,999
509,1113,999
509,2696,999
509,2350,999
509,963,999
509,1696,999
509,1876,999
509,185,999
509,345,999
509,2652,999
509,2159,999
509,1840,999
509,1531,999
509,82,999
509,2713,999
509,581,999
132,2026,999
132,1624,999
132,791,999
132,2315,999
132,1763,999
132,2709,999
132,1202,999
132,1027,999
132,2641,999
132,1113,999
132,2696,999
132,2350,999
132,963,999
132,1696,999
132,1876,999
132,185,999
132,345,999
132,2652,999
132,2159,999
132,1840,999
132,1531,999
132,82,999
132,2713,999
132,581,999
2026,1624,999
2026,791,999
2026,2315,999
2026,1763,999
2026,2709,999
2026,1202,999
2026,1027,999
2026,2641,999
2026,1113,999
2026,2696,999
2026,2350,999
2026,963,999
2026,1696,999
2026,1876,999
2026,185,999
2026,345,999
2026,2652,999
2026,2159,999
2026,1840,999
2026,1531,999
2026,82,999
2026,2713,999
2026,581,999
1624,791,999
1624,2315,999
1624,1763,999
1624,2709,999
1624,1202,999
1624,1027,999
1624,2641,999
1624,1113,999
1624,2696,999
1624,2350,999
1624,963,999
1624,1696,999
1624,1876,999
1624,185,999
1624,345,999
1624,2652,999
1624,2159,999
1624,1840,999
1624,1531,999
1624,82,999
1624,2713,999
1624,581,999
791,2315,999
791,1763,999
791,2709,999
791,1202,999
791,1027,999
791,2641,999
791,1113,999
791,2696,999
791,2350,999
791,963,999
791,1696,999
791,1876,999
791,185,999
791,345,999
791,2652,999
791,2159,999
791,1840,999
791,1531,999
791,82,999
791,2713,999
791,581,999
2315,1763,999
2315,2709,999
2315,1202,999
2315,1027,999
2315,2641,999
2315,1113,999
2315,2696,999
2315,2350,999
2315,963,999
2315,1696,999
2315,1876,999
2315,185,999
2315,345,999
2315,2652,999
2315,2159,999
2315,1840,999
2315,1531,999
2315,82,999
2315,2713,999
2315,581,999
1763,2709,999
1763,1202,999
1763,1027,999
1763,2641,999
1763,1113,999
1763,2696,999
1763,2350,999
1763,963,999
1763,1696,999
1763,1876,999
1763,185,999
1763,345,999
1763,2652,999
1763,2159,999
1763,1840,999
1763,1531,999
1763,82,999
1763,2713,999
1763,581,999
2766,569,999
2709,1202,999
2709,1027,999
2709,2641,999
2709,1113,999
2709,2696,999
2709,2350,999
2709,963,999
2709,1696,999
2709,1876,999
2709,185,999
2709,345,999
2709,2652,999
2709,2159,999
2709,1840,999
2709,1531,999
2709,82,999
2709,2713,999
2709,581,999
1202,1027,999
1202,2641,999
1202,1113,999
1202,2696,999
1202,2350,999
1202,963,999
1202,1696,999
1202,1876,999
1202,185,999
1202,345,999
1202,2652,999
1202,2159,999
1202,1840,999
1202,1531,999
1202,82,999
1202,2713,999
1202,581,999
1027,2641,999
1027,1113,999
1027,2696,999
1027,2350,999
1027,963,999
1027,1696,999
1027,1876,999
1027,185,999
1027,345,999
1027,2652,999
1027,2159,999
1027,1840,999
1027,1531,999
1027,82,999
1027,2713,999
1027,581,999
2641,1113,999
2641,2696,999
2641,2350,999
2641,963,999
2641,1696,999
2641,1876,999
2641,185,999
2641,345,999
2641,2652,999
2641,2159,999
2641,1840,999
2641,1531,999
2641,82,999
2641,2713,999
2641,581,999
1113,2696,999
1113,2350,999
1113,963,999
1113,1696,999
1113,1876,999
1113,185,999
1113,345,999
1113,2652,999
1113,2159,999
1113,1840,999
1113,1531,999
1113,82,999
1113,2713,999
1113,581,999
2696,2350,999
2696,963,999
2696,1696,999
2696,1876,999
2696,185,999
2696,345,999
2696,2652,999
2696,2159,999
2696,1840,999
2696,1531,999
2696,82,999
2696,2713,999
2696,581,999
2350,963,999
2350,1696,999
2350,1876,999
2350,185,999
2350,345,999
2350,2652,999
2350,2159,999
2350,1840,999
2350,1531,999
2350,82,999
2350,2713,999
2350,581,999
963,1696,999
963,1876,999
963,185,999
963,345,999
963,2652,999
963,2159,999
963,1840,999
963,1531,999
963,82,999
963,2713,999
963,581,999
1696,1876,999
1696,185,999
1696,345,999
1696,2652,999
1696,2159,999
1696,1840,999
1696,1531,999
1696,82,999
1696,2713,999
1696,581,999
1876,185,999
1876,345,999
1876,2652,999
1876,2159,999
1876,1840,999
1876,1531,999
1876,82,999
1876,2713,999
1876,581,999
185,345,999
185,2652,999
185,2159,999
185,1840,999
185,1531,999
185,82,999
185,2713,999
185,581,999
345,2652,999
345,2159,999
345,1840,999
345,1531,999
345,82,999
345,2713,999
345,581,999
2652,2159,999
2652,1840,999
2652,1531,999
2652,82,999
2652,2713,999
2652,581,999
2159,1840,999
2159,1531,999
2159,82,999
2159,2713,999
2159,581,999
1840,1531,999
1840,82,999
1840,2713,999
1840,581,999
1531,82,999
1531,2713,999
1531,581,999
82,2713,999
82,581,999
2713,581,999
753,1841,999
679,613,999
709,1175,999
540,2926,999
540,1280,999
2926,1280,999
711,2610,999
711,2615,999
2610,2310,999
2610,2615,999
2610,2542,999
2610,1576,999
2610,160,999
2310,2615,999
2310,1576,999
1516,2660,999
1516,596,999
2660,596,999
2370,225,999
2370,1639,999
2370,2135,999
2542,1576,999
2734,1988,999
2302,991,999
2302,2148,999
2302,2021,999
991,2148,999
991,2021,999
1054,2043,999
40,2351,999
40,2135,999
481,2505,999
2113,316,999
316,2142,999
47,221,999
47,1741,999
2783,221,999
2783,173,999
2783,1741,999
221,1741,999
1200,2455,999
2068,1134,999
2068,1327,999
1134,1327,999
1564,2687,999
1564,2650,999
1220,1098,999
1220,2043,999
2907,1495,999
2907,1637,999
452,1970,999
452,2238,999
1108,1107,999
1970,2238,999
2875,717,999
902,1546,999
2393,1546,999
2695,1576,999
2695,568,999
1576,568,999
2573,2928,999
788,880,999
880,1594,999
1098,1897,999
1098,11,999
1897,11,999
2822,1511,999
896,288,999
896,2596,999
288,2596,999
1126,2687,999
1583,170,999
2043,792,999
1639,2135,999
2056,2236,999
2945,2946,999
2021,2373,999
2262,1282,999
1320,2433,999
2433,357,999
1357,466,999
1357,2501,999
1235,2079,999
2450,2929,999
964,508,999
1904,1962,998
2494,309,998
1650,1618,998
1650,322,998
1240,1814,998
286,1770,998
1667,2061,998
2488,1839,998
1550,2796,998
983,1730,998
2701,1412,998
2796,1425,998
2703,601,998
194,2543,998
2933,2018,998
2127,2018,998
45,1940,998
511,1357,998
2020,1357,998
1839,1827,998
2446,2457,998
1456,277,998
467,1120,998
467,1668,998
962,1173,998
549,2069,998
1863,508,998
2506,1413,998
2023,1479,998
622,1134,998
2627,2799,998
2750,2449,998
1376,1133,998
2649,1101,998
2649,1102,998
2649,2826,998
1101,247,998
1102,247,998
2486,580,998
592,593,998
31,750,998
1810,2136,998
1906,880,998
2528,758,998
501,2201,998
501,101,998
2352,551,998
1795,1850,998
1795,419,998
1008,1814,998
382,583,998
583,1177,998
583,2181,998
583,2540,998
583,2610,998
583,2615,998
583,2660,998
583,2875,998
1353,2142,998
1875,2380,998
2226,2380,998
2659,652,998
1908,1668,998
1085,2084,998
655,2672,998
1151,2350,998
2502,2451,998
2857,1462,998
2857,846,998
2857,481,998
1658,1327,998
136,1357,998
2201,2420,998
2201,2781,998
634,2164,998
2550,941,998
652,2247,998
2319,947,998
1271,479,998
2181,1133,998
1091,1095,998
1096,1095,998
2060,880,998
2235,1100,998
1133,1016,998
1100,880,998
901,2295,998
2805,481,998
2803,481,998
2806,107,998
2344,2124,998
2804,107,998
407,1098,998
932,107,998
2124,941,998
1660,2298,998
2670,2505,998
1077,134,998
101,2835,998
101,2781,998
1435,1693,998
1505,1150,998
1314,1975,998
1037,2421,998
2420,470,998
1310,1706,998
2457,1206,998
2457,1165,998
1976,2198,998
1366,1076,998
378,1476,998
2330,1327,998
2047,616,998
2951,2949,998
2949,2953,998
2950,2953,998
326,59,998
929,2393,998
683,1844,998
1462,1016,998
1462,551,998
2461,2041,998
2041,782,998
2041,2875,998
917,793,998
917,1702,998
165,782,998
2568,2043,998
908,2043,998
1479,2370,998
574,1452,998
721,685,998
721,6,998
685,6,998
2421,2650,998
1002,1021,998
123,598,998
444,2196,998
552,2771,998
552,2846,998
601,293,998
1163,2588,998
2941,2453,998
2941,2717,998
2941,852,998
2941,1696,998
2941,345,998
2941,2159,998
2613,509,998
2613,2315,998
2613,2159,998
2453,2315,998
2453,185,998
2717,185,998
2717,345,998
2854,921,998
2854,2159,998
345,2043,998
345,792,998
631,2231,998
2141,766,998
853,823,998
124,1841,998
2,2615,998
711,2310,998
619,2142,998
2610,568,998
2310,568,998
2615,1576,998
2266,221,998
2734,1218,998
40,1639,998
2505,2504,998
1220,1897,998
1970,1098,998
1970,1897,998
1098,2043,998
1327,2468,998
2043,1010,998
2435,1480,998
2488,2528,997
2699,1879,997
2699,1126,997
2697,601,997
599,1862,997
1043,646,997
1043,1484,997
1043,1446,997
2221,1581,997
156,1352,997
1877,1564,997
1877,2650,997
2491,2492,997
592,814,997
1900,1103,997
1026,1106,997
1766,1896,997
31,2510,997
31,136,997
1318,2084,997
1806,798,997
2404,2380,997
2352,764,997
2352,1462,997
2436,1979,997
2436,1512,997
583,717,997
1353,316,997
154,2113,997
154,316,997
2243,843,997
2536,2813,997
224,2841,997
1151,1840,997
2603,1793,997
2857,1223,997
2857,551,997
2045,2330,997
51,415,997
1658,2330,997
438,1327,997
92,2808,997
92,299,997
2172,374,997
91,1451,997
876,101,997
1924,2142,997
1924,249,997
1177,2181,997
1633,363,997
2784,2165,997
652,1357,997
536,1135,997
1095,2716,997
1109,1111,997
1109,1104,997
1092,2716,997
2235,1133,997
2344,2651,997
1436,2658,997
407,1897,997
1264,1897,997
578,1660,997
1660,1512,997
2670,2504,997
101,2310,997
2348,2196,997
1465,880,997
2940,2461,997
2947,537,997
2955,537,997
2850,183,997
2668,601,997
683,2650,997
300,1462,997
300,1016,997
300,1961,997
1462,2774,997
563,1581,997
292,309,997
1016,1959,997
1479,2380,997
2605,753,997
2605,2465,997
941,1706,997
1238,345,997
453,1324,997
453,2043,997
2941,2613,997
2941,2652,997
2613,921,997
2613,1027,997
2854,185,997
2854,345,997
2,2610,997
2310,2542,997
2310,160,997
2148,2021,997
39,52,997
2930,1702,997
2113,2142,997
221,1200,997
1495,1637,997
452,1897,997
1098,1416,997
2043,2356,997
2043,2278,997
1650,494,996
1618,1877,996
1805,1841,996
855,51,996
1673,51,996
2001,2750,996
2699,836,996
1940,596,996
684,265,996
2023,543,996
2221,543,996
2221,1238,996
2221,2043,996
2627,543,996
2547,59,996
