stage34a_run,approved_hbca_dataset_used,microglia_myeloid_filter_attempted,n_filtered_cells,gene_overlap_fraction,best_stage34a_condition,best_stage34a_mean_pooled_oof_spearman,stage33c_best_mean,stage27c_reference_mean,best_minus_stage33c,best_minus_stage27c,all_five_targets_reported,target_degradation_gate_pass,stage34a_run_pass,stage34a_biological_filter_rescue_pass,stage34a_full_internal_performance_pass,stage34a_graph_specific_pass,controlled_interpretation,graph_interpretation
True,True,True,10325,0.968211024687183,filtered_ext_svd16_raw_count_size_factor_log1p_direct_no_graph,0.2945226283284398,0.3049387465829706,0.3267024400121495,-0.010416118254530815,-0.0321798116837097,True,False,True,False,False,False,Microglia/myeloid filtering did not rescue the external-pretraining deficit under this implementation.,Real topology outperformed shuffled topology but did not improve over the no-graph identity reference.
