dataset_id,resource_id,url,local_path,expected_role
GSE174367,snATAC_cell_metadata,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174367/suppl/GSE174367_snATAC-seq_cell_meta.csv.gz,data/external/gse174367/GSE174367_snATAC-seq_cell_meta.csv.gz,graph_construction_metadata
GSE174367,snATAC_peak_matrix,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174367/suppl/GSE174367_snATAC-seq_filtered_peak_bc_matrix.h5,data/external/gse174367/GSE174367_snATAC-seq_filtered_peak_bc_matrix.h5,graph_construction_accessibility
GSE174367,snRNA_cell_metadata,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174367/suppl/GSE174367_snRNA-seq_cell_meta.csv.gz,data/external/gse174367/GSE174367_snRNA-seq_cell_meta.csv.gz,graph_construction_expression_metadata
GSE174367,snRNA_expression_matrix,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174367/suppl/GSE174367_snRNA-seq_filtered_feature_bc_matrix.h5,data/external/gse174367/GSE174367_snRNA-seq_filtered_feature_bc_matrix.h5,graph_construction_expression
