epoch,loss,alignment_loss,variance_loss,covariance_loss,mask_fraction,ema_decay,grad_norm,epoch_seconds,cells_per_second,effective_dims,top_sv_ratio,mean_dim_std,random_gene_dropout_genes,module_dropout_events,module_dropout_genes,external_mask_events,external_mask_genes,edge_dropout_edges
17,0.00627887666154022,6.211299104050707e-05,0.00880458085134197,0.08911694712436999,0.5,0.9995,0.013136693032476278,185.07072400010657,216.13359009703214,65.56356048583984,0.10139860212802887,0.0016789640067145228,17740113,3933,39832,0,0,7226751
18,0.006489051589236473,6.155122202425339e-05,0.008780624598455125,0.09342750571311091,0.5,0.9995,0.012391041681622736,183.8557807999896,217.5618293096513,69.74996185302734,0.07738851010799408,0.0015039104036986828,17735169,3985,40468,0,0,7229087
19,0.006728697303361215,6.094946267124944e-05,0.008749873663028018,0.09835545899578557,0.5,0.9995,0.011293031191959168,180.32297980005387,221.8241959197485,71.02493286132812,0.07439235597848892,0.0014082968700677156,17733458,4134,41904,0,0,7230763
20,0.006973936325147415,6.248966192665954e-05,0.008719444295730645,0.10335115324289273,0.5,0.9995,0.012154392347620509,186.70428220008034,214.24254188843017,69.31106567382812,0.07586792856454849,0.001500364625826478,17749340,4009,40715,0,0,7230897
21,0.007280920456630734,6.299430189041284e-05,0.00868086953358814,0.1096350421397069,0.5,0.9995,0.011602818611830759,187.71600839996245,213.08784658777137,69.20726776123047,0.07448885589838028,0.0014688591472804546,17736786,4120,41873,0,0,7234602
22,0.007608830637206285,6.442938368922224e-05,0.008639845244300823,0.11632864146282117,0.5,0.9995,0.011934003460938081,179.0540274999803,223.3962595452057,66.90809631347656,0.08239801228046417,0.0015213917940855026,17749396,3937,39778,0,0,7232494
23,0.00797112647313089,6.397539815201927e-05,0.008592321135746404,0.12377373460001839,0.5,0.9995,0.010352679953788416,189.29325790004805,211.31233327454842,60.67997360229492,0.13371874392032623,0.0016996432095766068,17741126,4052,41160,0,0,7224856
24,0.008376100152647628,6.562566604858008e-05,0.008541462306206981,0.13204363807321737,0.5,0.9995,0.010361639631037324,184.1826594999293,217.1757108329482,56.091922760009766,0.16557835042476654,0.0019364955369383097,17745651,3963,40120,0,0,7232105
25,0.008824333658638283,6.74587469131421e-05,0.00848600974443336,0.14119345725725252,0.5,0.9995,0.010573189579152736,183.1879074999597,218.35502433482844,51.9383544921875,0.19023296236991882,0.002141023287549615,17740269,4064,41127,0,0,7233217
26,0.009289689018382147,6.903360446040241e-05,0.008426355206952119,0.15070768438589077,0.5,0.9995,0.010260896734929028,183.12023080000654,218.43572294142484,46.609737396240234,0.22586680948734283,0.002382621169090271,17732652,3882,39399,0,0,7229145
27,0.009821099776643725,7.198908077642178e-05,0.008359499115008896,0.16154421473177857,0.5,0.9995,0.010496069817021251,183.40814610000234,218.09282112360597,46.35943603515625,0.22225265204906464,0.002390635432675481,17737025,4023,40813,0,0,7232712
28,0.010408248011463176,7.344472903413133e-05,0.008287979016145959,0.17354414593011808,0.5,0.9995,0.009881863244080219,182.60158280003816,219.05615157675206,33.480133056640625,0.32419127225875854,0.0033568507060408592,17736674,4100,41590,0,0,7232967
29,0.011060024123674574,7.529037829024343e-05,0.00820916416807868,0.18685801446247405,0.5,0.9995,0.00979492679898874,182.16428389993962,219.58201214663714,27.514286041259766,0.3798977732658386,0.003920231945812702,17737638,3950,39975,0,0,7228475
30,0.01177532291307617,8.060680791592827e-05,0.00812773862347816,0.20138336413394148,0.5,0.9995,0.010993203704658979,181.963757099933,219.82399483009317,32.081050872802734,0.3274756073951721,0.003356186207383871,17742859,3925,39767,0,0,7227645
31,0.012575266159737643,8.383040991834939e-05,0.00804033659148616,0.21766736455999625,0.5,0.9995,0.010876496582806776,180.5469512999989,221.5490193104149,26.485414505004883,0.3780457079410553,0.003872711444273591,17751387,3949,39944,0,0,7231631
32,0.013514393044951053,8.582040524711243e-05,0.007942834757446957,0.2368001099973441,0.5,0.9995,0.010248133848709897,181.0548109000083,220.92757326449018,18.459678649902344,0.4752587080001831,0.005094059277325869,17744559,3960,40225,0,0,7232599
33,0.014548710371834783,9.255896741970659e-05,0.007840352748839048,0.2577616122964853,0.5,0.9995,0.011993252297345632,182.0321857999079,219.7413596075175,18.614526748657227,0.4667035639286041,0.005130676552653313,17742656,4028,40776,0,0,7230410
34,0.01576329168146506,9.642965115678196e-05,0.007727253232924893,0.2824282233421795,0.5,0.9995,0.012240889678581264,182.63599109998904,219.01488178253382,14.873791694641113,0.5185844898223877,0.005740214139223099,17746243,3935,39866,0,0,7227453
35,0.017175387433423592,0.00010119269069391317,0.0076041061925097774,0.31106746387177003,0.5,0.9995,0.013276299595618591,182.3492865000153,219.35923505791533,12.55201530456543,0.5559530258178711,0.0062598418444395065,17735839,4053,41018,0,0,7234047
36,0.01884775294270664,0.00010607036919639514,0.007472191339198012,0.3449448794602586,0.5,0.9995,0.01454451336218907,182.5578594999388,219.10861635630326,10.79990005493164,0.5877037644386292,0.006724794395267963,17737774,4008,40614,0,0,7232929
37,0.02079378218410876,0.00011073552762357572,0.007328274877021868,0.38434782662330724,0.5,0.9995,0.016841009776955976,182.86639069998637,218.73893746623273,10.410743713378906,0.5925694108009338,0.0065361084416508675,17738742,4017,40726,0,0,7232103
38,0.02307935227482273,0.00011202016958413413,0.007173695559866322,0.430651852212394,0.5,0.9995,0.01957115328040557,182.37166770000476,219.33231463232903,8.727954864501953,0.6304472088813782,0.007237388752400875,17733926,4015,40735,0,0,7232689
39,0.025646620801986215,0.00011730003661621874,0.007030056161692919,0.48246618457876456,0.5,0.9995,0.027332048107402775,183.4674115999369,218.0223705734875,10.383549690246582,0.5850107073783875,0.005882549565285444,17743240,3969,40137,0,0,7230256
40,0.028627056348771333,0.0001143495114847494,0.006888967095175014,0.5426982622177076,0.5,0.9995,0.032770726044242755,183.13027730002068,218.42373958986784,9.838676452636719,0.5919715762138367,0.005496575962752104,17734747,4092,41510,0,0,7232671
41,0.03181080926007356,0.00011014138547757182,0.006764175313801621,0.6069566455131141,0.5,0.9995,0.042737147386986224,182.8331328999484,218.7787266211161,11.822027206420898,0.5444002151489258,0.00435066781938076,17743159,3985,40383,0,0,7229924
42,0.035095861407752615,0.00010728264769045309,0.006656765644721235,0.6731444987626122,0.5,0.9995,0.05359011821853467,183.7367865999695,217.70272975921657,16.095787048339844,0.46082791686058044,0.003051088424399495,17738792,3928,39851,0,0,7233197
43,0.03834131128562335,0.00010299377928907498,0.006568767746297506,0.7384912623003268,0.5,0.9995,0.06274131093376552,186.72001900000032,214.22448548486884,18.80261993408203,0.4101468622684479,0.002372527727857232,17745930,4045,41094,0,0,7234609
44,0.041474220857690695,9.944454168740173e-05,0.0064929553170721185,0.8015236896447862,0.5,0.9995,0.07021322513159853,187.49018359999172,213.34450279988826,23.741966247558594,0.333984375,0.0017324623186141253,17742343,3956,40034,0,0,7228717
45,0.044426587609627755,9.716661593403679e-05,0.006427622325837421,0.8608779145505863,0.5,0.9995,0.07583198526177924,183.67356409993954,217.77766547958637,27.788562774658203,0.27276337146759033,0.0013692766660824418,17747835,4089,41478,0,0,7225806
46,0.047195220264954305,9.311235750826022e-05,0.006370167088763306,0.9165614729110425,0.5,0.9995,0.07889452774208575,182.40607140003704,219.29094625515782,29.64948081970215,0.24769660830497742,0.0012177147436887026,17738092,3897,39443,0,0,7233770
47,0.04974478368941968,9.213088038630379e-05,0.00631971734340865,0.9677741716083247,0.5,0.9995,0.08385610826813375,182.97716259991284,218.60651587139134,32.21440124511719,0.20913538336753845,0.001057241577655077,17737970,4139,41970,0,0,7234546
48,0.051968761752493466,9.033588555674203e-05,0.006280892602980328,1.0124449309068746,0.5,0.9995,0.08608452144998331,177.73917259997688,225.04887029053944,36.72520065307617,0.2118064910173416,0.0008775086607784033,17744235,4016,40732,0,0,7230841
49,0.05404636105552268,8.715493991352117e-05,0.006246020832952981,1.0542000246505006,0.5,0.9995,0.08815838022830007,173.7714557000436,230.18740240656203,35.642738342285156,0.21950139105319977,0.0008626140188425779,17743845,3972,40082,0,0,7231754
50,0.05591870695590592,8.654175475001716e-05,0.006215522177338886,1.0917812003114353,0.5,0.9995,0.09045503283746707,173.6299603000516,230.37498788155924,36.022056579589844,0.22647878527641296,0.0008235460263676941,17734087,4070,41254,0,0,7230514
