model,target,module,perturbation,intervention,Donor ID,prediction_model_scale_baseline,prediction_raw_scale_baseline,prediction_model_scale_perturbed,prediction_raw_scale_perturbed,delta_model_scale,delta_raw_scale
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H19.33.004,0.8775034,1.4048882,0.87645245,1.4023621,-0.0010509491,-0.0025260448
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.001,1.0181731,1.7681329,1.0174497,1.7661314,-0.00072336197,-0.002001524
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.002,0.9769343,1.6563003,0.9756246,1.6528237,-0.0013096929,-0.0034766197
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.004,0.83224815,1.2984803,0.8366941,1.308722,0.00444597,0.010241747
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.005,1.0341874,1.8128197,1.0327101,1.8086672,-0.0014773607,-0.0041525364
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.008,0.999439,1.7167573,0.9992907,1.7163544,-0.00014829636,-0.0004029274
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.011,0.9577565,1.6058438,0.9550871,1.598897,-0.002669394,-0.006946802
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.012,1.0900306,1.974365,1.0894632,1.972678,-0.000567317,-0.0016870499
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.013,0.8766647,1.4028721,0.87550753,1.4000931,-0.0011571646,-0.002779007
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.014,0.8819854,1.4156911,0.87828624,1.4067717,-0.0036991835,-0.008919477
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.015,0.9227585,1.5162218,0.9239186,1.5191426,0.0011600852,0.002920866
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.016,0.7716988,1.1634383,0.7700867,1.1599536,-0.0016120672,-0.003484726
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.017,0.9935362,1.700768,0.9936372,1.701041,0.00010102987,0.00027298927
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.018,0.9960032,1.7074392,0.99545336,1.7059507,-0.00054985285,-0.0014884472
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.019,0.9584537,1.6076612,0.95867765,1.6082451,0.00022393465,0.0005838871
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.020,1.0913764,1.9783707,1.0914279,1.9785242,5.1498413e-05,0.00015354156
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.024,0.6558674,0.9268131,0.6566951,0.9284086,0.0008277297,0.0015954971
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.025,0.86003876,1.3632524,0.856739,1.3554668,-0.0032997727,-0.0077855587
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.026,1.0075368,1.7388463,1.0092851,1.7436388,0.0017483234,0.004792452
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.027,0.832253,1.2984915,0.82897866,1.2909777,-0.0032743216,-0.0075137615
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.028,0.99428004,1.7027779,0.9930495,1.6994538,-0.0012305379,-0.0033240318
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.029,1.0340726,1.8124969,1.0323764,1.8077302,-0.001696229,-0.0047667027
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.030,0.86848813,1.3833048,0.86717916,1.3801873,-0.0013089776,-0.0031175613
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.031,0.9699523,1.6378186,0.96864784,1.6343799,-0.0013044477,-0.0034387112
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.032,1.0037802,1.7285771,1.0017339,1.7229991,-0.0020463467,-0.005578041
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.033,1.1340784,2.1083076,1.1319016,2.101549,-0.0021767616,-0.00675869
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.034,0.86013925,1.3634899,0.85955346,1.3621056,-0.00058579445,-0.0013842583
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.035,0.9186519,1.5059099,0.9185203,1.5055802,-0.00013160706,-0.0003297329
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.036,1.0715644,1.919944,1.0700877,1.9156351,-0.0014767647,-0.004308939
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.037,1.0664093,1.9049301,1.066042,1.9038632,-0.00036740303,-0.0010669231
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.038,0.9827017,1.6716645,0.98196644,1.6697009,-0.0007352829,-0.0019636154
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.039,0.68894506,0.9916134,0.68807864,0.98988855,-0.0008664131,-0.0017248392
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.040,1.0245979,1.785975,1.0251801,1.7875974,0.00058221817,0.0016224384
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.041,0.93998283,1.5599375,0.93906754,1.5575955,-0.0009152889,-0.0023419857
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.043,0.9154639,1.4979339,0.9144108,1.4953046,-0.0010530949,-0.00262928
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.044,0.9069915,1.4768596,0.90642846,1.4754655,-0.0005630255,-0.0013940334
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.045,0.9376049,1.5538573,0.9351943,1.5477085,-0.0024105906,-0.006148815
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.046,0.91290957,1.4915614,0.910522,1.4856195,-0.0023875833,-0.005941868
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.001,0.8917869,1.4394848,0.8942801,1.4455745,0.0024932027,0.0060896873
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.002,1.0158956,1.7618358,1.0159307,1.7619326,3.504753e-05,9.679794e-05
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.003,0.8878568,1.4299161,0.8883847,1.4311993,0.00052791834,0.0012831688
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.004,0.8959323,1.4496186,0.8936892,1.44413,-0.0022431016,-0.005488634
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.005,0.8850111,1.4230113,0.8831249,1.4184453,-0.001886189,-0.004565954
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.006,0.9518518,1.5905023,0.94962484,1.5847397,-0.0022269487,-0.005762577
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.007,1.0030856,1.7266824,1.0031192,1.726774,3.361702e-05,9.1552734e-05
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.008,1.0326267,1.8084333,1.0328928,1.8091805,0.00026607513,0.0007472038
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.009,1.1643813,2.20394,1.165064,2.206128,0.0006827116,0.0021879673
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.010,0.9697082,1.6371748,0.9696073,1.6369088,-0.00010091066,-0.00026607513
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.011,0.7994423,1.2243001,0.796744,1.2183063,-0.0026983023,-0.005993843
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.012,0.9678381,1.6322477,0.966072,1.627603,-0.0017660856,-0.0046446323
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.013,1.0602747,1.8871641,1.0600338,1.8864686,-0.00024092197,-0.000695467
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.014,0.8359757,1.307064,0.8377048,1.3110566,0.0017290711,0.0039925575
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.015,0.7734009,1.1671238,0.77240676,1.1649706,-0.0009941459,-0.0021531582
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.016,0.8839331,1.4204009,0.88175976,1.4151461,-0.0021733642,-0.0052547455
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.017,1.1645765,2.2045655,1.1634641,2.2010026,-0.0011124611,-0.0035629272
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.018,0.9687007,1.6345193,0.96801996,1.6327264,-0.00068074465,-0.0017929077
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.019,0.8360486,1.3072321,0.8357648,1.3065774,-0.0002837777,-0.0006546974
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.020,0.8763039,1.4020052,0.8763569,1.4021325,5.298853e-05,0.00012731552
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.021,1.0454851,1.8447783,1.0452471,1.8441012,-0.00023806095,-0.00067710876
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.022,1.0257791,1.7892678,1.0248847,1.7867742,-0.0008944273,-0.00249362
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.023,0.93208814,1.5398071,0.93227154,1.540273,0.00018340349,0.0004658699
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.025,0.9203878,1.5102637,0.91943645,1.5078766,-0.00095134974,-0.0023870468
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.026,0.9195114,1.5080645,0.91776705,1.5036936,-0.0017443299,-0.004370928
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.027,0.75540346,1.1284702,0.75606585,1.1298804,0.0006623864,0.0014102459
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.028,1.0056673,1.733731,1.0047945,1.7313459,-0.0008728504,-0.0023851395
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.029,0.80263054,1.2314031,0.8017188,1.2293694,-0.00091177225,-0.0020337105
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.030,0.877986,1.406049,0.87679774,1.4031918,-0.0011882782,-0.0028572083
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.031,0.92412716,1.5196681,0.9234993,1.5180864,-0.0006278753,-0.0015816689
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.032,0.7929098,1.2098172,0.78990936,1.2031968,-0.0030004382,-0.006620407
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.033,0.92248565,1.5155354,0.91876554,1.5061946,-0.0037201047,-0.009340763
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.034,1.0229913,1.7815027,1.0197947,1.7726254,-0.003196597,-0.008877277
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.035,0.8610292,1.3655941,0.85887843,1.3605118,-0.002150774,-0.005082369
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.036,0.9686893,1.6344893,0.9683261,1.6335325,-0.0003632307,-0.00095677376
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.037,0.83604324,1.3072197,0.8350227,1.3048663,-0.0010205507,-0.0023534298
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.038,0.829885,1.293055,0.8286986,1.2903361,-0.0011864305,-0.0027189255
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.039,1.0680385,1.9096665,1.0674138,1.9078496,-0.0006246567,-0.001816988
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.040,1.0003633,1.7192698,1.0000867,1.7185173,-0.00027668476,-0.00075244904
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.041,0.76637685,1.1519554,0.76335263,1.145457,-0.0030242205,-0.006498337
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.042,1.0841973,1.9570651,1.0833942,1.9546912,-0.000803113,-0.0023739338
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.043,0.84730536,1.3333509,0.84484535,1.3276179,-0.002460003,-0.005733013
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.044,0.98224115,1.6704345,0.9813211,1.6679785,-0.0009200573,-0.0024559498
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.045,0.8835066,1.4193685,0.8849151,1.4227786,0.0014085174,0.003410101
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.046,0.90566593,1.4735787,0.90546167,1.4730735,-0.00020426512,-0.00050520897
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H21.33.047,0.75227034,1.1218119,0.75535494,1.128367,0.0030846,0.0065550804
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H19.33.004,0.8775034,1.4048882,0.87570524,1.4005678,-0.0017981529,-0.004320383
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.001,1.0181731,1.7681329,1.0185112,1.769069,0.00033807755,0.00093603134
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.002,0.9769343,1.6563003,0.9754925,1.6524732,-0.0014418364,-0.003827095
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.004,0.83224815,1.2984803,0.83406055,1.3026497,0.0018123984,0.004169464
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.005,1.0341874,1.8128197,1.032983,1.8094337,-0.0012044907,-0.0033860207
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.008,0.999439,1.7167573,0.99696,1.7100308,-0.0024790168,-0.0067265034
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.011,0.9577565,1.6058438,0.95567083,1.6004145,-0.0020856857,-0.005429268
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.012,1.0900306,1.974365,1.088409,1.9695456,-0.001621604,-0.004819393
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.013,0.8766647,1.4028721,0.87490994,1.3986592,-0.0017547607,-0.0042128563
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.014,0.8819854,1.4156911,0.87916774,1.4088941,-0.0028176904,-0.0067970753
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.015,0.9227585,1.5162218,0.92278427,1.5162866,2.5749207e-05,6.484985e-05
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.016,0.7716988,1.1634383,0.7699251,1.1596045,-0.0017736554,-0.0038337708
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.017,0.9935362,1.700768,0.9919573,1.6965072,-0.0015788674,-0.0042607784
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.018,0.9960032,1.7074392,0.99389553,1.7017386,-0.0021076798,-0.005700588
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.019,0.9584537,1.6076612,0.95712686,1.6042035,-0.001326859,-0.0034577847
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.020,1.0913764,1.9783707,1.0894053,1.9725058,-0.0019711256,-0.0058648586
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.024,0.6558674,0.9268131,0.6538866,0.92300034,-0.0019807816,-0.00381279
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.025,0.86003876,1.3632524,0.85687387,1.3557847,-0.0031648874,-0.0074677467
upgrade_fine_08,percent 6e10 positive area_Grey matter,unannotated,TLR2,global_mean,H20.33.026,1.0075368,1.7388463,1.0072325,1.7380133,-0.0003042221,-0.0008330345
