control_graph_id,control_type,seed,scenario_id,regulator,direction,magnitude,donor_id,n_cells,mean_euclidean_displacement,median_euclidean_displacement,max_euclidean_displacement,mean_cosine_similarity,mean_target_only_l1_delta_norm,mean_target_only_l2_delta_norm,mean_clipping_fraction,mean_movement_toward_centroid__lymphocyte,mean_movement_toward_centroid__micro_pvm_1,mean_movement_toward_centroid__micro_pvm_2,mean_movement_toward_centroid__micro_pvm_2_1_seaad,mean_movement_toward_centroid__micro_pvm_2_3_seaad,mean_movement_toward_centroid__micro_pvm_3_seaad,mean_movement_toward_centroid__micro_pvm_4_seaad,mean_movement_toward_centroid__monocyte
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_down_0p25,SPI1,down,0.25,H18.30.002,5,0.00044600691326195373,0.00027986601344309747,0.0013250495539978147,0.9999998450279236,0.10570942423225879,0.04348583521136804,0.6,1.1646747589111328e-05,-3.336668014526367e-05,-1.971125602722168e-05,-7.724761962890625e-06,-3.539323806762695e-05,-2.1016597747802736e-05,-2.86102294921875e-05,-4.729032516479492e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_down_0p25,SPI1,down,0.25,H19.33.004,11,0.00021435269313356415,0.00010354773257859051,0.0010424471693113446,0.9999999620697715,0.07786490098071576,0.037527829646370386,0.7090909090909091,1.3461167162114924e-05,-9.59634780883789e-06,-1.1715022000399502e-05,-1.2137673117897727e-06,-9.260394356467508e-06,-1.3427300886674361e-05,-6.017359820279208e-06,-2.6269392533735797e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_down_0p25,SPI1,down,0.25,H20.33.001,7,7.926169096858107e-05,8.591101504862309e-05,0.00011114750668639317,1.0000000510896956,0.04256942021858604,0.027624547362657015,0.8476190476190476,-6.094574928283691e-06,7.041863032749721e-06,1.2346676417759486e-05,2.3356505802699496e-05,2.1857874734061105e-05,1.3164111546107701e-05,1.2355191367013113e-05,-3.2782554626464844e-07
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_down_0p25,SPI1,down,0.25,H20.33.002,4,0.00010861510600079782,0.00010768524225568399,0.0001239065604750067,1.0,0.07171732094090949,0.03667068521866269,0.75,-3.425031900405884e-05,6.794929504394531e-06,1.4722347259521484e-05,2.8133392333984375e-05,2.518296241760254e-05,1.5169382095336914e-05,8.091330528259277e-06,-1.1101365089416504e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_down_0p25,SPI1,down,0.25,H20.33.004,4,0.00010386791291239206,0.00010699638005462475,0.00012523015902843326,1.0000000447034836,0.07160548183768839,0.03670818167252742,0.75,1.7818063497543335e-05,6.765127182006836e-06,9.328126907348633e-06,2.22623348236084e-05,1.837313175201416e-05,1.0833144187927246e-05,9.313225746154785e-06,-2.913177013397217e-06
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_up_0p10,SPI1,up,0.1,H18.30.001,1,0.00014203136379364878,0.00014203136379364878,0.00014203136379364878,1.0,0.1000000000000002,0.027168736708773882,0.0,-1.6927719116210938e-05,2.181529998779297e-05,3.838539123535156e-05,2.8133392333984375e-05,3.600120544433594e-05,3.314018249511719e-05,2.3245811462402344e-05,4.5299530029296875e-06
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_up_0p10,SPI1,up,0.1,H18.30.002,5,0.0005237259087152779,0.0004898939514532685,0.000645826687105,0.9999999165534973,0.10000000000000017,0.027168736708773893,0.0,4.515647888183594e-05,0.00011110305786132812,0.00010886192321777344,0.000122833251953125,0.00013132095336914061,0.00010979175567626953,0.00010265111923217774,0.00014144182205200195
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_up_0p10,SPI1,up,0.1,H19.33.004,11,0.0003424720145465637,0.00030742757371626794,0.0005238261655904353,0.9999999783255837,0.10000000000000014,0.02716873670877389,0.0,-4.4072216207330875e-05,5.626678466796875e-05,5.641850558194247e-05,5.894899368286133e-05,7.260387594049627e-05,6.033073772083629e-05,4.890832034024325e-05,0.0001208971847187389
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_up_0p10,SPI1,up,0.1,H20.33.001,7,0.0003059785522054881,0.0003012580273207277,0.0003702692629303783,1.000000034059797,0.10000000000000013,0.027168736708773882,0.0,0.00010504254273005895,6.341934204101562e-05,4.894392830984933e-05,6.56928334917341e-05,6.906475339617048e-05,6.0149601527622766e-05,6.356409617832728e-05,0.00015323502676827566
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_up_0p10,SPI1,up,0.1,H20.33.002,4,0.0003037031274288893,0.00029882360831834376,0.00033784680999815464,0.9999999701976776,0.10000000000000026,0.027168736708773917,0.0,7.803551852703094e-05,5.5089592933654785e-05,5.060434341430664e-05,6.654858589172363e-05,7.030367851257324e-05,5.885958671569824e-05,6.116926670074463e-05,0.00014612823724746704
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_up_0p10,SPI1,up,0.1,H20.33.004,4,0.00033674219594104216,0.0003543538332451135,0.0003719558008015156,0.9999999552965164,0.1000000000000002,0.027168736708773903,0.0,-4.0395185351371765e-05,7.161498069763184e-05,6.41942024230957e-05,6.753206253051758e-05,7.72327184677124e-05,6.976723670959473e-05,5.981326103210449e-05,0.00014570355415344238
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_up_0p25,SPI1,up,0.25,H18.30.001,1,0.00035488398862071335,0.00035488398862071335,0.00035488398862071335,0.9999998807907104,0.24999999999999972,0.06792184177193455,0.0,-4.208087921142578e-05,5.424022674560547e-05,9.608268737792969e-05,7.021427154541016e-05,9.000301361083984e-05,8.285045623779297e-05,5.841255187988281e-05,1.1444091796875e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_up_0p25,SPI1,up,0.25,H18.30.002,5,0.0013095960021018982,0.0012248867424204946,0.0016153044998645782,0.9999991655349731,0.24999999999999986,0.06792184177193458,0.0,0.00011286735534667968,0.0002775669097900391,0.00027191638946533203,0.00030695199966430665,0.00032827854156494143,0.0002742886543273926,0.000256502628326416,0.0003536224365234375
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_up_0p25,SPI1,up,0.25,H19.33.004,11,0.0008562725164334882,0.000768639612942934,0.0013098632916808128,0.9999996423721313,0.25000000000000006,0.06792184177193462,0.0,-0.00011093711311166936,0.00014063445004549894,0.00014119256626475942,0.0001472939144481312,0.00018154491077769887,0.00015079975128173828,0.0001221434636549516,0.0003019815141504461
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_up_0p25,SPI1,up,0.25,H20.33.001,7,0.0007650470693728753,0.000753156200516969,0.0009258965728804469,0.9999997360365731,0.25,0.06792184177193462,0.0,0.0002618059515953064,0.00015863350459507534,0.00012246200016566684,0.00016430446079799106,0.00017280238015311106,0.00015048469815935408,0.00015895707266671316,0.00038304924964904785
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_up_0p25,SPI1,up,0.25,H20.33.002,4,0.0007592625624965876,0.0007470324053429067,0.0008447106229141355,0.9999997317790985,0.24999999999999983,0.06792184177193458,0.0,0.00019397027790546417,0.00013786554336547852,0.0001266002655029297,0.00016649067401885986,0.00017593801021575928,0.00014728307723999023,0.00015294551849365234,0.00036528706550598145
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,SPI1_up_0p25,SPI1,up,0.25,H20.33.004,4,0.0008420492667937651,0.000886112975422293,0.0009302102262154222,0.9999997019767761,0.2500000000000002,0.06792184177193467,0.0,-0.00010229088366031647,0.00017912685871124268,0.00016066431999206543,0.00016890466213226318,0.0001932978630065918,0.00017452239990234375,0.00014953315258026123,0.0003642439842224121
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_down_0p10,STAT1,down,0.1,H18.30.001,1,3.6221117625245824e-05,3.6221117625245824e-05,3.6221117625245824e-05,0.9999999403953552,0.04437219450965149,0.015607058959464076,0.47058823529411764,3.0994415283203125e-06,-2.5033950805664062e-06,-5.7220458984375e-06,-1.1920928955078125e-07,-4.76837158203125e-07,-3.6954879760742188e-06,-1.430511474609375e-06,1.3113021850585938e-06
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_down_0p10,STAT1,down,0.1,H18.30.002,5,0.00017928943561855703,0.00013947758998256177,0.0003942498005926609,1.0000000238418578,0.044041136932419095,0.017064465071465938,0.5411764705882354,-9.1552734375e-06,-2.3096799850463867e-05,-1.25885009765625e-05,-3.4689903259277345e-06,-4.661083221435547e-06,-1.3339519500732423e-05,-2.4318695068359375e-05,-2.721548080444336e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_down_0p10,STAT1,down,0.1,H19.33.004,11,8.373461340935054e-05,4.2186751670669764e-05,0.0003285157436039299,1.0000000325116245,0.029908565199575285,0.013514576445008314,0.679144385026738,9.378248995000666e-06,-1.723657954822887e-05,-4.77379018610174e-06,-3.993511199951172e-06,2.655115994540128e-06,-7.699836384166371e-06,-2.1836974404074927e-06,-1.933628862554377e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_down_0p10,STAT1,down,0.1,H20.33.001,7,0.00012362171206145182,3.171677599311806e-05,0.00026996832457371056,0.9999999829701015,0.016806850085473876,0.009896280385366135,0.7899159663865546,-3.8021377154758996e-05,-3.131798335484096e-05,-1.4969280787876674e-05,-2.119370869227818e-05,-9.919915880475725e-06,-2.1125589098249164e-05,-2.3433140345982144e-05,-4.435011318751744e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_down_0p10,STAT1,down,0.1,H20.33.002,4,7.787757522237371e-05,3.772487434616778e-05,0.00020593783119693398,1.0000000596046448,0.027108542639427892,0.013385381533021028,0.7205882352941176,1.031532883644104e-05,-1.4796853065490723e-05,-4.947185516357422e-06,-5.632638931274414e-06,-6.407499313354492e-07,-8.046627044677734e-06,-8.195638656616211e-06,-2.1241605281829834e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_down_0p10,STAT1,down,0.1,H20.33.004,4,0.0001342981477137073,0.00013520287939172704,0.00024202861823141575,1.0000000596046448,0.027617223069426836,0.013591308614103502,0.7058823529411765,-3.5427510738372803e-06,-4.5672059059143066e-05,-2.4527311325073242e-05,-3.425776958465576e-05,-2.187490463256836e-05,-3.3721327781677246e-05,-3.376603126525879e-05,-5.7220458984375e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_down_0p25,STAT1,down,0.25,H18.30.001,1,9.057632996700704e-05,9.057632996700704e-05,9.057632996700704e-05,1.0,0.11093048627412863,0.03901764739866015,0.47058823529411764,7.62939453125e-06,-6.4373016357421875e-06,-1.430511474609375e-05,-4.76837158203125e-07,-1.0728836059570312e-06,-9.417533874511719e-06,-3.337860107421875e-06,3.4570693969726562e-06
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_down_0p25,STAT1,down,0.25,H18.30.002,5,0.0004483785902266391,0.00034872815012931824,0.0009860055288299918,0.9999998450279236,0.11010284233104742,0.04266116267866473,0.5411764705882354,-2.288818359375e-05,-5.779862403869629e-05,-3.147721290588379e-05,-8.678436279296875e-06,-1.1622905731201172e-05,-3.333091735839844e-05,-6.078481674194336e-05,-6.815195083618165e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_down_0p25,STAT1,down,0.25,H19.33.004,11,0.00020936245379165155,0.00010549453145358711,0.0008215460693463683,0.9999999729069796,0.07477141299893794,0.03378644111252066,0.679144385026738,2.3360956798900258e-05,-4.307248375632546e-05,-1.1834231289950283e-05,-9.964812885631215e-06,6.7028132351962e-06,-1.9214370033957742e-05,-5.453824996948242e-06,-4.838542504744096e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_down_0p25,STAT1,down,0.25,H20.33.001,7,0.00030912219517631456,7.926976104499772e-05,0.0006751533364877105,0.9999999489103045,0.04201712521368443,0.024740700963415185,0.7899159663865546,-9.53344362122672e-05,-7.836307798113142e-05,-3.743171691894531e-05,-5.300555910382952e-05,-2.480404717581613e-05,-5.280120032174247e-05,-5.85658209664481e-05,-0.00011099662099565779
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_down_0p25,STAT1,down,0.25,H20.33.002,4,0.00019474251712381374,9.432573278900236e-05,0.0005149918142706156,0.9999999552965164,0.06777135659856945,0.0334634538325524,0.7205882352941176,2.565421164035797e-05,-3.6910176277160645e-05,-1.2218952178955078e-05,-1.4021992683410645e-05,-1.4901161193847656e-06,-2.0012259483337402e-05,-2.0444393157958984e-05,-5.310773849487305e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_down_0p25,STAT1,down,0.25,H20.33.004,4,0.0003358196991030127,0.00033811840330599807,0.0006051725358702242,0.9999999850988388,0.0690430576735669,0.03397827153525866,0.7058823529411765,-9.20705497264862e-06,-0.00011417269706726074,-6.118416786193848e-05,-8.560717105865479e-05,-5.459785461425781e-05,-8.425116539001465e-05,-8.445978164672852e-05,-0.00014305859804153442
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_up_0p10,STAT1,up,0.1,H18.30.001,1,0.00017369126726407558,0.00017369126726407558,0.00017369126726407558,0.9999998807907104,0.09735628496086407,0.026312162753617137,0.058823529411764705,3.9696693420410156e-05,8.296966552734375e-05,6.29425048828125e-05,6.139278411865234e-05,5.3882598876953125e-05,7.104873657226562e-05,6.687641143798828e-05,7.56978988647461e-05
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_up_0p10,STAT1,up,0.1,H18.30.002,5,0.00044769804808311167,0.0004172060580458492,0.0006562353810295463,0.9999999761581421,0.0973562849608641,0.02631216275361714,0.058823529411764705,5.0902366638183594e-05,0.00010832548141479493,6.824731826782227e-05,3.99470329284668e-05,2.131462097167969e-05,7.842779159545898e-05,8.802413940429687e-05,0.00010646581649780274
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_up_0p10,STAT1,up,0.1,H19.33.004,11,0.0003337615079627457,0.00030266481917351484,0.0005180276930332184,0.9999999729069796,0.09807729815335571,0.026348293701973037,0.0427807486631016,7.848170670596035e-06,0.00012126835909756747,7.889487526633523e-05,7.446787574074484e-05,5.2950598976828836e-05,9.393150156194514e-05,8.214603770862927e-05,0.00014086745002053001
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_up_0p10,STAT1,up,0.1,H20.33.001,7,0.00033927825279533863,0.000344004511134699,0.00037255464121699333,0.9999999914850507,0.09735628496086408,0.026312162753617148,0.058823529411764705,8.819890873772758e-05,0.00011094978877476283,5.771432604108538e-05,5.888938903808594e-05,3.250156130109515e-05,7.510185241699219e-05,7.653236389160156e-05,0.00015377146857125417
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_up_0p10,STAT1,up,0.1,H20.33.002,4,0.0003136804516543634,0.0003126684168819338,0.0003604099911171943,1.0000000149011612,0.09735628496086415,0.02631216275361717,0.058823529411764705,3.739073872566223e-05,0.00011722743511199951,6.598234176635742e-05,7.048249244689941e-05,4.5239925384521484e-05,8.453428745269775e-05,8.168816566467285e-05,0.0001554638147354126
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_up_0p10,STAT1,up,0.1,H20.33.004,4,0.00030911193607607856,0.0003178612532792613,0.00032562101841904223,1.0,0.09867814248043197,0.026378402825602918,0.029411764705882353,-5.9314072132110596e-05,0.00012849271297454834,8.895993232727051e-05,9.466707706451416e-05,7.261335849761963e-05,0.00010626018047332764,9.618699550628662e-05,0.00015616416931152344
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_up_0p25,STAT1,up,0.25,H18.30.001,1,0.00043405694304965436,0.00043405694304965436,0.00043405694304965436,0.9999999403953552,0.24339071240216006,0.06578040688404281,0.058823529411764705,9.918212890625e-05,0.0002073049545288086,0.00015747547149658203,0.00015342235565185547,0.00013494491577148438,0.00017762184143066406,0.00016748905181884766,0.00018918514251708984
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_up_0p25,STAT1,up,0.25,H18.30.002,5,0.0011186235235072673,0.001042025163769722,0.0016402106266468763,0.9999993801116943,0.24339071240216,0.06578040688404281,0.058823529411764705,0.00012733936309814454,0.00027060508728027344,0.00017039179801940917,9.97781753540039e-05,5.325078964233398e-05,0.00019598007202148438,0.00021997690200805664,0.0002660632133483887
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_up_0p25,STAT1,up,0.25,H19.33.004,11,0.0008343260692940517,0.0007565004634670913,0.0012951258104294538,0.9999996803023599,0.24519324538338905,0.06587073425493252,0.0427807486631016,1.8840486353093926e-05,0.0003032034093683416,0.00019736181605945933,0.00018619407307017934,0.00013245235789905894,0.00023490732366388494,0.00020531090823086825,0.00035196542739868164
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_up_0p25,STAT1,up,0.25,H20.33.001,7,0.0008480893946917993,0.0008600140572525561,0.0009312735637649894,0.9999997104917254,0.24339071240215998,0.06578040688404281,0.058823529411764705,0.0002196239573614938,0.00027753625597272603,0.0001445497785295759,0.00014741931642804827,8.148806435721261e-05,0.00018797601972307478,0.00019149269376482283,0.00038436055183410645
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_up_0p25,STAT1,up,0.25,H20.33.002,4,0.0007841319311410189,0.0007816072029527277,0.0009009514469653368,0.9999997466802597,0.24339071240216012,0.06578040688404282,0.058823529411764705,9.237602353096008e-05,0.00029315054416656494,0.00016507506370544434,0.000176355242729187,0.00011333823204040527,0.00021147727966308594,0.00020426511764526367,0.00038858503103256226
degree_preserving_edge_shuffle_seed_79031,degree_preserving_edge_shuffle,79031,STAT1_up_0p25,STAT1,up,0.25,H20.33.004,4,0.0007727177580818534,0.0007946115802042186,0.0008140610880218446,0.9999997168779373,0.2466953562010798,0.06594600706400726,0.029411764705882353,-0.00014939531683921814,0.00032138824462890625,0.00022262334823608398,0.00023677945137023926,0.00018170475959777832,0.0002657473087310791,0.00024053454399108887,0.0003903806209564209
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_down_0p10,ELF1,down,0.1,H18.30.001,1,3.627306432463229e-05,3.627306432463229e-05,3.627306432463229e-05,0.9999998807907104,0.036854206002259415,0.01292979357660332,0.625,4.887580871582031e-06,-2.0265579223632812e-06,-6.079673767089844e-06,2.384185791015625e-07,-7.152557373046875e-07,-3.6954879760742188e-06,-1.1920928955078125e-06,2.86102294921875e-06
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_down_0p10,ELF1,down,0.1,H18.30.002,5,0.00023032505414448677,0.0002593898680061102,0.00032720042509026825,1.0,0.03844646782911534,0.013423056843227013,0.6083333333333333,2.8336048126220702e-05,-1.3178586959838867e-05,-8.422136306762696e-06,-5.125999450683594e-07,1.418590545654297e-06,-1.1360645294189453e-05,-3.039836883544922e-06,8.440017700195312e-06
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_down_0p10,ELF1,down,0.1,H19.33.004,11,0.00017253141942836174,0.00017034017946571112,0.0002915054210461676,1.0000000162558123,0.026517107999236376,0.01135395595745574,0.731060606060606,1.0837208140980113e-05,-2.186948602849787e-05,-9.796836159446023e-06,-8.187510750510476e-06,-1.7935579473322087e-06,-1.905723051591353e-05,-1.808730038729581e-05,-8.761882781982422e-06
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_down_0p10,ELF1,down,0.1,H20.33.001,7,0.00012477504761981045,0.00016033013525884598,0.00018283554527442902,1.000000034059797,0.01282565617295038,0.007864373552565791,0.8630952380952381,1.4539275850568498e-05,-1.5054430280412947e-05,-7.527215140206474e-06,-7.808208465576172e-06,-3.5422188895089287e-06,-1.3870852334158762e-05,-1.5360968453543527e-05,-3.2654830387660435e-06
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_down_0p10,ELF1,down,0.1,H20.33.002,4,0.0001761380881362129,0.0001764301268849522,0.00019485768279992044,0.9999999850988388,0.02384043474798969,0.010873028827498837,0.7604166666666667,9.34116542339325e-06,-2.460181713104248e-05,-9.894371032714844e-06,-1.0728836059570312e-05,-2.5779008865356445e-06,-1.9371509552001953e-05,-1.990795135498047e-05,-1.0117888450622559e-05
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_down_0p10,ELF1,down,0.1,H20.33.004,4,0.00014529024201692664,0.00017949793982552364,0.0001949704746948555,1.0000000596046448,0.02080401098493162,0.009878861932689154,0.7708333333333333,-6.802380084991455e-06,-1.8596649169921875e-05,-1.2785196304321289e-05,-1.3679265975952148e-05,-8.38935375213623e-06,-1.8522143363952637e-05,-1.946091651916504e-05,-1.471489667892456e-05
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_down_0p25,ELF1,down,0.25,H18.30.001,1,9.067118662642315e-05,9.067118662642315e-05,9.067118662642315e-05,0.9999999403953552,0.09213551500564732,0.03232448394150792,0.625,1.2278556823730469e-05,-5.245208740234375e-06,-1.5139579772949219e-05,3.5762786865234375e-07,-1.6689300537109375e-06,-9.179115295410156e-06,-2.6226043701171875e-06,7.152557373046875e-06
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_down_0p25,ELF1,down,0.25,H18.30.002,5,0.0005759508319897577,0.0006487197242677212,0.0008181846351362765,0.9999998331069946,0.09611616957278799,0.03355764210806756,0.6083333333333333,7.082223892211914e-05,-3.3020973205566406e-05,-2.11179256439209e-05,-1.2993812561035157e-06,3.5524368286132813e-06,-2.8383731842041015e-05,-7.62939453125e-06,2.1064281463623046e-05
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_down_0p25,ELF1,down,0.25,H19.33.004,11,0.00043132143301508307,0.0004257899709045887,0.0007286871550604701,0.9999999349767511,0.06629276999809108,0.0283848898936394,0.731060606060606,2.680922096425837e-05,-5.463578484275124e-05,-2.4372881109064277e-05,-2.0422718741677024e-05,-4.372813484885476e-06,-4.754283211447976e-05,-4.523179747841575e-05,-2.1996823224154387e-05
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_down_0p25,ELF1,down,0.25,H20.33.001,7,0.00031191081585088147,0.00040082415216602385,0.0004569886077661067,0.9999999829701015,0.03206414043237598,0.019660933881414506,0.8630952380952381,3.62087573323931e-05,-3.760201590401786e-05,-1.8766948154994418e-05,-1.9431114196777344e-05,-8.736337934221541e-06,-3.454514912196568e-05,-3.8291726793561664e-05,-8.13603401184082e-06
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_down_0p25,ELF1,down,0.25,H20.33.002,4,0.0004403000639285892,0.00044104852713644505,0.0004870819393545389,0.9999998956918716,0.05960108686997451,0.027182572068747225,0.7604166666666667,2.298504114151001e-05,-6.13778829574585e-05,-2.4557113647460938e-05,-2.6628375053405762e-05,-6.22868537902832e-06,-4.819035530090332e-05,-4.963576793670654e-05,-2.52649188041687e-05
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_down_0p25,ELF1,down,0.25,H20.33.004,4,0.0003631938961916603,0.0004487121623242274,0.0004873336583841592,0.9999999552965164,0.05201002746232947,0.024697154831723044,0.7708333333333333,-1.7277896404266357e-05,-4.64320182800293e-05,-3.17990779876709e-05,-3.409385681152344e-05,-2.086162567138672e-05,-4.623830318450928e-05,-4.857778549194336e-05,-3.680586814880371e-05
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_up_0p10,ELF1,up,0.1,H18.30.001,1,0.00015465353499166667,0.00015465353499166667,0.00015465353499166667,1.0,0.10000000000000048,0.021950817714523656,0.0,-1.7881393432617188e-05,2.086162567138672e-05,3.147125244140625e-05,1.621246337890625e-05,1.800060272216797e-05,2.6464462280273438e-05,1.2516975402832031e-05,2.384185791015625e-07
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_up_0p10,ELF1,up,0.1,H18.30.002,5,0.0003500681952573359,0.0003257736098021269,0.0004749169747810811,1.0,0.10000000000000006,0.02195081771452356,0.0,-3.0493736267089845e-05,2.828240394592285e-05,2.6971101760864258e-05,-5.984306335449219e-06,-4.315376281738282e-06,2.1529197692871093e-05,1.4257431030273437e-05,7.319450378417969e-06
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_up_0p10,ELF1,up,0.1,H19.33.004,11,0.00024369443814397198,0.0002217751753050834,0.00038157071685418487,1.0000000216744163,0.09999999999999996,0.021950817714523566,0.0,-2.6057389649477873e-05,5.4700808091597125e-05,4.369020462036133e-05,2.576004375110973e-05,2.3457137021151457e-05,5.1140785217285156e-05,4.846128550442782e-05,5.028464577414773e-05
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_up_0p10,ELF1,up,0.1,H20.33.001,7,0.00022539636328084662,0.00022089893172960728,0.0002676881558727473,1.0000000255448478,0.10000000000000005,0.02195081771452358,0.0,3.563506262642997e-05,5.2068914685930524e-05,2.9478754316057477e-05,1.908200127737863e-05,1.175062997000558e-05,4.09313610621861e-05,4.94037355695452e-05,6.297656467982701e-05
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_up_0p10,ELF1,up,0.1,H20.33.002,4,0.00021882259170524776,0.00021821365226060152,0.00023627126938663423,0.9999999850988388,0.09999999999999996,0.021950817714523556,0.0,2.2813677787780762e-05,5.544722080230713e-05,3.483891487121582e-05,2.6628375053405762e-05,1.7583370208740234e-05,4.591047763824463e-05,4.887580871582031e-05,6.464123725891113e-05
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_up_0p10,ELF1,up,0.1,H20.33.004,4,0.0002407059000688605,0.0002507427634554915,0.00026558293029665947,1.0000000447034836,0.09999999999999992,0.02195081771452356,0.0,-2.7881935238838196e-05,6.303191184997559e-05,5.8025121688842773e-05,4.602968692779541e-05,4.1365623474121094e-05,6.45369291305542e-05,6.303191184997559e-05,6.987899541854858e-05
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032,ELF1_up_0p25,ELF1,up,0.25,H18.30.001,1,0.0003866838524118066,0.0003866838524118066,0.0003866838524118066,0.9999998807907104,0.24999999999999992,0.05487704428630892,0.0,-4.482269287109375e-05,5.1856040954589844e-05,7.87973403930664e-05,4.029273986816406e-05,4.506111145019531e-05,6.639957427978516e-05,3.123283386230469e-05,7.152557373046875e-07
