representation,target,n_cells,n_donors,donor_silhouette,donor_knn_accuracy,donor_majority_baseline,pathology_silhouette,permuted_pathology_silhouette_mean,permuted_pathology_silhouette_std,pathology_minus_permuted,pathology_to_abs_donor_ratio
expression_pca_128,percent AT8 positive area_Grey matter,9799,89,-0.04034263148847894,0.4450454127972242,0.011531788958056944,-0.001804589459747629,-0.0034159112256020308,0.0014593511587008834,0.0016113217658544018,-0.0447315753376917
jepa_latent_128,percent AT8 positive area_Grey matter,9799,89,-0.11813639944358917,0.23879987753852433,0.011531788958056944,-0.004050899727929837,-0.006438927259296179,0.0007548829889856279,0.0023880275313663416,-0.034290021932352574
