stage39f_run,inputs_inventoried,candidate_registry_written,oof_score_confirmation_written,target_level_confirmation_written,bootstrap_ci_written_or_missing_inputs_reported,fold_sensitivity_written_or_missing_inputs_reported,donor_sensitivity_written_or_missing_inputs_reported,target_drop_guard_audit_written,iba1_rescue_audit_written,abeta_guard_failure_audit_written,negative_control_confirmation_written,proxy_leakage_risk_audit_written,benchmark_lock_decision_written,claim_boundary_audit_written,reports_written,no_external_data_used,no_external_model_selection,no_clean_external_validation_claim,no_causal_claim,no_therapeutic_claim,safety_audit_pass,stage39f_run_pass,recommended_next_stage
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Stage39G_restricted_rescue_or_Stage40A_conditional
