names,scores,logfoldchanges,pvals,pvals_adj
APC,-1.2986547,-0.11533807,0.19406248092624234,0.2620286557529217
DDB2,-1.2949076,-0.041099567,0.195352115219112,0.2636495685545021
KCNK13,-1.2919006,-0.13432506,0.1963915725253813,0.2649315145791754
RYR2,-1.289137,-0.07182987,0.1973504657639481,0.2661036604030983
XYLT1,-1.2868582,-0.049420293,0.19814373057136103,0.2670515092522856
PLSCR1,-1.285217,-0.13015461,0.19871643467070033,0.2677013655222145
LRFN5,-1.2832313,-0.027842818,0.19941105130148618,0.2685147899355622
DCAF10,-1.2825638,-0.06834036,0.19964495719117215,0.26870739117628406
ZNF644,-1.2819082,-0.18141003,0.19987488120696795,0.26889446029527037
GPR107,-1.2811273,-0.050400916,0.20014895202098604,0.26901838687547985
RPS6KA3,-1.2811313,-0.19876412,0.2001475565642724,0.26901838687547985
NHSL1,1.2791833,-0.0025463016,0.20083253142885515,0.2698145367719785
RPS6KA5,-1.2785773,-0.059534226,0.20104595208447795,0.26988987802649045
SPIRE1,-1.2785058,-0.08854886,0.2010711536328571,0.26988987802649045
SLC7A7,-1.2779346,-0.038651723,0.20127249869994412,0.26991509236087746
TFEC,-1.27817,-0.16470994,0.20118949170692124,0.26991509236087746
CPPED1,-1.2768935,-0.0473588,0.20163985018801323,0.27028514823479377
SLC43A2,-1.2733272,-0.03404556,0.2029019449412076,0.27185367068017713
FAM13A,1.2720478,-0.09260202,0.2033561518089151,0.2723388319288777
TNKS2,1.271103,0.025527269,0.20369199206533384,0.27265568947426233
NRCAM,-1.2708637,-0.019307066,0.20377716392902256,0.27265568947426233
DTNA,1.2688481,-0.076675445,0.20449526120376715,0.2734927577474172
FGGY,-1.2675427,-0.054707807,0.20496128886321985,0.27399210269825547
PCBP2,-1.2651626,-0.09722851,0.20581304911626874,0.27500641040976354
ARAP2,-1.2647731,-0.103798814,0.20595264664652535,0.27506864324018765
CHM,-1.2636685,-0.06506942,0.20634902208785666,0.275473615491554
ELP4,-1.2615933,-0.07950639,0.20709514917951977,0.27634492604866423
MED13,1.2588258,-0.051844433,0.20809326747521917,0.277551552514309
AMD1,-1.2561277,-0.06988922,0.20906966060349608,0.2787281273239576
KHDRBS3,1.2556658,-0.05340481,0.20923715880076332,0.278825722656087
NUCKS1,-1.254592,-0.08351498,0.20962692267943617,0.2792192839473391
TBC1D9,-1.2534575,-0.13214529,0.21003925141475233,0.27964253328834876
HLA-E,-1.252784,-0.12412323,0.21028432659398621,0.2798428234646342
KCNIP1,-1.2462753,-0.09003677,0.21266333242393043,0.2828814547807298
PBX3,-1.244372,-0.10729043,0.21336268363412658,0.28368410769159724
RGS12,-1.2430657,-0.1474614,0.21384362589959494,0.284195776083192
OGA,-1.2420783,-0.1288333,0.21420768572078686,0.2845517190819258
LONP2,-1.2417654,-0.15190847,0.21432315000841407,0.2845772584530222
KIF13B,1.2383014,0.017272824,0.21560432059006174,0.28614989945458374
GALNT2,1.2303761,-0.11885264,0.21855627225173158,0.289937594010036
KYNU,-1.222735,-0.10053058,0.2214297879508733,0.29361788474023875
PLEKHA5,-1.2210771,-0.082192905,0.2220568379661142,0.2943173777973105
VPS13D,-1.2194787,-0.1919769,0.22266254877547387,0.2949879734449266
PIP4K2A,-1.2167588,-0.22504757,0.2236959905289585,0.2962243815468564
CD53,-1.2157536,-0.16885586,0.22407883080481494,0.2965985240330518
ARHGEF7,-1.2145505,-0.1588569,0.22453756827644278,0.2970727469321885
KIF26B,-1.2123799,-0.036374494,0.225366962661265,0.29803672119381064
RAB39A,-1.210724,-0.027362574,0.22600120134827018,0.2987418651706906
DPP8,-1.2089885,-0.0702899,0.22666724339273725,0.29948839978209296
ZNF609,1.2081829,-0.09467332,0.2269769117354129,0.29949608567675856
SYT17,-1.2082654,-0.14827184,0.22694520556366382,0.29949608567675856
CD86,-1.2082028,-0.16682523,0.22696927140517698,0.29949608567675856
RGS7,-1.2072471,-0.033476323,0.22733697906047323,0.29981516368416483
SIK2,-1.2070276,-0.09357161,0.22742151239214803,0.29981516368416483
ZFP36L1,1.2066859,-0.100643784,0.22755313826386614,0.29985500438781293
ZNRF2,-1.2056756,-0.15819968,0.22794259389846006,0.3002344098698202
TAF2,-1.2053359,-0.039393377,0.2280736679222951,0.3002733018905729
SPECC1L,1.2022295,-0.04591162,0.2292746040851643,0.30158585599636606
HPS3,-1.2023557,-0.08971622,0.22922574175092159,0.30158585599636606
IP6K1,-1.2002627,-0.031127004,0.23003735356259702,0.30245462627149816
NR3C2,-1.1982799,-0.065295674,0.23080809141551006,0.30333312280696145
NEGR1,-1.1945189,-0.08606025,0.23227506006115617,0.30512543429624117
PCBP1-AS1,-1.1939039,-0.06559814,0.23251553318885199,0.30530569788607254
ERC2,-1.1912973,-0.09265264,0.23353688327924926,0.30651068080636484
SKI,1.1879426,-0.07198669,0.23485600164297948,0.3079686017109935
FOXJ3,-1.1879476,-0.14212546,0.23485404465877657,0.3079686017109935
TRA2B,1.186985,-0.02169314,0.23523352394738672,0.30832691946472635
PSMA3-AS1,-1.1830691,-0.0348873,0.2367817618156003,0.31011794601869264
PPP4R1,-1.1829985,-0.04551936,0.23680971326013123,0.31011794601869264
HECTD4,-1.1811479,-0.11889872,0.2375439770847052,0.3109418062149063
EIF1B-AS1,-1.1755193,-0.053592637,0.23978699530651582,0.31360024109746454
RTTN,-1.1756365,-0.096184425,0.23974013052931453,0.31360024109746454
TRAK1,-1.1740253,-0.19380066,0.24038488845324535,0.3142431985659799
SAMSN1,-1.1727995,-0.14750457,0.24087623095524968,0.3147463609963205
ASPH,-1.1709627,-0.078682765,0.24161377158750985,0.3155632242399373
ADGRG1,-1.1707114,-0.16226602,0.24171481329166655,0.3155632242399373
ZMYM2,1.1693991,-0.09157038,0.24224286976487575,0.3161130476146238
DNM2,-1.1690961,-0.1721434,0.24236490567171953,0.3161327860923135
SPAST,-1.165368,-0.02150064,0.24387008787312214,0.31795584208149125
PPP4R3A,-1.1627911,-0.088156015,0.24491427023903622,0.31917650819604676
NPEPPS,-1.1622487,-0.10812397,0.2451344548317952,0.31932272376106535
CACNA1A,1.1611788,-0.052703056,0.24556918206640654,0.3197481600045637
PHF20,1.1606772,-0.047518447,0.2457732096210663,0.3198729669231924
MARK2,-1.1585027,-0.11509154,0.2466589725342162,0.32088454983883735
ACTR2,1.1579771,-0.08470793,0.2468733636825623,0.32102222357490623
SP100,1.1520953,-0.14605877,0.24928191398360933,0.3240117009448496
AVL9,-1.1517308,-0.15356661,0.24943174132711254,0.32406399784897705
SMARCA2,1.1472406,-0.095785335,0.25128218815988534,0.3263247388620031
DOCK5,-1.1463267,-0.14323756,0.2516599979364368,0.32667191128096734
AGFG1,-1.142968,-0.11427567,0.2530518515423119,0.32833449978526386
SYT1,1.1406078,-0.06711858,0.25403318023220345,0.32946320787132705
SPRED1,1.1394843,-0.11246592,0.25450123184236273,0.329925533782493
PHC3,1.1386817,-0.07710186,0.2548359807241348,0.33007008103428237
MBNL2,-1.1388385,-0.15551165,0.2547704983301402,0.33007008103428237
CDK19,-1.1367335,-0.13949344,0.25564968266709176,0.3309790331202234
MYOF,1.1359845,-0.0264176,0.2559630292754397,0.33123968383696945
RAB20,-1.1351362,-0.032551855,0.25631825593101976,0.33155427943483173
PTK2,1.1308855,-0.084244944,0.25810328784297787,0.33371728122067584
C3,1.129899,-0.11922743,0.2585187580278139,0.33410837739870874
UHRF2,-1.1267947,-0.056271832,0.25982927876289896,0.3356553854529892
KAZN,-1.1252083,-0.06474285,0.2605007801007927,0.3363758981476175
MARS,-1.1228967,-0.02657252,0.2614813772870136,0.3374536475653128
ITSN2,1.122703,-0.129055,0.26156366595187586,0.3374536475653128
PDE3B,1.1218059,-0.089923844,0.2619449591254892,0.33779818758572683
WDFY2,-1.1212596,-0.20512201,0.2621773856028735,0.33795053584468043
HIPK3,-1.1192648,-0.14325646,0.2630271629218264,0.3388981789803227
NRXN3,1.1189262,-0.032848682,0.26317166135421466,0.3389366736169045
COMMD1,-1.117588,-0.088985674,0.2637429869654456,0.33952460272391066
FAM172A,1.1170715,-0.12461073,0.263963771986636,0.33966095464076707
STAT5B,1.116081,0.074648745,0.2643874412218361,0.3400581399273464
DMXL2,-1.1156688,-0.09699325,0.26456393111828014,0.34013719318119756
CARD8,1.112796,-0.06280385,0.26579608658101983,0.3415728066145483
PIBF1,-1.1098714,-0.107581496,0.26705444945401136,0.3430408371136019
SPPL3,-1.1071714,-0.1716413,0.26821984446470026,0.3443882240912369
BCAS3,-1.106475,-0.13063625,0.26852097765037164,0.3446252304306202
TRERF1,-1.102712,-0.04055876,0.27015223061250393,0.3465683930243706
MARCH3,-1.1003578,-0.10181578,0.27117628944790784,0.34773126101364416
FAM168A,1.0999882,-0.10144969,0.2713372689631156,0.3477868679340844
WWP2,-1.0977153,-0.08229772,0.2723288189325702,0.3489065500795538
DNAJC1,-1.0959669,-0.047763836,0.27309323513451356,0.34973438557503533
GCC2,-1.0952487,-0.07742021,0.27340767865748083,0.3499855003420653
CLEC2D,-1.0891861,-0.075745985,0.27607182807522523,0.3530901365131665
ETV5,-1.0892348,-0.103753895,0.27605036778749037,0.3530901365131665
XPR1,-1.0885483,-0.15150139,0.2763531067571272,0.35329707595366416
STK24,-1.084081,-0.07969538,0.2783288494273415,0.35566914769085944
RSRC2,-1.0828086,-0.020354953,0.27889340764515436,0.3562366334370287
SOD1,-1.082299,-0.040832605,0.27911971364596133,0.356247799117318
ALPK1,1.0822463,-0.07157721,0.2791431013036273,0.356247799117318
PABPN1,-1.0809063,-0.03897791,0.2797388320527753,0.3568540666005421
PLCL1,1.0804771,0.072461285,0.27992978974663796,0.35694367756826584
SGPP1,1.0782121,0.06432114,0.280939089335292,0.3577836584570893
SDK1,1.0779132,-0.07796527,0.2810725189705169,0.3577836584570893
EHBP1,-1.0786979,-0.08745566,0.2807224132828986,0.3577836584570893
DCAF5,-1.0781784,-0.096044704,0.2809541589665362,0.3577836584570893
ATF7IP2,1.0743866,0.036956117,0.2826494363799057,0.3596361374248628
MAF,-1.0708522,-0.19592458,0.2842359136873288,0.3614991814079274
MPRIP,-1.0692925,-0.08282946,0.28493787412004035,0.3622361538146859
AHCYL2,-1.0687511,-0.08480057,0.28518182221776234,0.36239048057495626
DCAF6,-1.0678462,-0.17016238,0.2855899112773196,0.36275316479683595
TPK1,-1.0673574,-0.14921828,0.2858104703279488,0.36287744128799687
P2RX7,-1.0665071,-0.11759991,0.2861944815228866,0.36320904800994663
GOLGA4,1.0595444,-0.10099464,0.2893519069565499,0.36705859668404894
AGPAT3,-1.0566655,-0.07058673,0.2906642331894569,0.36856523908285765
PADI2,-1.0515447,-0.08137255,0.2930084982640013,0.37137853809114957
SH3TC1,-1.0502255,-0.124654904,0.29361446382322065,0.37198713347269213
UBXN7,-1.0492947,-0.023045395,0.29404252183324286,0.37236990880552423
FAR1,-1.0456331,-0.12559977,0.29573048941116364,0.3743471991390458
RYK,-1.0452585,-0.058003012,0.2959034978334931,0.37440592344614426
STARD13,-1.0426111,-0.09771507,0.2971284204098116,0.3757950124686967
BOD1L1,-1.0404754,-0.09142557,0.2981190993290054,0.3768867792714275
DIS3L2,-1.0363121,-0.08741318,0.3000565677599202,0.37917404737866833
LILRB1,1.0344018,0.11571586,0.300948360084494,0.38013853087135785
RUFY3,-1.0250401,-0.1501306,0.30534425330181003,0.3855264547452828
TIAM2,-1.0226163,-0.09082193,0.30648931611773067,0.3868070455655696
PVT1,-1.0215573,-0.04261933,0.30699046911476247,0.38727423940800026
EPSTI1,1.0207506,0.035949197,0.3073725743783653,0.38759091788350797
SH2B3,-1.0189815,-0.117328964,0.308211767128883,0.3884834592498325
RCSD1,-1.0181082,-0.17968644,0.3086265028943387,0.38884046402154215
NRF1,-1.0078695,-0.123143554,0.3135171455272334,0.39483398608348774
EWSR1,1.006282,0.03844587,0.31427993411123123,0.3956261239535593
CEP170,1.003728,-0.13945395,0.3155097333476664,0.39700522617406364
SNTG1,-1.0020034,-0.051464736,0.3163419081984591,0.3978830380871304
MITF,-0.99893594,-0.09007769,0.31782573934790337,0.3995793840356081
KLHL24,-0.9978233,-0.060428854,0.3183650418126376,0.40008730498936224
TMEM131L,-0.99661434,-0.0831591,0.3189517308432762,0.4006543195002412
CCNL1,-0.9958743,-0.062272977,0.3193112280373288,0.4009355844188456
EPB41L3,0.99514115,-0.09017079,0.3196676087356676,0.40121269907952845
TENM2,0.99368584,0.061444066,0.32037582884506066,0.40193098256039217
FMNL3,0.9898842,-0.12030737,0.3222307384668899,0.4040866385269692
JARID2,-0.9853732,-0.1227907,0.3244407893891429,0.4066856355335717
ARID2,-0.9839447,-0.17618066,0.32514269956576236,0.40739278076947427
MTX2,-0.983451,-0.01709195,0.3253855225767196,0.4075243499616094
DHTKD1,-0.9824288,-0.0016333536,0.3258886436518834,0.4079816762398896
VPS36,-0.9794665,-0.023682427,0.3273495230479374,0.4096371306190228
ERBIN,0.9791149,-0.1104885,0.32752322923957433,0.4096811289599921
CTNND2,-0.97842544,-0.05034919,0.3278639454775848,0.40993390561404575
PHIP,-0.975491,-0.18755381,0.32931677060018605,0.4115763696807904
ETFA,-0.9735569,-0.040099256,0.3302766139483233,0.4124273426711115
ZNF438,-0.9737098,-0.06145926,0.3302006282468979,0.4124273426711115
WSB1,0.96354747,-0.11561203,0.33527284067162344,0.41848956938201376
DNMT3A,0.96024746,-0.03278029,0.33693068329003306,0.42038144746355605
GPCPD1,-0.95979744,-0.13998532,0.33715716044848343,0.42048659782630343
ABL1,-0.95782757,-0.10424662,0.33814971197526833,0.42154666876512165
EMSY,-0.95550305,-0.04545144,0.33932336389268203,0.42283151581570194
RAP1B,-0.9527186,-0.17235631,0.34073267365026116,0.4244088104396892
IQGAP2,-0.9513785,-0.027115757,0.3414122667019145,0.4250762411105521
TBC1D4,-0.95058084,-0.14556101,0.34181721001362453,0.42540130050938035
AC025569.1,-0.94527215,-0.042878877,0.3445199485665543,0.4285845552845188
ARHGAP21,0.9397728,-0.10948417,0.3473341296697068,0.431903709601902
HDAC4,-0.93534625,-0.16970181,0.34960989414083865,0.4345508436210424
TMCC1,0.9324455,-0.08259504,0.3511063152602073,0.43622746816152647
ITCH,-0.93017966,-0.17087494,0.35227808579103526,0.4374994958774008
PSEN1,-0.92819583,-0.08215154,0.3533059927360327,0.4385918641983412
GGNBP2,-0.92724913,-0.059989534,0.3537971939870532,0.4390058916574425
IFNGR1,-0.9269809,-0.1749998,0.35393643750806325,0.4390058916574425
ITPR1,0.92047125,-0.020269593,0.35732654383722673,0.4430249853780627
DDIT3,-0.9184239,-0.27846527,0.35839698716261004,0.444165922481072
CHI3L1,-0.91621065,-0.11279468,0.35955643321144226,0.44541615961719094
SMG7,0.91504043,0.06610377,0.3601704128965941,0.44598991245193836
SNX13,-0.9142626,-0.1946185,0.36057888047257536,0.4463088110328193
PHF14,-0.9137391,-0.122255504,0.36085396414526494,0.44646241505336753
TGFBR2,-0.9098231,-0.17128713,0.3629157844486538,0.4488255853679085
CDS2,-0.90868276,-0.005368325,0.36351761723487686,0.4493819373593356
RNF144B,-0.9075354,-0.06759149,0.3641237494356413,0.4499431371003725
UBXN4,-0.9052804,-0.044552006,0.3653168622486743,0.45119705525040993
SCAPER,-0.905041,-0.15668309,0.36544367511827247,0.45119705525040993
LY86,0.90475094,-0.123629645,0.36559736072419713,0.4511984122126256
MAPK8IP3,-0.9016257,-0.019035418,0.36725572326610345,0.45295167094258876
RAB3GAP2,-0.9014966,-0.075501174,0.3673243513426878,0.45295167094258876
IGF1R,-0.90064526,-0.03229636,0.36777696868573917,0.4533207571503671
PHACTR1,0.8997294,-0.027368503,0.3682643029037206,0.4537323098692924
DHRSX,0.8988532,0.03426326,0.3687308706339065,0.4539288861217575
WDR59,-0.89905286,0.0037394376,0.3686245116320206,0.4539288861217575
MTRNR2L12,0.89762235,0.17564298,0.36938690806950536,0.4545472688978474
MTR,-0.89639556,-0.065669306,0.37004154922956556,0.4551634197470155
SMCHD1,0.89565843,-0.06575696,0.37043521040856986,0.4554581776208487
USP53,-0.89279747,-0.12611528,0.3719656299840113,0.45714977882906127
USP24,-0.8917127,-0.18198323,0.37254693761189017,0.4576739902444367
NEK7,0.89080673,-0.019870335,0.3730328564281762,0.45808062975835423
DIRC3,-0.889722,-0.011270209,0.373615196369829,0.4586052867021936
NCOR2,0.8892809,-0.12674224,0.37385213275650253,0.45870570811658834
HLA-B,-0.88822794,-0.057482127,0.3744181675299997,0.4592096729100826
CDH18,0.8863186,0.12784725,0.375445856833145,0.45984699384576694
GRM5,-0.8862054,-0.007654792,0.37550686707910774,0.45984699384576694
KDM2B,-0.886107,-0.054795872,0.375559854628856,0.45984699384576694
RBMS1,-0.8865441,-0.13640372,0.37532438975519367,0.45984699384576694
SPATA6,-0.8807388,-0.113112286,0.37845922813330024,0.46320527218136126
SLMAP,-0.87920696,-0.08587414,0.37928906815949837,0.4640288682447814
USP9Y,-0.8743751,-0.04231918,0.38191399541101123,0.46704701589344927
CCR5,-0.87354565,-0.39043272,0.38236573318601996,0.4674061484212737
BASP1,-0.8705556,-0.046778925,0.38399687030894825,0.4692060931832892
ATXN3,-0.8697251,-0.011202764,0.38445065827253333,0.46937266577699466
STK10,0.87001216,-0.034166962,0.384293749510606,0.46937266577699466
AC066613.2,-0.8659234,-0.021843974,0.3865321714820549,0.47171920390938354
MYSM1,-0.86522007,-0.034177687,0.386918006709268,0.47176630936154196
PDGFB,-0.8649807,-0.06114131,0.38704939685867457,0.47176630936154196
PLEKHA2,-0.86544555,-0.1357118,0.3867942740704714,0.47176630936154196
TYMP,-0.86319757,-0.009646073,0.388028864115217,0.47276528685154373
ANKS1B,0.8625856,-0.026327565,0.3883653410337635,0.47298035973510655
GLYR1,-0.86077666,-0.017946798,0.38936106232125844,0.47399780209302644
LINC00486,-0.86034256,-0.10281046,0.38960024445094,0.4740937954079957
CTSZ,-0.8586369,-0.044765335,0.39054087088067646,0.47504292685897176
RNF111,-0.8565915,-0.15648703,0.3916706733902884,0.4762212916180439
MICOS10,-0.85419446,-0.01452565,0.39299724206498654,0.47763783180689073
ANK3,-0.8510842,-0.031599034,0.3947225903798922,0.47953767450835716
RASA2,0.8484527,-0.043483842,0.39618590252752894,0.4811177469297343
ARL6IP5,-0.8475249,-0.0040715085,0.39670262579627147,0.4815474813134544
UBE3C,-0.8472209,-0.1556365,0.3968720046979085,0.48155540332035923
TGFB1,0.8462444,-0.0039547617,0.3974164157380965,0.4820181875871826
KCND2,-0.8456881,0.013901727,0.3977267595835807,0.4821968134844806
SFPQ,-0.84185565,-0.13184324,0.39986877419509614,0.48459506774381117
SCYL2,-0.8410252,-0.0065409727,0.400333845704936,0.48495992697644236
APBA1,-0.8375334,-0.09220598,0.40229281420922014,0.48713343637046025
CTSD,0.83048034,0.111165136,0.40626725460341795,0.4913119416700924
UTY,0.83098996,0.10596377,0.4059793040055666,0.4913119416700924
TJP1,-0.830231,-0.023959238,0.4064081871237897,0.4913119416700924
NT5C2,-0.8303462,-0.16766796,0.4063430513365337,0.4913119416700924
HM13,-0.82748526,-0.06375314,0.40796205842064437,0.49298888710659805
RPS6KA1,-0.82380974,-0.06175499,0.41004766400363013,0.4953067575403326
PUM1,0.8228313,-0.13686748,0.4106039523841988,0.49577618913845484
STRBP,-0.8225203,-0.0725932,0.41078081601432204,0.4957872950834083
FBXL17,0.8175713,-0.099145226,0.4136020293401077,0.49898865800028497
CHD6,0.8170885,-0.012398298,0.4138778547460277,0.4991177881256133
ARMH3,0.8117987,-0.10761506,0.4169071398693006,0.5025660059492547
RFFL,-0.80986357,-0.057741698,0.41801857612662197,0.5034952870087255
MAP3K1,-0.81015265,-0.111306295,0.4178524345641309,0.5034952870087255
TMCC3,-0.8067553,-0.0808196,0.41980748305961424,0.5054441072505209
BRI3,-0.8040076,-0.0028177428,0.4213925965834423,0.5071460757416519
NUTM2A-AS1,0.8036559,-0.042910606,0.42159571673890717,0.5071841067522166
NEK6,-0.80214894,-0.043323625,0.4224667997841348,0.5080149965469264
ECPAS,-0.8018668,-0.08831855,0.4226299937454985,0.5080149965469264
FOXO1,-0.8001542,-0.045823153,0.42362144224479015,0.508999839381489
AC012368.1,-0.7968532,-0.021845665,0.42553628836101365,0.5110929344774644
CNTRL,-0.7943489,-0.1265848,0.4269923547927502,0.5126335335453359
TOP2B,-0.792828,-0.02176254,0.42787803733805263,0.5132800634517735
SPTLC2,-0.7929224,-0.18914022,0.4278230487930501,0.5132800634517735
SSBP2,-0.79219323,-0.16665857,0.42824801456018624,0.5135155632824293
ATRNL1,-0.7917094,-0.061452635,0.4285301096436924,0.513645534745196
GPNMB,-0.79136974,0.00393798,0.4287282779722349,0.5136748452041728
ARPC2,0.7904171,-0.07375945,0.42928424468412774,0.5141326494657618
COTL1,-0.7897127,-0.084164284,0.4296955467013086,0.5144168953829027
SQSTM1,-0.7876892,0.015785133,0.4308785152385678,0.5151811213201264
NXN,-0.7882028,0.0077951066,0.43057809359986987,0.5151811213201264
MS4A6A,-0.787429,-0.1326465,0.4310308062718947,0.5151811213201264
ZNF148,0.7878402,-0.13309547,0.43079017749766113,0.5151811213201264
FBXW7,0.78604317,-0.07575684,0.43184219428954296,0.5159423711168398
CDYL,-0.78553754,-0.14054404,0.43213846935687983,0.5160878246721703
GIGYF2,0.78008586,-0.08340019,0.4353403549274867,0.519687478741033
RNF13,0.7798077,-0.15502694,0.435504082624376,0.519687478741033
EHMT1,0.77945304,-0.104768015,0.435712886947634,0.5197269087148664
RHEB,-0.77757555,-0.009644281,0.4368192831311454,0.5206266103259963
USP3,-0.7778666,-0.15231064,0.4366476565449353,0.5206266103259963
RHOQ,-0.7763964,-0.1028124,0.4375149732348097,0.5212456792326077
PID1,-0.77594244,0.014965957,0.4377829867607137,0.5213549302663836
NAALADL2,0.7733497,0.015015263,0.43931546378284125,0.5229693343018766
CERS6,-0.7697397,-0.084550686,0.4414543103108509,0.5253039821284452
PPARG,0.7683569,0.117240354,0.44227517040833286,0.5260690582853742
CSMD3,0.7608658,0.08990454,0.44673723737747595,0.5311628511962992
ZMAT3,-0.7577466,-0.09089331,0.4486027264111516,0.5330802069551115
GRAMD1B,-0.75756675,-0.110480435,0.4487103940180157,0.5330802069551115
SPATS2L,-0.7564621,-0.04881095,0.449372187514828,0.5336520315186131
BCL2,-0.7507501,-0.14912441,0.4528030501098753,0.5375104854174634
NFAT5,-0.74670106,-0.1691087,0.4552440172628627,0.5401912355723455
HK1,-0.7427832,-0.0690139,0.45761297070494944,0.5427844181205518
CIITA,-0.74205005,-0.14317991,0.45805701580870506,0.5430932621276426
SND1,-0.74058974,-0.17739558,0.4589422157782235,0.5439247022269366
HNRNPC,-0.7397414,-0.19570632,0.4594569147274189,0.5443165452119302
UBXN2B,-0.7371705,-0.055759255,0.4610186540895258,0.5457294476151833
TRIP12,-0.7374477,-0.20093611,0.46085014782007394,0.5457294476151833
CSNK2A1,-0.7357341,-0.032432217,0.46189253918395035,0.5465451133921333
ZNF451,0.7339817,0.020345943,0.46295985760001046,0.5475031257988972
KEAP1,-0.733797,-0.115875594,0.46307247805987206,0.5475031257988972
RPS2,0.73276585,0.034424454,0.46370125323373723,0.5476626942021439
CADPS2,-0.733197,-0.03194187,0.4634382971102694,0.5476626942021439
LINC01374,-0.7326645,-0.16008551,0.46376306604063855,0.5476626942021439
LARP4,-0.7321887,-0.053844463,0.4640534052012135,0.5477327472769782
EPC1,0.73196024,-0.07928713,0.4641928524437292,0.5477327472769782
KANSL1L,-0.7310413,-0.09084176,0.4647539083558758,0.5481760299195552
RAD23B,-0.7286652,-0.026205877,0.4662065160987181,0.5496701228484487
GAS7,0.72248924,0.0070600873,0.469993724264403,0.5539144849142446
TXN,-0.71974254,-0.01303228,0.47168352386690804,0.555684533894202
ABCA7,-0.7182902,0.05958797,0.47257836111209495,0.5565170106764097
NFKB1,-0.71745974,-0.055201303,0.47309046621805817,0.5568982916428336
ANK2,-0.7155544,-0.108741246,0.47426652076734277,0.5580605260282661
CD47,0.71425605,0.10606497,0.4750688495316251,0.5587822546002448
TET2,-0.7125176,-0.1746092,0.47614428842882595,0.5598245172501146
CD74,0.7086722,-0.14306696,0.4785278921531996,0.5624034090210697
PIK3CD,-0.70828086,-0.07653635,0.47877086627199505,0.5624654157990819
SYTL3,0.70781994,0.07922849,0.4790570947620123,0.5625781688686539
SOD2,-0.70585895,-0.009187719,0.4802758431167429,0.5637854974578042
GLDN,0.70435,-0.04414798,0.4812148237119206,0.5646635848079957
JUN,-0.70375997,0.04779451,0.4815822806499953,0.5648706084419025
FAM155A,0.7033775,-0.015343052,0.4818205287084266,0.5649259727957247
PTPRG,0.7016073,0.11192491,0.4829241115560775,0.5659954807258506
ST8SIA4,-0.7004053,-0.1590475,0.48367423984254343,0.5666500504019021
CYTH3,0.6950926,0.08536787,0.48699724247605625,0.5703171667333459
GRIA2,-0.6943605,0.00752487,0.48745614549567784,0.570628591540269
FAR2,0.6916923,-0.013096992,0.48913059370016687,0.572362154955043
USP47,-0.6905906,-0.11776583,0.4898228451403752,0.5729454719462379
GNB4,-0.6884816,-0.14319195,0.4911495171752974,0.5742701155742802
DIPK1A,-0.68636274,-0.0017317492,0.49248437959109637,0.5754068337634661
OPA1,-0.6862694,-0.06605372,0.4925432508754358,0.5754068337634661
PCCA,-0.6860121,-0.17820334,0.49270547957020505,0.5754068337634661
STX16,-0.683923,-0.10188947,0.4940237862054693,0.5767186481680113
NLGN1,0.6801064,0.050552923,0.49643708412187004,0.5790786815575423
SLC39A11,0.68024546,-0.09947098,0.4963490348738302,0.5790786815575423
HCLS1,-0.6790872,-0.16801006,0.4970826134393458,0.5796030315221393
LINC00278,-0.67830443,-0.032685433,0.497578703564044,0.5799527892940001
PDE9A,-0.6761676,0.015114633,0.4989342192566424,0.5813035801189486
RPL13,-0.67474115,-0.11089685,0.49984024790503045,0.5821298200296081
SERPINB9,0.67266595,-0.038448174,0.5011598373875039,0.5834368658089957
RAB7A,-0.6711411,-0.17745233,0.5021306485481937,0.5843370042333761
TPRG1,-0.66929936,0.0134220505,0.5033045365840138,0.585394943061041
CLASP2,0.6690937,-0.10673256,0.5034356916483691,0.585394943061041
KIDINS220,-0.6676384,-0.1051367,0.50436443032568,0.5862443476702185
SPEN,-0.66602516,-0.09275672,0.5053950223326864,0.5872114267338915
MAP2K1,-0.6646682,-0.13060692,0.5062627452422344,0.5879885851065542
ZEB1,0.6642659,0.015588021,0.5065201635407373,0.5880565856262113
MCTP1,-0.65791714,0.008274549,0.5105913820984411,0.592550516823034
OSBPL1A,-0.65422076,-0.10210495,0.512969602400432,0.595076937739536
EML4,-0.65217733,-0.17286631,0.5142867751090456,0.5963709780382149
RBM33,-0.6508174,-0.15102829,0.5151643698395784,0.5971544655490526
SECISBP2,-0.6487869,-0.040055256,0.5164761179560646,0.5984403921614746
ADGRL3,-0.6462399,-0.04877895,0.5181240235107617,0.6001146641289943
XIST,0.6427292,-0.117797956,0.5203998048463696,0.6025145743659808
BPTF,-0.64228916,-0.17847171,0.5206854454130847,0.6026093393684898
REL,-0.6393656,-0.10374154,0.522585101599043,0.6045712619046831
ERGIC1,-0.6379302,-0.055700142,0.5235191259482277,0.6054149610594092
ABHD3,-0.63445336,-0.09651004,0.5257850127918098,0.6077976086103916
MIR29B2CHG,-0.6339477,-0.14461717,0.5261149546318737,0.6079413524214344
STX7,0.6331222,-0.13382815,0.5266538492549,0.6083263407213826
WASHC4,-0.63159835,-0.16918218,0.5276493717341117,0.6092382632634785
PELI2,0.63125163,0.019182682,0.5278759967393014,0.609262030584744
SNRNP70,0.62974864,-0.003957405,0.5288590447611403,0.6099205130104103
