names,scores,logfoldchanges,pvals,pvals_adj
IBTK,-3.711792,-0.24685098,0.00020579711233830784,0.0008487336976072193
PURA,-3.7076802,-0.23114575,0.00020916646589234808,0.000861427910367233
HLA-DMA,-3.7062857,-0.23883212,0.00021032111187521712,0.000864978480966644
FCGRT,-3.7040603,-0.22724524,0.00021217568354041922,0.0008707888460507391
TNRC6C,-3.7038846,-0.24316461,0.00021232288062312575,0.0008707888460507391
RPS25,-3.7034812,-0.24434529,0.0002126608814730861,0.0008709670727367252
USP8,-3.7021997,-0.23209073,0.00021373818140822746,0.0008741684680831655
TIGAR,-3.7013276,-0.23229435,0.00021447434216460736,0.0008759677206916353
INTS10,-3.6979065,-0.249331,0.0002173850188640277,0.000885409780689986
ATAD2B,-3.6979342,-0.28203586,0.00021736120599734015,0.000885409780689986
PRKCD,-3.6967492,-0.23012976,0.0002183779781486001,0.0008882306483980887
SEC11A,-3.6923234,-0.22835697,0.000222214502573574,0.0009025937968544758
DOCK7,-3.6916668,-0.24252386,0.0002227890992941092,0.0009036863739542947
SNX3,-3.6898253,-0.23094288,0.00022440820315581245,0.0009090069270297773
UVRAG,3.685355,-0.0424718,0.00022838412422769385,0.000923846587334187
ZXDC,-3.6839244,-0.24238458,0.00022967031903687983,0.0009277802368743902
USF2,-3.6815274,-0.21522541,0.00023184084038494748,0.0009352706207616503
CCND3,3.6804457,0.02971339,0.00023282669966626237,0.0009371846897274402
MARCKS,-3.6803114,-0.23004302,0.0002329491873350249,0.0009371846897274402
FAM222B,-3.679508,-0.23667946,0.0002336844739453913,0.0009388654748050571
TUT7,-3.6765108,-0.24944438,0.00023644582499524725,0.0009486706981152594
TMEM161B-AS1,-3.674973,-0.22698498,0.00023787450993389408,0.0009531096556565377
ALMS1,-3.671813,-0.22594093,0.0002408357888974328,0.0009636690497560336
MTREX,-3.665801,-0.23519494,0.00024656549113288346,0.0009850143091288796
SCIN,-3.66552,-0.26039425,0.0002468365245399052,0.0009850143091288796
DDX46,-3.66312,-0.21993591,0.00024916176767279,0.0009929532978550405
NUMA1,-3.6600862,-0.22836085,0.00025213044722013466,0.0010022189546197888
RTN3,-3.6600513,-0.24024332,0.0002521646608850602,0.0010022189546197888
SCARB1,-3.656381,-0.23084928,0.0002558012410961818,0.0010153077448609524
ARHGAP25,-3.6553288,-0.29009175,0.0002568525302277656,0.0010181138497097895
SPATA5,-3.6547556,-0.25066775,0.0002574270326634335,0.0010190250811054524
USP37,-3.6526477,-0.23099484,0.00025955022800301945,0.0010260561820921504
RECK,-3.6473002,-0.2365027,0.000265010148790299,0.001046241668855693
SUSD6,3.6452868,-0.05576956,0.0002670938789957716,0.00104984760808818
DEF6,-3.6456206,-0.22332868,0.0002667474166548966,0.00104984760808818
PLD3,-3.6457496,-0.22603694,0.00026661348179386643,0.00104984760808818
CARMIL1,-3.6450462,-0.24724188,0.000267343675647751,0.00104984760808818
SLC49A4,-3.6446877,-0.2387932,0.0002677167132288149,0.001049918197636082
KLF12,-3.6434798,-0.29056627,0.000268976853875194,0.0010534629892833757
RPL13A,-3.6426811,-0.22873284,0.000269813090055442,0.0010544915882146238
MS4A4A,-3.6425478,-0.2306931,0.00026995269945163014,0.0010544915882146238
SMARCC1,-3.640434,-0.25346237,0.0002721788757788598,0.0010617848755647603
MICAL3,-3.6395657,-0.24769272,0.00027309817345958935,0.0010639674557575832
MBTPS1,-3.6390274,-0.21583748,0.0002736697253103755,0.0010647912865036585
HLA-DRB1,-3.6339421,-0.23742603,0.0002791234035594053,0.0010845833171158493
SFMBT1,-3.632016,-0.23495187,0.000281215641787305,0.0010912790718701586
CPEB3,3.6301813,-0.01278687,0.0002832222674668279,0.0010976254847960814
IPCEF1,3.6277852,0.015507927,0.0002858629261200945,0.0011064092572475386
MED27,3.626775,0.22740828,0.0002869832368845837,0.0011083693382593243
TM9SF4,-3.6266527,-0.22978649,0.0002871190101814821,0.0011083693382593243
MT-CYB,3.6255858,0.1397697,0.0002883071023806917,0.001111504695879668
SP140L,-3.6252363,-0.23799077,0.00028869749680260776,0.0011115605443298322
IL10RA,-3.624356,-0.23302433,0.00028968233047939643,0.0011139020172010081
VWA8,-3.6232524,-0.2461746,0.00029092171076676145,0.0011172149334250825
HDAC9,3.6224508,-0.032407008,0.0002918250752837455,0.0011192305416524455
FBXO34,-3.6215367,-0.22994912,0.00029285813835162796,0.0011217377138675697
NDUFAF6,-3.6148622,-0.22938357,0.00030050738163883597,0.0011495476423105278
IKZF2,-3.6122189,-0.24350516,0.0003035882045254564,0.0011598324557904065
RABGAP1,-3.6114302,-0.2522656,0.00030451318686055184,0.0011618651529634216
PGM5,-3.6092336,-0.2403737,0.00030710285037961575,0.00117023599042851
FBXL4,-3.608293,-0.23207198,0.000308218332462446,0.0011727973762228863
VPS50,-3.6079085,-0.23478092,0.00030867527520339854,0.0011727973762228863
DDX6,-3.607665,-0.24742061,0.0003089648820012271,0.0011727973762228863
MT-ND2,3.604834,0.18838583,0.0003123525231194653,0.0011826202443844544
ELK3,-3.6048667,-0.23068507,0.0003123130995741361,0.0011826202443844544
SPTLC3,-3.6038506,-0.26666573,0.00031353739823156547,0.0011855883459983877
METTL9,-3.603333,-0.2309849,0.00031416264237149973,0.0011864354195306828
QSER1,-3.6012418,-0.24135153,0.0003167007253066486,0.001194494955015
GSE1,-3.5990546,-0.22417048,0.0003193762988231687,0.0012030518670319871
BCAR3,-3.5977015,-0.23901173,0.0003210417930677608,0.001207787000128968
RASA1,3.5963435,-0.015691856,0.000322721573141835,0.00121256377608692
ERI3,-3.5949268,-0.22223805,0.00032448261708208315,0.0012176333739996445
FOXK1,-3.593574,-0.22103068,0.0003261730180975482,0.0012224253669384664
APLP2,-3.5912793,-0.23804237,0.0003290588538532921,0.0012301226685767189
LINC02712,-3.591314,-0.27255756,0.0003290149513563507,0.0012301226685767189
MFSD11,-3.5892606,-0.21702805,0.00033161712632580136,0.0012381210133148922
EEF1A1,-3.5874736,-0.24931824,0.0003338975746893555,0.0012450632135642171
ASCC1,-3.5796506,-0.23818567,0.00034405386778710864,0.0012813190013179852
ELP3,-3.576447,-0.23671745,0.0003482959328090438,0.0012954856268130096
SH3BGRL,3.5730069,-0.025482308,0.000352905498357731,0.001309374607628194
AC139887.2,-3.5726712,-0.21861205,0.00035335845008024983,0.001309374607628194
ZFC3H1,-3.5727556,-0.2617313,0.0003532444909561505,0.001309374607628194
TRAPPC8,-3.571946,-0.24534589,0.00035433857450361265,0.0013113631599589268
DNAJC10,-3.5703347,-0.23235093,0.00035652543845485473,0.0013178071518887568
ADAM9,-3.5679734,-0.2388221,0.0003597530439240168,0.0013280770922388485
SBF2,3.5667505,-0.0809112,0.0003614352746932335,0.0013313776252918419
MLXIP,-3.566669,-0.2518438,0.0003615475932057318,0.0013313776252918419
IWS1,-3.5655377,-0.21381335,0.0003631111037598237,0.0013354720569873119
AC008957.2,-3.562492,-0.22432119,0.00036735128752764826,0.00134938851828479
CDC14B,-3.5618045,-0.22988479,0.00036831468420641934,0.001351248785605933
SFXN5,-3.5607345,-0.22998652,0.00036981877488335475,0.0013550856472491696
RIC1,-3.5589714,-0.24101034,0.00037231019849051254,0.0013625263080896603
TSPAN14,3.5578954,0.013977537,0.0003738380160009704,0.0013661488520032654
KCNQ3,3.5576243,-0.045562435,0.0003742240683539551,0.0013661488520032654
SMARCA4,-3.5567412,-0.22621585,0.0003754837974771252,0.0013690574465349682
DIDO1,-3.5556931,-0.21790141,0.00037698389471443585,0.0013728342077223975
XPO7,-3.5539439,-0.22719756,0.0003795003342173474,0.001380298263567892
PCMTD1,-3.5499594,-0.26908252,0.00038529071013767137,0.0013996371374411479
AGAP1,-3.54654,-0.22105956,0.0003903253865152381,0.0014149258775855514
SIGLEC8,-3.5464516,-0.22189191,0.000390456380152117,0.0014149258775855514
ETS2,-3.5428784,-0.24158071,0.0003957850944182783,0.001432480445770929
NIBAN1,-3.541005,-0.2325079,0.0003986061560104072,0.0014391677696248767
PLA2G4A,-3.5411122,-0.24675922,0.0003984441048325708,0.0014391677696248767
GALNT11,-3.5382643,-0.22781123,0.0004027669020448931,0.0014524167431057913
HNMT,-3.5373602,-0.23807114,0.00040414811360925705,0.0014556223775183594
CACUL1,-3.5348887,-0.23886183,0.000407947057171529,0.0014675175767107193
PAXBP1,-3.5338883,-0.22128318,0.0004094941135483376,0.0014712929450333347
DMTF1,-3.5333211,-0.2503181,0.0004103737750427583,0.0014726641417493157
LCP1,-3.5307372,-0.23369792,0.00041440315689133243,0.001485321375669903
SGMS1,3.5252588,-0.011032937,0.00042306935193010885,0.001513487650446376
SSH1,-3.5251236,-0.2780329,0.000423285183266538,0.001513487650446376
PCF11,-3.5247967,-0.21171302,0.0004238077299468066,0.0015135259147979554
CYTH4,-3.5244303,-0.22160365,0.00042439452478042775,0.0015137932566655304
PEAK1,3.5230565,0.042247955,0.00042660056962434635,0.0015198287763604724
ABHD2,-3.521333,-0.21732664,0.00042938323743190376,0.0015279016041951138
COP1,3.5202372,-0.08702219,0.0004311610781424375,0.0015323837837346007
RPLP1,-3.516814,-0.22010589,0.00043675979502215607,0.001549046479997961
EYA3,-3.5167305,-0.22738948,0.00043689711339813984,0.001549046479997961
ZKSCAN1,-3.5124092,-0.21277195,0.00044406357989721756,0.0015718108448289454
NBDY,-3.5122194,-0.22290422,0.0004443807461200535,0.0015718108448289454
VPS54,3.510184,0.14515416,0.00044779655230530157,0.0015801126553302825
KBTBD12,-3.5102983,-0.23257442,0.0004476041931426139,0.0015801126553302825
GOLPH3,-3.5091112,-0.22174439,0.0004496068241704257,0.0015846095102168638
OLR1,-3.5044374,-0.21133013,0.000457573217832057,0.0016095477700407003
MCF2L2,-3.504322,-0.2147508,0.0004577712798796851,0.0016095477700407003
CDC73,-3.5019689,-0.24598107,0.0004618337261328003,0.0016219030025827676
SLC22A23,-3.5009813,-0.23066837,0.00046354827049172574,0.0016259931623298137
DGKD,-3.499837,-0.22212222,0.00046554277733832066,0.0016310544935893533
EPS15L1,-3.4985962,-0.21121101,0.00046771426901769,0.0016367231875565793
ARHGDIB,-3.4962738,-0.21672504,0.0004718045003590652,0.0016472913432729148
GDI2,-3.496249,-0.23049758,0.0004718484165546699,0.0016472913432729148
FASTKD1,-3.4921978,-0.21529786,0.00047906329074212965,0.0016705072532128271
RNPC3,-3.4899786,-0.2128541,0.0004830592207291204,0.0016824571445182674
LMBR1,-3.4894183,-0.22288974,0.00048407294427421063,0.0016827570729149631
NAA15,-3.4893022,-0.23049948,0.00048428348632080954,0.0016827570729149631
TRIP4,-3.4883068,-0.22282155,0.0004860900908522665,0.0016870521110917277
UST,-3.485708,-0.23241845,0.0004908364040087859,0.001701527838984736
ANKRD13C,-3.482111,-0.22106248,0.0004974774688739555,0.0017205156438132002
OTULIN,-3.4822857,-0.22698526,0.0004971527499430097,0.0017205156438132002
SERINC1,-3.481209,-0.21195893,0.0004991558675552779,0.0017243036219170055
ADAR,-3.4801142,-0.21399571,0.0005011999589645824,0.001729344549192847
KLF3,-3.4787166,-0.22034256,0.0005038211364685722,0.0017363625880391237
ANKRD36,-3.4756947,-0.21277592,0.0005095319912415322,0.0017529601426119644
CEP85L,-3.4755418,-0.23317233,0.0005098226995760195,0.0017529601426119644
STX12,-3.4751403,-0.21780775,0.0005105860720350726,0.0017535458943178975
CBL,-3.4709542,-0.2502701,0.0005186123456897305,0.0017790449027894817
NPTN,-3.4695456,-0.22379147,0.0005213395031060806,0.0017854285699642962
LRRC28,-3.46937,-0.23744561,0.0005216808537196997,0.0017854285699642962
CTBP2,3.4674923,-0.011081491,0.000525338794236332,0.0017958691497766861
ARHGAP17,-3.4671516,-0.23215844,0.000526005199919377,0.0017960708731658173
MFF,-3.4638288,-0.2221111,0.0005325455432303816,0.0018163058492874724
SYNE1,-3.4618,-0.20841505,0.0005365753502646398,0.0018279416022264287
USP25,-3.4607868,-0.2568258,0.0005385989041963629,0.001830617195067408
NCKAP1L,-3.4609578,-0.28262448,0.0005382571798097057,0.001830617195067408
HSD17B11,-3.460334,-0.21912539,0.000539505849748015,0.001831594486457957
WDFY3,3.4596763,-0.0583738,0.0005408250444743625,0.0018339674959984978
RPS24,-3.4575593,-0.21266943,0.0005450920120307959,0.0018463196787801414
MCM9,-3.456864,-0.21978213,0.0005465004729854857,0.0018489724240481479
YLPM1,-3.4563117,-0.22422558,0.000547621608518928,0.0018506481101605375
SSBP1,-3.4545853,-0.21743004,0.0005511399971516568,0.0018604120680107868
CHCHD3,-3.4533246,-0.26646888,0.0005537222350648806,0.0018669973193692728
CCNI,-3.4520094,-0.22749127,0.0005564283997105328,0.0018739849407107578
KLHL8,-3.4507706,-0.21989784,0.0005589884418741392,0.0018783282075248064
PRMT2,-3.4508402,-0.28658026,0.0005588444444879092,0.0018783282075248064
TYROBP,-3.449513,-0.20690745,0.0005615987091480191,0.001884957301873658
RAB10,3.444699,-0.05038652,0.0005716955542281408,0.001916670922735388
MT-CO1,3.4443552,0.082228675,0.0005724228868415272,0.0019169359868520905
KPNA3,-3.4416077,-0.22596532,0.0005782683962989031,0.0019343208686152225
ARID4A,-3.4392762,-0.22090185,0.0005832719531234826,0.0019488532942216249
CD14,-3.4378953,-0.20641372,0.0005862542611038495,0.0019566070542709744
RPL35,-3.4332464,-0.2146563,0.0005964000960378608,0.0019859854549368855
FAM13B,-3.4335175,-0.2712079,0.0005958037953316344,0.0019859854549368855
ATG4C,-3.432828,-0.24011059,0.000597320754938293,0.001986813804671015
TBC1D15,-3.4287205,-0.2089044,0.0006064338990404503,0.002014859594901811
NAGK,-3.426814,-0.21157098,0.000610707002966833,0.0020267795822367283
ARHGEF2,-3.4259388,-0.19288318,0.0006126781260916652,0.002031041725171585
SLC2A3,-3.425633,-0.23473309,0.0006133686316103769,0.002031053800304462
DLG2,3.4240007,0.011031101,0.0006170643259673793,0.0020387253764084256
NR6A1,-3.4240236,-0.25877634,0.0006170124480573798,0.0020387253764084256
AC027097.2,-3.422472,-0.22610015,0.0006205448710830133,0.0020479365890540965
CHIC2,-3.4194472,-0.21129833,0.0006274852167799485,0.002068532648849841
ATP6V1C1,-3.4183633,-0.21270204,0.0006299894121745578,0.0020744751579066453
WNT2B,-3.4132674,-0.22753379,0.0006418895366378145,0.002111125106005357
CLYBL,-3.4129882,-0.23958497,0.0006425473775464395,0.002111125106005357
SRGAP1,3.4122162,-0.02594657,0.0006443696552785676,0.0021147625645490838
GLIS3,-3.4102376,-0.25333604,0.0006490634217005271,0.0021278054744661404
SH3RF3,3.4089332,-0.099457055,0.0006521746208033399,0.0021356371580459315
PIK3R5,3.4076893,-0.06363174,0.0006551541904838353,0.0021406529737687304
VEZT,-3.4078841,-0.21088763,0.0006546869060414987,0.0021406529737687304
SNHG14,3.40567,-0.058563966,0.0006600194013895561,0.002154169282460174
TLR5,-3.4035819,-0.22236861,0.0006650850467669221,0.0021683092428773855
LUC7L3,3.4030194,0.012963622,0.000666455224067517,0.0021703833673652508
APMAP,-3.3933527,-0.21815956,0.0006904263946275993,0.002245974531258318
DNM1L,-3.3923824,-0.20736805,0.0006928768781490072,0.0022514691524028727
BICD1,-3.3892293,-0.21734299,0.0007008937134869419,0.002275019441032807
RPL37,-3.3874283,-0.19789898,0.0007055115537396363,0.002286208629602052
MGLL,-3.3872824,-0.22118157,0.0007058872096133491,0.002286208629602052
ZDHHC20,-3.3869565,-0.21749574,0.0007067260778971433,0.002286421238886053
SCAMP2,-3.3833206,-0.19907305,0.0007161496690775964,0.0023143765808332816
SBNO1,-3.3820868,-0.20288013,0.0007193739505437806,0.0023216813853763492
IL1RAP,-3.3818555,-0.22943798,0.0007199803281670991,0.0023216813853763492
RUBCN,-3.3791664,-0.19920127,0.0007270601317343462,0.002336866097324415
TMEM51,-3.3794217,-0.21491092,0.0007263852137878765,0.002336866097324415
COPA,-3.3796382,-0.22342204,0.0007258131715734454,0.002336866097324415
AKNA,-3.3786864,-0.22426331,0.0007283301337487783,0.002338406303469205
KMT2A,-3.377994,-0.24347317,0.0007301664610829458,0.0023417594635816385
NEK10,-3.3773127,-0.26801175,0.0007319780063332531,0.002345025963951711
MCPH1,-3.3694172,-0.22356996,0.0007532731840884305,0.00241063723522672
ZNF721,-3.3615644,-0.21342754,0.0007750225916138008,0.0024775587063805503
RPRD2,-3.3602135,-0.22601162,0.0007788226899370869,0.002487018028233225
ITSN1,-3.355948,-0.20810561,0.0007909347590836471,0.0025229709629022053
FCGR2A,-3.3531365,-0.21954079,0.0007990126605797253,0.0025445660799291005
CPSF6,-3.3529935,-0.2344128,0.0007994257315705561,0.0025445660799291005
SEPTIN6,-3.352334,-0.20644325,0.0008013330128534972,0.002547894321513754
RBM6,3.350513,-0.053145826,0.0008066200843090452,0.0025603122025218816
P3H2,-3.3503928,-0.22526087,0.0008069702308929299,0.0025603122025218816
DCP1A,-3.3496757,-0.21319152,0.0008090624686581297,0.002564199056615316
EGLN1,-3.3464084,-0.21370257,0.0008186572976069718,0.0025918304379269974
RNF115,-3.3453763,-0.21330172,0.0008217101925361982,0.002598713411047634
ERBB4,3.343455,0.16851412,0.0008274210134632741,0.0026095539406825446
DNAJC7,-3.3433328,-0.20059492,0.0008277854570037967,0.0026095539406825446
RFX7,-3.3437471,-0.2313744,0.0008265505075288009,0.0026095539406825446
NFYC,-3.3422282,-0.20403811,0.0008310870289409514,0.00261717182596208
WDR7,-3.3416142,-0.2671424,0.0008329271720379516,0.0026201762209747056
YPEL2,-3.3384495,-0.21561709,0.000842473847403216,0.0026473912505539953
N4BP2L2,3.3355675,-0.084986486,0.0008512547141236686,0.0026721445750145308
TTC27,-3.3341231,-0.21556582,0.000855687602200062,0.0026832112828267056
LINC01176,-3.3302133,-0.2091359,0.0008677951355910717,0.002718294720278389
CKAP5,-3.3298724,-0.2083793,0.0008688577278225716,0.0027187431758426924
ANKUB1,-3.3287559,-0.2015769,0.0008723482685144521,0.002725183195537293
MEF2C-AS1,-3.3286247,-0.24276546,0.0008727590416549937,0.002725183195537293
RBM39,3.3273702,-0.028778365,0.0008766984708337613,0.002734596390564802
TBCD,-3.3235178,-0.2003604,0.0008888976161228526,0.002769726291754769
KDM3B,-3.3222134,-0.21050617,0.0008930634905829498,0.0027797776227934555
NAA16,-3.3166664,-0.19901331,0.0009109832927192681,0.0028325737082764203
RPL26,-3.3150115,-0.22340137,0.000916393902230486,0.0028464041690079277
PHACTR4,-3.3124952,-0.2283602,0.0009246773183718723,0.0028691194443081075
FAM193B,-3.3115385,-0.20026095,0.0009278446820558015,0.0028759294809633175
MGMT,-3.3105242,-0.2149404,0.0009312137878197107,0.0028824099798474417
ZFYVE16,-3.3103225,-0.22123867,0.0009318849985573737,0.0028824099798474417
SNX24,-3.3093164,-0.22116822,0.000935241143734469,0.0028897680898880094
YTHDC1,-3.3071506,-0.20060919,0.0009425016615138858,0.0029052333571690007
CACNA1C,-3.306945,-0.21972121,0.0009431937852155024,0.0029052333571690007
NSD3,-3.307254,-0.23059367,0.000942154105468077,0.0029052333571690007
FOXK2,-3.3016741,-0.20182204,0.0009610964123538812,0.0029572966611138675
SIRPB2,-3.2984705,-0.20515417,0.0009721309182021624,0.002988140462706647
FBXL5,-3.2972605,-0.21138328,0.0009763288041134814,0.002994817711372992
HEATR5B,-3.2974224,-0.24109904,0.0009757660468052274,0.002994817711372992
ATXN2,-3.2959442,-0.26705104,0.000980914528812941,0.0030057660743003796
UBE2W,-3.294496,-0.28828695,0.0009859835990036917,0.0030181713273850067
ZNF654,-3.2916987,-0.2159058,0.0009958427949912222,0.0030451987019535095
NDUFS1,-3.2858863,-0.19807598,0.0010166204343130352,0.003105523372173187
SYNDIG1,3.282315,0.004808529,0.0010295849932809148,0.0031418811404867546
NCK2,3.2813773,-0.03769094,0.0010330145907244185,0.003149097056466088
ABHD15-AS1,-3.2799559,-0.19966389,0.0010382336475047158,0.0031617475753567916
HEXA,-3.275877,-0.21402304,0.0010533445593662234,0.003204464878648068
IMMP2L,3.2699018,-0.014966296,0.0010758486569581907,0.003265618348821445
NCOA7,-3.2696652,-0.20689918,0.0010767481735529769,0.003265618348821445
ST3GAL3,-3.2696624,-0.21787815,0.001076759516435884,0.003265618348821445
CELF1,3.2667358,-0.05119386,0.0010879517279792595,0.0032928078399536032
MLLT6,-3.2667377,-0.18698463,0.001087944093372352,0.0032928078399536032
RPL6,-3.2640367,-0.19898216,0.0010983692206559714,0.003317546256874063
TNPO3,-3.2640705,-0.21371599,0.0010982382902013166,0.003317546256874063
EPN2,-3.2635808,-0.20506063,0.0011001381952082572,0.0033194986155416495
TBC1D8,-3.262208,-0.21197195,0.0011054803097044722,0.003332217406520004
SMAP2,3.2596748,-0.054523114,0.0011154003354885067,0.0033586953075758798
ZFX,-3.2584202,-0.21067026,0.0011203440854138291,0.0033701500107514676
TMED8,-3.2556825,-0.22251005,0.001131202287754433,0.0033993548423677422
DENND1B,-3.2550733,-0.2418402,0.001133630598966949,0.003403193584919054
PIAS1,3.254232,-0.10324975,0.0011369937972195109,0.0034075887748694716
SLC39A10,-3.2541306,-0.21847913,0.0011373994321258601,0.0034075887748694716
FSCN1,-3.253637,-0.19616352,0.0011393778227030973,0.0034100609531711123
SNX18,-3.2522075,-0.20642129,0.0011451239524516786,0.0034237932531846448
KAT6B,-3.2514892,-0.20642895,0.0011480210923954352,0.003428988252740709
ZC3H13,-3.2505257,-0.1970141,0.0011519186307782372,0.0034365250819732747
KPNA1,-3.2502913,-0.21879593,0.001152868745795566,0.0034365250819732747
HERC1,3.2458599,-0.049905542,0.0011709651340165547,0.0034869525692718555
LINC00342,-3.2420957,-0.18617994,0.001186541280407364,0.003529781253686695
CDK17,-3.2394803,-0.20872918,0.0011974777380088786,0.0035587353480324158
RNMT,-3.2363799,-0.1922309,0.001210561744664983,0.0035876287040740415
LPGAT1,-3.2368824,-0.20319365,0.0012084315367251574,0.0035876287040740415
RAB12,-3.2363143,-0.21407738,0.0012108398534548168,0.0035876287040740415
ZC3H7A,-3.2355235,-0.20188558,0.0012141986654105189,0.0035903854536189043
TBCA,-3.235742,-0.2050674,0.0012132694909834604,0.0035903854536189043
NCAM2,-3.234418,-0.19286811,0.0012189095256704451,0.0036007147526548513
NR2C2,-3.2330906,-0.20631616,0.001224586543343336,0.0036138746593475496
SHOC2,-3.231393,-0.21541049,0.0012318841358115128,0.0036317860315001425
HK2,-3.2290099,-0.1921129,0.0012421958671386658,0.0036585390230368868
RPS6,-3.2285042,-0.20423096,0.0012443939497549378,0.0036613660790302
USP7,-3.226754,-0.18856262,0.0012520307958721493,0.0036692319756134245
RPL19,-3.2273042,-0.19723432,0.0012496250020549084,0.0036692319756134245
HIST1H2AC,-3.2267828,-0.20721138,0.001251904754817864,0.0036692319756134245
TMEM135,-3.2272348,-0.21317308,0.0012499287474488487,0.0036692319756134245
HIPK2,-3.2264252,-0.21105707,0.0012534702327086256,0.0036698133446726794
ZC3H6,-3.2211812,-0.21961659,0.0012766347831027762,0.00373353172656657
SESN1,-3.2209287,-0.22021241,0.0012777592517028641,0.00373353172656657
FAM177B,-3.2175353,-0.19594018,0.0012929711242343214,0.0037742503596849834
CADM2,3.2155237,-0.0093931295,0.0013020674363546708,0.00379705464428083
DMD,-3.21471,-0.19060417,0.0013057631346308632,0.0038040803833531652
ITPK1,-3.208431,-0.1905878,0.0013346136815879266,0.003884303795723917
THOC1,-3.207969,-0.20019697,0.0013367591063376883,0.0038867223966967002
DSCAM,3.2033994,0.05870979,0.0013581547554325619,0.003945052663864524
GDAP1,-3.201084,-0.21339794,0.0013691169505591564,0.003972991975273234
OPRM1,-3.1988258,-0.22217625,0.0013798849187961612,0.004000313436157107
ARGLU1,-3.1975195,-0.26151168,0.0013861501268954573,0.0040145405731928175
AC079793.1,-3.1946406,-0.19395614,0.0014000501251853947,0.0040508299610305405
CAP1,-3.1917102,-0.20622183,0.0014143314463307157,0.004088150622482821
MDN1,-3.1880069,-0.1879305,0.0014325712669695273,0.00413682933245009
IKBKB,3.1871715,0.09444508,0.0014367158538798703,0.004142578810250542
RAB14,-3.1868784,-0.19692202,0.0014381722791738244,0.004142578810250542
B4GALT5,-3.1867592,-0.21355316,0.0014387651126571888,0.004142578810250542
HRH2,-3.1845767,-0.19003312,0.0014496587977136442,0.004169884304318332
SNX6,-3.184066,-0.19699398,0.0014522183835302997,0.004171955209676535
IL6ST,-3.1838703,-0.26221484,0.0014532004957615256,0.004171955209676535
A2M,-3.1833677,-0.25357997,0.0014557258845741751,0.004175151736843682
USO1,-3.1793773,-0.20414881,0.0014759182498176161,0.004228963434797181
DIP2A,-3.1729848,-0.24682352,0.0015088037853155528,0.004319005608110445
SKAP2,3.1719587,-0.087853566,0.0015141452918375979,0.004327385570076688
ZBTB44,-3.1718605,-0.20168225,0.0015146581214167643,0.004327385570076688
POU2F2,3.1706028,-0.0011221411,0.0015212302445399516,0.004341967020371271
C15orf41,-3.169369,-0.25321105,0.0015277032933570815,0.004356237838434802
GPI,-3.1619403,-0.19148822,0.0015672163095140756,0.0044603066672118585
PSMF1,-3.162151,-0.19179271,0.0015660832819750035,0.0044603066672118585
SLC38A10,-3.1587684,-0.18966211,0.0015843727442888906,0.004504798273906009
WTAP,-3.1543171,-0.18972526,0.001608741482418613,0.0045696912233543115
XRN2,-3.1487114,-0.24417692,0.0016399201800462982,0.004653785002300292
TM9SF3,-3.1481295,-0.21390145,0.0016431896173458604,0.004658592232494449
TIAL1,-3.1475463,-0.18567944,0.0016464706463318328,0.004663423085443707
ELOVL5,-3.1451273,-0.20109412,0.001660145520535418,0.004697655793515053
TASOR2,-3.1435082,-0.21744867,0.0016693578505831618,0.0047192076139334705
TLR2,3.1430602,-0.013899249,0.0016719150775387237,0.0047193063901647
CAMK2G,-3.142943,-0.1914469,0.0016725847470046014,0.0047193063901647
N4BP2L1,-3.137377,-0.19593213,0.0017046681961811702,0.004805246764640343
PPP3CC,-3.136631,-0.19635445,0.0017090112710839522,0.004808321911127732
TNFSF13B,-3.1367412,-0.19999446,0.0017083687116090966,0.004808321911127732
SEM1,-3.1356833,-0.18556803,0.0017145429811230358,0.0048192999954190276
ZNF131,-3.1328163,-0.19482778,0.0017313776862723943,0.004861997928117255
AL049828.1,-3.1302235,-0.20720297,0.0017467331749394005,0.004898781632061151
GOLGB1,-3.1297874,-0.20842029,0.0017493282249232715,0.004898781632061151
CMKLR1,-3.1297677,-0.21023975,0.0017494465348179152,0.004898781632061151
SEC24D,-3.1290653,-0.19907689,0.001753633519325935,0.004905860280649753
DLEU2,3.1277938,-0.0589806,0.0017612373633851938,0.0049224753152457635
FOCAD,-3.1272335,-0.19848222,0.0017645974180787408,0.004922560910621544
DPH6,-3.127312,-0.21807201,0.0017641264174652657,0.004922560910621544
PDZD2,-3.1262758,-0.20060426,0.0017703541379522274,0.004926945270428542
INPP4B,-3.1264508,-0.20472798,0.0017693018319590449,0.004926945270428542
ZC3HAV1,-3.1261408,-0.21071015,0.0017711676775331552,0.004926945270428542
NNT,-3.124298,-0.19511692,0.0017822984848177268,0.004953248702637235
MKLN1,3.1176493,-0.07911784,0.00182299607587959,0.005061595677348308
NCOA3,3.1162803,-0.046236865,0.0018314804642816753,0.0050803824886312505
DHX36,-3.1155472,-0.19133122,0.0018360392581762777,0.005088255001337631
RUNX2,-3.1147277,-0.28135997,0.001841147812146317,0.005097634906850805
TMC8,-3.1118808,-0.17357664,0.0018589962784804552,0.005142237600997854
PPP4R3B,-3.106431,-0.19643204,0.0018936052870794193,0.00523307554569518
BANP,-3.1060932,-0.20044,0.0018957695658259133,0.005234164898363422
CD46,-3.102952,-0.1876544,0.0019160064453003123,0.005285103599583044
FTO,3.0998826,0.009034364,0.0019359739977476674,0.005335205136383833
