top5_jaccard_vs_stage68_ge_0p50,candidate_cells_present_ge_70pct_donors,max_single_donor_contribution_le_10pct,effective_donor_count_ge_50pct,cross_region_core_concordance_ge_80pct,graph_real_beats_random_prediction,micro_pvm3_state_enrichment_present,core_concordance_rate,rare_cell_representation_lock
True,True,True,False,True,False,True,1.0,False
