epoch,loss,jepa_loss,domain_loss,domain_accuracy,alignment_state,selected_sea_ad_cells,selected_rexach_cells,selected_olah_cells,lambda_grl,mask_fraction,epoch_seconds,cells_per_second,effective_dims,top_sv_ratio,mean_dim_std,centroid_l2_sea_ad_rexach,centroid_l2_sea_ad_olah,centroid_l2_rexach_olah,random_gene_dropout_genes,module_dropout_events,module_dropout_genes,external_mask_events,external_mask_genes,edge_dropout_edges
11,0.09311337216246512,0.027346194211033084,0.6576717534372883,0.6515456989247311,reference_like,6263,3605,2013,0.9894563800333281,0.5,7.998288400005549,744.1592128630758,36.08047866821289,0.3142108917236328,0.014931851997971535,0.1817416250705719,0.35990703105926514,0.17829416692256927,2640496,623,6315,1554,290278,183434
12,0.09095738083124161,0.027524908764227744,0.6343247121380221,0.6661626344086021,reference_like,6263,3605,2013,0.9935965614328778,0.5,7.964062000042759,747.3573158983498,36.20496368408203,0.32190385460853577,0.01463698223233223,0.18812721967697144,0.36451420187950134,0.1765276938676834,2641251,590,5993,1469,273467,183435
13,0.09063210170115193,0.027140804055717685,0.6349129599909629,0.6624663978494624,reference_like,6263,3605,2013,0.996114251482986,0.5,7.972946799942292,746.5244845284908,36.734764099121094,0.3285067677497864,0.01420983299612999,0.1825650930404663,0.35846588015556335,0.1760406345129013,2639619,624,6295,1515,272899,183428
14,0.08992152781255784,0.026931726523945407,0.6298980097616872,0.6661626344086021,reference_like,6263,3605,2013,0.9976432360700358,0.5,7.973876399919391,746.4374541923136,37.02226638793945,0.3208102881908417,0.014195437543094158,0.1792019009590149,0.35316702723503113,0.17410187423229218,2641088,593,5989,1509,273297,183416
15,0.08944349423531563,0.026793307594714627,0.626501852466214,0.6646505376344086,reference_like,6263,3605,2013,0.9985710274522737,0.5,7.997149100061506,744.2652282116665,37.165687561035156,0.31989991664886475,0.01418425515294075,0.17784397304058075,0.35179823637008667,0.17407694458961487,2640725,527,5280,1463,275951,183427
16,0.09099633078421315,0.026939098693190083,0.6405723056485576,0.6641465053763441,reference_like,6263,3605,2013,0.9991337352500091,0.5,7.9771696999669075,746.1292944569916,37.351863861083984,0.3225495219230652,0.014096268452703953,0.18324081599712372,0.3521755635738373,0.16907188296318054,2638948,589,5914,1468,267176,183425
17,0.08993433536060395,0.026800488932959495,0.6313384559846693,0.6664986559139785,reference_like,6263,3605,2013,0.9994749166456093,0.5,7.945967999985442,749.0591454698666,37.01824188232422,0.3157097101211548,0.01422423217445612,0.18110056221485138,0.35053902864456177,0.1695801466703415,2638849,627,6360,1514,275846,183417
18,0.08980289606317397,0.026849616078599807,0.6295327890303827,0.6654905913978495,reference_like,6263,3605,2013,0.9996817443942284,0.5,7.990840200101957,744.8528378685457,37.27946090698242,0.31751886010169983,0.014130610041320324,0.18274331092834473,0.3516460359096527,0.16905108094215393,2642209,573,5808,1473,262573,183458
19,0.09011336319869565,0.026804089606288942,0.6330927302760463,0.6594422043010753,reference_like,6263,3605,2013,0.9998071117333118,0.5,7.968841699999757,746.9090520395431,37.31754684448242,0.3218235671520233,0.013953138142824173,0.1758914738893509,0.34890392422676086,0.17316211760044098,2636749,587,5912,1499,284589,183421
20,0.08973266905353915,0.026459348898741505,0.6327331912133002,0.6569220430107527,reference_like,6263,3605,2013,0.999883097281469,0.5,7.959048799937591,747.8280570470521,37.247352600097656,0.3131926655769348,0.014055093750357628,0.1735292673110962,0.3437250852584839,0.17033569514751434,2639230,600,6089,1490,274458,183433
