analysis_label,donor_id,base_score,score_without_donor,influence_score_without_minus_base,abs_influence,high_leverage_cutoff,dataset,feature,rare_burden_fraction_high_q95,q95,variance,top_5pct_mean
stage61_best,H21.33.045,0.3433239568682607,0.3288315481986368,-0.0144924086696239,0.0144924086696239,0.0104825092863067,DLPFC,disease_program_score,0.1109324758842443,1.679855556538764,0.6147540747541252,2.140941604536335
stage62_aggregate,H19.33.004,0.2847773089545241,0.2987000973709834,0.0139227884164593,0.0139227884164593,0.0108646182696816,MTG,disease_program_score,0.0201005025125628,0.8843875756356327,0.4476775044571234,1.201875887588815
stage62_aggregate,H19.33.004,0.2847773089545241,0.2987000973709834,0.0139227884164593,0.0139227884164593,0.0108646182696816,DLPFC,disease_program_score,0.0609418282548476,1.4221976135442365,0.5300057760997908,1.7405807294271225
stage61_best,H21.33.017,0.3433239568682607,0.3570740019474197,0.013750045079159,0.013750045079159,0.0104825092863067,MTG,disease_program_score,0.0044893378226711,0.7703659613866396,0.3125070888370252,0.9169588813728676
stage61_best,H21.33.017,0.3433239568682607,0.3570740019474197,0.013750045079159,0.013750045079159,0.0104825092863067,DLPFC,disease_program_score,0.0081699346405228,0.7614655411768297,0.2932440773610338,1.0401968462034266
stage62_aggregate,H21.33.011,0.2847773089545241,0.2716358325219085,-0.0131414764326156,0.0131414764326156,0.0108646182696816,MTG,disease_program_score,0.0,0.3477856298129804,0.23396527475324,0.5171174416787472
stage62_aggregate,H21.33.011,0.2847773089545241,0.2716358325219085,-0.0131414764326156,0.0131414764326156,0.0108646182696816,DLPFC,disease_program_score,0.0023980815347721,0.6016286993900137,0.2225816867443755,0.8023145240143774
stage62_aggregate,H21.33.004,0.2847773089545241,0.2719717624148003,-0.0128055465397237,0.0128055465397237,0.0108646182696816,MTG,disease_program_score,0.0055555555555555,0.6105669107957212,0.3638569803830246,0.8501595083134986
stage62_aggregate,H21.33.004,0.2847773089545241,0.2719717624148003,-0.0128055465397237,0.0128055465397237,0.0108646182696816,DLPFC,disease_program_score,0.0337711069418386,1.2061047536711904,0.553185964755648,1.52516182478457
stage61_best,H20.33.032,0.3433239568682607,0.3559493670886076,0.0126254102203469,0.0126254102203469,0.0104825092863067,DLPFC,disease_program_score,0.0038167938931297,0.587012995037193,0.2708812089446385,0.8953895987721192
stage61_best,H20.33.032,0.3433239568682607,0.3559493670886076,0.0126254102203469,0.0126254102203469,0.0104825092863067,MTG,disease_program_score,0.0228310502283105,1.01760305230616,0.3804999815043443,1.1633137191757783
stage62_aggregate,H20.33.045,0.2847773089545241,0.2732619279454722,-0.0115153810090518,0.0115153810090518,0.0108646182696816,DLPFC,disease_program_score,0.0381679389312977,1.2886615301049584,0.5391133809539166,1.567206441801847
stage62_aggregate,H20.33.045,0.2847773089545241,0.2732619279454722,-0.0115153810090518,0.0115153810090518,0.0108646182696816,MTG,disease_program_score,0.1078066914498141,1.4702924762618848,0.6183022425416556,1.815586888502219
stage61_best,H20.33.012,0.3433239568682607,0.3546543330087634,0.0113303761405026,0.0113303761405026,0.0104825092863067,MTG,disease_program_score,0.0232558139534883,0.9653908259804068,0.4391161344886456,1.1381629830362474
stage61_best,H20.33.012,0.3433239568682607,0.3546543330087634,0.0113303761405026,0.0113303761405026,0.0104825092863067,DLPFC,disease_program_score,0.0535475234270415,1.349301587184956,0.4971148124468865,1.6204642456065692
stage61_best,H20.33.045,0.3433239568682607,0.332064264849075,-0.0112596920191857,0.0112596920191857,0.0104825092863067,MTG,disease_program_score,0.1078066914498141,1.4702924762618848,0.6183022425416556,1.815586888502219
stage61_best,H20.33.045,0.3433239568682607,0.332064264849075,-0.0112596920191857,0.0112596920191857,0.0104825092863067,DLPFC,disease_program_score,0.0381679389312977,1.2886615301049584,0.5391133809539166,1.567206441801847
stage61_best,H21.33.011,0.3433239568682607,0.3324537487828627,-0.0108702080853979,0.0108702080853979,0.0104825092863067,MTG,disease_program_score,0.0,0.3477856298129804,0.23396527475324,0.5171174416787472
stage61_best,H21.33.011,0.3433239568682607,0.3324537487828627,-0.0108702080853979,0.0108702080853979,0.0104825092863067,DLPFC,disease_program_score,0.0023980815347721,0.6016286993900137,0.2225816867443755,0.8023145240143774
