analysis_label,donor_id,base_score,score_without_donor,influence_score_without_minus_base,abs_influence,high_leverage_cutoff,dataset,feature,rare_burden_fraction_high_q95,q95,variance,top_5pct_mean
stage62_aggregate,H21.33.042,0.2847773089545241,0.3043330087633885,0.0195556998088644,0.0195556998088644,0.0108646182696816,DLPFC,disease_program_score,0.0634920634920634,1.4773194441945054,0.4825170883884633,1.883841193196003
stage62_aggregate,H21.33.042,0.2847773089545241,0.3043330087633885,0.0195556998088644,0.0195556998088644,0.0108646182696816,MTG,disease_program_score,0.0110375275938189,0.6875457757857492,0.2760853778088861,0.9257517885426286
stage62_aggregate,H21.33.045,0.2847773089545241,0.2677799415774099,-0.0169973673771142,0.0169973673771142,0.0108646182696816,MTG,disease_program_score,0.1741573033707865,1.5888886916839025,0.5593430171889459,1.758657828727192
stage62_aggregate,H21.33.045,0.2847773089545241,0.2677799415774099,-0.0169973673771142,0.0169973673771142,0.0108646182696816,DLPFC,disease_program_score,0.1109324758842443,1.679855556538764,0.6147540747541252,2.140941604536335
stage62_aggregate,H21.33.020,0.2847773089545241,0.2678724440116845,-0.0169048649428396,0.0169048649428396,0.0108646182696816,MTG,disease_program_score,0.1949152542372881,1.611084363092532,0.6357464667521877,1.832585543665026
stage62_aggregate,H21.33.020,0.2847773089545241,0.2678724440116845,-0.0169048649428396,0.0169048649428396,0.0108646182696816,DLPFC,disease_program_score,0.2035087719298245,2.4348606715582037,0.9348953255983912,3.0248947007308877
stage61_best,H21.33.020,0.3433239568682607,0.3266601752677702,-0.0166637816004905,0.0166637816004905,0.0104825092863067,MTG,disease_program_score,0.1949152542372881,1.611084363092532,0.6357464667521877,1.832585543665026
stage61_best,H21.33.020,0.3433239568682607,0.3266601752677702,-0.0166637816004905,0.0166637816004905,0.0104825092863067,DLPFC,disease_program_score,0.2035087719298245,2.4348606715582037,0.9348953255983912,3.0248947007308877
stage61_best,H21.33.042,0.3433239568682607,0.3598247322297955,0.0165007753615347,0.0165007753615347,0.0104825092863067,MTG,disease_program_score,0.0110375275938189,0.6875457757857492,0.2760853778088861,0.9257517885426286
stage61_best,H21.33.042,0.3433239568682607,0.3598247322297955,0.0165007753615347,0.0165007753615347,0.0104825092863067,DLPFC,disease_program_score,0.0634920634920634,1.4773194441945054,0.4825170883884633,1.883841193196003
stage62_aggregate,H21.33.017,0.2847773089545241,0.2997224926971762,0.0149451837426521,0.0149451837426521,0.0108646182696816,DLPFC,disease_program_score,0.0081699346405228,0.7614655411768297,0.2932440773610338,1.0401968462034266
stage62_aggregate,H21.33.017,0.2847773089545241,0.2997224926971762,0.0149451837426521,0.0149451837426521,0.0108646182696816,MTG,disease_program_score,0.0044893378226711,0.7703659613866396,0.3125070888370252,0.9169588813728676
stage61_best,H21.33.045,0.3433239568682607,0.3288315481986368,-0.0144924086696239,0.0144924086696239,0.0104825092863067,MTG,disease_program_score,0.1741573033707865,1.5888886916839025,0.5593430171889459,1.758657828727192
