model,source_latent_dim,source_latent_factor,target_latent_dim,target_latent_factor,mean_jacobian,abs_mean_jacobian,source_annotation,target_annotation
fine_bridge_06,91,z_91,111,z_111,-0.47473981976509094,0.47473981976509094,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,93,z_93,46,z_46,0.474165678024292,0.474165678024292,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,5,z_5,111,z_111,0.4734756648540497,0.4734756648540497,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,104,z_104,0,z_0,0.4728609025478363,0.4728609025478363,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,76,z_76,46,z_46,-0.4721517562866211,0.4721517562866211,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,91,z_91,17,z_17,-0.47141748666763306,0.47141748666763306,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,22,z_22,17,z_17,-0.4705868661403656,0.4705868661403656,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,65,z_65,17,z_17,-0.47017326951026917,0.47017326951026917,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,99,z_99,27,z_27,0.4692057967185974,0.4692057967185974,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.42)
fine_bridge_06,37,z_37,75,z_75,0.4687415063381195,0.4687415063381195,lysosome_phagocytosis (-0.43),homeostatic_microglia (+0.09)
fine_bridge_06,5,z_5,47,z_47,0.46843355894088745,0.46843355894088745,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,60,z_60,5,z_5,0.4681802988052368,0.4681802988052368,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,59,z_59,10,z_10,0.46779537200927734,0.46779537200927734,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,95,z_95,57,z_57,0.46768516302108765,0.46768516302108765,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,124,z_124,44,z_44,-0.4670392870903015,0.4670392870903015,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,124,z_124,71,z_71,0.466878741979599,0.466878741979599,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,58,z_58,99,z_99,0.4661889672279358,0.4661889672279358,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,45,z_45,120,z_120,0.4656151831150055,0.4656151831150055,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,104,z_104,14,z_14,0.4640425741672516,0.4640425741672516,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,124,z_124,25,z_25,0.46399736404418945,0.46399736404418945,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.44)
fine_bridge_06,104,z_104,71,z_71,0.4632019102573395,0.4632019102573395,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,1,z_1,99,z_99,-0.46176576614379883,0.46176576614379883,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,61,z_61,92,z_92,0.46168574690818787,0.46168574690818787,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,107,z_107,46,z_46,-0.46140724420547485,0.46140724420547485,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,46,z_46,27,z_27,-0.461127907037735,0.461127907037735,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.42)
fine_bridge_06,93,z_93,59,z_59,0.4599202573299408,0.4599202573299408,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,99,z_99,57,z_57,0.4594799280166626,0.4594799280166626,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,104,z_104,87,z_87,-0.4590272605419159,0.4590272605419159,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,110,z_110,17,z_17,-0.45848631858825684,0.45848631858825684,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,122,z_122,44,z_44,-0.45816338062286377,0.45816338062286377,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,102,z_102,17,z_17,-0.45801863074302673,0.45801863074302673,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,61,z_61,101,z_101,0.45655614137649536,0.45655614137649536,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,93,z_93,114,z_114,0.4558590352535248,0.4558590352535248,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,124,z_124,79,z_79,-0.4557351768016815,0.4557351768016815,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.44)
fine_bridge_06,93,z_93,74,z_74,0.4555046260356903,0.4555046260356903,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,91,z_91,8,z_8,-0.45516663789749146,0.45516663789749146,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,91,z_91,41,z_41,0.45429396629333496,0.45429396629333496,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,52,z_52,17,z_17,-0.45403337478637695,0.45403337478637695,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,46,z_46,124,z_124,0.45395007729530334,0.45395007729530334,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,99,z_99,100,z_100,0.45362260937690735,0.45362260937690735,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,124,z_124,36,z_36,-0.4506465494632721,0.4506465494632721,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,84,z_84,75,z_75,0.4505794942378998,0.4505794942378998,lysosome_phagocytosis (-0.43),homeostatic_microglia (+0.09)
fine_bridge_06,19,z_19,8,z_8,0.4502978026866913,0.4502978026866913,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,61,z_61,25,z_25,0.4495207965373993,0.4495207965373993,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.44)
fine_bridge_06,104,z_104,23,z_23,-0.44927310943603516,0.44927310943603516,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,93,z_93,70,z_70,-0.4478915333747864,0.4478915333747864,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,91,z_91,101,z_101,-0.44724270701408386,0.44724270701408386,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,5,z_5,91,z_91,-0.4466794431209564,0.4466794431209564,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,91,z_91,74,z_74,-0.44634729623794556,0.44634729623794556,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,37,z_37,44,z_44,0.4463025629520416,0.4463025629520416,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,91,z_91,100,z_100,0.44546279311180115,0.44546279311180115,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,60,z_60,118,z_118,0.4454573690891266,0.4454573690891266,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,5,z_5,74,z_74,0.4454520344734192,0.4454520344734192,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,91,z_91,24,z_24,-0.4452269971370697,0.4452269971370697,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,45,z_45,124,z_124,0.4445309638977051,0.4445309638977051,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,5,z_5,101,z_101,0.4443932771682739,0.4443932771682739,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,37,z_37,118,z_118,-0.4438376724720001,0.4438376724720001,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,93,z_93,99,z_99,-0.44381725788116455,0.44381725788116455,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,93,z_93,17,z_17,0.441967248916626,0.441967248916626,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,5,z_5,70,z_70,-0.4419184923171997,0.4419184923171997,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,60,z_60,23,z_23,-0.44095370173454285,0.44095370173454285,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,93,z_93,87,z_87,-0.44061708450317383,0.44061708450317383,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,5,z_5,82,z_82,-0.44054555892944336,0.44054555892944336,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,59,z_59,99,z_99,-0.4403221905231476,0.4403221905231476,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,52,z_52,46,z_46,-0.4402991533279419,0.4402991533279419,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,91,z_91,85,z_85,-0.4402875602245331,0.4402875602245331,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,93,z_93,101,z_101,0.43995994329452515,0.43995994329452515,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,60,z_60,92,z_92,0.43970710039138794,0.43970710039138794,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,88,z_88,99,z_99,-0.43941429257392883,0.43941429257392883,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,80,z_80,57,z_57,-0.4391794800758362,0.4391794800758362,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,110,z_110,124,z_124,-0.4387741982936859,0.4387741982936859,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,104,z_104,47,z_47,0.43814605474472046,0.43814605474472046,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,5,z_5,75,z_75,-0.43664857745170593,0.43664857745170593,lysosome_phagocytosis (-0.43),homeostatic_microglia (+0.09)
fine_bridge_06,124,z_124,6,z_6,0.4354831576347351,0.4354831576347351,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,59,z_59,36,z_36,-0.43527835607528687,0.43527835607528687,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,104,z_104,64,z_64,0.43523553013801575,0.43523553013801575,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,104,z_104,26,z_26,-0.43440741300582886,0.43440741300582886,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,104,z_104,8,z_8,0.43345221877098083,0.43345221877098083,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,124,z_124,67,z_67,-0.43334418535232544,0.43334418535232544,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,59,z_59,46,z_46,0.43330880999565125,0.43330880999565125,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,5,z_5,41,z_41,-0.4327695667743683,0.4327695667743683,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,124,z_124,87,z_87,-0.43274837732315063,0.43274837732315063,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,5,z_5,85,z_85,0.4325629770755768,0.4325629770755768,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,107,z_107,17,z_17,-0.43192094564437866,0.43192094564437866,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,97,z_97,46,z_46,0.4305606484413147,0.4305606484413147,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,60,z_60,17,z_17,0.43008333444595337,0.43008333444595337,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,22,z_22,99,z_99,0.4300394654273987,0.4300394654273987,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,45,z_45,46,z_46,0.42972779273986816,0.42972779273986816,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,124,z_124,47,z_47,0.4297255873680115,0.4297255873680115,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,75,z_75,17,z_17,-0.42964059114456177,0.42964059114456177,homeostatic_microglia (+0.09),lysosome_phagocytosis (-0.43)
fine_bridge_06,122,z_122,59,z_59,0.4292996823787689,0.4292996823787689,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,61,z_61,82,z_82,-0.4291522800922394,0.4291522800922394,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,124,z_124,70,z_70,-0.4289312958717346,0.4289312958717346,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,91,z_91,114,z_114,-0.42891424894332886,0.42891424894332886,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,19,z_19,118,z_118,0.4288399815559387,0.4288399815559387,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,60,z_60,0,z_0,0.42875418066978455,0.42875418066978455,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,36,z_36,92,z_92,-0.4285465180873871,0.4285465180873871,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,37,z_37,59,z_59,-0.42754948139190674,0.42754948139190674,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,122,z_122,75,z_75,-0.4268092215061188,0.4268092215061188,lysosome_phagocytosis (+0.43),homeostatic_microglia (+0.09)
fine_bridge_06,124,z_124,10,z_10,0.4264356791973114,0.4264356791973114,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,91,z_91,23,z_23,0.4260554313659668,0.4260554313659668,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,58,z_58,124,z_124,-0.4254539906978607,0.4254539906978607,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,104,z_104,101,z_101,0.4249112904071808,0.4249112904071808,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,104,z_104,48,z_48,0.4245140850543976,0.4245140850543976,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,104,z_104,59,z_59,0.4238065183162689,0.4238065183162689,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,76,z_76,27,z_27,0.42344868183135986,0.42344868183135986,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.42)
fine_bridge_06,123,z_123,111,z_111,0.42341533303260803,0.42341533303260803,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,67,z_67,27,z_27,-0.4231191575527191,0.4231191575527191,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.42)
fine_bridge_06,19,z_19,111,z_111,0.4228163957595825,0.4228163957595825,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,91,z_91,115,z_115,0.4228079915046692,0.4228079915046692,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,35,z_35,46,z_46,0.4222208261489868,0.4222208261489868,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,60,z_60,111,z_111,0.42202654480934143,0.42202654480934143,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,47,z_47,46,z_46,-0.42177554965019226,0.42177554965019226,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,68,z_68,46,z_46,-0.42174676060676575,0.42174676060676575,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,99,z_99,71,z_71,-0.42161571979522705,0.42161571979522705,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,44,z_44,124,z_124,-0.42114752531051636,0.42114752531051636,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,124,z_124,93,z_93,0.4209030568599701,0.4209030568599701,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,53,z_53,59,z_59,0.42065930366516113,0.42065930366516113,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,110,z_110,46,z_46,-0.4200889468193054,0.4200889468193054,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,5,z_5,6,z_6,0.41962140798568726,0.41962140798568726,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,124,z_124,48,z_48,0.419606477022171,0.419606477022171,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,47,z_47,27,z_27,0.4192458689212799,0.4192458689212799,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.42)
fine_bridge_06,61,z_61,111,z_111,0.41911792755126953,0.41911792755126953,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,59,z_59,14,z_14,0.41886788606643677,0.41886788606643677,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,60,z_60,85,z_85,0.41886210441589355,0.41886210441589355,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,5,z_5,84,z_84,0.41844484210014343,0.41844484210014343,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,104,z_104,41,z_41,-0.4184134304523468,0.4184134304523468,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,44,z_44,27,z_27,0.417847216129303,0.417847216129303,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.42)
fine_bridge_06,75,z_75,27,z_27,0.41766268014907837,0.41766268014907837,homeostatic_microglia (+0.09),lysosome_phagocytosis (+0.42)
fine_bridge_06,124,z_124,64,z_64,0.4174947142601013,0.4174947142601013,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,59,z_59,11,z_11,0.41655704379081726,0.41655704379081726,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,45,z_45,101,z_101,0.41624465584754944,0.41624465584754944,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,104,z_104,54,z_54,-0.4159996509552002,0.4159996509552002,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,21,z_21,17,z_17,-0.4158037006855011,0.4158037006855011,lysosome_phagocytosis (-0.44),lysosome_phagocytosis (-0.43)
fine_bridge_06,124,z_124,118,z_118,0.4155351221561432,0.4155351221561432,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,107,z_107,27,z_27,0.41543906927108765,0.41543906927108765,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.42)
fine_bridge_06,107,z_107,124,z_124,-0.4153326153755188,0.4153326153755188,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,99,z_99,111,z_111,-0.4150773882865906,0.4150773882865906,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,59,z_59,27,z_27,-0.4150533974170685,0.4150533974170685,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.42)
fine_bridge_06,56,z_56,59,z_59,-0.4146682620048523,0.4146682620048523,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,99,z_99,115,z_115,0.4143529534339905,0.4143529534339905,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,59,z_59,83,z_83,0.4142307937145233,0.4142307937145233,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,60,z_60,44,z_44,-0.4137333333492279,0.4137333333492279,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,59,z_59,72,z_72,-0.4130267798900604,0.4130267798900604,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,124,z_124,59,z_59,0.4129606783390045,0.4129606783390045,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,91,z_91,116,z_116,-0.41263189911842346,0.41263189911842346,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,91,z_91,27,z_27,0.41247010231018066,0.41247010231018066,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.42)
fine_bridge_06,84,z_84,54,z_54,0.4115644097328186,0.4115644097328186,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,99,z_99,92,z_92,-0.4114675223827362,0.4114675223827362,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,58,z_58,17,z_17,-0.41132867336273193,0.41132867336273193,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,18,z_18,99,z_99,0.410971075296402,0.410971075296402,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,118,z_118,46,z_46,0.4106917679309845,0.4106917679309845,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,99,z_99,44,z_44,0.41043776273727417,0.41043776273727417,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,73,z_73,99,z_99,0.410022497177124,0.410022497177124,lysosome_phagocytosis (+0.44),lysosome_phagocytosis (+0.43)
fine_bridge_06,80,z_80,25,z_25,0.4098827540874481,0.4098827540874481,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.44)
fine_bridge_06,59,z_59,43,z_43,-0.40981626510620117,0.40981626510620117,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,76,z_76,17,z_17,-0.4097402095794678,0.4097402095794678,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,107,z_107,75,z_75,0.4095109701156616,0.4095109701156616,lysosome_phagocytosis (-0.43),homeostatic_microglia (+0.09)
fine_bridge_06,123,z_123,120,z_120,0.4085136353969574,0.4085136353969574,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,61,z_61,75,z_75,-0.4080163240432739,0.4080163240432739,lysosome_phagocytosis (+0.43),homeostatic_microglia (+0.09)
fine_bridge_06,5,z_5,93,z_93,0.4071165919303894,0.4071165919303894,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,91,z_91,84,z_84,-0.4071058928966522,0.4071058928966522,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,77,z_77,17,z_17,-0.4069312810897827,0.4069312810897827,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,45,z_45,14,z_14,0.40684249997138977,0.40684249997138977,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,22,z_22,27,z_27,0.40682172775268555,0.40682172775268555,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.42)
fine_bridge_06,80,z_80,100,z_100,-0.4068164527416229,0.4068164527416229,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,80,z_80,54,z_54,-0.40611696243286133,0.40611696243286133,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,80,z_80,27,z_27,-0.40600261092185974,0.40600261092185974,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.42)
fine_bridge_06,122,z_122,124,z_124,0.4057590067386627,0.4057590067386627,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,88,z_88,46,z_46,0.40570327639579773,0.40570327639579773,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,19,z_19,69,z_69,-0.40559226274490356,0.40559226274490356,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,80,z_80,111,z_111,0.405185729265213,0.405185729265213,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,124,z_124,23,z_23,-0.40485602617263794,0.40485602617263794,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,59,z_59,104,z_104,0.40470796823501587,0.40470796823501587,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,104,z_104,70,z_70,-0.40410590171813965,0.40410590171813965,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,123,z_123,73,z_73,-0.40377077460289,0.40377077460289,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.44)
fine_bridge_06,99,z_99,82,z_82,0.4036625623703003,0.4036625623703003,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,59,z_59,22,z_22,0.4035235643386841,0.4035235643386841,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,45,z_45,59,z_59,0.4033675789833069,0.4033675789833069,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,45,z_45,111,z_111,0.40279421210289,0.40279421210289,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,5,z_5,27,z_27,-0.40268149971961975,0.40268149971961975,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (+0.42)
fine_bridge_06,65,z_65,120,z_120,-0.4018108546733856,0.4018108546733856,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,104,z_104,69,z_69,-0.40171265602111816,0.40171265602111816,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (+0.43)
fine_bridge_06,46,z_46,92,z_92,0.40073731541633606,0.40073731541633606,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,44,z_44,17,z_17,-0.4004930555820465,0.4004930555820465,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,5,z_5,35,z_35,0.40017032623291016,0.40017032623291016,lysosome_phagocytosis (-0.43),lysosome_phagocytosis (-0.43)
fine_bridge_06,91,z_91,118,z_118,-0.40005239844322205,0.40005239844322205,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.43)
