stage34b_run,approved_hbcc_dataset_used,n_hbcc_cells,gene_overlap_fraction,best_stage34b_condition,best_stage34b_mean_pooled_oof_spearman,stage33c_best_mean,stage34a_best_mean,stage27c_reference_mean,best_minus_stage33c,best_minus_stage34a,best_minus_stage27c,all_five_targets_reported,target_degradation_gate_pass,stage34b_run_pass,stage34b_dataset_rescue_pass,stage34b_full_internal_performance_pass,stage34b_graph_specific_pass,controlled_interpretation,graph_interpretation
True,True,100000,0.968211024687183,hbcc_ext_svd32_raw_count_size_factor_log1p_concat_module_pca_no_graph,0.27822213222638453,0.3049387465829706,0.2945226283284398,0.3267024400121495,-0.026716614356586066,-0.01630049610205525,-0.04848030778576495,True,False,True,False,False,False,HBCC external pretraining did not rescue the external-pretraining deficit under this compact benchmark.,Graph-specific utility remains unestablished.
