stage75b_resource_acquisition_run,small_download_requested,large_download_requested,small_resources_ready,large_resources_ready,ready_for_stage75b_scenicplus_run,ready_for_stage75c_state_response_model,ready_for_stage75d_perturbation_engine,large_cistarget_databases_deferred
True,True,False,True,False,False,False,False,True
