source,target,score,source_idx,target_idx
BSG,CD81,680,2635,1766
BTG2,KLF6,680,242,1631
CACNA1A,GNAI2,680,2662,605
CACNA1A,PDE4D,680,2662,935
CBL,RAF1,680,1877,552
CD163,MERTK,680,1902,405
CD86,IL18,680,657,1869
CDC42,NFKB1,680,31,846
CNOT2,ZFP36,680,1980,2690
COG5,STX6,680,1344,221
CREB1,JAK2,680,501,1520
CRK,ITGAM,680,2436,2387
CTNNBL1,HNRNPH1,680,2767,1052
CTSB,NPC1,680,1401,2593
CUL1,HIPK2,680,1381,1374
CX3CR1,IL6,680,580,1264
DDX5,RBM4,680,2541,1825
DDX5,UPF3A,680,2541,2135
FOXN2,SHPRH,680,338,1217
FOXO1,RUNX2,680,2069,1135
GAPDH,RPS9,680,1898,2713
GNA12,RGS12,680,1243,765
GNB1,PLCG2,680,1,2421
HCLS1,ITSN2,680,652,299
HNRNPC,RBFOX2,680,2136,2849
HSP90AB1,HTT,680,1133,764
IFNGR1,PDGFB,680,1207,2853
IGF2R,TGFB1,680,1236,2695
IKBKB,PRKCB,680,1436,2378
IL10RA,PDGFB,680,1873,2853
ITCH,MDM2,680,2757,1976
ITCH,WWOX,680,2757,2419
ITGB5,PRKCB,680,665,2378
KMT2C,NFAT5,680,1385,2410
KPNA3,POM121,680,2089,1298
MAP2K4,NFKB1,680,2457,846
MAPK1,STAT5B,680,2835,2504
MED15,SMAD3,680,2833,2310
MIS18BP1,RSF1,680,2157,1845
MTMR14,PIK3C2A,680,548,1788
MTMR3,PLCG2,680,2843,2421
NCK1,NEDD9,680,683,1074
NFATC2,NFKB1,680,2781,846
NFKB1,RPS6KA5,680,846,2217
PAPOLG,XRN1,680,349,691
PKM,RPL26,680,2318,2453
PPP2CA,USP7,680,1002,2356
PRKACB,PRKX,680,123,2872
PRPF38B,SLTM,680,144,2293
PTEN,RBPJ,680,1706,782
RAC1,XIAP,680,1252,2929
RDX,TLN2,680,1865,2298
RIC1,VPS54,680,1522,357
RPSA,SIL1,680,581,1009
SCARB2,TNF,680,817,1098
SQSTM1,STAT3,680,1054,2505
THOC1,ZC3H14,680,2573,2213
UHRF2,USP7,680,1524,2356
AATF,DHX15,679,2494,781
ACTB,ITGB2,679,1248,2826
ACTB,LAMP1,679,1248,2132
ATF6,EIF2AK4,679,201,2256
ATP2B4,DLG1,679,243,752
ATRX,RAD50,679,2913,1000
ATXN1,ZNF804A,679,1079,475
BCL2L1,SOD2,679,2750,1234
CACNA1A,GNB4,679,2662,722
CCR5,GRK5,679,593,1749
CCR5,TLR2,679,593,880
CDK5RAP2,PDE4D,679,1595,935
CEBPB,STAT5B,679,2778,2504
CLINT1,SNX2,679,1033,991
CNOT2,GPBP1L1,679,1980,85
CTNNB1,RAF1,679,583,552
CTNNBL1,HNRNPF,679,2767,1665
CUL3,PPP2R2B,679,515,1021
CUL3,RPS27A,679,515,345
CXCL10,TNFRSF1B,679,816,11
DCP2,SMG6,679,984,2439
DDX6,ZFP36,679,1875,2690
DHX9,TAF15,679,224,2489
DOCK7,USP7,679,105,2356
EEA1,IGF2R,679,1995,1236
EGLN1,KIF1B,679,270,9
EHMT1,HLCS,679,1626,2811
FCGR2A,IL1B,679,199,407
FCGR3A,S100A4,679,200,183
GCC2,TRIP11,679,401,2220
GNA13,LYPLA1,679,2543,1447
GSE1,GTF2I,679,2425,1303
HADHB,IVD,679,305,2258
HNRNPR,RPS11,679,37,2709
HPGDS,NQO1,679,840,2411
HPGDS,TXN,679,840,1583
HSP90AB1,ROCK1,679,1133,2589
IL17RA,TLR4,679,2830,1594
ITGA9,PARVG,679,578,2862
MAP1B,STK4,679,944,2772
MAPK1,TNFRSF1A,679,2835,1897
MICAL3,RAB6A,679,2831,1837
MTMR14,RYR1,679,548,2689
NT5C2,PDE9A,679,1738,2819
PABPC1,PCF11,679,1479,1850
PARL,PSEN1,679,733,2197
PHF20,YEATS2,679,2763,732
PPP3CB,TFEB,679,1690,1127
RAF1,RANBP9,679,552,1076
RBM39,TRA2B,679,2762,736
RECK,TIMP2,679,1543,2563
RHOA,WASL,679,601,1357
RNF115,UBE2D3,679,169,848
RPN2,SPCS3,679,2766,894
RPS27A,SMAD2,679,345,2610
SENP6,ZNF638,679,1152,373
STIM1,TNF,679,1771,1098
TBC1D1,YWHAG,679,786,1304
TBCA,TUBA1B,679,953,1945
TXNIP,ZBTB16,679,170,1870
ABCA1,PPARD,678,1579,1119
ABL1,ASXL1,678,1618,2753
ADGRL3,NRXN1,678,807,340
AFF4,CDK13,678,1001,1283
AMBRA1,ATG10,678,1805,962
APPL1,PLEK,678,617,367
ASXL1,CSF3R,678,2753,69
ASXL2,YY1,678,303,2231
ATF6,IL6,678,201,1264
ATG10,SH3GLB1,678,962,124
ATG5,VMP1,678,1173,2529
BDP1,EEA1,678,943,1995
BRD4,KDM6A,678,2665,2896
C1QA,MSR1,678,32,1403
C1QC,CD163,678,33,1902
CACNA1D,GNG2,678,612,2165
CALM1,YWHAE,678,2215,2435
CANX,FLOT1,678,1053,1094
CARD11,CYLD,678,1244,2395
CCL5,PPARG,678,2490,551
CCR1,GRK3,678,592,2838
CD9,PRKCA,678,1896,2544
CDC42,SNAP23,678,31,2266
CDC42,YWHAH,678,31,2846
CLIP2,MAPRE2,678,1302,2600
CLTC,SORT1,678,2528,146
CNOT2,SEC62,678,1980,709
COPB1,SEC31A,678,1784,823
CSF1R,IL1B,678,1025,407
CSF3R,PDGFB,678,69,2853
CTSB,PSAP,678,1401,1683
CUL3,MAF,678,515,2420
DDX17,RUNX2,678,2852,1135
DMD,DTNBP1,678,2889,1078
EIF3E,RPL35,678,1488,1607
ERBB4,RHOA,678,506,601
EXOC2,VPS53,678,1059,2433
G3BP1,UBAP2,678,1029,1541
GAPDH,RPL32,678,1898,553
HDAC4,TBL1X,678,536,2875
HLA-A,PUM3,678,1091,1517
HMOX1,MAF,678,2848,2420
HNRNPM,RBM25,678,2653,2196
JUN,POU2F1,678,101,202
KAT2B,TBL1XR1,678,558,717
LGALS3,PPARG,678,2167,551
MAP2K5,SUCLG2,678,2311,625
MAP3K3,YWHAZ,678,2537,1480
MAP3K5,TNFRSF1A,678,1206,1897
NF1,PRKACB,678,2482,123
PABPC1,UBR5,678,1479,1482
PRKCH,RAF1,678,2180,552
PTTG1IP,SYNJ1,678,2825,2801
RAD23B,RPS24,678,1581,1696
RSRC2,SRSF11,678,2038,112
SEL1L,UGGT1,678,2211,420
SF1,ZFR,678,1822,915
TAB2,TGFBR1,678,1220,1576
TBC1D1,TBC1D4,678,786,2102
ACTR3,IQGAP1,677,409,2341
AKT3,CREB3L2,677,282,1370
APP,C4B,677,2796,1102
ARNT,FOS,677,178,2201
ASH1L,SETD3,677,189,2228
ATF2,HDAC4,677,467,536
ATXN2,RC3H1,677,2023,211
BRAF,PBRM1,677,1376,608
CANX,PTGES3,677,1053,1959
CCL4,NFKB1,677,2492,846
CCL5,OAS1,677,2490,2027
CD86,CX3CR1,677,657,580
CEBPB,XPR1,677,2778,220
CELF1,TRA2B,677,1810,736
CEP350,TRIP11,677,218,2220
CNTRL,RAB11A,677,1597,2308
CORO1A,WIPF1,677,2385,466
CTNNB1,RAB11A,677,583,2308
CXCL8,LPAR6,677,814,2085
DGKB,PLD1,677,1260,713
DGKD,PLCG2,677,531,2421
DNAJC10,PDIA3,677,474,2269
DUSP16,EXT2,677,1908,1802
EWSR1,HNRNPD,677,2841,821
FBXW7,SMAD4,677,876,2615
GAPDH,PIK3CA,677,1898,721
GNAI2,PRKCE,677,605,333
HDAC8,PDS5A,677,2909,793
HNRNPA2B1,SRSF4,677,1269,52
HNRNPD,HSPA1A,677,821,1099
HNRNPU,TAF15,677,283,2489
HSP90AA1,RPSA,677,2235,581
IFI16,MAVS,677,195,2725
IGF2R,SNX1,677,1236,2302
IRS2,YWHAE,677,2124,2435
ITGAX,TYROBP,677,2388,2687
IVD,SCP2,677,2258,97
JUN,NCOR2,677,101,2041
JUN,WNT5A,677,101,613
KAT6A,NCOA3,677,1435,2774
KMT2C,PBRM1,677,1385,608
KPNB1,PSMD1,677,2519,527
LIPA,NPC1,677,1708,2593
MAPK1,PTEN,677,2835,1706
MAPK8,RPS11,677,1668,2709
MAPK8,RPTOR,677,1668,2566
MSR1,TREM2,677,1403,1126
MT-ND1,PRKACB,677,2947,123
NFKB1,TAX1BP1,677,846,1272
NFKBIA,UBE2D3,677,2152,848
PIK3C3,PRKN,677,2605,1238
PRKCD,PTK2B,677,610,1424
RBM39,THRAP3,677,2762,68
RPL26,SEC11A,677,2453,2335
RPL37A,UBC,677,509,2043
TGFB1,TNFRSF1A,677,2695,1897
ABL1,NUP98,676,1618,1770
AFDN,RAPGEF2,676,1240,884
ARID1A,SMAD4,676,45,2615
ARIH1,UBE2K,676,2320,792
ASH1L,KDM6A,676,189,2896
ATF2,POU2F1,676,467,202
ATXN2,SH3KBP1,676,2023,2880
BIN1,FNBP1,676,416,1615
BIRC6,HECTD1,676,312,2143
BRD4,HSP90AA1,676,2665,2235
C1QA,LY86,676,32,1070
C1orf162,TYROBP,676,151,2687
CACNA1C,GNB1,676,1893,1
CCL4,ITGAM,676,2492,2387
CHD8,YY1,676,2137,2231
CLOCK,NCOR1,676,805,2461
CREBBP,NLK,676,2352,2472
CSNK2A1,SNCA,676,2718,836
CTTNBP2NL,FGFR1OP2,676,154,1924
CXCL8,FCGR2A,676,814,199
DDIT4,RICTOR,676,1686,920
DDX39B,SRSF4,676,1097,52
DDX5,SMAD4,676,2541,2615
DGKD,PLD1,676,531,713
DGKD,PLEK,676,531,367
DHX36,FUS,676,702,2386
DMD,MARK2,676,2889,1821
DNM2,RAB5A,676,2659,557
DYNC1I2,NUDCD3,676,461,1286
ELL,TJP1,676,2672,2247
ENTPD1,P2RY12,676,1721,701
FAF1,UBE2G2,676,91,2824
FBXW7,PSMD14,676,876,453
FCGR3A,STAT3,676,200,2505
GAPDH,MT-CO1,676,1898,2949
GCC2,VPS54,676,401,357
GIT2,LPXN,676,2018,1815
GSN,TNIK,676,1599,712
HIPK2,PIAS2,676,1374,2609
HLA-E,PPP1R10,676,1092,1093
HS2ST1,HS6ST3,676,125,2109
IFI44,SP100,676,122,525
IL17RA,IL4R,676,2830,2383
IL6,OAS1,676,1264,2027
JAK1,TLR4,676,107,1594
KIF5B,TRIM33,676,1657,160
KMT2C,PIK3CA,676,1385,721
KMT2C,SUZ12,676,1385,2483
LPAR6,PIK3R5,676,2085,2454
MAP3K1,MAPK14,676,933,1120
MAP3K14,NFKB1,676,2511,846
MT-ND3,SNCA,676,2953,836
NDFIP1,TNFRSF10B,676,1015,1416
PAFAH1B1,PLA2G4A,676,2440,231
PI4KA,PLCG2,676,2834,2421
PLCB2,PPP3CB,676,2257,1690
PPP4R2,RNGTT,676,632,1163
PRKCA,TNF,676,2544,1098
RARS2,RPS9,676,1162,2713
RBBP6,ZC3H6,676,2379,406
RBM4,SRSF10,676,1825,39
REL,TNFRSF1A,676,350,1897
RPL41,RPS12,676,1958,1202
RPL6,UBC,676,2026,2043
RPTOR,WDR59,676,2566,2417
SMAD3,SPI1,676,2310,1809
SMARCA4,TOP1,676,2660,2769
SNAP25,STX8,676,2734,2455
TAX1BP1,TBC1D15,676,1272,1983
TGFB1,TLR2,676,2695,880
UBE2K,WWP1,676,792,1470
ACIN1,RBM39,675,2139,2762
ADAR,DAAM1,675,188,2176
AP1B1,EPN2,675,2842,2464
APMAP,RPL3,675,2747,2854
AQR,ASCC3,675,2252,1168
ARID1A,KDM6A,675,45,2896
ARID4B,ASH1L,675,274,189
ARRB1,SNCA,675,1839,836
ASAP1,PACSIN2,675,1503,2860
ATG5,CFLAR,675,1173,490
BCL2,PIK3R1,675,2627,941
BIRC6,EML4,675,312,325
CACNA1C,GNG7,675,1893,2644
CACNA1C,PPP2R2B,675,1893,1021
CACNB4,PPP2CA,675,441,1002
CACNB4,PPP2R5C,675,441,2233
CCL2,SCARB1,675,2486,2042
CCL4,ITGB2,675,2492,2826
CCND2,JUN,675,1894,101
CCR5,LCP2,675,593,1037
CD9,GAPDH,675,1896,1898
CDC27,PPP3CB,675,2516,1690
CDKN2A,GIT2,675,1534,2018
CHD1,SMARCA2,675,976,1516
CHD8,SCAF8,675,2137,1227
CIITA,HLA-DRB1,675,2358,1104
CLINT1,GAK,675,1033,758
COP1,ETS2,675,213,2814
CSF1R,TNF,675,1025,1098
CSF2RA,STAT5B,675,2869,2504
CSNK1D,ZNF618,675,2569,1592
CTBP2,GAPDH,675,1759,1898
CTNND1,ROCK1,675,1814,2589
CTNND2,MAGI2,675,905,1310
CUL3,UBE2K,675,515,792
DCP1A,G3BP1,675,611,1029
DDX46,LUC7L,675,1004,2348
DEPTOR,FBXW11,675,1496,1039
DGKD,PLD3,675,531,2693
DHX15,HNRNPM,675,781,2653
DIS3L2,ZFC3H1,675,529,1982
EIF2AK2,JAK1,675,318,107
EIF2AK2,STAU2,675,318,1463
EP400,YLPM1,675,2045,2200
FBXW7,KMT2A,675,876,1874
FCGR2A,TNFRSF1A,675,199,1897
FIG4,SPG11,675,1180,2273
FOS,NCOR2,675,2201,2041
GNB4,RGS7,675,722,279
HIPK2,RANBP9,675,1374,1076
HLA-DRB1,IL6,675,1104,1264
HMOX1,NFKBIA,675,2848,2152
HNRNPH1,MSI2,675,1052,2525
HSP90AB1,JAK2,675,1133,1520
IFI16,TRIM22,675,195,1772
IGF1R,MAP2K1,675,2344,2309
IL6,TNFRSF11B,675,1264,1494
IL6,ZBTB16,675,1264,1870
ITGAV,PARVG,675,477,2862
ITGAX,SPI1,675,2388,1809
JAK1,NFKB1,675,107,846
JUN,NCOR1,675,101,2461
JUN,TJP1,675,101,2247
KDM5A,KDM7A,675,1889,1375
KPNB1,RPL6,675,2519,2026
MDM2,PIK3R1,675,1976,941
MLLT10,NSD1,675,1646,1048
MTMR3,PIK3R1,675,2843,941
NSD3,SMYD3,675,1431,285
PABPC1,RPLP1,675,1479,2315
PARP8,RPL3,675,925,2854
PPP1R12B,RHOA,675,240,601
PTMA,TMSB4X,675,528,2878
RAB11A,YWHAG,675,2308,1304
RAB5A,STX6,675,557,221
RABGEF1,RIN3,675,1295,2222
RPTOR,UGGT1,675,2566,420
RUNX2,TGFBR1,675,1135,1576
SQSTM1,TNF,675,1054,1098
TRRAP,UBC,675,1327,2043
UBE2K,USP7,675,792,2356
ACTB,EPB41,674,1248,51
ACTB,HSPA1B,674,1248,1100
ADAP2,SUZ12,674,2481,2483
AGPAT5,DGKD,674,1397,531
ALMS1,CEP192,674,376,2587
ANK3,CUL3,674,1673,515
AP2A2,DNM2,674,1764,2659
APOE,OLR1,674,2699,1907
ARID2,ARID5B,674,1940,1674
ATG4C,RB1CC1,674,106,1445
ATRX,NIPBL,674,2913,917
BCL2L1,HIF1A,674,2750,2181
BCL6,CD86,674,739,657
BIN1,HCLS1,674,416,652
BTRC,TCF7L2,674,1730,1742
CANX,TGOLN2,674,1053,385
CARD11,TAB2,674,1244,1220
CBL,EPN2,674,1877,2464
CD68,LYVE1,674,2452,1779
CDC73,RPS27A,674,233,345
CKAP5,CLIP2,674,1806,1302
CLTC,MSN,674,2528,2902
CNOT6L,SERINC1,674,819,1192
CPSF6,WWP2,674,1978,2412
CSMD3,SYNE1,674,1489,1224
CXCL8,FCGR3A,674,814,200
CXCL8,LGALS3,674,814,2167
CXCL8,LPAR5,674,814,1899
DDX3X,XRN1,674,2893,691
DHX9,RBM4,674,224,1825
DPP10,PREP,674,410,1172
DYRK1A,SRSF7,674,2813,321
EIF3A,GRB2,674,1748,2550
EIF4A1,FUS,674,2451,2386
ELP3,TYW1,674,1426,1296
EXOC5,SNAP25,674,2172,2734
FIP1L1,ZC3H6,674,802,406
FOS,TAF1,674,2201,2907
FOXO3,IGF1R,674,1177,2344
GIT2,GRK2,674,2018,1827
GRB2,RAC1,674,2550,1252
GSPT1,RPLP1,674,2363,2315
HCLS1,RAC1,674,652,1252
HIPK2,SMAD3,674,1374,2310
HLA-DRA,TYROBP,674,1103,2687
HNRNPM,PABPN1,674,2653,2140
HSPA1A,YWHAZ,674,1099,1480
IFI16,STAT3,674,195,2505
IGF2R,VPS53,674,1236,2433
IL6ST,PDGFB,674,932,2853
JAK2,SOS1,674,1520,322
KAT2B,SMARCC1,674,558,596
KDM4B,NSD2,674,2647,759
KDM6A,KMT2E,674,2896,1339
KDM6A,MT-ND4,674,2896,2954
LUC7L3,PRPF38B,674,2522,144
MBP,SNCA,674,2633,836
MT-ND2,SNCA,674,2948,836
MT-ND4,UTY,674,2954,2946
NCOR2,NR3C2,674,2041,874
NGLY1,NPLOC4,674,563,2568
NIPBL,PRRC2C,674,917,208
PIK3C2A,PLCG2,674,1788,2421
PIK3R1,SQSTM1,674,941,1054
PSMD1,SNCA,674,527,836
RBM4,SF1,674,1825,1822
RPL41,RPS6,674,1958,1531
UBE2H,UBE2K,674,1363,792
ABL1,BCL2,673,1618,2627
ABL1,EP300,673,1618,2857
ACTR3,CORO1C,673,409,2016
ACTR3,WIPF2,673,409,2501
ADAM9,ITGAV,673,1434,477
ADAR,ISG15,673,188,0
ANK2,GYPC,673,855,415
APAF1,TNFRSF10B,673,2001,1416
APMAP,RPL11,673,2747,38
ARID2,DNMT3A,673,1940,301
ARIH1,FBXW11,673,2320,1039
ASH1L,KMT2A,673,189,1874
ATG5,SH3GLB1,673,1173,124
AUTS2,SCMH1,673,1297,77
BCL2,TNFSF13B,673,2627,2122
BMPR2,SMURF2,673,491,2542
CACNA1A,CACNA1D,673,2662,612
CCL5,FCGR2A,673,2490,199
CDC27,SMAD2,673,2516,2610
CDC42,CDKN1A,673,31,1122
CDC42,SMAD2,673,31,2610
COMMD1,SOD1,673,353,2799
CREB3L2,PRKD3,673,1370,319
CTNNB1,ITGB1,673,583,1660
DCAF5,RAD51B,673,2191,2189
DDX39B,SRSF5,673,1097,2193
DNMT3A,SETBP1,673,301,2606
EDEM3,PDIA3,673,227,2269
EPS15L1,WWP2,673,2667,2412
F13A1,ME2,673,1069,2614
FAM126B,TTC7A,673,489,335
FCGR3A,IL18,673,200,1869
FLOT1,LAMP1,673,1094,2132
FSCN1,HSP90AA1,673,1249,2235
FUS,PCBP2,673,2386,1954
GNAS,JAK3,673,2784,2670
GNG2,MAPK8,673,2165,1668
GRK5,NFKBIA,673,1749,2152
GSK3B,RHEB,673,650,1382
HECTD1,UBR3,673,2143,459
HSP90AB1,MAP3K5,673,1133,1206
HSP90AB1,RPSA,673,1133,581
HSPA1B,YWHAZ,673,1100,1480
IL6,SORL1,673,1264,1879
INPP5B,PLCG2,673,70,2421
JUN,LYN,673,101,1448
LPAR5,PIK3R5,673,1899,2454
MAN2A1,MGAT5,673,982,423
MAP4K3,MAP4K5,673,323,2162
MAPK8,RPL11,673,1668,38
MICAL3,RAB10,673,2831,304
MTA3,RCOR1,673,326,2237
MTREX,RPS14,673,929,1027
MTX2,SLC25A12,673,468,462
NQO1,SOD1,673,2411,2799
PLCB2,PPP3CA,673,2257,845
RANBP2,ZNF451,673,403,1140
RAP2A,RUFY3,673,2111,811
RPS19,UBC,673,2696,2043
SLMAP,STK4,673,619,2772
SMURF2,USP25,673,2542,2792
TASOR,ZNF638,673,616,373
TGFBR2,VPS39,673,568,2262
AGPAT3,DGKB,672,2821,1260
ANK3,GYPC,672,1673,415
APP,PLB1,672,2796,307
ARID4B,RSF1,672,274,1845
ARL6IP5,RTN4,672,627,344
ATF6,JUN,672,201,101
ATG7,UBE2K,672,549,792
ATM,XPO1,672,1863,352
ATRX,SMARCA2,672,2913,1516
AXL,STAT1,672,2694,481
BCL2L1,MAPK1,672,2750,2835
BLNK,HCK,672,1724,2751
BPTF,MORF4L1,672,2547,2330
C1QA,GPR34,672,32,2895
CCL2,SCARB2,672,2486,817
CD4,TLR1,672,1900,788
CDC27,PPP3CC,672,2516,1415
CDK6,NFKB1,672,1318,846
CREB1,IL1B,672,501,407
CREB1,PPARG,672,501,551
CUL1,HSP90AA1,672,1381,2235
CX3CR1,TLR4,672,580,1594
CXCL8,GRM5,672,814,1854
CYTH1,PIK3CB,672,2562,685
DDX5,NCOA2,672,2541,1462
DDX6,TNRC6C,672,1875,2559
EEA1,STX12,672,1995,47
EIF2AK2,PARP14,672,318,660
EPS8,RDX,672,1913,1865
ESR1,GNAI2,672,1223,605
G3BP1,HNRNPD,672,1029,821
GAPDH,TLR2,672,1898,880
GNG2,PLCG2,672,2165,2421
GSK3B,SMURF2,672,650,2542
HLA-E,SYK,672,1092,1564
HNMT,MLLT10,672,430,1646
HS2ST1,HS3ST4,672,125,2382
IFNGR1,TNFRSF10B,672,1207,1416
IKZF1,RBPJ,672,1290,782
ITGAM,P2RY12,672,2387,701
ITGAX,PTK2,672,2388,1512
ITGB2,TLR4,672,2826,1594
JDP2,MAF,672,2202,2420
KPNA1,UBR5,672,658,1482
LPIN2,PLD3,672,2575,2693
MAP3K2,YWHAG,672,417,1304
MAP3K5,YWHAH,672,1206,2846
MAPK14,SQSTM1,672,1120,1054
MAPK8,TNFRSF10B,672,1668,1416
MKLN1,SUCLG2,672,1366,625
MTREX,RPS2,672,929,2350
NR3C1,POU2F2,672,1016,2698
PLCB2,SYNJ1,672,2257,2801
RAD23B,RPS25,672,1581,1876
RAD23B,SEM1,672,1581,1324
RAP1A,YWHAB,672,153,2771
SNAP25,SYNJ1,672,2734,2801
SON,SRSF5,672,2807,2193
TRAF3,USP7,672,2238,2356
UBC,ZFAND6,672,2043,2332
APOE,NPC1,671,2699,2593
ARID2,KMT2C,671,1940,1385
ARID4A,MORF4L1,671,2175,2330
ASPH,STIM1,671,1456,1771
BCL2L1,KEAP1,671,2750,2658
BCL6,CREBBP,671,739,2352
BCL6,STAT5B,671,739,2504
BRAF,PPARG,671,1376,551
CACNA1D,GNG7,671,612,2644
CANX,ITGB1,671,1053,1660
CD68,ITGB2,671,2452,2826
CDKN2A,RAB5A,671,1534,557
CERT1,SPTLC2,671,948,2207
CHI3L1,MT-CO3,671,241,2952
CNOT2,TNRC6A,671,1980,2380
CPSF6,SCAF8,671,1978,1227
CREBBP,SUZ12,671,2352,2483
CTNNB1,KMT2A,671,583,1874
CTNNBL1,HNRNPR,671,2767,37
CYTH4,PIK3CA,671,2851,721
CYTH4,PIK3CB,671,2851,685
DDX3X,HSP90AA1,671,2893,2235
DDX6,TNRC6B,671,1875,2855
DEPTOR,EIF4E,671,1496,843
DGKD,PLCB2,671,531,2257
DICER1,RPL13A,671,2226,2708
DLG2,SYT1,671,1851,1988
DNAJC5,SNCA,671,2789,836
EIF4A2,RPS8,671,738,82
EPN2,IGF1R,671,2464,2344
EPS15L1,SH3KBP1,671,2667,2880
GNAI2,MAPK8,671,605,1668
GNG2,MAPK14,671,2165,1120
HERC2,UBC,671,2246,2043
HLA-DQA1,STAT1,671,1105,481
HNRNPK,KPNA6,671,1557,57
IFNAR1,PDGFB,671,2805,2853
IL1B,P2RX7,671,407,2032
LEMD3,SMAD4,671,1972,2615
MAP1B,SMAP1,671,944,1147
MAP3K14,TNF,671,2511,1098
NCK2,WASF2,671,400,46
NFKBIA,PSMA1,671,2152,1785
NPLOC4,UBE2G2,671,2568,2824
NR2C2,NRIP1,671,554,2791
PARP8,RPL26,671,925,2453
PDIA3,RPN2,671,2269,2766
PIAS2,RANBP2,671,2609,403
PPP6R3,PRKDC,671,1831,1442
PRPF4B,SON,671,1065,2807
RANBP2,WDR33,671,403,419
RHOQ,SNAP23,671,334,2266
RPL15,RPL41,671,560,1958
SEL1L,STT3B,671,2211,569
SLC43A2,SLC7A7,671,2438,2138
SNX2,SNX9,671,991,1230
TBK1,TRAF3IP3,671,1970,249
TTC19,UQCC1,671,2460,2761
ABCA1,LPL,670,1579,1412
ACIN1,LUC7L2,670,2139,1373
ACTB,PKM,670,1248,2318
ADAR,TNPO1,670,188,945
ADCY7,PRKAR2A,670,2394,598
AKT3,CUL1,670,282,1381
ALOX5AP,SRGN,670,2061,1679
ANAPC5,PPP3R1,670,2034,366
ANK2,KCNQ3,670,855,1505
ANK2,TLN2,670,855,2298
ANKRD11,NCOA3,670,2429,2774
APP,TLR4,670,2796,1594
ASPH,SARAF,670,1456,1429
ATF2,PRKCB,670,467,2378
ATXN3,MGRN1,670,2221,2353
BCL2,SYK,670,2627,1564
BCL2L1,NFKB1,670,2750,846
BHLHE41,GSK3B,670,1923,650
CACNA1C,GNB4,670,1893,722
CALM2,CAMK1D,670,336,1641
CANX,HLA-C,670,1053,1095
CAPZA2,GSN,670,1352,1599
CBL,YWHAH,670,1877,2846
CCL2,PECAM1,670,2486,2540
CCL4,HLA-DRB1,670,2492,1104
CCR1,GRK5,670,592,1749
CD4,IL6R,670,1900,187
CD58,CD86,670,162,657
CD86,TNFSF13B,670,657,2122
CDC42,ITPR1,670,31,543
CDC42,NUMB,670,31,2198
CDC42,SH3KBP1,670,31,2880
CDK5RAP2,CNTLN,670,1595,1529
CGGBP1,ZNF654,670,636,637
CLASP1,PAFAH1B1,670,414,2440
CLTC,GRB2,670,2528,2550
CPEB4,LSM14A,670,1045,2680
CRK,ITGA9,670,2436,578
CSMD3,PCLO,670,1489,1311
CTBP2,PRKCA,670,1759,2544
CUL1,SPOPL,670,1381,431
CX3CR1,GRK5,670,580,1749
DDB2,MNAT1,670,1808,2179
DDX17,HNRNPH3,670,2852,1677
DDX5,EEF1A1,670,2541,1151
DDX5,HNRNPH3,670,2541,1677
DLG1,EXOC4,670,752,1368
EEF1A1,HSPA1B,670,1151,1100
EIF4E,RPL13A,670,843,2708
EP300,TBL1XR1,670,2857,717
ERBB4,NCK1,670,506,683
FOS,ZEB1,670,2201,1655
GALK2,UGP2,670,2276,356
GCC2,KIF5B,670,401,1657
GNB1,PRKAG2,670,1,1383
GNB4,PRKAG2,670,722,1383
GPM6A,OPRM1,670,893,1225
GSK3B,SNCA,670,650,836
HAVCR2,LILRB1,670,1032,2716
HMGB1,IL18,670,2060,1869
HNRNPDL,PABPC1,670,822,1479
HNRNPK,HSP90AB1,670,1557,1133
IPO9,KPNA3,670,239,2089
JUN,RBM39,670,101,2762
KAT6A,YEATS2,670,1435,732
KIF2A,KLC1,670,937,2241
LCP2,PRAM1,670,1037,2654
MAP2K1,RAP1B,670,2309,1975
MIOS,RPTOR,670,1255,2566
MTREX,RPL13,670,929,2431
MTREX,RPL15,670,929,560
NACA,RPS27,670,1960,185
NFAT5,REL,670,2410,350
NRXN1,ZNF804A,670,340,475
NSF,UBXN7,670,2514,749
P3H2,ZNF644,670,741,129
PABPC4,PAN3,670,72,2058
PARN,RPLP1,670,2367,2315
PLEK,PLEKHO1,670,367,174
RAB5A,STAM2,670,557,442
RAD23B,UBA2,670,1581,2683
RHOA,TJP1,670,601,2247
SAMD12,YEATS2,670,1493,732
STIM2,TRPM2,670,783,2823
TENT4B,TOP1,670,2393,2769
ACTB,MAP2,669,1248,504
ACTB,MAPK8,669,1248,1668
ACTR2,CAPZB,669,364,26
ADK,WWOX,669,1692,2419
ANK2,LRRK1,669,855,2346
ANK3,LRRK1,669,1673,2346
ANKRD11,SETD5,669,2429,547
ATF2,CAMK1D,669,467,1641
ATXN1,USP7,669,1079,2356
BCL2,PKM,669,2627,2318
BCL2L1,PTEN,669,2750,1706
BCLAF1,THOC2,669,1205,2928
BIN1,DPP10,669,416,410
CAMK1D,CDKAL1,669,1641,1086
CEP170,SCLT1,669,280,863
CHD8,NSD1,669,2137,1048
CLTA,DNM3,669,1544,209
CLTC,DENND1B,669,2528,235
CTBP2,TLE3,669,1759,2316
CTSH,XIAP,669,2331,2929
CUL1,HSP90AB1,669,1381,1133
CUL1,MAPK1,669,1381,2835
CUL3,NF1,669,515,2482
CXCL8,MAPK8,669,814,1668
