model,target,oof_spearman,n_donors,n_cells,n_splits,epochs,hidden_dim,dropout,lr,weight_decay,max_cells_per_bag
gated_attention_mil,percent 6e10 positive area_Grey matter,-0.1472801601965515,84,40000,5,80,64,0.25,0.0003,0.001,512
