source_idx,target_idx,support,string_score,wgcna_tom
1702,2332,wgcna_only,,0.3797542
238,1089,wgcna_only,,0.37974837
84,2361,wgcna_only,,0.3797481
2395,326,wgcna_only,,0.37974796
0,1192,wgcna_only,,0.3797463
2667,183,wgcna_only,,0.37974542
818,1954,wgcna_only,,0.37974367
317,141,wgcna_only,,0.3797402
654,970,wgcna_only,,0.37973928
444,1382,wgcna_only,,0.37973857
2775,1254,wgcna_only,,0.3797372
1568,2142,wgcna_only,,0.3797365
805,2150,wgcna_only,,0.37973553
2775,933,wgcna_only,,0.3797338
1271,1998,wgcna_only,,0.37973356
2566,863,wgcna_only,,0.37973207
2333,1321,wgcna_only,,0.37972683
2534,2200,wgcna_only,,0.37972578
331,1067,wgcna_only,,0.3797248
192,576,wgcna_only,,0.37972412
761,1581,wgcna_only,,0.37972388
2708,2304,wgcna_only,,0.37972388
1278,1595,wgcna_only,,0.37972265
1618,1360,wgcna_only,,0.37971902
2813,160,wgcna_only,,0.37971812
2453,141,wgcna_only,,0.3797173
1874,1192,wgcna_only,,0.37971628
611,1628,wgcna_only,,0.3797161
133,2498,wgcna_only,,0.37971506
1835,2054,wgcna_only,,0.37971455
937,82,wgcna_only,,0.37971374
2325,990,wgcna_only,,0.3797123
467,1823,wgcna_only,,0.37971213
1784,2539,wgcna_only,,0.37971032
946,890,wgcna_only,,0.37970948
2000,1091,wgcna_only,,0.37970686
2516,253,wgcna_only,,0.37970617
1266,96,wgcna_only,,0.37970534
1488,1610,wgcna_only,,0.37970313
2821,2682,wgcna_only,,0.37969694
2000,2613,wgcna_only,,0.37969634
1160,616,wgcna_only,,0.3796962
582,1925,wgcna_only,,0.379696
2503,773,wgcna_only,,0.37969595
897,2435,wgcna_only,,0.37969565
1189,305,wgcna_only,,0.37969348
2608,1480,wgcna_only,,0.37969184
2753,2000,wgcna_only,,0.37969062
331,2516,wgcna_only,,0.37968746
1492,1738,wgcna_only,,0.37968647
1454,709,wgcna_only,,0.37968573
2054,2582,wgcna_only,,0.37968352
1326,2263,wgcna_only,,0.3796827
933,1482,wgcna_only,,0.37968114
1382,210,wgcna_only,,0.37968105
1022,163,wgcna_only,,0.379681
1610,598,wgcna_only,,0.37968066
862,1097,wgcna_only,,0.37967896
1657,1396,wgcna_only,,0.37967795
37,1065,wgcna_only,,0.37967777
2568,509,wgcna_only,,0.3796773
2385,2603,wgcna_only,,0.3796764
395,96,wgcna_only,,0.3796762
747,2209,wgcna_only,,0.37967503
237,460,wgcna_only,,0.37967485
579,96,wgcna_only,,0.37967417
2681,1396,wgcna_only,,0.3796735
130,2442,wgcna_only,,0.37967253
2374,1360,wgcna_only,,0.37967193
2713,2203,wgcna_only,,0.37967157
1319,357,wgcna_only,,0.37967017
94,1740,wgcna_only,,0.3796692
1749,1735,wgcna_only,,0.37966916
1708,890,wgcna_only,,0.37966815
891,1180,wgcna_only,,0.37966648
752,969,wgcna_only,,0.37966502
2503,1190,wgcna_only,,0.3796644
872,1666,wgcna_only,,0.37966427
768,460,wgcna_only,,0.3796639
546,64,wgcna_only,,0.3796628
1731,2280,wgcna_only,,0.37966266
161,1371,wgcna_only,,0.37966192
303,2665,wgcna_only,,0.37966105
1120,2768,wgcna_only,,0.3796605
1473,2299,wgcna_only,,0.37965876
1911,524,wgcna_only,,0.37965447
2029,1622,wgcna_only,,0.37965277
685,1861,wgcna_only,,0.37965152
2333,2263,wgcna_only,,0.37964922
800,2705,wgcna_only,,0.37964883
161,1872,wgcna_only,,0.37964827
1012,2143,wgcna_only,,0.379647
238,1551,wgcna_only,,0.37964675
872,1091,wgcna_only,,0.379644
872,540,wgcna_only,,0.37964305
1850,810,wgcna_only,,0.37964287
2843,2440,wgcna_only,,0.37964228
2057,141,wgcna_only,,0.37964216
1862,317,wgcna_only,,0.37964204
1012,632,wgcna_only,,0.37964162
2165,1360,wgcna_only,,0.37964118
1616,2440,wgcna_only,,0.37963817
1708,1986,wgcna_only,,0.37963697
2753,539,wgcna_only,,0.3796321
582,2518,wgcna_only,,0.37963
2927,2504,wgcna_only,,0.37962946
1748,1454,wgcna_only,,0.37962654
185,1751,wgcna_only,,0.37962633
2385,1964,wgcna_only,,0.37962556
303,1091,wgcna_only,,0.37962478
539,1454,wgcna_only,,0.37962103
2191,265,wgcna_only,,0.37962058
2524,1936,wgcna_only,,0.37961915
692,2516,wgcna_only,,0.37961668
2302,2907,wgcna_only,,0.3796162
1299,1034,wgcna_only,,0.37961546
993,245,wgcna_only,,0.3796144
2430,1715,wgcna_only,,0.37961283
2667,2028,wgcna_only,,0.3796121
1968,1735,wgcna_only,,0.37960848
2939,0,wgcna_only,,0.37960777
1551,2115,wgcna_only,,0.37960547
2176,1986,wgcna_only,,0.37960505
2050,2677,wgcna_only,,0.37960488
141,569,wgcna_only,,0.37960187
958,562,wgcna_only,,0.37960172
2473,562,wgcna_only,,0.37960008
2350,1771,wgcna_only,,0.37959912
2500,1595,wgcna_only,,0.37959903
469,2901,wgcna_only,,0.37959898
1164,2275,wgcna_only,,0.3795989
253,569,wgcna_only,,0.3795987
2912,174,wgcna_only,,0.3795978
539,865,wgcna_only,,0.3795966
2927,2752,wgcna_only,,0.3795964
137,93,wgcna_only,,0.37959608
2762,160,wgcna_only,,0.37959418
1301,2568,wgcna_only,,0.37958968
2708,2097,wgcna_only,,0.37958932
2328,2356,wgcna_only,,0.37958932
192,62,wgcna_only,,0.37958714
2553,0,wgcna_only,,0.37958664
176,2399,wgcna_only,,0.3795856
2031,1582,wgcna_only,,0.3795835
509,460,wgcna_only,,0.37958294
233,539,wgcna_only,,0.37958178
1769,96,wgcna_only,,0.37958097
1154,958,wgcna_only,,0.37957948
2717,894,wgcna_only,,0.37957928
1112,1357,wgcna_only,,0.37957862
85,307,wgcna_only,,0.37957716
264,2361,wgcna_only,,0.3795763
1002,1304,wgcna_only,,0.37957564
338,1089,wgcna_only,,0.37957406
2566,1480,wgcna_only,,0.37957323
1083,2379,wgcna_only,,0.3795684
1067,1478,wgcna_only,,0.3795666
418,1280,wgcna_only,,0.3795665
2435,2773,wgcna_only,,0.3795662
2667,1709,wgcna_only,,0.37956157
1955,1808,wgcna_only,,0.37955973
1615,2051,wgcna_only,,0.37955856
2744,460,wgcna_only,,0.37955797
2826,40,wgcna_only,,0.37955633
1105,40,wgcna_only,,0.37955457
611,2042,wgcna_only,,0.3795542
1299,420,wgcna_only,,0.37955385
914,55,wgcna_only,,0.3795538
975,1454,wgcna_only,,0.37955344
2375,662,wgcna_only,,0.37955192
1194,2280,wgcna_only,,0.37955105
193,2165,wgcna_only,,0.37954962
2201,1771,wgcna_only,,0.3795469
1396,2609,wgcna_only,,0.37954673
1145,1581,wgcna_only,,0.37954658
2191,1748,wgcna_only,,0.3795448
616,1219,wgcna_only,,0.37954456
2616,426,wgcna_only,,0.3795422
37,779,wgcna_only,,0.37954143
469,68,wgcna_only,,0.37954113
2516,141,wgcna_only,,0.37953925
783,2304,wgcna_only,,0.37953907
1784,48,wgcna_only,,0.37953794
1955,1305,wgcna_only,,0.37953773
2794,428,wgcna_only,,0.37953767
1610,2737,wgcna_only,,0.3795363
1581,603,wgcna_only,,0.3795354
1862,2826,wgcna_only,,0.37953225
2261,1986,wgcna_only,,0.37953117
193,2456,wgcna_only,,0.37953097
2744,2805,wgcna_only,,0.37952942
2418,2370,wgcna_only,,0.37952918
411,665,wgcna_only,,0.37952903
872,1340,wgcna_only,,0.37952596
1179,2582,wgcna_only,,0.37952596
914,1478,wgcna_only,,0.37952393
2386,384,wgcna_only,,0.3795236
2299,2773,wgcna_only,,0.37952304
2875,1582,wgcna_only,,0.3795222
2160,94,wgcna_only,,0.37952062
2415,1299,wgcna_only,,0.3795174
467,2585,wgcna_only,,0.37951675
1735,2773,wgcna_only,,0.37951648
1747,2518,wgcna_only,,0.37951642
2375,1852,wgcna_only,,0.37951508
2861,685,wgcna_only,,0.379515
1862,758,wgcna_only,,0.3795097
238,2302,wgcna_only,,0.37950927
1764,1173,wgcna_only,,0.37950695
192,1614,wgcna_only,,0.3795064
758,2435,wgcna_only,,0.37950614
1691,1454,wgcna_only,,0.37950376
2614,1788,wgcna_only,,0.37950358
747,1113,wgcna_only,,0.3795028
143,305,wgcna_only,,0.37950152
30,1702,wgcna_only,,0.3795014
94,19,wgcna_only,,0.37950057
2277,707,wgcna_only,,0.3795002
2455,1998,wgcna_only,,0.37949792
695,1821,wgcna_only,,0.37949628
474,2293,wgcna_only,,0.379496
57,2735,wgcna_only,,0.3794956
2805,1217,wgcna_only,,0.3794945
2257,253,wgcna_only,,0.37949437
576,114,wgcna_only,,0.3794912
685,2498,wgcna_only,,0.3794889
2320,1308,wgcna_only,,0.37948832
2503,753,wgcna_only,,0.37948728
1925,2263,wgcna_only,,0.37948325
1179,1551,wgcna_only,,0.37948313
2727,2097,wgcna_only,,0.37948295
1053,1304,wgcna_only,,0.3794828
494,238,wgcna_only,,0.37947935
1747,269,wgcna_only,,0.37947875
67,2074,wgcna_only,,0.37947786
237,2280,wgcna_only,,0.3794761
55,863,wgcna_only,,0.37947273
1103,460,wgcna_only,,0.37947097
2365,1219,wgcna_only,,0.37947088
213,384,wgcna_only,,0.37947008
1784,82,wgcna_only,,0.37946558
243,1601,wgcna_only,,0.37946543
2035,2773,wgcna_only,,0.37946457
176,2353,wgcna_only,,0.37946334
684,114,wgcna_only,,0.37946132
2493,186,wgcna_only,,0.37945998
1861,1478,wgcna_only,,0.3794588
1955,579,wgcna_only,,0.37945876
264,2498,wgcna_only,,0.3794585
2854,2293,wgcna_only,,0.37945837
781,1295,wgcna_only,,0.37945706
0,958,wgcna_only,,0.37945622
2142,348,wgcna_only,,0.37945575
2667,779,wgcna_only,,0.37945494
1000,293,wgcna_only,,0.37945476
958,186,wgcna_only,,0.37945274
418,569,wgcna_only,,0.3794527
2425,96,wgcna_only,,0.37945148
890,307,wgcna_only,,0.37945133
2917,1661,wgcna_only,,0.37944844
2268,1304,wgcna_only,,0.37944838
840,114,wgcna_only,,0.3794478
1696,798,wgcna_only,,0.37944528
44,141,wgcna_only,,0.3794432
1718,2737,wgcna_only,,0.37944308
821,245,wgcna_only,,0.37944287
1012,2413,wgcna_only,,0.3794421
297,963,wgcna_only,,0.37944153
897,1644,wgcna_only,,0.37943876
2399,2148,wgcna_only,,0.37943795
2325,68,wgcna_only,,0.37943706
2491,821,wgcna_only,,0.37943658
818,94,wgcna_only,,0.3794352
2735,1780,wgcna_only,,0.37943318
2466,971,wgcna_only,,0.37943307
181,2768,wgcna_only,,0.37943208
1488,933,wgcna_only,,0.3794313
673,2072,wgcna_only,,0.3794303
1862,264,wgcna_only,,0.3794291
1299,2216,wgcna_only,,0.37942803
2395,1850,wgcna_only,,0.3794259
1764,96,wgcna_only,,0.37942576
1538,1753,wgcna_only,,0.37942383
1306,2038,wgcna_only,,0.37942132
2000,1763,wgcna_only,,0.37942097
970,2435,wgcna_only,,0.37941766
2376,40,wgcna_only,,0.37941757
290,685,wgcna_only,,0.37941617
418,1141,wgcna_only,,0.37941507
458,1872,wgcna_only,,0.37941468
2042,1986,wgcna_only,,0.37941247
1691,1551,wgcna_only,,0.37941125
2516,673,wgcna_only,,0.3794105
1491,707,wgcna_only,,0.37940973
2261,2822,wgcna_only,,0.3794089
2516,1454,wgcna_only,,0.37940633
411,1961,wgcna_only,,0.3794063
143,239,wgcna_only,,0.379406
1595,1791,wgcna_only,,0.3794029
85,1865,wgcna_only,,0.37940276
1034,2128,wgcna_only,,0.37940183
1704,1729,wgcna_only,,0.37940115
1862,2566,wgcna_only,,0.3794009
865,186,wgcna_only,,0.3793998
1053,2713,wgcna_only,,0.37939936
2705,2275,wgcna_only,,0.37939903
914,1762,wgcna_only,,0.3793989
1254,2453,wgcna_only,,0.37939793
1954,1735,wgcna_only,,0.3793966
1173,372,wgcna_only,,0.3793951
650,660,wgcna_only,,0.3793945
2836,914,wgcna_only,,0.3793937
1022,2288,wgcna_only,,0.37939286
763,1975,wgcna_only,,0.37939253
2354,1865,wgcna_only,,0.37939167
1172,2128,wgcna_only,,0.37939104
2680,2033,wgcna_only,,0.37939087
2432,2262,wgcna_only,,0.37938923
2906,2483,wgcna_only,,0.37938717
582,60,wgcna_only,,0.37938562
2209,1771,wgcna_only,,0.37938473
912,967,wgcna_only,,0.37938347
897,2927,wgcna_only,,0.37938303
2917,1575,wgcna_only,,0.37938258
2473,2054,wgcna_only,,0.37938142
237,1713,wgcna_only,,0.37937993
171,1552,wgcna_only,,0.37937975
1740,1751,wgcna_only,,0.3793787
752,574,wgcna_only,,0.3793786
1454,175,wgcna_only,,0.37937707
990,1190,wgcna_only,,0.3793749
2582,253,wgcna_only,,0.37937394
2821,562,wgcna_only,,0.3793735
2299,44,wgcna_only,,0.37937185
179,2201,wgcna_only,,0.37937066
38,894,wgcna_only,,0.3793693
2116,55,wgcna_only,,0.37936878
1968,427,wgcna_only,,0.3793681
2000,1160,wgcna_only,,0.37936676
2935,891,wgcna_only,,0.37936628
2386,2616,wgcna_only,,0.37936616
1053,2268,wgcna_only,,0.3793661
1955,2673,wgcna_only,,0.37936506
2466,1955,wgcna_only,,0.37936476
290,1762,wgcna_only,,0.37936398
2037,2373,wgcna_only,,0.37936297
1145,1771,wgcna_only,,0.37936163
1691,2737,wgcna_only,,0.37936136
1748,791,wgcna_only,,0.3793606
2046,2145,wgcna_only,,0.37935913
2000,2028,wgcna_only,,0.379358
1680,119,wgcna_only,,0.37935725
85,1938,wgcna_only,,0.37935624
1093,347,wgcna_only,,0.37935624
1738,2128,wgcna_only,,0.37935573
2483,1185,wgcna_only,,0.3793557
1012,2759,wgcna_only,,0.37935564
1071,1702,wgcna_only,,0.37935516
331,470,wgcna_only,,0.37935397
862,1544,wgcna_only,,0.3793538
2775,2603,wgcna_only,,0.37935364
489,1372,wgcna_only,,0.3793521
1791,2288,wgcna_only,,0.3793513
1182,1998,wgcna_only,,0.37935087
1306,1480,wgcna_only,,0.37935013
2131,293,wgcna_only,,0.37934992
2302,524,wgcna_only,,0.37934843
1492,1271,wgcna_only,,0.37934655
707,1482,wgcna_only,,0.37934336
1154,2435,wgcna_only,,0.3793428
2168,1466,wgcna_only,,0.37934193
1214,1762,wgcna_only,,0.3793393
1885,1382,wgcna_only,,0.37933716
806,2148,wgcna_only,,0.37933648
840,357,wgcna_only,,0.37933567
331,1862,wgcna_only,,0.37933472
1254,1053,wgcna_only,,0.37933406
1614,269,wgcna_only,,0.37933373
117,37,wgcna_only,,0.37933263
193,1280,wgcna_only,,0.3793326
1657,1738,wgcna_only,,0.3793314
334,1735,wgcna_only,,0.37932935
745,2370,wgcna_only,,0.37932825
244,1622,wgcna_only,,0.3793273
179,509,wgcna_only,,0.37932587
1458,2275,wgcna_only,,0.37932462
297,2209,wgcna_only,,0.37932372
192,2212,wgcna_only,,0.3793221
251,326,wgcna_only,,0.3793216
467,1917,wgcna_only,,0.3793208
179,2268,wgcna_only,,0.37931937
2198,1702,wgcna_only,,0.37931874
2821,1491,wgcna_only,,0.3793183
2399,1895,wgcna_only,,0.3793106
1171,2379,wgcna_only,,0.3793103
2545,1702,wgcna_only,,0.37930945
192,1195,wgcna_only,,0.37930858
2354,960,wgcna_only,,0.37930778
2839,1304,wgcna_only,,0.3793077
2277,616,wgcna_only,,0.3793061
1821,2269,wgcna_only,,0.3793055
2473,2524,wgcna_only,,0.37930298
818,685,wgcna_only,,0.37930286
865,253,wgcna_only,,0.37930286
2333,497,wgcna_only,,0.37930083
2836,1091,wgcna_only,,0.37929714
219,2399,wgcna_only,,0.37929615
2927,1482,wgcna_only,,0.3792957
1308,2539,wgcna_only,,0.37929526
38,2115,wgcna_only,,0.37929475
2035,562,wgcna_only,,0.3792937
2755,598,wgcna_only,,0.37929365
2507,2268,wgcna_only,,0.37929353
2775,238,wgcna_only,,0.3792906
2374,2280,wgcna_only,,0.37929058
1529,598,wgcna_only,,0.37929043
2165,2362,wgcna_only,,0.37928843
1821,2238,wgcna_only,,0.37928557
1209,2498,wgcna_only,,0.37928522
2566,1751,wgcna_only,,0.37928456
94,1861,wgcna_only,,0.3792841
55,2057,wgcna_only,,0.3792822
2131,1235,wgcna_only,,0.37928212
1194,1771,wgcna_only,,0.37928155
2354,2687,wgcna_only,,0.3792815
2518,2685,wgcna_only,,0.3792814
2718,924,wgcna_only,,0.37928063
692,2398,wgcna_only,,0.37927896
140,318,wgcna_only,,0.3792787
1340,2068,wgcna_only,,0.37927797
2491,1171,wgcna_only,,0.37927744
1610,2361,wgcna_only,,0.37927672
2385,1762,wgcna_only,,0.37927046
1141,616,wgcna_only,,0.37926924
470,2203,wgcna_only,,0.37926465
1012,1577,wgcna_only,,0.37926456
1012,65,wgcna_only,,0.379264
2440,2236,wgcna_only,,0.37926355
2805,540,wgcna_only,,0.37926257
233,1762,wgcna_only,,0.3792622
2414,1093,wgcna_only,,0.3792621
2277,654,wgcna_only,,0.3792617
1995,1622,wgcna_only,,0.37925887
2516,2603,wgcna_only,,0.37925836
1141,1552,wgcna_only,,0.37925747
425,990,wgcna_only,,0.37925643
2524,2115,wgcna_only,,0.37925383
975,863,wgcna_only,,0.3792535
2821,317,wgcna_only,,0.37925217
2000,380,wgcna_only,,0.37925106
2915,96,wgcna_only,,0.37925017
702,2370,wgcna_only,,0.3792499
2787,1702,wgcna_only,,0.37924883
37,1723,wgcna_only,,0.37924257
1784,897,wgcna_only,,0.37924248
297,2665,wgcna_only,,0.37924048
1955,1261,wgcna_only,,0.37923965
1823,2050,wgcna_only,,0.379239
439,1702,wgcna_only,,0.37923798
1796,1437,wgcna_only,,0.37923756
2299,2566,wgcna_only,,0.37923664
2935,2256,wgcna_only,,0.37923452
2414,2732,wgcna_only,,0.37923324
2201,598,wgcna_only,,0.37923276
2843,1702,wgcna_only,,0.3792321
2046,40,wgcna_only,,0.3792283
2175,2927,wgcna_only,,0.37922817
233,654,wgcna_only,,0.37922794
1386,2761,wgcna_only,,0.37922788
192,1812,wgcna_only,,0.37922662
1628,85,wgcna_only,,0.37922516
55,2752,wgcna_only,,0.3792237
2518,1575,wgcna_only,,0.3792236
457,2609,wgcna_only,,0.37922138
1217,524,wgcna_only,,0.37922028
1691,2268,wgcna_only,,0.37921914
673,776,wgcna_only,,0.3792184
1271,52,wgcna_only,,0.37921816
84,1140,wgcna_only,,0.379217
85,231,wgcna_only,,0.37921536
2603,1936,wgcna_only,,0.37921125
2453,2361,wgcna_only,,0.37921065
1386,239,wgcna_only,,0.3792095
2375,1034,wgcna_only,,0.37920934
1182,52,wgcna_only,,0.37920895
1955,2540,wgcna_only,,0.3792054
747,383,wgcna_only,,0.37920263
264,2567,wgcna_only,,0.37920213
2444,2468,wgcna_only,,0.37920085
2423,2268,wgcna_only,,0.37920025
912,326,wgcna_only,,0.37919927
2927,1506,wgcna_only,,0.37919903
1254,2567,wgcna_only,,0.3791988
238,781,wgcna_only,,0.3791986
2333,469,wgcna_only,,0.3791974
1610,1968,wgcna_only,,0.37919474
2333,347,wgcna_only,,0.3791911
2026,1140,wgcna_only,,0.37918884
775,802,wgcna_only,,0.37918836
1083,2148,wgcna_only,,0.37918773
1953,438,wgcna_only,,0.37918717
1571,716,wgcna_only,,0.37918603
2414,1261,wgcna_only,,0.37918538
1446,2348,wgcna_only,,0.3791847
1608,2907,wgcna_only,,0.37918276
418,2498,wgcna_only,,0.37918097
1796,707,wgcna_only,,0.37917948
395,2050,wgcna_only,,0.37917775
2907,2737,wgcna_only,,0.3791768
1823,971,wgcna_only,,0.37917626
2455,2801,wgcna_only,,0.37917578
330,2068,wgcna_only,,0.3791743
1615,1231,wgcna_only,,0.37917334
1299,773,wgcna_only,,0.37917298
821,372,wgcna_only,,0.37917277
1483,2050,wgcna_only,,0.37917125
477,1986,wgcna_only,,0.37916875
937,386,wgcna_only,,0.37916753
2038,1740,wgcna_only,,0.3791669
1482,2435,wgcna_only,,0.37916616
707,175,wgcna_only,,0.37916553
2905,2262,wgcna_only,,0.37916306
1083,56,wgcna_only,,0.37916267
1000,1382,wgcna_only,,0.37916264
1182,1492,wgcna_only,,0.37916258
675,1702,wgcna_only,,0.3791609
411,101,wgcna_only,,0.37915936
654,1295,wgcna_only,,0.37915903
781,1876,wgcna_only,,0.37915862
2325,806,wgcna_only,,0.37915832
1529,1751,wgcna_only,,0.37915805
2768,1696,wgcna_only,,0.37915725
650,2540,wgcna_only,,0.3791572
1732,316,wgcna_only,,0.37915632
93,2393,wgcna_only,,0.37915587
1684,2917,wgcna_only,,0.37915412
1805,1111,wgcna_only,,0.37915388
611,953,wgcna_only,,0.37915388
872,1926,wgcna_only,,0.37915367
2928,1582,wgcna_only,,0.37915236
2917,2685,wgcna_only,,0.37915078
1286,2183,wgcna_only,,0.37915033
2031,316,wgcna_only,,0.37914908
2299,185,wgcna_only,,0.37914854
609,1330,wgcna_only,,0.37914842
973,2168,wgcna_only,,0.3791479
2858,2737,wgcna_only,,0.3791462
1106,1478,wgcna_only,,0.37914497
243,1771,wgcna_only,,0.3791438
255,1762,wgcna_only,,0.37914285
2718,307,wgcna_only,,0.3791425
946,1582,wgcna_only,,0.37914145
2667,1897,wgcna_only,,0.37914002
1832,1639,wgcna_only,,0.37913987
171,2191,wgcna_only,,0.37913802
571,489,wgcna_only,,0.3791376
738,2325,wgcna_only,,0.37913755
84,1209,wgcna_only,,0.37913647
251,2375,wgcna_only,,0.37913558
2744,1751,wgcna_only,,0.3791352
1329,179,wgcna_only,,0.37913433
347,2442,wgcna_only,,0.37913418
37,205,wgcna_only,,0.3791336
2262,62,wgcna_only,,0.37912825
2473,427,wgcna_only,,0.37912434
457,2027,wgcna_only,,0.37912425
1796,1399,wgcna_only,,0.37912303
1326,101,wgcna_only,,0.379122
264,1830,wgcna_only,,0.37912008
2054,1551,wgcna_only,,0.37911972
1458,1552,wgcna_only,,0.3791186
2234,603,wgcna_only,,0.37911832
227,2078,wgcna_only,,0.37911716
2642,1735,wgcna_only,,0.3791167
1691,2717,wgcna_only,,0.37911296
758,2293,wgcna_only,,0.37911227
684,971,wgcna_only,,0.37911218
307,1986,wgcna_only,,0.37911028
1488,2035,wgcna_only,,0.3791057
970,2203,wgcna_only,,0.3791054
707,265,wgcna_only,,0.37910488
2801,2432,wgcna_only,,0.37910378
2256,2677,wgcna_only,,0.37910193
2293,1089,wgcna_only,,0.3791014
393,1702,wgcna_only,,0.3790973
2767,1423,wgcna_only,,0.37909713
1881,1713,wgcna_only,,0.3790967
806,1738,wgcna_only,,0.37909666
862,806,wgcna_only,,0.37909487
1821,1696,wgcna_only,,0.37909427
975,1217,wgcna_only,,0.37909314
603,2278,wgcna_only,,0.37909308
161,951,wgcna_only,,0.37909222
1376,2759,wgcna_only,,0.3790883
806,390,wgcna_only,,0.37908807
1954,1089,wgcna_only,,0.37908626
654,84,wgcna_only,,0.37908304
763,2665,wgcna_only,,0.37908134
779,2280,wgcna_only,,0.37908125
1012,901,wgcna_only,,0.37907875
2473,1192,wgcna_only,,0.37907755
973,2379,wgcna_only,,0.37907672
2917,810,wgcna_only,,0.37907627
1454,265,wgcna_only,,0.37907222
55,1876,wgcna_only,,0.37907088
752,2759,wgcna_only,,0.37906966
1278,2330,wgcna_only,,0.37906924
933,1551,wgcna_only,,0.3790687
2566,2361,wgcna_only,,0.3790676
1209,383,wgcna_only,,0.37906748
2399,413,wgcna_only,,0.37906724
1837,1702,wgcna_only,,0.3790653
1666,1780,wgcna_only,,0.37906393
2128,1372,wgcna_only,,0.37906232
2687,114,wgcna_only,,0.37906188
790,2375,wgcna_only,,0.3790574
1321,2687,wgcna_only,,0.37905532
1716,2280,wgcna_only,,0.37905183
805,2653,wgcna_only,,0.37904897
1209,2504,wgcna_only,,0.37904596
2912,2892,wgcna_only,,0.37904513
1299,411,wgcna_only,,0.3790448
1147,1702,wgcna_only,,0.37904283
2201,2299,wgcna_only,,0.37904242
2518,2078,wgcna_only,,0.3790422
779,1771,wgcna_only,,0.37904042
460,1371,wgcna_only,,0.37903967
862,663,wgcna_only,,0.37903932
1862,2430,wgcna_only,,0.3790393
1762,540,wgcna_only,,0.3790369
331,975,wgcna_only,,0.3790365
1708,160,wgcna_only,,0.37903556
2758,2128,wgcna_only,,0.37903467
1301,2435,wgcna_only,,0.37903294
2667,44,wgcna_only,,0.3790316
345,141,wgcna_only,,0.37902972
2566,1140,wgcna_only,,0.37902912
571,1953,wgcna_only,,0.37902883
227,753,wgcna_only,,0.37902716
2755,1713,wgcna_only,,0.3790252
57,1479,wgcna_only,,0.37902513
171,1691,wgcna_only,,0.3790236
457,1738,wgcna_only,,0.37902337
331,1209,wgcna_only,,0.379019
2494,1158,wgcna_only,,0.3790184
1631,2263,wgcna_only,,0.37901837
331,1399,wgcna_only,,0.3790174
509,1771,wgcna_only,,0.37901562
2321,93,wgcna_only,,0.37901387
862,1925,wgcna_only,,0.37901375
171,55,wgcna_only,,0.3790127
933,958,wgcna_only,,0.37901253
1607,2361,wgcna_only,,0.37901175
2073,585,wgcna_only,,0.37901157
2665,798,wgcna_only,,0.37900877
761,418,wgcna_only,,0.37900808
1862,474,wgcna_only,,0.37900797
1103,1751,wgcna_only,,0.37900788
1954,1551,wgcna_only,,0.3790068
57,639,wgcna_only,,0.37900624
2035,2203,wgcna_only,,0.37900066
1301,2293,wgcna_only,,0.37899977
2333,1825,wgcna_only,,0.37899324
2680,2419,wgcna_only,,0.37899062
1796,2831,wgcna_only,,0.3789889
1964,2713,wgcna_only,,0.37898874
2142,953,wgcna_only,,0.37898856
264,253,wgcna_only,,0.37898788
1315,1788,wgcna_only,,0.3789878
2667,1304,wgcna_only,,0.3789862
425,2128,wgcna_only,,0.37898573
2768,2523,wgcna_only,,0.3789846
598,569,wgcna_only,,0.37898442
467,307,wgcna_only,,0.37898362
1657,68,wgcna_only,,0.37898332
211,2370,wgcna_only,,0.37898317
1446,1600,wgcna_only,,0.3789825
914,1140,wgcna_only,,0.3789809
2320,2761,wgcna_only,,0.37898043
255,2524,wgcna_only,,0.37897843
2219,509,wgcna_only,,0.37897843
1609,2440,wgcna_only,,0.37897816
2440,574,wgcna_only,,0.3789767
2549,1488,wgcna_only,,0.37897515
224,1702,wgcna_only,,0.37897515
2054,1639,wgcna_only,,0.37897477
2503,978,wgcna_only,,0.37897447
2816,130,wgcna_only,,0.37897387
2046,44,wgcna_only,,0.37897164
1209,2453,wgcna_only,,0.37896898
2325,1850,wgcna_only,,0.37896848
1862,2831,wgcna_only,,0.37896782
2504,2507,wgcna_only,,0.3789678
253,1735,wgcna_only,,0.37896594
1446,1812,wgcna_only,,0.3789654
800,2773,wgcna_only,,0.37896517
1925,1372,wgcna_only,,0.37896308
338,380,wgcna_only,,0.37896255
1622,210,wgcna_only,,0.3789616
341,347,wgcna_only,,0.37895992
1610,2115,wgcna_only,,0.37895977
1278,64,wgcna_only,,0.37895924
1491,1796,wgcna_only,,0.378959
1299,2455,wgcna_only,,0.3789583
2354,1769,wgcna_only,,0.37895605
853,2370,wgcna_only,,0.37895456
2395,130,wgcna_only,,0.37895393
2794,2768,wgcna_only,,0.3789537
341,2503,wgcna_only,,0.37895212
2717,2435,wgcna_only,,0.37894958
2861,1644,wgcna_only,,0.3789477
390,967,wgcna_only,,0.37894765
743,1571,wgcna_only,,0.37894255
2293,1340,wgcna_only,,0.37894216
1821,1224,wgcna_only,,0.3789405
140,355,wgcna_only,,0.3789404
192,245,wgcna_only,,0.3789398
1235,2712,wgcna_only,,0.37893802
2775,264,wgcna_only,,0.37893742
539,334,wgcna_only,,0.3789366
2175,1140,wgcna_only,,0.37893438
48,1140,wgcna_only,,0.37893313
654,2854,wgcna_only,,0.37893233
1955,395,wgcna_only,,0.37893185
2399,2471,wgcna_only,,0.37893146
