source_idx,target_idx,support,string_score,wgcna_tom
2705,524,wgcna_only,,0.40366745
37,2315,wgcna_only,,0.40366545
418,1140,wgcna_only,,0.40366286
2466,2142,wgcna_only,,0.40366006
1835,1478,wgcna_only,,0.40365642
2423,1751,wgcna_only,,0.40365615
1192,1140,wgcna_only,,0.40365317
1158,798,wgcna_only,,0.40365058
781,1480,wgcna_only,,0.4036498
1231,2097,wgcna_only,,0.40364337
2927,970,wgcna_only,,0.40364277
2033,2050,wgcna_only,,0.4036382
1876,524,wgcna_only,,0.40363726
100,2885,wgcna_only,,0.40363544
1955,1661,wgcna_only,,0.40363458
470,1644,wgcna_only,,0.40363243
707,2275,wgcna_only,,0.40363163
2767,1740,wgcna_only,,0.40363145
990,68,wgcna_only,,0.4036304
1805,1666,wgcna_only,,0.40362725
193,331,wgcna_only,,0.4036272
2912,2078,wgcna_only,,0.40362445
2339,2705,wgcna_only,,0.40362087
685,427,wgcna_only,,0.40361923
94,2713,wgcna_only,,0.40361685
2768,2613,wgcna_only,,0.40361333
2234,48,wgcna_only,,0.40361166
1763,2278,wgcna_only,,0.4036092
2718,790,wgcna_only,,0.40360707
2568,2077,wgcna_only,,0.4036068
806,1492,wgcna_only,,0.4036052
1955,411,wgcna_only,,0.40360323
2524,1478,wgcna_only,,0.40360135
279,2004,wgcna_only,,0.40359885
1784,1862,wgcna_only,,0.40359774
1002,562,wgcna_only,,0.4035964
2000,2831,wgcna_only,,0.4035961
2912,2338,wgcna_only,,0.4035954
937,776,wgcna_only,,0.40359402
1446,2097,wgcna_only,,0.40359116
821,2263,wgcna_only,,0.403591
2414,269,wgcna_only,,0.40358937
330,428,wgcna_only,,0.40358493
1179,94,wgcna_only,,0.4035838
821,355,wgcna_only,,0.40358186
418,1639,wgcna_only,,0.4035807
384,255,wgcna_only,,0.40357947
1805,779,wgcna_only,,0.4035791
1953,192,wgcna_only,,0.40357876
1709,1581,wgcna_only,,0.40357825
175,2278,wgcna_only,,0.40357798
1953,2680,wgcna_only,,0.40357485
781,1304,wgcna_only,,0.40356702
305,2566,wgcna_only,,0.40356684
1968,1789,wgcna_only,,0.40356603
13,1771,wgcna_only,,0.40356377
776,1780,wgcna_only,,0.40356186
1254,1542,wgcna_only,,0.4035561
2718,1738,wgcna_only,,0.403556
1271,2901,wgcna_only,,0.40355563
1053,1788,wgcna_only,,0.4035554
1784,2582,wgcna_only,,0.4035535
709,2435,wgcna_only,,0.40355328
1601,1482,wgcna_only,,0.4035531
2912,2242,wgcna_only,,0.4035527
141,1715,wgcna_only,,0.40355188
2917,52,wgcna_only,,0.4035509
94,253,wgcna_only,,0.40355036
13,1644,wgcna_only,,0.4035491
2727,2142,wgcna_only,,0.40354675
990,52,wgcna_only,,0.40354145
2928,2534,wgcna_only,,0.40353978
1110,2927,wgcna_only,,0.4035392
914,937,wgcna_only,,0.40353903
2293,1552,wgcna_only,,0.40353608
1254,616,wgcna_only,,0.4035356
239,852,wgcna_only,,0.40353525
1446,2304,wgcna_only,,0.40353253
418,2773,wgcna_only,,0.40353093
227,457,wgcna_only,,0.40352958
338,2713,wgcna_only,,0.40352926
2682,2568,wgcna_only,,0.40352732
1321,1615,wgcna_only,,0.40352392
384,1926,wgcna_only,,0.40352345
662,357,wgcna_only,,0.40352207
67,2769,wgcna_only,,0.40352124
119,1506,wgcna_only,,0.4035207
305,330,wgcna_only,,0.40352005
763,528,wgcna_only,,0.40351933
2836,562,wgcna_only,,0.4035192
2073,264,wgcna_only,,0.4035178
2917,1998,wgcna_only,,0.40351698
2503,2432,wgcna_only,,0.40351674
1173,1924,wgcna_only,,0.4035159
1138,2278,wgcna_only,,0.40351537
1955,1657,wgcna_only,,0.40351123
227,2304,wgcna_only,,0.4035102
2667,539,wgcna_only,,0.40350646
192,2128,wgcna_only,,0.40350527
2234,2201,wgcna_only,,0.40350136
2503,1850,wgcna_only,,0.40350062
2673,2822,wgcna_only,,0.40350002
1097,316,wgcna_only,,0.40349594
2033,2483,wgcna_only,,0.4034959
2263,2097,wgcna_only,,0.4034944
791,1780,wgcna_only,,0.40348792
2354,2727,wgcna_only,,0.40348783
2805,334,wgcna_only,,0.40348592
1850,1011,wgcna_only,,0.40348443
1762,562,wgcna_only,,0.4034841
1865,2534,wgcna_only,,0.40348342
1321,1924,wgcna_only,,0.40348318
1850,60,wgcna_only,,0.40348175
2385,524,wgcna_only,,0.40348095
1171,413,wgcna_only,,0.4034809
863,1542,wgcna_only,,0.40347955
1483,1571,wgcna_only,,0.40347636
2414,1753,wgcna_only,,0.4034761
55,1715,wgcna_only,,0.40347335
1271,2375,wgcna_only,,0.40347004
2681,1850,wgcna_only,,0.4034659
192,114,wgcna_only,,0.40346014
2256,1575,wgcna_only,,0.40345904
1718,94,wgcna_only,,0.40345404
2073,2642,wgcna_only,,0.40345308
2915,357,wgcna_only,,0.40345293
2642,2398,wgcna_only,,0.4034528
2737,1751,wgcna_only,,0.40344724
2826,1478,wgcna_only,,0.4034472
1995,1330,wgcna_only,,0.4034462
1308,1926,wgcna_only,,0.40344584
2516,2219,wgcna_only,,0.40344295
331,418,wgcna_only,,0.4034419
611,832,wgcna_only,,0.40344173
2423,2927,wgcna_only,,0.40344152
2280,1897,wgcna_only,,0.40343702
1306,2278,wgcna_only,,0.40343603
93,2540,wgcna_only,,0.40343478
2767,540,wgcna_only,,0.4034306
2667,1154,wgcna_only,,0.40343037
2038,1542,wgcna_only,,0.40343037
239,175,wgcna_only,,0.4034291
67,1696,wgcna_only,,0.40342826
2365,970,wgcna_only,,0.40342426
67,1540,wgcna_only,,0.4034229
391,2256,wgcna_only,,0.4034223
2912,1190,wgcna_only,,0.40342027
1926,1780,wgcna_only,,0.40341923
489,130,wgcna_only,,0.4034171
2333,1986,wgcna_only,,0.40340835
2680,2304,wgcna_only,,0.40340576
2033,96,wgcna_only,,0.40340567
176,1850,wgcna_only,,0.40339965
2805,2858,wgcna_only,,0.40339932
418,1954,wgcna_only,,0.40339726
2379,2050,wgcna_only,,0.4033968
2553,2597,wgcna_only,,0.40339646
2353,967,wgcna_only,,0.4033963
806,1171,wgcna_only,,0.4033944
818,2219,wgcna_only,,0.4033917
2912,1195,wgcna_only,,0.40339142
330,2004,wgcna_only,,0.40338844
467,1372,wgcna_only,,0.40338546
1581,183,wgcna_only,,0.40338546
2054,1644,wgcna_only,,0.40338418
747,418,wgcna_only,,0.4033833
1529,2767,wgcna_only,,0.4033809
815,2373,wgcna_only,,0.40337476
1789,1552,wgcna_only,,0.40337417
303,2643,wgcna_only,,0.40337318
1181,890,wgcna_only,,0.40336993
2168,1582,wgcna_only,,0.4033698
1103,2068,wgcna_only,,0.40336704
1796,937,wgcna_only,,0.40336585
2767,1141,wgcna_only,,0.4033642
747,2831,wgcna_only,,0.4033605
2503,1466,wgcna_only,,0.40335804
1209,616,wgcna_only,,0.40335765
1278,1000,wgcna_only,,0.40335375
1138,1713,wgcna_only,,0.403351
2917,457,wgcna_only,,0.40335038
2339,2268,wgcna_only,,0.40334895
193,1542,wgcna_only,,0.4033488
2680,2051,wgcna_only,,0.40334728
2775,1751,wgcna_only,,0.40334663
474,1713,wgcna_only,,0.40334567
2885,971,wgcna_only,,0.4033442
650,2051,wgcna_only,,0.40334082
2616,2613,wgcna_only,,0.40333986
1821,603,wgcna_only,,0.40333775
160,1372,wgcna_only,,0.40333688
1105,1581,wgcna_only,,0.40333587
2028,2761,wgcna_only,,0.4033354
2836,2858,wgcna_only,,0.40333286
303,818,wgcna_only,,0.4033316
1326,192,wgcna_only,,0.4033307
747,2568,wgcna_only,,0.40332955
1874,616,wgcna_only,,0.40331846
2680,413,wgcna_only,,0.40331802
2831,2398,wgcna_only,,0.40331426
962,2354,wgcna_only,,0.40331364
611,1919,wgcna_only,,0.40331334
2667,2642,wgcna_only,,0.40331167
872,645,wgcna_only,,0.40331146
1083,2901,wgcna_only,,0.40330532
1925,2262,wgcna_only,,0.40330532
2415,1582,wgcna_only,,0.40330464
2325,971,wgcna_only,,0.40329978
2000,1874,wgcna_only,,0.4032994
2000,1488,wgcna_only,,0.4032993
1953,269,wgcna_only,,0.40329817
94,2643,wgcna_only,,0.40329632
2219,1113,wgcna_only,,0.403296
297,2072,wgcna_only,,0.40329334
385,2268,wgcna_only,,0.4032917
2821,1789,wgcna_only,,0.4032915
2073,179,wgcna_only,,0.40329075
1280,2929,wgcna_only,,0.40328974
1204,2761,wgcna_only,,0.4032845
2256,1582,wgcna_only,,0.40328255
2000,338,wgcna_only,,0.40328056
2494,1735,wgcna_only,,0.40327162
2354,773,wgcna_only,,0.4032663
1478,2737,wgcna_only,,0.4032648
2073,1862,wgcna_only,,0.40326074
933,1140,wgcna_only,,0.40325934
1145,2278,wgcna_only,,0.40325788
243,1821,wgcna_only,,0.40325588
747,2361,wgcna_only,,0.40325335
2473,1552,wgcna_only,,0.4032481
2912,411,wgcna_only,,0.40324578
1154,40,wgcna_only,,0.40324318
2805,1954,wgcna_only,,0.4032424
685,1295,wgcna_only,,0.40324232
763,2854,wgcna_only,,0.40324214
2915,160,wgcna_only,,0.40324166
1784,2430,wgcna_only,,0.4032398
654,2293,wgcna_only,,0.40323955
2354,1190,wgcna_only,,0.40323853
305,2072,wgcna_only,,0.40323624
2004,2302,wgcna_only,,0.40322968
100,60,wgcna_only,,0.40322697
1299,2680,wgcna_only,,0.40322563
1715,186,wgcna_only,,0.4032231
2831,94,wgcna_only,,0.40322194
2453,709,wgcna_only,,0.40322036
781,1715,wgcna_only,,0.40322012
933,1762,wgcna_only,,0.4032201
2821,539,wgcna_only,,0.40321878
1601,1217,wgcna_only,,0.40321803
2365,2203,wgcna_only,,0.40321755
2718,2708,wgcna_only,,0.40321738
85,2442,wgcna_only,,0.4032171
1581,2077,wgcna_only,,0.40321687
13,524,wgcna_only,,0.40321556
611,662,wgcna_only,,0.40321457
818,385,wgcna_only,,0.40321398
863,524,wgcna_only,,0.40321222
1751,2203,wgcna_only,,0.40321198
2494,2264,wgcna_only,,0.4032093
161,1666,wgcna_only,,0.4032058
2256,2680,wgcna_only,,0.40320536
1607,1771,wgcna_only,,0.40320516
2892,357,wgcna_only,,0.40320483
334,616,wgcna_only,,0.4032024
1473,2275,wgcna_only,,0.4031992
872,470,wgcna_only,,0.4031985
990,229,wgcna_only,,0.40319723
1953,2148,wgcna_only,,0.40319705
2385,1788,wgcna_only,,0.40319592
2518,967,wgcna_only,,0.40319258
100,420,wgcna_only,,0.40319145
806,2801,wgcna_only,,0.40318978
806,2680,wgcna_only,,0.4031885
238,2398,wgcna_only,,0.40318784
101,2142,wgcna_only,,0.40318534
1614,2822,wgcna_only,,0.4031851
1544,1753,wgcna_only,,0.4031837
193,38,wgcna_only,,0.40318355
1446,316,wgcna_only,,0.4031795
93,2928,wgcna_only,,0.4031787
297,540,wgcna_only,,0.40317646
1881,1357,wgcna_only,,0.40317422
391,650,wgcna_only,,0.40317404
305,175,wgcna_only,,0.40317294
1179,894,wgcna_only,,0.40317273
2146,385,wgcna_only,,0.40317145
802,2614,wgcna_only,,0.40316695
528,1478,wgcna_only,,0.40316635
1209,1140,wgcna_only,,0.4031657
331,1713,wgcna_only,,0.403165
1762,2299,wgcna_only,,0.4031644
386,2362,wgcna_only,,0.40316048
93,145,wgcna_only,,0.40316024
67,2241,wgcna_only,,0.40315863
673,1304,wgcna_only,,0.40315336
1446,1925,wgcna_only,,0.40314695
469,1582,wgcna_only,,0.40314585
891,1172,wgcna_only,,0.40314487
297,2516,wgcna_only,,0.4031411
1446,2680,wgcna_only,,0.40314105
2568,2435,wgcna_only,,0.4031394
2365,1748,wgcna_only,,0.40313908
384,1194,wgcna_only,,0.40313804
1466,2375,wgcna_only,,0.40313345
326,2732,wgcna_only,,0.40313345
171,1715,wgcna_only,,0.40313166
1399,2597,wgcna_only,,0.40313137
0,385,wgcna_only,,0.40312874
1446,2375,wgcna_only,,0.40312585
2275,958,wgcna_only,,0.4031258
1735,385,wgcna_only,,0.40312365
2613,1809,wgcna_only,,0.40312088
1156,2929,wgcna_only,,0.40311956
1473,1715,wgcna_only,,0.4031194
297,2160,wgcna_only,,0.40311927
1173,60,wgcna_only,,0.4031172
1691,2805,wgcna_only,,0.40311444
1850,269,wgcna_only,,0.4031144
1954,2038,wgcna_only,,0.40311426
2905,114,wgcna_only,,0.40311354
1396,1582,wgcna_only,,0.4031122
1182,326,wgcna_only,,0.4031105
650,790,wgcna_only,,0.403109
2073,334,wgcna_only,,0.4031089
303,1113,wgcna_only,,0.40310887
1214,2362,wgcna_only,,0.4031082
1955,2885,wgcna_only,,0.4031081
1691,1762,wgcna_only,,0.40310755
747,19,wgcna_only,,0.4031049
2483,2685,wgcna_only,,0.40310484
1181,1986,wgcna_only,,0.40310365
418,2907,wgcna_only,,0.4031022
1709,1644,wgcna_only,,0.4031005
2549,2280,wgcna_only,,0.40309986
2737,1542,wgcna_only,,0.4030966
2073,338,wgcna_only,,0.40308702
1190,114,wgcna_only,,0.40308663
2613,2278,wgcna_only,,0.40308648
1204,384,wgcna_only,,0.4030864
48,2278,wgcna_only,,0.4030854
671,1771,wgcna_only,,0.40308502
2320,2416,wgcna_only,,0.4030846
1173,1093,wgcna_only,,0.4030831
2338,2050,wgcna_only,,0.4030823
467,2212,wgcna_only,,0.40308225
1601,2072,wgcna_only,,0.40308157
269,2097,wgcna_only,,0.40307826
1321,832,wgcna_only,,0.40307605
2717,1780,wgcna_only,,0.4030742
413,1011,wgcna_only,,0.40307227
2917,1582,wgcna_only,,0.4030688
1179,418,wgcna_only,,0.4030687
1919,357,wgcna_only,,0.40306637
992,321,wgcna_only,,0.4030625
1805,569,wgcna_only,,0.40306136
747,1473,wgcna_only,,0.40306038
489,1093,wgcna_only,,0.4030597
802,275,wgcna_only,,0.4030587
2234,71,wgcna_only,,0.40305865
2148,2050,wgcna_only,,0.4030572
1093,1582,wgcna_only,,0.40305713
2609,2050,wgcna_only,,0.40305692
1067,2597,wgcna_only,,0.40305635
1751,186,wgcna_only,,0.4030543
673,2291,wgcna_only,,0.40305114
2000,2642,wgcna_only,,0.40304855
2718,1812,wgcna_only,,0.4030445
2494,2553,wgcna_only,,0.40304342
611,1372,wgcna_only,,0.4030417
297,1897,wgcna_only,,0.40304145
2553,539,wgcna_only,,0.40304136
685,1542,wgcna_only,,0.40303993
2299,2398,wgcna_only,,0.403037
1181,93,wgcna_only,,0.403032
470,1762,wgcna_only,,0.40302965
539,2854,wgcna_only,,0.4030267
35,2483,wgcna_only,,0.40302515
303,1473,wgcna_only,,0.40302393
2927,933,wgcna_only,,0.4030197
2234,2028,wgcna_only,,0.4030179
2219,1897,wgcna_only,,0.4030141
1968,685,wgcna_only,,0.40301126
2073,13,wgcna_only,,0.4030086
2681,2901,wgcna_only,,0.40300828
2494,1570,wgcna_only,,0.4030077
255,428,wgcna_only,,0.40300643
264,707,wgcna_only,,0.40300226
71,2362,wgcna_only,,0.40300065
611,604,wgcna_only,,0.40299854
1173,425,wgcna_only,,0.40299717
821,2681,wgcna_only,,0.4029967
1615,971,wgcna_only,,0.40299666
2767,1458,wgcna_only,,0.4029932
1657,971,wgcna_only,,0.40299287
821,2262,wgcna_only,,0.40299267
71,1601,wgcna_only,,0.4029923
806,665,wgcna_only,,0.4029912
671,428,wgcna_only,,0.40299058
2339,1091,wgcna_only,,0.40299016
2280,1735,wgcna_only,,0.40298966
1881,2929,wgcna_only,,0.40298805
1446,100,wgcna_only,,0.40298703
1788,334,wgcna_only,,0.40298617
528,524,wgcna_only,,0.40298578
650,1093,wgcna_only,,0.4029845
1852,96,wgcna_only,,0.4029815
1488,654,wgcna_only,,0.40298113
781,2068,wgcna_only,,0.40298036
758,524,wgcna_only,,0.4029777
1911,119,wgcna_only,,0.4029755
1809,2072,wgcna_only,,0.4029755
2365,94,wgcna_only,,0.4029738
1551,428,wgcna_only,,0.40297365
317,685,wgcna_only,,0.40297315
1784,1954,wgcna_only,,0.4029676
2299,562,wgcna_only,,0.40296754
1751,1542,wgcna_only,,0.40296736
193,776,wgcna_only,,0.40295976
2073,933,wgcna_only,,0.40295854
662,2483,wgcna_only,,0.40295714
872,2453,wgcna_only,,0.4029542
758,1480,wgcna_only,,0.40295205
2331,1715,wgcna_only,,0.4029509
1103,239,wgcna_only,,0.40294948
119,1454,wgcna_only,,0.40294886
1557,84,wgcna_only,,0.40294573
192,1825,wgcna_only,,0.40294537
650,708,wgcna_only,,0.40294325
1788,141,wgcna_only,,0.40294203
318,269,wgcna_only,,0.40294135
1953,1011,wgcna_only,,0.40294084
509,2362,wgcna_only,,0.4029405
1278,1995,wgcna_only,,0.40293986
673,707,wgcna_only,,0.40293843
264,2927,wgcna_only,,0.40293556
1771,1735,wgcna_only,,0.40293553
1097,2256,wgcna_only,,0.40293348
1458,2362,wgcna_only,,0.40292618
2034,1552,wgcna_only,,0.40292415
305,1926,wgcna_only,,0.40292114
806,2681,wgcna_only,,0.40292063
2338,971,wgcna_only,,0.4029195
71,1308,wgcna_only,,0.40291885
1214,1780,wgcna_only,,0.4029146
1173,56,wgcna_only,,0.40291366
2805,2854,wgcna_only,,0.40291327
2718,1081,wgcna_only,,0.40291196
1295,2038,wgcna_only,,0.40291137
1179,528,wgcna_only,,0.4029096
2353,269,wgcna_only,,0.40290874
1083,457,wgcna_only,,0.40290576
2416,2057,wgcna_only,,0.40290204
1053,2435,wgcna_only,,0.40290198
2775,781,wgcna_only,,0.4029017
67,1120,wgcna_only,,0.4029015
1789,2858,wgcna_only,,0.4029012
539,1209,wgcna_only,,0.40290043
255,1360,wgcna_only,,0.40289736
119,2160,wgcna_only,,0.40289596
2927,186,wgcna_only,,0.40289405
1179,2667,wgcna_only,,0.40289262
2494,1709,wgcna_only,,0.40289104
303,1607,wgcna_only,,0.4028904
1953,708,wgcna_only,,0.40288976
650,783,wgcna_only,,0.40288797
1955,2078,wgcna_only,,0.40288538
781,2473,wgcna_only,,0.40288538
2836,2026,wgcna_only,,0.40288502
2256,663,wgcna_only,,0.40288454
269,2262,wgcna_only,,0.40288448
179,2385,wgcna_only,,0.4028843
709,616,wgcna_only,,0.40288126
2553,2398,wgcna_only,,0.4028772
1113,460,wgcna_only,,0.40287644
2667,338,wgcna_only,,0.40287545
1466,992,wgcna_only,,0.40287355
305,71,wgcna_only,,0.4028732
1570,2339,wgcna_only,,0.4028729
193,2504,wgcna_only,,0.40287277
233,1780,wgcna_only,,0.40287268
94,2275,wgcna_only,,0.40287265
338,2831,wgcna_only,,0.4028716
238,1789,wgcna_only,,0.40286958
1446,114,wgcna_only,,0.4028684
326,269,wgcna_only,,0.4028679
2216,114,wgcna_only,,0.4028668
67,1783,wgcna_only,,0.40286598
130,114,wgcna_only,,0.40286586
1173,708,wgcna_only,,0.40286532
1271,100,wgcna_only,,0.4028639
654,141,wgcna_only,,0.4028622
239,1141,wgcna_only,,0.40286192
753,2822,wgcna_only,,0.40285245
67,2523,wgcna_only,,0.4028518
1748,654,wgcna_only,,0.4028484
1271,316,wgcna_only,,0.40284804
2614,1360,wgcna_only,,0.40284562
1731,2929,wgcna_only,,0.4028437
1103,1601,wgcna_only,,0.40283918
1145,1308,wgcna_only,,0.40283808
1835,2597,wgcna_only,,0.40283427
2516,2767,wgcna_only,,0.4028328
1179,2744,wgcna_only,,0.40282992
2416,975,wgcna_only,,0.4028279
1953,2168,wgcna_only,,0.4028236
84,2453,wgcna_only,,0.40282333
2325,100,wgcna_only,,0.40282026
872,2291,wgcna_only,,0.4028155
2566,1789,wgcna_only,,0.4028148
2839,1715,wgcna_only,,0.40280843
2775,673,wgcna_only,,0.40280837
890,1738,wgcna_only,,0.4028069
1492,990,wgcna_only,,0.40280682
1204,2362,wgcna_only,,0.40280607
1209,2435,wgcna_only,,0.4028056
276,1986,wgcna_only,,0.40280518
413,2128,wgcna_only,,0.4028031
993,2680,wgcna_only,,0.4027977
1955,2216,wgcna_only,,0.40279743
1295,616,wgcna_only,,0.40279686
37,865,wgcna_only,,0.40279678
2494,1007,wgcna_only,,0.40279654
1105,384,wgcna_only,,0.40279385
1897,2278,wgcna_only,,0.40279007
673,2582,wgcna_only,,0.40278998
763,1551,wgcna_only,,0.40278867
1631,967,wgcna_only,,0.40278852
130,2263,wgcna_only,,0.40278688
1748,2299,wgcna_only,,0.4027845
1446,2518,wgcna_only,,0.40278375
238,1762,wgcna_only,,0.40278307
35,2304,wgcna_only,,0.40278056
245,2534,wgcna_only,,0.40278
2724,100,wgcna_only,,0.40277806
891,2051,wgcna_only,,0.40277526
1000,1330,wgcna_only,,0.40277496
1315,2929,wgcna_only,,0.40277305
418,616,wgcna_only,,0.40277168
2219,1219,wgcna_only,,0.40276965
2354,1195,wgcna_only,,0.4027663
2483,420,wgcna_only,,0.40276492
469,2050,wgcna_only,,0.4027647
192,269,wgcna_only,,0.40275994
1172,971,wgcna_only,,0.40275937
2667,2858,wgcna_only,,0.40275845
62,96,wgcna_only,,0.4027584
1861,460,wgcna_only,,0.4027582
1271,413,wgcna_only,,0.40275344
489,1034,wgcna_only,,0.4027509
890,145,wgcna_only,,0.40274996
1254,781,wgcna_only,,0.40274927
2568,1542,wgcna_only,,0.40274814
611,158,wgcna_only,,0.40274602
428,2072,wgcna_only,,0.40274578
747,470,wgcna_only,,0.40274483
692,186,wgcna_only,,0.40274405
1769,2534,wgcna_only,,0.4027427
1716,384,wgcna_only,,0.402742
1254,2435,wgcna_only,,0.4027412
85,158,wgcna_only,,0.4027379
763,265,wgcna_only,,0.40273672
611,1812,wgcna_only,,0.40273497
1002,1192,wgcna_only,,0.402732
1610,798,wgcna_only,,0.40273142
1911,2004,wgcna_only,,0.40272942
171,1480,wgcna_only,,0.4027265
673,264,wgcna_only,,0.4027263
802,2456,wgcna_only,,0.40272194
891,2140,wgcna_only,,0.40272155
2354,251,wgcna_only,,0.4027196
1011,992,wgcna_only,,0.40271837
1446,1582,wgcna_only,,0.4027173
872,2054,wgcna_only,,0.40271568
264,2275,wgcna_only,,0.4027153
2912,1299,wgcna_only,,0.40271267
937,2057,wgcna_only,,0.40271252
2399,160,wgcna_only,,0.40270412
1160,1360,wgcna_only,,0.40270358
2912,1657,wgcna_only,,0.4027018
2142,1575,wgcna_only,,0.4027017
2423,1715,wgcna_only,,0.40270078
161,1141,wgcna_only,,0.4027006
2808,2483,wgcna_only,,0.40269837
467,576,wgcna_only,,0.40269655
13,2275,wgcna_only,,0.40269494
1784,1552,wgcna_only,,0.4026945
2491,990,wgcna_only,,0.40269443
71,2761,wgcna_only,,0.40269044
2503,2885,wgcna_only,,0.40268952
100,347,wgcna_only,,0.40268892
1784,334,wgcna_only,,0.40268812
1138,1771,wgcna_only,,0.4026881
2927,1876,wgcna_only,,0.40268803
891,978,wgcna_only,,0.4026852
2353,992,wgcna_only,,0.40268445
2331,1751,wgcna_only,,0.40268302
684,85,wgcna_only,,0.40268245
55,1478,wgcna_only,,0.40268195
582,992,wgcna_only,,0.40268078
2148,2304,wgcna_only,,0.4026797
2354,2685,wgcna_only,,0.40267745
539,1154,wgcna_only,,0.4026773
776,2362,wgcna_only,,0.40267688
914,2278,wgcna_only,,0.40267646
1552,2435,wgcna_only,,0.40267605
2160,798,wgcna_only,,0.4026689
494,460,wgcna_only,,0.40266597
2175,305,wgcna_only,,0.40266192
2209,161,wgcna_only,,0.4026619
1160,2929,wgcna_only,,0.40266186
1446,2503,wgcna_only,,0.40266162
2775,2000,wgcna_only,,0.40266034
57,779,wgcna_only,,0.40265536
2568,852,wgcna_only,,0.40265492
673,1105,wgcna_only,,0.40265438
2046,1784,wgcna_only,,0.402653
2755,2356,wgcna_only,,0.40265033
1861,1601,wgcna_only,,0.40265033
1011,2128,wgcna_only,,0.40264976
2821,1784,wgcna_only,,0.40264893
145,160,wgcna_only,,0.40264776
1615,2304,wgcna_only,,0.402647
1805,1911,wgcna_only,,0.40264514
2203,2435,wgcna_only,,0.40264207
781,2038,wgcna_only,,0.4026417
2717,1751,wgcna_only,,0.40264064
650,1195,wgcna_only,,0.4026388
2827,2262,wgcna_only,,0.40263852
2219,383,wgcna_only,,0.4026358
458,82,wgcna_only,,0.40263405
413,1998,wgcna_only,,0.402629
1571,604,wgcna_only,,0.40262818
650,2442,wgcna_only,,0.40262705
1943,890,wgcna_only,,0.40262696
1862,1552,wgcna_only,,0.40262672
1914,100,wgcna_only,,0.40262362
2603,2193,wgcna_only,,0.4026232
709,40,wgcna_only,,0.40261924
645,2275,wgcna_only,,0.402618
1506,1308,wgcna_only,,0.40261528
474,385,wgcna_only,,0.4026151
1608,1715,wgcna_only,,0.40261424
192,1925,wgcna_only,,0.40260696
425,100,wgcna_only,,0.40260676
671,2280,wgcna_only,,0.4026067
2293,186,wgcna_only,,0.4026054
2503,1231,wgcna_only,,0.40260312
2264,2398,wgcna_only,,0.40260196
2000,654,wgcna_only,,0.4026019
2597,1735,wgcna_only,,0.4026013
1805,975,wgcna_only,,0.40259856
276,890,wgcna_only,,0.4025985
2148,971,wgcna_only,,0.40259457
1788,2839,wgcna_only,,0.40259296
821,992,wgcna_only,,0.40259275
2339,2553,wgcna_only,,0.40259072
1466,114,wgcna_only,,0.40259042
2000,1954,wgcna_only,,0.40258932
2603,1557,wgcna_only,,0.40258878
326,2518,wgcna_only,,0.40258625
1850,2128,wgcna_only,,0.40257713
67,1727,wgcna_only,,0.4025743
467,158,wgcna_only,,0.4025739
1372,1986,wgcna_only,,0.40257302
665,1850,wgcna_only,,0.40257236
474,524,wgcna_only,,0.40257207
992,2097,wgcna_only,,0.40256655
802,1160,wgcna_only,,0.4025634
1953,1615,wgcna_only,,0.4025628
937,1607,wgcna_only,,0.4025628
1570,303,wgcna_only,,0.40256143
2805,2498,wgcna_only,,0.4025601
654,1751,wgcna_only,,0.40255648
2493,2568,wgcna_only,,0.40255466
2302,2278,wgcna_only,,0.4025533
100,2216,wgcna_only,,0.4025532
391,967,wgcna_only,,0.4025515
40,2115,wgcna_only,,0.40255103
334,524,wgcna_only,,0.40254968
993,1600,wgcna_only,,0.4025472
763,1053,wgcna_only,,0.40254688
84,791,wgcna_only,,0.4025466
2917,489,wgcna_only,,0.4025451
2685,2373,wgcna_only,,0.40254417
1053,1488,wgcna_only,,0.40254277
2000,863,wgcna_only,,0.40254185
1396,2822,wgcna_only,,0.40254182
2365,963,wgcna_only,,0.40254173
1329,2280,wgcna_only,,0.40254116
2209,2356,wgcna_only,,0.4025394
1657,2680,wgcna_only,,0.40253916
71,1360,wgcna_only,,0.40253666
2375,663,wgcna_only,,0.40253547
316,2432,wgcna_only,,0.40253207
1179,1789,wgcna_only,,0.40253177
673,1762,wgcna_only,,0.40253067
2091,2050,wgcna_only,,0.40252778
2534,815,wgcna_only,,0.40252438
458,1194,wgcna_only,,0.40252316
2935,357,wgcna_only,,0.40252295
1180,357,wgcna_only,,0.40251872
891,62,wgcna_only,,0.40251568
1529,1780,wgcna_only,,0.4025153
937,540,wgcna_only,,0.40251428
897,1357,wgcna_only,,0.402513
2836,84,wgcna_only,,0.4025118
872,707,wgcna_only,,0.4025075
1179,2385,wgcna_only,,0.40250626
1446,2901,wgcna_only,,0.40250394
1784,317,wgcna_only,,0.4025011
2827,413,wgcna_only,,0.40249944
1173,2816,wgcna_only,,0.40249595
1919,2373,wgcna_only,,0.40249592
2398,2773,wgcna_only,,0.40249485
2917,806,wgcna_only,,0.40249372
160,2892,wgcna_only,,0.40249276
673,1103,wgcna_only,,0.4024908
458,123,wgcna_only,,0.40248704
539,1140,wgcna_only,,0.4024842
1812,2142,wgcna_only,,0.40247932
1809,1735,wgcna_only,,0.40247923
37,2641,wgcna_only,,0.402478
2353,2375,wgcna_only,,0.40247694
48,1771,wgcna_only,,0.40247512
1955,2724,wgcna_only,,0.402474
